,Exam Group,Exam Block
0,72-0103,3
1,1-9185,12
2,MLG17,17
3,1-8222,1
4,1-6240,12
5,1-5549,2
6,1-8021,6
7,1-8767,2
8,1-8181,6
9,1-8020,12
10,1-7964,20
11,1-9722,1
12,MLG84,17
13,1-9805,1
14,1-6098,4
15,1-8093,21
16,1-9955,4
17,1-18603,7
18,1-3521,2
19,1-2596,2
20,1-5167,20
21,1-3519,14
22,1-7995,12
23,1-2025,11
24,1-7140,20
25,1-9607,17
26,1-9907,15
27,1-18409,6
28,1-10071,15
29,1-18735,17
30,1-8418,19
31,1-8938,17
32,1-0022,18
33,1-7991,14
34,1-6642,6
35,1-2869,9
36,1-2714,7
37,1-5508,12
38,1-2104,18
39,1-7467,10
40,1-7722,4
41,1-7509,1
42,1-1207,14
43,1-8705,5
44,1-5214,1
45,1-9444,1
46,1-8566,7
47,1-19547,6
48,1-0405,10
49,1-2178,6
50,1-8174,7
51,1-9925,2
52,72-12387,14
53,1-9850,5
54,1-8125,9
55,1-8095,3
56,1-5877,8
57,1-1224,2
58,1-17733,2
59,1-9331,4
60,1-18202,20
61,1-7341,21
62,1-9818,9
63,1-7066,11
64,1-9674,2
65,1-8659,21
66,1-7536,15
67,1-7481,13
68,1-7845,11
69,1-18498,10
70,1-2584,2
71,1-6532,7
72,1-9614,14
73,1-5355,19
74,1-8124,1
75,1-8401,4
76,1-8541,10
77,1-2153,5
78,1-4088,2
79,1-9739,19
80,1-9115,17
81,1-7770,15
82,1-17645,9
83,1-18423,1
84,1-18714,13
85,1-8084,21
86,1-9345,4
87,MLG35,1
88,1-5626,5
89,1-18004,2
90,1-19222,4
91,72-12171,13
92,1-7807,9
93,1-20003,13
94,1-3083,17
95,1-3312,6
96,MLG37,1
97,1-9237,1
98,1-8127,10
99,1-5775,16
100,1-19598,15
101,1-9892,3
102,1-3564,14
103,1-8820,2
104,1-8267,16
105,1-1258,5
106,MLG69,18
107,1-6971,15
108,1-9731,20
109,1-9768,3
110,72-18936,6
111,1-19897,15
112,1-10698,18
113,1-4499,2
114,1-7496,9
115,1-3178,12
116,1-20047,4
117,1-0358,5
118,1-6543,7
119,1-5929,8
120,1-10232,14
121,1-7070,8
122,MLG42,3
123,MLG55,12
124,1-8427,8
125,1-8622,8
126,1-8488,21
127,1-9643,1
128,1-19286,7
129,1-2573,1
130,1-1833,3
131,1-9283,19
