,Exam Group,Exam Block
0,72-0103,2
1,1-9185,16
2,MLG17,7
3,1-8222,3
4,1-6240,5
5,1-5549,1
6,1-8021,15
7,1-8767,1
8,1-8181,8
9,1-8020,14
10,1-7964,8
11,1-9722,4
12,MLG84,7
13,1-9805,12
14,1-6098,11
15,1-8093,8
16,1-9955,2
17,1-18603,2
18,1-3521,4
19,1-2596,1
20,1-5167,13
21,1-3519,2
22,1-7995,1
23,1-2025,16
24,1-7140,16
25,1-9607,20
26,1-9907,3
27,1-18409,17
28,1-10071,5
29,1-18735,7
30,1-8418,17
31,1-8938,11
32,1-0022,1
33,1-7991,1
34,1-6642,1
35,1-2869,7
36,1-2714,12
37,1-5508,7
38,1-2104,3
39,1-7467,17
40,1-7722,12
41,1-7509,20
42,1-1207,2
43,1-8705,1
44,1-5214,9
45,1-9444,11
46,1-8566,5
47,1-19547,12
48,1-0405,5
49,1-2178,2
50,1-8174,15
51,1-9925,19
52,72-12387,3
53,1-9850,2
54,1-8125,14
55,1-8095,5
56,1-5877,4
57,1-1224,19
58,1-17733,19
59,1-9331,6
60,1-18202,13
61,1-7341,20
62,1-9818,2
63,1-7066,2
64,1-9674,19
65,1-8659,7
66,1-7536,2
67,1-7481,12
68,1-7845,4
69,1-18498,5
70,1-2584,1
71,1-6532,10
72,1-9614,11
73,1-5355,18
74,1-8124,15
75,1-8401,1
76,1-8541,2
77,1-2153,8
78,1-4088,16
79,1-9739,19
80,1-9115,13
81,1-7770,7
82,1-17645,17
83,1-18423,2
84,1-18714,4
85,1-8084,11
86,1-9345,1
87,MLG35,14
88,1-5626,18
89,1-18004,4
90,1-19222,1
91,72-12171,4
92,1-7807,9
93,1-20003,2
94,1-3083,5
95,1-3312,3
96,MLG37,6
97,1-9237,18
98,1-8127,13
99,1-5775,4
100,1-19598,14
101,1-9892,4
102,1-3564,17
103,1-8820,19
104,1-8267,9
105,1-1258,18
106,MLG69,7
107,1-6971,1
108,1-9731,5
109,1-9768,4
110,72-18936,13
111,1-19897,9
112,1-10698,5
113,1-4499,2
114,1-7496,9
115,1-3178,1
116,1-20047,1
117,1-0358,3
118,1-6543,4
119,1-5929,1
120,1-10232,1
121,1-7070,1
122,MLG42,5
123,MLG55,15
124,1-8427,1
125,1-8622,6
126,1-8488,15
127,1-9643,5
128,1-19286,13
129,1-2573,6
130,1-1833,6
131,1-9283,15
132,1-9110,20
133,1-8576,3
134,1-9465,1
135,1-9712,8
136,1-9549,11
137,1-1972,3
138,1-5515,13
139,1-7863,18
140,1-2294,19
141,MLG45,1
142,P-16454,6
143,1-8928,20
144,1-7744,8
145,MLG06,18
146,1-7453,2
147,1-17657,5
148,1-0001,2
149,MLG58,17
150,1-7005,2
151,1-9870,3
152,1-9500,16
153,1-1350,1
154,1-18994,13
155,1-9447,16
156,1-8634,10
157,1-6061,11
158,1-7599,7
159,1-10696,7
160,1-19813,6
161,MLG41,17
162,1-8067,19
163,1-9137,12
164,1-9740,4
165,1-7721,2
166,MLG40,14
167,1-4929,10
168,1-9655,6
169,1-9606,11
170,1-5043,18
171,1-8100,6
172,1-8573,13
173,1-9588,2
174,MLG38,12
175,1-4910,1
176,1-8042,1
177,1-10948,1
178,1-7525,2
179,1-4052,8
180,1-0037,6
181,1-8641,1
182,1-7752,3
183,1-9496,11
184,1-8074,4
185,1-8906,2
186,72-11994,1
187,1-7321,5
188,1-20167,11
189,1-9156,4
190,1-2382,12
191,1-8328,9
192,1-9770,4
193,1-9553,13
194,1-9253,3
195,1-2670,13
196,1-9646,1
197,1-8646,6
198,1-9839,14
199,MLG39,17
200,1-4634,11
201,1-9902,16
202,1-8988,3
203,1-1250,4
204,1-9733,14
205,1-8018,16
206,1-9752,5
207,1-7058,18
208,1-10468,19
209,1-9938,19
210,1-7842,4
211,1-5406,1
212,1-10922,1
213,1-18563,12
214,1-0053,11
215,1-19839,10
216,1-9887,13
217,1-9630,9
218,1-9416,4
219,1-5653,3
220,MLG73,14
221,1-8023,1
222,1-4149,2
223,1-0205,2
224,1-9227,2
225,1-9650,16
226,1-9996,8
227,1-3068,9
228,1-17835,5
229,1-4361,10
230,1-3089,4
231,1-8450,6
232,1-18371,4
233,MLG07,2
234,MLG29,11
235,1-8113,2
236,1-7024,16
237,1-9667,15
238,1-9855,17
239,1-7042,12
240,MLG33,12
241,1-19448,16
242,1-20791,6
243,1-1015,9
244,MLG57,5
245,1-6647,4
246,MLG56,7
247,1-20467,1
248,1-2400,9
249,1-6931,15
250,1-9333,4
251,1-7268,1
252,1-21195,1
253,1-4649,6
254,1-8379,1
255,1-9946,3
256,1-9277,2
257,1-9504,3
258,1-9516,14
259,1-3596,12
260,1-0129,18
261,1-1942,2
262,1-8623,1
263,1-6927,19
264,P-0009,7
265,1-11330,1
266,1-2103,16
267,1-6181,3
268,MLG44,17
269,1-7839,5
270,1-1390,12
271,1-7897,4
272,1-1570,18
273,1-3589,2
274,1-0033,4
275,1-3216,1
276,1-9495,13
277,1-4051,1
278,1-10762,10
279,MLG43,7
280,1-7608,5
281,1-9995,3
282,1-1608,14
283,1-3535,4
284,1-4136,1
285,1-18615,17
286,1-3587,9
287,1-9836,4
288,1-8590,4
289,1-1592,10
290,1-8341,2
291,MLG02,20
292,1-9997,3
293,1-8066,20
294,1-3509,3
295,1-3639,18
296,1-9404,19
297,1-8352,1
298,1-7019,3
299,MLG54,6
300,1-4020,5
301,1-1177,10
302,MLG51,5
303,1-8157,4
304,1-19004,3
305,1-7866,20
306,1-18377,9
307,1-5530,2
308,1-6743,19
309,1-3516,9
310,1-4855,6
311,1-20578,20
312,1-3108,1
313,1-7521,4
314,1-3139,2
315,1-1769,19
316,1-7441,18
317,1-10978,15
318,1-2324,6
319,1-3584,11
320,MLG13,2
321,1-5172,18
322,1-0296,15
323,1-3647,1
324,1-6734,18
325,1-19924,10
326,1-8826,2
327,P-16616,16
328,1-9497,11
329,1-1317,19
330,1-4531,2
331,MLG75,14
332,MLG78,12
333,1-11329,4
334,1-20641,11
335,1-8910,2
336,1-1827,3
337,1-18613,2
338,1-6296,3
339,1-3523,8
340,1-3362,9
341,1-0031,5
342,MLG65,6
343,1-4319,19
344,1-6035,5
345,1-1131,16
346,MLG32,17
347,1-8188,20
348,1-17758,7
349,1-3052,2
350,1-2282,12
351,1-19229,8
352,MLG63,8
353,MLG50,6
354,1-9417,19
355,1-9498,18
356,1-9761,16
357,1-4760,17
358,1-9831,19
359,1-4417,3
360,1-6611,17
361,1-0008,3
362,1-1462,2
363,1-10785,18
364,1-7682,10
365,MLG48,12
366,1-5163,14
367,1-8544,20
368,1-5197,19
369,1-6594,10
370,MLG62,20
371,1-1580,10
372,1-6916,3
373,1-6918,11
374,1-6919,7
375,MLG14,10
376,1-7874,2
377,1-7213,11
378,1-6561,18
379,1-4640,9
380,1-7004,9
381,1-2335,4
382,1-18558,13
383,1-8551,2
384,1-9270,18
385,1-6974,13
386,MLG68,13
387,1-10539,15
388,MLG49,15
389,1-0278,20
390,MLG64,17
391,MLG30,3
392,1-9609,3
393,1-7819,13
394,1-2423,3
395,1-6787,11
396,1-9963,18
397,1-9808,3
398,1-0303,15
399,MLG60,14
400,1-18709,11
401,1-7204,1
402,1-5744,4
403,1-1770,13
404,1-4682,7
405,1-3104,19
406,1-17907,9
407,1-8421,10
408,MLG53,20
409,1-9645,4
410,MLG12,15
411,MLG15,12
412,1-6858,20
413,1-8314,5
414,1-8285,17
415,1-1957,17
416,1-18203,14
417,1-10451,8
418,1-6216,15
419,1-6692,4
420,1-8172,18
421,1-8398,14
422,1-6878,3
423,1-7122,4
424,1-4700,9
425,1-6006,2
426,1-4355,16
427,1-9379,12
428,1-2701,1
429,1-6693,11
430,1-3141,18
431,1-7614,15
432,1-6914,2
433,1-5654,13
434,MLG59,8
435,1-9610,4
436,1-5161,5
437,1-6980,7
438,MLG10,20
439,MLG72,10
440,MLG52,20
441,1-19166,20
442,MLG11,14
443,1-3447,6
444,1-3217,2
445,1-6538,4
446,1-3534,9
447,1-7152,9
448,1-3106,12
449,1-1935,6
450,1-2297,19
451,1-4098,20
452,1-8529,14
453,1-8397,1
454,1-0272,9
455,1-17790,12
456,1-8186,1
457,1-8503,6
458,1-7182,15
459,1-2545,15
460,1-7993,16
461,1-9651,14
462,1-1183,4
463,1-1989,5
464,1-10060,8
465,1-5913,3
466,1-5981,14
