,Exam Group,Exam Block
0,72-0103,17
1,1-9185,11
2,MLG17,22
3,1-8222,18
4,1-6240,6
5,1-5549,1
6,1-8021,12
7,1-8767,14
8,1-8181,13
9,1-8020,12
10,1-7964,11
11,1-9722,21
12,MLG84,7
13,1-9805,9
14,1-6098,13
15,1-8093,2
16,1-9955,6
17,1-18603,22
18,1-3521,5
19,1-2596,4
20,1-5167,19
21,1-3519,12
22,1-7995,11
23,1-2025,18
24,1-7140,7
25,1-9607,1
26,1-9907,9
27,1-18409,19
28,1-10071,2
29,1-18735,17
30,1-8418,20
31,1-8938,2
32,1-0022,10
33,1-7991,11
34,1-6642,1
35,1-2869,19
36,1-2714,1
37,1-5508,8
38,1-2104,14
39,1-7467,20
40,1-7722,3
41,1-7509,7
42,1-1207,21
43,1-8705,7
44,1-5214,2
45,1-9444,13
46,1-8566,6
47,1-19547,8
48,1-0405,13
49,1-2178,16
50,1-8174,13
51,1-9925,1
52,72-12387,22
53,1-9850,14
54,1-8125,6
55,1-8095,21
56,1-5877,22
57,1-1224,20
58,1-17733,1
59,1-9331,15
60,1-18202,15
61,1-7341,19
62,1-9818,15
63,1-7066,3
64,1-9674,1
65,1-8659,16
66,1-7536,4
67,1-7481,22
68,1-7845,2
69,1-18498,15
70,1-2584,1
71,1-6532,2
72,1-9614,10
73,1-5355,12
74,1-8124,10
75,1-8401,12
76,1-8541,9
77,1-2153,10
78,1-4088,13
79,1-9739,6
80,1-9115,16
81,1-7770,9
82,1-17645,9
83,1-18423,3
84,1-18714,1
85,1-8084,9
86,1-9345,13
87,MLG35,4
88,1-5626,5
89,1-18004,8
90,1-19222,14
91,72-12171,6
92,1-7807,17
93,1-20003,2
94,1-3083,23
95,1-3312,1
96,MLG37,18
97,1-9237,5
98,1-8127,2
99,1-5775,22
100,1-19598,10
101,1-9892,23
102,1-3564,20
103,1-8820,1
104,1-8267,3
105,1-1258,5
106,MLG69,8
107,1-6971,10
108,1-9731,5
109,1-9768,16
110,72-18936,1
111,1-19897,20
112,1-10698,12
113,1-4499,9
114,1-7496,10
115,1-3178,12
116,1-20047,8
117,1-0358,23
118,1-6543,12
119,1-5929,11
120,1-10232,15
121,1-7070,4
122,MLG42,14
123,MLG55,17
124,1-8427,6
125,1-8622,21
126,1-8488,3
127,1-9643,11
128,1-19286,9
129,1-2573,19
130,1-1833,8
131,1-9283,6
132,1-9110,19
133,1-8576,10
134,1-9465,1
135,1-9712,2
136,1-9549,16
137,1-1972,6
138,1-5515,20
139,1-7863,5
140,1-2294,23
141,MLG45,22
142,P-16454,4
143,1-8928,19
144,1-7744,7
145,MLG06,15
146,1-7453,14
147,1-17657,15
148,1-0001,15
149,MLG58,17
150,1-7005,3
151,1-9870,4
152,1-9500,23
153,1-1350,6
154,1-18994,9
155,1-9447,6
156,1-8634,1
157,1-6061,5
158,1-7599,14
159,1-10696,20
160,1-19813,5
161,MLG41,4
162,1-8067,20
163,1-9137,11
164,1-9740,18
165,1-7721,11
166,MLG40,4
167,1-4929,20
168,1-9655,4
169,1-9606,2
170,1-5043,8
171,1-8100,8
172,1-8573,1
173,1-9588,7
174,MLG38,8
175,1-4910,15
176,1-8042,6
177,1-10948,18
178,1-7525,14
179,1-4052,18
180,1-0037,10
181,1-8641,9
182,1-7752,12
183,1-9496,13
184,1-8074,16
185,1-8906,3
186,72-11994,3
187,1-7321,11
188,1-20167,13
189,1-9156,22
190,1-2382,18
191,1-8328,17
192,1-9770,16
193,1-9553,19
194,1-9253,21
195,1-2670,13
196,1-9646,10
197,1-8646,2
198,1-9839,10
199,MLG39,5
200,1-4634,12
201,1-9902,17
202,1-8988,12
203,1-1250,11
204,1-9733,5
205,1-8018,5
206,1-9752,18
207,1-7058,20
208,1-10468,1
209,1-9938,1
210,1-7842,2
211,1-5406,19
212,1-10922,18
213,1-18563,16
214,1-0053,13
215,1-19839,16
216,1-9887,7
217,1-9630,21
218,1-9416,17
219,1-5653,3
220,MLG73,10
221,1-8023,19
222,1-4149,20
223,1-0205,9
224,1-9227,3
225,1-9650,17
226,1-9996,17
227,1-3068,20
228,1-17835,4
229,1-4361,21
230,1-3089,3
231,1-8450,16
232,1-18371,16
233,MLG07,3
234,MLG29,13
235,1-8113,15
236,1-7024,14
237,1-9667,6
238,1-9855,7
239,1-7042,3
240,MLG33,4
241,1-19448,5
242,1-20791,5
243,1-1015,22
244,MLG57,19
245,1-6647,14
246,MLG56,11
247,1-20467,10
248,1-2400,17
249,1-6931,12
250,1-9333,22
251,1-7268,6
252,1-21195,12
253,1-4649,4
254,1-8379,17
255,1-9946,1
256,1-9277,16
257,1-9504,22
258,1-9516,3
259,1-3596,8
260,1-0129,8
261,1-1942,3
262,1-8623,12
263,1-6927,1
264,P-0009,2
265,1-11330,10
266,1-2103,23
267,1-6181,7
268,MLG44,11
269,1-7839,13
270,1-1390,4
271,1-7897,23
272,1-1570,11
273,1-3589,15
274,1-0033,5
275,1-3216,8
276,1-9495,10
277,1-4051,8
278,1-10762,1
279,MLG43,15
280,1-7608,20
281,1-9995,7
282,1-1608,18
283,1-3535,16
284,1-4136,8
285,1-18615,14
286,1-3587,8
287,1-9836,11
288,1-8590,7
289,1-1592,1
290,1-8341,3
291,MLG02,2
292,1-9997,11
293,1-8066,22
294,1-3509,10
295,1-3639,1
296,1-9404,1
297,1-8352,12
298,1-7019,7
299,MLG54,12
300,1-4020,9
