,Exam Group,Exam Block
0,72-0103,20
1,1-9185,2
2,MLG17,8
3,1-8222,17
4,1-6240,5
5,1-5549,1
6,1-8021,15
7,1-8767,17
8,1-8181,9
9,1-8020,19
10,1-7964,12
11,1-9722,1
12,MLG84,17
13,1-9805,4
14,1-6098,10
15,1-8093,16
16,1-9955,17
17,1-18603,17
18,1-3521,3
19,1-2596,3
20,1-5167,1
21,1-3519,16
22,1-7995,3
23,1-2025,13
24,1-7140,12
25,1-9607,15
26,1-9907,5
27,1-18409,2
28,1-10071,17
29,1-18735,5
30,1-8418,19
31,1-8938,19
32,1-0022,16
33,1-7991,4
34,1-6642,1
35,1-2869,1
36,1-2714,7
37,1-5508,5
38,1-2104,2
39,1-7467,2
40,1-7722,14
41,1-7509,3
42,1-1207,18
43,1-8705,18
44,1-5214,7
45,1-9444,17
46,1-8566,2
47,1-19547,8
48,1-0405,10
49,1-2178,2
50,1-8174,6
51,1-9925,11
52,72-12387,6
53,1-9850,2
54,1-8125,1
55,1-8095,5
56,1-5877,16
57,1-1224,8
58,1-17733,11
59,1-9331,5
60,1-18202,3
61,1-7341,14
62,1-9818,1
63,1-7066,13
64,1-9674,11
65,1-8659,7
66,1-7536,5
67,1-7481,7
68,1-7845,19
69,1-18498,13
70,1-2584,15
71,1-6532,9
72,1-9614,10
73,1-5355,6
74,1-8124,3
75,1-8401,1
76,1-8541,20
77,1-2153,5
78,1-4088,8
79,1-9739,4
80,1-9115,9
81,1-7770,19
82,1-17645,5
83,1-18423,4
84,1-18714,5
85,1-8084,10
86,1-9345,5
87,MLG35,1
88,1-5626,6
89,1-18004,19
90,1-19222,11
91,72-12171,20
92,1-7807,14
93,1-20003,1
94,1-3083,16
95,1-3312,11
96,MLG37,18
97,1-9237,3
98,1-8127,20
99,1-5775,15
100,1-19598,16
101,1-9892,19
102,1-3564,16
103,1-8820,11
104,1-8267,14
105,1-1258,6
106,MLG69,17
107,1-6971,2
108,1-9731,18
109,1-9768,3
110,72-18936,4
111,1-19897,9
112,1-10698,2
113,1-4499,2
114,1-7496,14
115,1-3178,1
116,1-20047,1
117,1-0358,2
118,1-6543,18
119,1-5929,1
120,1-10232,14
121,1-7070,5
122,MLG42,5
123,MLG55,5
124,1-8427,13
125,1-8622,18
126,1-8488,7
127,1-9643,5
128,1-19286,19
129,1-2573,3
130,1-1833,3
131,1-9283,5
132,1-9110,7
133,1-8576,15
134,1-9465,3
135,1-9712,2
136,1-9549,15
137,1-1972,8
138,1-5515,14
139,1-7863,6
140,1-2294,19
141,MLG45,2
142,P-16454,13
143,1-8928,7
144,1-7744,2
145,MLG06,1
146,1-7453,6
147,1-17657,3
148,1-0001,13
149,MLG58,15
150,1-7005,20
151,1-9870,3
152,1-9500,6
153,1-1350,5
154,1-18994,7
155,1-9447,18
156,1-8634,7
157,1-6061,10
158,1-7599,17
159,1-10696,1
160,1-19813,9
161,MLG41,7
162,1-8067,11
163,1-9137,7
164,1-9740,1
165,1-7721,1
166,MLG40,4
167,1-4929,3
168,1-9655,14
169,1-9606,17
170,1-5043,6
171,1-8100,4
172,1-8573,11
173,1-9588,1
174,MLG38,7
175,1-4910,8
176,1-8042,1
177,1-10948,3
178,1-7525,2
179,1-4052,8
180,1-0037,16
181,1-8641,9
182,1-7752,13
183,1-9496,9
184,1-8074,2
185,1-8906,2
186,72-11994,13
187,1-7321,2
188,1-20167,10
189,1-9156,2
190,1-2382,7
191,1-8328,14
192,1-9770,7
193,1-9553,7
194,1-9253,1
195,1-2670,1
196,1-9646,15
197,1-8646,10
198,1-9839,4
199,MLG39,3
200,1-4634,10
201,1-9902,12
202,1-8988,3
203,1-1250,9
204,1-9733,2
205,1-8018,18
206,1-9752,17
207,1-7058,15
208,1-10468,11
209,1-9938,11
210,1-7842,18
211,1-5406,15
212,1-10922,1
213,1-18563,4
214,1-0053,10
215,1-19839,10
216,1-9887,12
217,1-9630,6
218,1-9416,19
219,1-5653,11
220,MLG73,1
221,1-8023,3
222,1-4149,13
223,1-0205,20
224,1-9227,20
225,1-9650,2
226,1-9996,6
227,1-3068,14
228,1-17835,10
229,1-4361,3
230,1-3089,7
231,1-8450,17
232,1-18371,15
233,MLG07,20
234,MLG29,1
235,1-8113,1
236,1-7024,18
237,1-9667,18
238,1-9855,2
239,1-7042,2
240,MLG33,17
241,1-19448,3
242,1-20791,7
243,1-1015,4
244,MLG57,8
245,1-6647,13
246,MLG56,17
247,1-20467,16
248,1-2400,14
249,1-6931,1
250,1-9333,3
251,1-7268,13
252,1-21195,1
253,1-4649,9
254,1-8379,13
255,1-9946,16
256,1-9277,20
257,1-9504,2
258,1-9516,20
259,1-3596,7
260,1-0129,6
261,1-1942,4
262,1-8623,3
263,1-6927,11
264,P-0009,9
265,1-11330,4
266,1-2103,16
267,1-6181,12
268,MLG44,4
269,1-7839,4
270,1-1390,7
271,1-7897,3
272,1-1570,6
273,1-3589,4
274,1-0033,2
275,1-3216,1
276,1-9495,3
277,1-4051,1
278,1-10762,17
279,MLG43,4
280,1-7608,4
281,1-9995,18
282,1-1608,19
283,1-3535,13
284,1-4136,2
285,1-18615,18
286,1-3587,14
287,1-9836,2
288,1-8590,19
289,1-1592,2
290,1-8341,20
291,MLG02,12
292,1-9997,10
293,1-8066,12
294,1-3509,12
295,1-3639,18
296,1-9404,11
297,1-8352,17
298,1-7019,12
299,MLG54,9
300,1-4020,5
301,1-1177,15
302,MLG51,8
303,1-8157,2
304,1-19004,4
305,1-7866,18
306,1-18377,1
307,1-5530,18
308,1-6743,19
309,1-3516,14
310,1-4855,9
311,1-20578,11
312,1-3108,6
313,1-7521,8
314,1-3139,20
315,1-1769,11
316,1-7441,6
317,1-10978,1
318,1-2324,5
319,1-3584,10
320,MLG13,20
321,1-5172,6
322,1-0296,13
323,1-3647,2
324,1-6734,6
325,1-19924,15
326,1-8826,20
327,P-16616,4
328,1-9497,10
329,1-1317,11
330,1-4531,20
331,MLG75,1
332,MLG78,7
333,1-11329,8
334,1-20641,10
335,1-8910,20
336,1-1827,4
337,1-18613,15
338,1-6296,12
339,1-3523,16
340,1-3362,14
341,1-0031,9
342,MLG65,9
343,1-4319,11
344,1-6035,8
345,1-1131,3
346,MLG32,3
347,1-8188,2
348,1-17758,3
349,1-3052,20
350,1-2282,7
351,1-19229,18
352,MLG63,13
353,MLG50,9
354,1-9417,11
355,1-9498,8
356,1-9761,20
357,1-4760,16
358,1-9831,11
359,1-4417,12
360,1-6611,14
361,1-0008,15
362,1-1462,20
363,1-10785,6
364,1-7682,5
365,MLG48,19
366,1-5163,9
367,1-8544,1
368,1-5197,11
369,1-6594,2
370,MLG62,7
371,1-1580,16
372,1-6916,8
373,1-6918,1
374,1-6919,10
375,MLG14,19
376,1-7874,6
377,1-7213,9
378,1-6561,6
379,1-4640,14
380,1-7004,14
381,1-2335,13
382,1-18558,4
383,1-8551,14
384,1-9270,6
385,1-6974,2
386,MLG68,15
387,1-10539,13
388,MLG49,8
389,1-0278,4
390,MLG64,4
391,MLG30,12
392,1-9609,10
393,1-7819,4
394,1-2423,12
395,1-6787,4
396,1-9963,6
397,1-9808,12
398,1-0303,18
399,MLG60,19
400,1-18709,3
401,1-7204,7
402,1-5744,2
403,1-1770,9
404,1-4682,2
405,1-3104,8
406,1-17907,14
407,1-8421,6
408,MLG53,18
409,1-9645,13
410,MLG12,17
411,MLG15,7
412,1-6858,11
413,1-8314,18
414,1-8285,4
415,1-1957,18
416,1-18203,13
417,1-10451,4
418,1-6216,17
419,1-6692,2
420,1-8172,6
421,1-8398,2
422,1-6878,12
423,1-7122,7
424,1-4700,8
425,1-6006,20
426,1-4355,16
427,1-9379,1
428,1-2701,5
429,1-6693,10
430,1-3141,6
431,1-7614,5
432,1-6914,20
433,1-5654,5
434,MLG59,2
435,1-9610,2
436,1-5161,5
437,1-6980,6
438,MLG10,3
439,MLG72,4
440,MLG52,10
441,1-19166,20
442,MLG11,11
443,1-3447,9
444,1-3217,1
445,1-6538,5
446,1-3534,14
447,1-7152,17
448,1-3106,17
449,1-1935,12
450,1-2297,8
451,1-4098,3
452,1-8529,2
453,1-8397,8
454,1-0272,14
455,1-17790,3
456,1-8186,18
457,1-8503,18
458,1-7182,8
459,1-2545,16
460,1-7993,3
461,1-9651,8
462,1-1183,8
463,1-1989,5
464,1-10060,11
465,1-5913,3
466,1-5981,2
467,1-13247,15
468,1-6228,15
469,1-8578,3
470,1-1204,3
471,1-9794,2
472,1-9518,12
473,1-9452,5
474,1-8400,16
475,1-18234,12
476,1-19205,10
477,1-9055,20
478,1-9394,19
479,1-9286,5
480,1-1005,10
481,1-10038,8
482,1-4390,7
483,1-9491,5
484,MLG31,9
485,1-5980,3
486,1-8678,9
487,1-6900,4
488,1-11350,16
489,1-9578,12
490,1-3551,3
491,MLG09,5
492,1-6028,1
493,1-1836,7
494,1-3265,4
495,MLG08,19
496,1-3176,2
497,1-8493,6
498,1-19915,6
499,1-8627,5
500,1-0292,12
501,1-18487,6
502,1-20012,4
503,1-9076,1
504,1-5425,1
505,1-4747,8
506,1-6227,1
507,1-6909,6
508,1-8532,16
509,1-18935,1
510,1-3206,17
511,1-9697,2
512,1-3033,13
513,1-8094,16
514,1-11206,19
515,1-6531,12
516,1-5036,10
517,1-18028,17
518,1-1850,9
519,1-4926,1
520,1-2034,10
521,1-19549,15
522,1-5282,14
523,1-9861,3
524,1-9338,19
525,1-3175,2
526,1-5002,10
527,1-5531,13
528,1-6718,9
529,1-6217,9
530,1-4847,8
531,1-5891,15
532,1-19447,7
533,1-7530,14
534,1-9457,1
535,1-5990,12
536,1-9971,4
537,1-4494,15
538,1-9576,15
539,1-9436,9
540,1-5413,1
541,1-5424,16
542,1-1191,13
543,1-5803,1
544,1-5799,2
545,1-19567,15
546,1-7527,16
547,MLG67,19
548,1-3087,11
549,1-4842,4
550,1-19568,16
551,1-9838,3
552,MLG46,1
553,1-5555,7
554,1-10444,19
555,1-3646,17
556,1-10951,3
557,1-9806,19
558,1-0055,3
559,1-5914,12
560,1-0027,1
561,1-9455,5
562,1-0003,3
563,1-21192,13
564,1-9034,2
565,1-19927,3
