,block,slot
0,1,12
1,2,7
2,3,28
3,4,13
4,5,10
5,6,21
6,7,14
7,8,3
8,9,17
9,10,8
10,11,11
11,12,20
12,13,15
13,14,18
14,15,5
15,16,1
16,17,6
17,18,22
18,19,4
19,20,26
20,21,16
21,22,23
22,23,9
23,24,27
24,25,19
25,26,24
26,27,2
27,28,25
