,block,slot
0,1,4
1,2,12
2,3,7
3,4,5
4,5,18
5,6,15
6,7,3
7,8,17
8,9,9
9,10,19
10,11,21
11,12,8
12,13,11
13,14,2
14,15,6
15,16,14
16,17,20
17,18,13
18,19,10
19,20,16
20,21,22
21,22,1
22,23,23
23,24,24
