,block,slot
0,1,6
1,2,14
2,3,3
3,4,21
4,5,8
5,6,11
6,7,15
7,8,18
8,9,5
9,10,9
10,11,24
11,12,4
12,13,12
13,14,7
14,15,20
15,16,13
16,17,10
17,18,16
18,19,23
19,20,19
20,21,1
21,22,2
22,23,22
23,24,17
