,block,slot
0,1,12
1,2,7
2,3,28
3,4,9
4,5,23
5,6,6
6,7,24
7,8,4
8,9,25
9,10,5
10,11,18
11,12,15
12,13,20
13,14,14
14,15,3
15,16,17
16,17,8
17,18,2
18,19,11
19,20,19
20,21,21
21,22,10
22,23,13
23,24,27
24,25,16
25,26,26
26,27,1
27,28,22
