,block,slot
0,1,2
1,2,1
2,3,28
3,4,17
4,5,18
5,6,19
6,7,20
7,8,4
8,9,3
9,10,9
10,11,7
11,12,6
12,13,8
13,14,10
14,15,11
15,16,12
16,17,13
17,18,15
18,19,14
19,20,25
20,21,5
21,22,26
22,23,23
23,24,27
24,25,21
25,26,24
26,27,22
27,28,16
