,block,slot
0,1,21
1,2,20
2,3,18
3,4,17
4,5,15
5,6,14
6,7,4
7,8,2
8,9,1
9,10,3
10,11,12
11,12,11
12,13,10
13,14,9
14,15,7
15,16,8
16,17,6
17,18,5
18,19,24
19,20,23
20,21,22
21,22,16
22,23,13
23,24,19
