,block,slot
0,1,6
1,2,17
2,3,3
3,4,15
4,5,18
5,6,5
6,7,10
7,8,21
8,9,19
9,10,11
10,11,8
11,12,2
12,13,13
13,14,14
14,15,20
15,16,7
16,17,12
17,18,4
18,19,24
19,20,16
20,21,22
21,22,9
22,23,23
23,24,1
