,block,slot
0,1,18
1,2,17
2,3,28
3,4,5
4,5,6
5,6,8
6,7,7
7,8,9
8,9,10
9,10,11
10,11,24
11,12,1
12,13,2
13,14,4
14,15,3
15,16,15
16,17,14
17,18,13
18,19,12
19,20,25
20,21,21
21,22,20
22,23,19
23,24,27
24,25,23
25,26,26
26,27,16
27,28,22
