name,basename,max_slot,conflicts,quints,quads,four in five slots,three in four slots,two in three slots,singular late exam,"two exams, large gap",avg_max,reschedules,back_to_back,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,slot_1,slot_2,slot_3,slot_4,slot_5,slot_6,slot_7,slot_8,slot_9,slot_10,slot_11,slot_12,slot_13,slot_14,slot_15,slot_16,slot_17,slot_18,slot_19,slot_20,slot_21,slot_22,slot_23,slot_24
Schedule 148,20250619_085106i148fl_test-7fe9ef0d7b7fbdaa7c57017ce7c762b8,23,2.0,0.0,4.0,5.0,370.0,3077.0,937.0,681.0,16.02110091743119,62.0,1361.0,1870.1753616333008,84.64829921722412,46.358898282051086,370.9091901779175,0.3387805223464966,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0
Schedule 149,20250619_085106i149fl_test-03be63a8ca0e24975d411c75ae6b18e0,23,0.0,0.0,2.0,2.0,338.0,3160.0,721.0,575.0,15.266666666666667,68.0,1810.0,1500.7919073104858,3.0349694192409515,74.96931552886963,219.21432465314865,3.2312753200531006,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 150,20250619_085106i150fl_test-3ac03714354b5028196068b8d4272505,23,14.0,0.0,1.0,6.0,322.0,3727.0,1262.0,628.0,16.50880733944954,82.0,1557.0,1006.9400798529388,66.02338552474976,97.65713214874268,290.7915771007538,3.51343321800232,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Schedule 151,20250619_085106i151fl_test-bfa23fdfab0025743fff8eddcbb9af77,23,7.0,0.0,2.0,7.0,245.0,2367.0,1076.0,854.0,16.55645259938838,75.0,1651.0,1612.3774647712708,77.87792086601257,42.3614889383316,352.96467542648315,3.250955581665039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 152,20250619_085106i152fl_test-69afabd96ba1fd03362922f4e35d05f3,23,1.0,0.0,4.0,9.0,400.0,2740.0,1305.0,587.0,15.93993883792049,85.0,1999.0,1686.711847782135,31.34597539901733,12.164028733968737,306.2932014465332,1.4013735055923462,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
Schedule 153,20250619_085106i153fl_test-858b383ded8bc968642a0062531d1ea5,23,1.0,0.0,5.0,8.0,356.0,3316.0,826.0,574.0,15.81743119266055,76.0,1618.0,1440.572410821915,13.0995512008667,57.6393187046051,230.45420348644257,2.6993775367736816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
Schedule 154,20250619_085106i154fl_test-cae1771f941f277af6e0a2f5acf4b562,23,1.0,0.0,1.0,8.0,341.0,4271.0,1056.0,683.0,15.777553516819571,80.0,1038.0,1264.6755874156952,71.44790291786194,87.84078359603882,285.34666895866394,0.5857648253440857,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 155,20250619_085106i155fl_test-c14bf4cff1eead989488342f2c3321c0,23,1.0,1.0,4.0,8.0,372.0,3375.0,940.0,574.0,15.550214067278288,106.0,1714.0,1928.88343334198,31.182724237442017,2.3377612233161926,313.30214738845825,2.438546895980835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
Schedule 156,20250619_085106i156fl_test-9840aa9a6ba3082a31bcc4c6bb78969e,23,2.0,0.0,1.0,5.0,340.0,3362.0,1064.0,849.0,16.61681957186544,55.0,1241.0,1700.1264095306396,56.500303745269775,79.97162938117981,265.1289999485016,1.11636483669281,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
Schedule 157,20250619_085106i157fl_test-0931a421066a6a450ac8f7ee8f01e99c,23,1.0,0.0,3.0,10.0,406.0,4027.0,625.0,424.0,14.808256880733945,97.0,1356.0,1198.4605193138125,24.37421679496765,53.639620542526245,249.9627500772476,1.6467068195343018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Schedule 158,20250619_085106i158fl_test-9f87019789d5ebf200c2ef360e612420,23,1.0,0.0,3.0,5.0,312.0,3321.0,1318.0,619.0,16.74782874617737,80.0,1590.0,1114.043340086937,41.259729862213135,16.24976247549057,337.02932596206665,3.970613479614258,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 159,20250619_085106i159fl_test-7d5cbbf6b7ac6629b3f7989d23139d22,23,2.0,0.0,3.0,3.0,352.0,3010.0,850.0,615.0,16.01119266055046,74.0,1452.0,1422.8282272815704,87.9180908203125,25.035694241523743,398.1702208518982,2.7812516689300537,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
Schedule 160,20250619_085106i160fl_test-cec490110c6debd535737956b4df0a87,21,2.0,0.0,3.0,8.0,347.0,2972.0,635.0,600.0,15.140428134556576,75.0,1654.0,1758.6204409599304,9.438993781805038,64.53267335891724,201.2232625856996,0.1784695535898208,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Schedule 161,20250619_085106i161fl_test-638dc6d4f421bc64ec4bd5828b8745f0,23,0.0,0.0,2.0,8.0,348.0,3085.0,1209.0,763.0,16.388379204892967,87.0,1669.0,1913.9558672904968,98.33577871322632,54.79592680931091,339.83469009399414,2.6315701007843018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 162,20250619_085106i162fl_test-baf2b16d79cf41137a91a460407618bf,23,0.0,0.0,4.0,7.0,387.0,2766.0,1133.0,646.0,16.01755351681957,77.0,1803.0,1281.0598015785215,0.9867076762020588,41.16865396499634,261.5408658981323,0.2660927176475525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 163,20250619_085106i163fl_test-8df0b671a78c824a9da18a621365b660,22,2.0,0.0,4.0,7.0,347.0,3501.0,725.0,750.0,15.532354740061162,70.0,1449.0,1214.7827446460724,53.92358303070069,0.3576220013201237,221.89974784851077,1.4546602964401243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
Schedule 164,20250619_085106i164fl_test-75e5e0a94b5e4a910503ba552bbafd46,23,2.0,0.0,1.0,4.0,284.0,2822.0,953.0,651.0,16.224648318042814,65.0,1378.0,1773.5402584075928,67.29630827903748,17.406070232391357,226.88910961151123,0.985750675201416,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 165,20250619_085106i165fl_test-c220c75efe62b2ec70d99b694c5f4603,23,0.0,0.0,4.0,6.0,317.0,3556.0,1028.0,747.0,16.04366972477064,79.0,1582.0,1406.436324119568,33.39347541332245,78.77879738807678,373.69303703308105,2.1012279987335205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 166,20250619_085106i166fl_test-a0497b3774a810bb4a0c3c6828115807,23,1.0,0.0,3.0,6.0,305.0,3727.0,773.0,675.0,15.654250764525994,79.0,1581.0,1597.511887550354,44.99614238739014,89.75998163223267,375.14846324920654,3.5696511268615723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
Schedule 167,20250619_085106i167fl_test-214b531f2332b07f59ebcd1b138cf14d,23,0.0,0.0,4.0,11.0,332.0,3342.0,1058.0,690.0,16.09290519877676,119.0,1656.0,1097.7134257555008,86.6962730884552,62.55253553390503,309.857439994812,3.162355899810791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 168,20250619_085106i168fl_test-b44dac1fd99baa54f7aa59c668925664,23,7.0,0.0,5.0,6.0,315.0,3062.0,1072.0,638.0,15.943730886850153,73.0,1515.0,1714.9842381477356,14.371809363365172,26.95489525794983,288.00859451293945,1.7973649501800537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 169,20250619_085106i169fl_test-606fb8d6a295ade8e860bb252ae9c3ca,23,0.0,0.0,2.0,6.0,276.0,2996.0,1063.0,718.0,16.737125382262995,74.0,1724.0,1515.6503319740295,70.18165588378906,21.21734470129013,246.3988184928894,3.917462587356568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 170,20250619_085106i170fl_test-38ea5f269fe2e7d7bb4afedf9def9371,23,0.0,0.0,1.0,5.0,295.0,3679.0,1187.0,654.0,16.157737003058102,74.0,1475.0,1355.5400371551514,75.82441568374634,73.0433464050293,316.8667435646057,0.2464119493961334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 172,20250619_085106i172fl_test-642f9992b1761bb5e235f496d92ec93d,23,1.0,0.0,5.0,13.0,345.0,3637.0,778.0,588.0,15.42354740061162,102.0,1678.0,1164.2324030399325,29.128554463386536,82.59846568107605,355.7473540306092,1.0602856874465942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
Schedule 171,20250619_085106i171fl_test-5e3b1ac3f6d24b7620f7ab5e351edffd,23,0.0,0.0,0.0,6.0,350.0,2983.0,1013.0,699.0,16.437064220183487,77.0,1782.0,1957.2468996047971,23.10749590396881,37.44952082633972,282.563316822052,2.854079246520996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 173,20250619_085106i173fl_test-d5b311f3de744a0394fc11029aa26e2f,23,2.0,0.0,2.0,9.0,311.0,3298.0,1071.0,765.0,16.318593272171253,46.0,1225.0,1671.8459129333496,89.1851007938385,58.826905488967896,334.3443989753723,1.7154903411865234,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Schedule 174,20250619_085106i174fl_test-66cf4cd5b9bf20c850c62fc1061f4255,23,0.0,0.0,1.0,7.0,297.0,2936.0,1119.0,691.0,16.358470948012233,68.0,1836.0,1023.263793438673,11.492402106523514,45.208024978637695,268.5951828956604,3.322667360305786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 175,20250619_085106i175fl_test-4323a97f8348fa166926d72d051f53e6,21,2.0,0.0,4.0,8.0,410.0,2939.0,695.0,538.0,14.786605504587156,74.0,1544.0,1647.4010348320007,93.9327359199524,95.42044997215272,238.36445808410645,0.8243262767791748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Schedule 177,20250619_085106i177fl_test-38a6efceab4dc89f5617bd47a1c9eb13,23,0.0,0.0,2.0,7.0,304.0,2741.0,947.0,738.0,16.200244648318044,74.0,1873.0,1855.2493453025816,42.52569079399109,99.64423179626463,394.7031855583191,0.5285699367523193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 176,20250619_085106i176fl_test-29b32fdb9120ba584553556457f5f670,23,0.0,0.0,1.0,9.0,248.0,3158.0,1037.0,707.0,16.45743119266055,62.0,1560.0,1456.9562077522278,58.554571866989136,10.238058120012283,203.90905290842056,2.386237144470215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 178,20250619_085106i178fl_test-a94bd1a67a6beccc3d069f6ab6ca5a5e,23,2.0,0.0,1.0,9.0,256.0,3527.0,1116.0,698.0,16.27565749235474,58.0,1344.0,1045.7549840211868,3.631892055273056,6.796239316463471,360.2660894393921,2.213733673095703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
Schedule 179,20250619_085106i179fl_test-00ae3ab4c0680d3039d50a0aecaba184,23,2.0,0.0,1.0,4.0,289.0,2855.0,947.0,648.0,16.197186544342507,64.0,1371.0,1830.865502357483,47.25680649280548,61.63432598114014,277.9996633529663,1.8886289596557615,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 180,20250619_085106i180fl_test-7d05e417d97a2788e4907d64663887d9,23,0.0,0.0,0.0,5.0,317.0,3540.0,1078.0,681.0,16.025993883792047,74.0,1520.0,1540.0950908660889,65.45082926750183,33.030009269714355,326.212477684021,2.5584068298339844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 181,20250619_085106i181fl_test-e95f5c585ff63051df18acd89d24f093,23,14.0,0.0,6.0,12.0,418.0,3174.0,1033.0,555.0,15.429724770642204,130.0,1900.0,1141.741156578064,36.996716260910034,69.40580010414124,273.2114791870117,0.4189993441104889,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 182,20250619_085106i182fl_test-9911bc9c6c06384f1b6d9eccc7faea4f,23,2.0,0.0,1.0,1.0,318.0,3173.0,880.0,612.0,16.04525993883792,82.0,1340.0,1981.6306233406067,18.35957169532776,23.829038441181183,390.04178047180176,3.744285821914673,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
Schedule 183,20250619_085106i183fl_test-9013b696df055a1758787fbdc231324d,23,0.0,0.0,1.0,10.0,353.0,3163.0,1131.0,765.0,16.332293577981652,64.0,1550.0,1479.3863594532013,50.68631172180176,47.23500609397888,324.9460220336914,3.026565790176392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 184,20250619_085106i184fl_test-f48cea9b8de2cb16c874ba3a52545330,23,14.0,1.0,7.0,9.0,410.0,3266.0,1029.0,584.0,15.793211009174312,110.0,1803.0,1399.6306955814362,25.52969455718994,66.97089076042175,253.70179414749143,3.4913249015808105,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 185,20250619_085106i185fl_test-b1b888b8cd905066b22a07165f5f6199,23,2.0,0.0,6.0,11.0,411.0,3801.0,988.0,513.0,15.50360856269113,98.0,1401.0,1723.8036394119265,19.111907482147217,15.575188398361206,383.03245306015015,0.6564555168151855,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
Schedule 186,20250619_085106i186fl_test-59007bde5300f57e4c53485840dfaf1d,23,0.0,0.0,1.0,6.0,240.0,2415.0,828.0,675.0,16.697675840978594,60.0,1794.0,1333.109825849533,83.68502259254456,84.42971706390381,212.08608224987984,1.3563491106033323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 187,20250619_085106i187fl_test-20e1d096d3e520918e9b180727343f70,23,0.0,1.0,3.0,8.0,307.0,3164.0,874.0,612.0,15.898103975535168,82.0,1547.0,1782.2986245155334,72.02274799346924,30.592811107635494,344.158136844635,1.5955703258514404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 188,20250619_085106i188fl_test-bda990e61e215ceedb6f10ed3b254bf4,23,2.0,0.0,0.0,5.0,295.0,3182.0,897.0,557.0,15.952538226299694,61.0,1357.0,1287.8654897212982,8.839782327413559,4.581033438444138,365.7564043998718,1.1257903575897217,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Schedule 189,20250619_085106i189fl_test-14c18137bf16b08146b53d1c57add065,23,1.0,0.0,0.0,2.0,322.0,2929.0,1050.0,790.0,16.15804281345566,50.0,1944.0,1090.846762061119,78.84348630905151,76.16595029830933,217.53138154745105,2.303669214248657,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 190,20250619_085106i190fl_test-19419de5030512762793d41ca52461b8,23,14.0,0.0,7.0,12.0,408.0,3315.0,1095.0,570.0,15.570886850152906,130.0,1840.0,1221.6494679450989,61.78707480430603,38.36086392402649,305.3913235664368,0.0636286064982414,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
Schedule 191,20250619_085106i191fl_test-f336757e6956322021f3ba3f42bb544d,23,1.0,0.0,1.0,4.0,272.0,3215.0,812.0,715.0,15.947461773700306,62.0,1300.0,1905.1976203918457,93.5955822467804,93.20295453071594,231.3101172447205,3.771544933319092,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 192,20250619_085106i192fl_test-32753cc4762729b8a10c4a99bc132c0c,23,0.0,0.0,1.0,15.0,317.0,2871.0,1166.0,759.0,16.623792048929662,97.0,1714.0,1588.6926054954529,40.26980102062225,52.77010202407837,295.9903359413147,2.9608423709869385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 193,20250619_085106i193fl_test-10dc1bcb8be3e951e8d52024c78d3c41,23,0.0,0.0,3.0,5.0,348.0,3544.0,1159.0,714.0,16.46795107033639,46.0,1468.0,1321.6242492198944,66.59196615219116,48.302385210990906,377.4814367294312,2.8373003005981445,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
Schedule 194,20250619_085106i194fl_test-25638b0c0eb0ce9ddd38b3aec7e05a22,23,2.0,0.0,0.0,6.0,278.0,3162.0,1010.0,653.0,16.28703363914373,57.0,1302.0,1552.01655626297,85.86385250091553,96.4998424053192,260.81559658050537,1.0139656066894531,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
Schedule 195,20250619_085106i195fl_test-86771b5c2afa10c9e2a93803f7d94f5d,23,1.0,0.0,1.0,4.0,263.0,3500.0,824.0,638.0,15.59223241590214,78.0,1300.0,1985.8320951461792,32.52300024032593,61.92048788070679,224.28479194641116,0.202781394124031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
Schedule 196,20250619_085106i196fl_test-79108248d15790383ff04fce73b7655e,23,0.0,0.0,4.0,5.0,304.0,2828.0,880.0,788.0,16.24507645259939,50.0,1861.0,1138.0995959043505,13.654018938541412,7.094420492649078,338.9669418334961,3.898978471755981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 197,20250619_085106i197fl_test-4d0ba31c191adecbaa31d004815abb3c,23,0.0,0.0,0.0,4.0,340.0,3718.0,1207.0,720.0,15.960489296636084,83.0,1621.0,1490.8795654773712,99.02905821800232,85.71664094924927,290.4146194458008,0.5456234216690063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 198,20250619_085106i198fl_test-25018e695ce7ed09dbd4292af1c8b0c7,23,0.0,0.0,1.0,8.0,314.0,3123.0,1194.0,766.0,16.47743119266055,79.0,1581.0,1635.4873180389404,54.76935505867005,34.28049981594086,372.8943347930908,3.3687736988067627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 199,20250619_085106i199fl_test-b5fc4a18feab6ee59ca8036bf231507b,23,0.0,0.0,3.0,11.0,422.0,3404.0,755.0,537.0,15.353149847094802,72.0,1588.0,1826.6717791557312,1.8438300117850304,24.33474510908127,312.1206045150757,2.430142402648926,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
Schedule 200,20250619_085106i200fl_test-1f17d2bf93b361e15c7874a05ab3fbee,23,0.0,0.0,0.0,6.0,301.0,2964.0,963.0,734.0,16.496085626911317,67.0,1709.0,1049.4042597711086,45.72499692440033,69.87507343292236,226.1436223983765,1.733760952949524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 201,20250619_085106i201fl_test-c94570d0b8246fb928bfe0afadd6c4ca,21,0.0,0.0,3.0,14.0,586.0,3646.0,478.0,346.0,13.955351681957186,138.0,1943.0,1568.9672231674194,10.677053779363632,14.287987351417542,317.6128029823303,1.471088171005249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Schedule 202,20250619_085106i202fl_test-5de35909ce28f6b44236222a1755b579,23,0.0,0.0,2.0,8.0,274.0,3226.0,1042.0,715.0,16.367155963302753,75.0,1615.0,1248.739019036293,88.4500503540039,75.65996646881104,283.3614468574524,3.6139073371887207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 203,20250619_085106i203fl_test-1a9dbf582217f0d9a2e1625f80d42e74,23,2.0,0.0,4.0,5.0,369.0,3026.0,933.0,688.0,16.03229357798165,61.0,1360.0,1877.5691390037537,57.75247812271118,30.12363612651825,353.3415198326111,0.2847141623497009,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0
Schedule 204,20250619_085106i204fl_test-5ab5375b59a7bf608aeb16046058c3f5,23,14.0,0.0,6.0,10.0,453.0,3606.0,1033.0,557.0,15.631681957186544,151.0,1766.0,1063.764750957489,70.93005776405334,38.07478845119476,395.4282641410828,1.7533835172653198,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Schedule 205,20250619_085106i205fl_test-8680d365a0c6af769edf4bf476158f9e,23,1.0,0.0,1.0,3.0,242.0,3650.0,1039.0,714.0,16.733272171253823,66.0,1179.0,1809.9346160888672,76.61544680595398,92.9044783115387,266.26278162002563,2.082392930984497,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 206,20250619_085106i206fl_test-3153e9173939d54330ba8e0e561c6167,23,2.0,0.0,2.0,3.0,288.0,3344.0,1298.0,708.0,16.96948012232416,52.0,1245.0,1743.5365319252014,29.95496392250061,51.70280933380127,204.77699115872383,3.146202564239502,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
Schedule 207,20250619_085106i207fl_test-a74ba56d691a3a7efe394d3be3b3a012,23,0.0,0.0,0.0,11.0,313.0,3334.0,976.0,679.0,16.263363914373087,57.0,1576.0,1307.1721494197843,41.75316393375397,65.72050452232361,244.13546323776245,2.677050828933716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 208,20250619_085106i208fl_test-fc515462255bc01a37e49f9fc574cf8e,23,2.0,0.0,3.0,6.0,352.0,3467.0,845.0,605.0,15.704954128440368,90.0,1404.0,1380.331665277481,23.866672813892365,3.5013459622859955,331.9587826728821,0.9400562047958374,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Schedule 209,20250619_085106i209fl_test-df59f5759353c221f32910b66d218fca,23,0.0,0.0,0.0,11.0,334.0,3234.0,1052.0,668.0,16.01669724770642,79.0,1740.0,1687.9032850265503,34.58377420902252,90.0475025177002,322.6193428039551,2.254896402359009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 210,20250619_085106i210fl_test-b656d4637b4adc4f08fd5308d0371de9,23,0.0,0.0,1.0,4.0,287.0,3586.0,947.0,614.0,15.873577981651376,71.0,1613.0,1434.0733885765076,16.111518442630768,41.46856963634491,239.08381462097168,1.5802448987960815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 211,20250619_085106i211fl_test-62bc3fc9f6c1a9ec6de2f0fd778e0f1a,23,1.0,0.0,7.0,11.0,437.0,4001.0,801.0,530.0,14.931009174311926,150.0,1705.0,1117.4454391002655,63.163959980010986,1.4263302087783811,275.62053203582764,0.6442998647689819,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
Schedule 212,20250619_085106i212fl_test-440fa289da1625a8ec925a3c0f13d7a3,23,2.0,0.0,3.0,3.0,344.0,2983.0,867.0,633.0,16.093577981651375,73.0,1432.0,1195.058390498161,96.20549082756042,63.84115219116211,387.7849102020264,2.9727232456207275,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
Schedule 213,20250619_085106i213fl_test-82e763bd734fd3c9f0653533f8e26311,21,1.0,0.0,6.0,9.0,396.0,3558.0,757.0,403.0,14.9148623853211,106.0,1793.0,1624.60058927536,6.03453628718853,27.462324500083923,209.68596935272217,0.1121267676353454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Schedule 214,20250619_085106i214fl_test-6bd89197d8ac33f319790f99df22ce45,23,1.0,0.0,3.0,5.0,351.0,2907.0,1326.0,813.0,16.63406727828746,63.0,1779.0,1754.240334033966,81.25786781311035,55.87703585624695,361.12754344940186,3.4423041343688965,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Schedule 215,20250619_085106i215fl_test-80f983c1010a53bcaaffe02674c21c4e,23,1.0,0.0,4.0,3.0,271.0,3400.0,1209.0,721.0,16.810030581039754,69.0,1552.0,1253.4304857254028,49.518972635269165,79.24941182136536,327.0048856735229,3.7870841026306152,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 216,20250619_085106i216fl_test-61e483b297aa9c439847df55fb8d8be7,23,0.0,0.0,3.0,2.0,267.0,2855.0,1020.0,758.0,16.31241590214067,97.0,1700.0,1452.763319015503,91.26617908477785,72.53600358963013,382.2926878929138,1.9355555772781368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Schedule 217,20250619_085106i217fl_test-d81f2f30c645f46a4ea043f14b6b8558,23,2.0,1.0,4.0,8.0,325.0,3272.0,915.0,736.0,16.001529051987767,63.0,1359.0,1011.349051259458,37.95441389083862,81.34636282920837,346.5576767921448,0.8749185800552368,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Schedule 218,20250619_085106i218fl_test-465e93c13fbed790b8fc810facd87a4c,23,1.0,0.0,5.0,11.0,452.0,3122.0,668.0,537.0,14.971804281345566,104.0,2016.0,1933.2635402679443,53.12376618385315,18.657878041267395,273.9510536193848,1.1750247478485107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
Schedule 219,20250619_085106i219fl_test-a9e243260cc125bba016015f04242be3,23,14.0,0.0,2.0,6.0,310.0,3940.0,998.0,665.0,16.231926605504587,102.0,1568.0,1866.7415380477903,6.493783742189407,36.160990595817566,216.73916429281235,3.039804697036743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
Schedule 220,20250619_085106i220fl_test-7b3184b59eeb519cd97a0e7bdd62d2e8,23,1.0,1.0,5.0,10.0,488.0,3708.0,958.0,586.0,15.48434250764526,130.0,1682.0,1945.7622170448303,27.889809012413025,98.57524633407591,304.6725392341614,1.3428354263305664,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
Schedule 221,20250619_085106i221fl_test-f20a117fb68e8e0ab896c2f4398ae8a4,23,2.0,0.0,0.0,2.0,250.0,3186.0,1239.0,762.0,16.89388379204893,48.0,1254.0,1176.1547476053238,21.41699343919754,44.12702023983002,233.6366057395935,2.508028030395508,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
