triplets,co
"('1-4417', '1-8421', '1-3516')",1
"('1-5197', '1-5413', 'MLG02')",1
"('1-5197', 'MLG68', '1-5413')",1
"('1-5197', 'MLG68', 'MLG69')",1
"('1-5197', 'MLG68', '1-6240')",1
"('1-5197', 'MLG68', 'MLG02')",1
"('1-5197', 'MLG69', '1-5413')",1
"('1-5197', 'MLG69', 'MLG68')",1
"('1-5197', 'MLG69', '1-6240')",1
"('1-5197', 'MLG69', 'MLG02')",1
"('1-5197', '1-6240', '1-5413')",1
"('1-3516', '1-2282', '1-8421')",1
"('1-4417', '1-8421', '1-2282')",1
"('1-5197', '1-6240', 'MLG69')",1
"('1-4640', '1-6098', '1-8066')",1
"('1-8066', '1-6098', '1-4640')",1
"('1-8066', '1-4640', 'MLG63')",1
"('1-8066', '1-4640', '1-6098')",1
"('1-6098', 'MLG63', '1-8066')",1
"('1-6098', '1-8066', 'MLG63')",1
"('1-6098', '1-8066', '1-4640')",1
"('1-6098', '1-4640', '1-8066')",1
"('1-4640', 'MLG63', '1-8066')",1
"('1-4640', '1-8066', 'MLG63')",1
"('1-4640', '1-8066', '1-6098')",1
"('MLG64', '1-6181', '1-6098')",1
"('1-4417', '1-3516', '1-8421')",1
"('MLG64', '1-6098', '1-6181')",1
"('1-6181', 'MLG64', '1-6098')",1
"('1-6181', '1-6098', 'MLG64')",1
"('1-6098', 'MLG64', '1-6181')",1
"('1-6098', '1-6181', 'MLG64')",1
"('1-2282', '1-4417', '1-8421')",1
"('1-2282', '1-3516', '1-8421')",1
"('1-2282', '1-8421', '1-4417')",1
"('1-2282', '1-8421', '1-3516')",1
"('1-4417', '1-2282', '1-8421')",1
"('1-5197', '1-6240', 'MLG68')",1
"('1-5197', '1-6240', 'MLG02')",1
"('MLG69', '1-5413', 'MLG02')",1
"('MLG68', '1-6240', 'MLG69')",1
"('MLG68', '1-5197', 'MLG02')",1
"('MLG68', '1-5413', '1-5197')",1
"('MLG68', '1-5413', 'MLG69')",1
"('MLG68', '1-5413', '1-6240')",1
"('MLG68', '1-5413', 'MLG02')",1
"('MLG68', 'MLG69', '1-5197')",1
"('MLG68', 'MLG69', '1-5413')",1
"('MLG68', 'MLG69', '1-6240')",1
"('MLG68', '1-6240', '1-5197')",1
"('MLG68', '1-6240', '1-5413')",1
"('MLG68', '1-6240', 'MLG02')",1
"('MLG68', '1-5197', 'MLG69')",1
"('MLG68', 'MLG02', '1-5197')",1
"('MLG68', 'MLG02', '1-5413')",1
"('MLG68', 'MLG02', '1-6240')",1
"('MLG69', '1-5197', '1-5413')",1
"('MLG69', '1-5197', 'MLG68')",1
"('MLG69', '1-5197', '1-6240')",1
"('MLG69', '1-5197', 'MLG02')",1
"('MLG69', '1-5413', '1-5197')",1
"('MLG69', '1-5413', 'MLG68')",1
"('MLG69', '1-5413', '1-6240')",1
"('MLG68', '1-5197', '1-6240')",1
"('MLG68', '1-5197', '1-5413')",1
"('1-5197', 'MLG02', '1-5413')",1
"('1-5413', 'MLG68', 'MLG02')",1
"('1-5197', 'MLG02', 'MLG68')",1
"('1-5197', 'MLG02', 'MLG69')",1
"('1-5197', 'MLG02', '1-6240')",1
"('1-5413', '1-5197', 'MLG68')",1
"('1-5413', '1-5197', 'MLG69')",1
"('1-5413', '1-5197', '1-6240')",1
"('1-5413', '1-5197', 'MLG02')",1
"('1-5413', 'MLG68', '1-5197')",1
"('1-5413', 'MLG68', 'MLG69')",1
"('1-5413', 'MLG68', '1-6240')",1
"('1-5413', 'MLG69', '1-5197')",1
"('1-5413', 'MLG02', '1-6240')",1
"('1-5413', 'MLG69', 'MLG68')",1
"('1-5413', 'MLG69', '1-6240')",1
"('1-5413', 'MLG69', 'MLG02')",1
"('1-5413', '1-6240', '1-5197')",1
"('1-5413', '1-6240', 'MLG68')",1
"('1-5413', '1-6240', 'MLG69')",1
"('1-5413', '1-6240', 'MLG02')",1
"('1-5413', 'MLG02', '1-5197')",1
"('1-5413', 'MLG02', 'MLG68')",1
"('1-5413', 'MLG02', 'MLG69')",1
"('MLG63', '1-9496', '1-1462')",1
"('MLG63', '1-8188', '1-9496')",1
"('MLG63', '1-8188', '1-1462')",1
"('1-3068', '1-6927', '1-6296')",1
"('1-6296', '1-5980', '1-6927')",1
"('1-6296', '1-5980', '1-3068')",1
"('1-6296', '1-3068', '1-6927')",1
"('1-6296', '1-3068', '1-5980')",1
"('1-5980', '1-6927', '1-6296')",1
"('1-5980', '1-6927', '1-3068')",1
"('1-5980', '1-6296', '1-6927')",1
"('1-5980', '1-6296', '1-3068')",1
"('1-5980', '1-3068', '1-6927')",1
"('1-5980', '1-3068', '1-6296')",1
"('1-3068', '1-6927', '1-5980')",1
"('1-6296', '1-6927', '1-5980')",1
"('1-3068', '1-6296', '1-6927')",1
"('1-3068', '1-6296', '1-5980')",1
"('1-3068', '1-5980', '1-6927')",1
"('1-3068', '1-5980', '1-6296')",1
"('1-3535', 'MLG51', '1-6927')",1
"('1-3535', 'MLG51', '1-7152')",1
"('1-3535', '1-6927', 'MLG51')",1
"('1-3535', '1-6927', '1-7152')",1
"('1-3535', '1-6927', '1-0303')",1
"('1-3535', '1-7152', 'MLG51')",1
"('1-6296', '1-6927', '1-3068')",1
"('1-6927', '1-3068', '1-5980')",1
"('1-3535', '1-0303', '1-6927')",1
"('1-0303', '1-6240', '1-8910')",1
"('1-7058', '1-6980', '1-0303')",1
"('1-7058', '1-6240', '1-0303')",1
"('1-7058', '1-8910', '1-0303')",1
"('1-7058', '1-0303', '1-6980')",1
"('1-7058', '1-0303', '1-6240')",1
"('1-7058', '1-0303', '1-8910')",1
"('1-0303', '1-6980', '1-6240')",1
"('1-0303', '1-6980', '1-8910')",1
"('1-0303', '1-6980', '1-7058')",1
"('1-0303', '1-6240', '1-6980')",1
"('1-0303', '1-6240', '1-7058')",1
"('1-6927', '1-3068', '1-6296')",1
"('1-0303', '1-8910', '1-6980')",1
"('1-0303', '1-8910', '1-6240')",1
"('1-0303', '1-8910', '1-7058')",1
"('1-0303', '1-7058', '1-6980')",1
"('1-0303', '1-7058', '1-6240')",1
"('1-0303', '1-7058', '1-8910')",1
"('1-6927', '1-6296', '1-5980')",1
"('1-6927', '1-6296', '1-3068')",1
"('1-6927', '1-5980', '1-6296')",1
"('1-6927', '1-5980', '1-3068')",1
"('1-3535', '1-7152', '1-6927')",1
"('MLG51', '1-3535', '1-6927')",1
"('MLG63', '1-1462', '1-9496')",1
"('1-2282', '1-0129', '1-9614')",1
"('MLG57', 'MLG48', '1-7866')",1
"('MLG57', '1-7866', 'MLG48')",1
"('MLG48', 'MLG57', '1-7866')",1
"('MLG48', '1-7866', 'MLG57')",1
"('1-7866', 'MLG57', 'MLG48')",1
"('1-7866', 'MLG48', 'MLG57')",1
"('1-2282', '1-9614', '1-9156')",1
"('1-2282', '1-9614', '1-0129')",1
"('1-2282', '1-9156', '1-9614')",1
"('1-2282', '1-9156', '1-0129')",1
"('1-2282', '1-0129', '1-9156')",1
"('1-7140', 'MLG65', 'MLG56')",1
"('1-9614', '1-2282', '1-9156')",1
"('1-9614', '1-2282', '1-0129')",1
"('1-9614', '1-9156', '1-2282')",1
"('1-9614', '1-9156', '1-0129')",1
"('1-9614', '1-0129', '1-2282')",1
"('1-9614', '1-0129', '1-9156')",1
"('1-9156', '1-2282', '1-9614')",1
"('1-9156', '1-2282', '1-0129')",1
"('1-9156', '1-9614', '1-2282')",1
"('1-9156', '1-9614', '1-0129')",1
"('1-7140', 'MLG56', 'MLG65')",1
"('1-7866', 'MLG56', 'MLG65')",1
"('MLG51', '1-3535', '1-7152')",1
"('1-7152', 'MLG51', '1-3535')",1
"('MLG51', '1-6927', '1-3535')",1
"('MLG51', '1-7152', '1-3535')",1
"('1-6927', '1-3535', 'MLG51')",1
"('1-6927', '1-3535', '1-7152')",1
"('1-6927', '1-3535', '1-0303')",1
"('1-6927', 'MLG51', '1-3535')",1
"('1-6927', '1-7152', '1-3535')",1
"('1-6927', '1-0303', '1-3535')",1
"('1-7152', '1-3535', 'MLG51')",1
"('1-7152', '1-3535', '1-6927')",1
"('1-7152', '1-6927', '1-3535')",1
"('1-7866', 'MLG65', 'MLG56')",1
"('1-0303', '1-3535', '1-6927')",1
"('1-0303', '1-6927', '1-3535')",1
"('MLG65', 'MLG56', '1-7866')",1
"('MLG65', 'MLG56', '1-7140')",1
"('MLG65', '1-7866', 'MLG56')",1
"('MLG65', '1-7140', 'MLG56')",1
"('MLG56', 'MLG65', '1-7866')",1
"('MLG56', 'MLG65', '1-7140')",1
"('MLG56', '1-7866', 'MLG65')",1
"('MLG56', '1-7140', 'MLG65')",1
"('1-8910', '1-0303', '1-7058')",1
"('1-8910', '1-0303', '1-6240')",1
"('1-8910', '1-0303', '1-6980')",1
"('1-18558', '1-6098', '1-9379')",1
"('1-9404', '1-6098', '1-2282')",1
"('1-6098', '1-3068', '1-2282')",1
"('1-6098', '1-2282', '1-3068')",1
"('1-6098', '1-2282', '1-9404')",1
"('1-6098', '1-9404', '1-2282')",1
"('1-18558', '1-9761', '1-9379')",1
"('1-18558', '1-9761', '1-6098')",1
"('1-18558', '1-9379', '1-9761')",1
"('1-18558', '1-9379', '1-6098')",1
"('1-18558', '1-6098', '1-9761')",1
"('1-9761', '1-18558', '1-9379')",1
"('1-9404', '1-2282', '1-3068')",1
"('1-9761', '1-18558', '1-6098')",1
"('1-9761', '1-9379', '1-18558')",1
"('1-9761', '1-9379', '1-6098')",1
"('1-9761', '1-6098', '1-18558')",1
"('1-9761', '1-6098', '1-9379')",1
"('1-9379', '1-18558', '1-9761')",1
"('1-9379', '1-18558', '1-6098')",1
"('1-9379', '1-9761', '1-18558')",1
"('1-9379', '1-9761', '1-6098')",1
"('1-9379', '1-6098', '1-18558')",1
"('1-9404', '1-2282', '1-6098')",1
"('1-9404', '1-3068', '1-2282')",1
"('1-8910', '1-7058', '1-0303')",1
"('1-1462', 'MLG63', '1-8188')",1
"('MLG63', '1-1462', '1-8188')",1
"('1-9496', 'MLG63', '1-8188')",1
"('1-9496', 'MLG63', '1-1462')",1
"('1-9496', '1-8188', 'MLG63')",1
"('1-9496', '1-1462', 'MLG63')",1
"('1-8188', 'MLG63', '1-9496')",1
"('1-8188', 'MLG63', '1-1462')",1
"('1-8188', '1-9496', 'MLG63')",1
"('1-8188', '1-1462', 'MLG63')",1
"('1-1462', 'MLG63', '1-9496')",1
"('1-1462', '1-9496', 'MLG63')",1
"('1-2282', '1-6098', '1-9404')",1
"('1-1462', '1-8188', 'MLG63')",1
"('1-3068', '1-2282', '1-9404')",1
"('1-3068', '1-2282', '1-6098')",1
"('1-3068', '1-9404', '1-2282')",1
"('1-3068', '1-6098', '1-2282')",1
"('1-2282', '1-3068', '1-9404')",1
"('1-2282', '1-3068', '1-6098')",1
"('1-2282', '1-9404', '1-3068')",1
"('1-2282', '1-9404', '1-6098')",1
"('1-2282', '1-6098', '1-3068')",1
"('1-9379', '1-6098', '1-9761')",1
"('1-6098', '1-18558', '1-9761')",1
"('1-6098', '1-18558', '1-9379')",1
"('1-6980', '1-7058', '1-0303')",1
"('MLG02', '1-7467', '1-6240')",1
"('MLG02', '1-7467', '1-8341')",1
"('1-17733', '1-3596', '1-1258')",1
"('1-17733', '1-1258', '1-3596')",1
"('1-3596', '1-17733', '1-1258')",1
"('1-3596', '1-1258', '1-17733')",1
"('1-1258', '1-17733', '1-3596')",1
"('1-1258', '1-3596', '1-17733')",1
"('1-6980', '1-6240', '1-0303')",1
"('1-6980', '1-8910', '1-0303')",1
"('1-6980', '1-0303', '1-6240')",1
"('1-6098', '1-9761', '1-18558')",1
"('1-6980', '1-0303', '1-8910')",1
"('1-6980', '1-0303', '1-7058')",1
"('1-6240', '1-6980', '1-0303')",1
"('1-6240', '1-8910', '1-0303')",1
"('1-6240', '1-7058', '1-0303')",1
"('1-6240', '1-0303', '1-6980')",1
"('1-6240', '1-0303', '1-8910')",1
"('1-6240', '1-0303', '1-7058')",1
"('1-8910', '1-6980', '1-0303')",1
"('1-8910', '1-6240', '1-0303')",1
"('MLG02', '1-8341', '1-7467')",1
"('MLG02', '1-8341', '1-6240')",1
"('MLG02', '1-6240', '1-7467')",1
"('MLG02', '1-6240', '1-8341')",1
"('1-6098', '1-9761', '1-9379')",1
"('1-6098', '1-9379', '1-18558')",1
"('1-6098', '1-9379', '1-9761')",1
"('1-6240', '1-8341', '1-7467')",1
"('1-6240', '1-8341', 'MLG02')",1
"('1-6240', '1-7467', '1-8341')",1
"('1-6240', '1-7467', 'MLG02')",1
"('1-6240', 'MLG02', '1-8341')",1
"('1-6240', 'MLG02', '1-7467')",1
"('1-8341', '1-6240', '1-7467')",1
"('1-8341', '1-6240', 'MLG02')",1
"('1-8341', '1-7467', '1-6240')",1
"('1-8341', '1-7467', 'MLG02')",1
"('1-8341', 'MLG02', '1-6240')",1
"('1-8341', 'MLG02', '1-7467')",1
"('1-7467', '1-6240', '1-8341')",1
"('1-7467', '1-6240', 'MLG02')",1
"('1-7467', '1-8341', '1-6240')",1
"('1-7467', '1-8341', 'MLG02')",1
"('1-7467', 'MLG02', '1-6240')",1
"('1-7467', 'MLG02', '1-8341')",1
"('MLG30', '1-3068', '1-19549')",1
"('MLG30', '1-3068', '1-4319')",1
"('1-8066', 'MLG63', '1-4640')",1
"('1-9227', '1-6296', '1-1258')",1
"('1-6296', '1-3523', '1-9227')",1
"('1-6296', '1-9227', '1-3523')",1
"('1-6296', '1-9227', '1-1258')",1
"('1-6296', '1-1258', '1-6693')",1
"('1-6296', '1-1258', '1-9227')",1
"('1-9227', '1-6693', '1-3523')",1
"('1-9227', '1-6693', '1-1258')",1
"('1-9227', '1-3523', '1-6693')",1
"('1-9227', '1-3523', '1-6296')",1
"('1-9227', '1-6296', '1-3523')",1
"('1-9227', '1-1258', '1-6693')",1
"('1-3523', '1-1258', '1-6693')",1
"('1-9227', '1-1258', '1-6296')",1
"('1-1258', '1-6693', '1-3523')",1
"('1-1258', '1-6693', '1-6296')",1
"('1-1258', '1-6693', '1-9227')",1
"('1-1258', '1-3523', '1-6693')",1
"('1-1258', '1-6296', '1-6693')",1
"('1-1258', '1-6296', '1-9227')",1
"('1-1258', '1-9227', '1-6693')",1
"('1-1258', '1-9227', '1-6296')",1
"('1-3052', 'MLG43', '1-6561')",1
"('1-6296', '1-6693', '1-1258')",1
"('1-3523', '1-9227', '1-6296')",1
"('1-3052', '1-6561', 'MLG43')",1
"('1-6216', 'MLG09', 'MLG11')",1
"('MLG09', '1-2335', '1-6216')",1
"('MLG09', 'MLG11', '1-2335')",1
"('MLG09', 'MLG11', '1-6216')",1
"('MLG09', '1-6216', '1-2335')",1
"('MLG09', '1-6216', 'MLG11')",1
"('1-6216', '1-2335', 'MLG11')",1
"('1-6216', '1-2335', 'MLG09')",1
"('1-6216', 'MLG11', '1-2335')",1
"('1-6216', 'MLG11', 'MLG09')",1
"('1-6216', 'MLG09', '1-2335')",1
"('1-6693', '1-3523', '1-9227')",1
"('1-3523', '1-9227', '1-6693')",1
"('1-6693', '1-3523', '1-1258')",1
"('1-6693', '1-6296', '1-1258')",1
"('1-6693', '1-9227', '1-3523')",1
"('1-6693', '1-9227', '1-1258')",1
"('1-6693', '1-1258', '1-3523')",1
"('1-6693', '1-1258', '1-6296')",1
"('1-6693', '1-1258', '1-9227')",1
"('1-3523', '1-6693', '1-9227')",1
"('1-3523', '1-6693', '1-1258')",1
"('1-3523', '1-6296', '1-9227')",1
"('1-3052', 'MLG43', '1-6098')",1
"('1-3052', '1-6561', '1-6098')",1
"('MLG11', '1-6216', 'MLG09')",1
"('1-10038', '1-1317', '1-9518')",1
"('1-8678', '1-1317', '1-8018')",1
"('1-8018', '1-8678', '1-1317')",1
"('1-8018', '1-1317', '1-8678')",1
"('1-1317', '1-8678', '1-8018')",1
"('1-1317', '1-8018', '1-8678')",1
"('1-10038', '1-2335', '1-9518')",1
"('1-10038', '1-2335', '1-1317')",1
"('1-10038', '1-9518', '1-2335')",1
"('1-10038', '1-9518', '1-1317')",1
"('1-10038', '1-1317', '1-2335')",1
"('1-2335', '1-10038', '1-9518')",1
"('1-8018', 'MLG69', 'MLG50')",1
"('1-2335', '1-10038', '1-1317')",1
"('1-2335', '1-9518', '1-10038')",1
"('1-2335', '1-9518', '1-1317')",1
"('1-2335', '1-1317', '1-10038')",1
"('1-2335', '1-1317', '1-9518')",1
"('1-9518', '1-10038', '1-2335')",1
"('1-9518', '1-10038', '1-1317')",1
"('1-9518', '1-2335', '1-10038')",1
"('1-9518', '1-2335', '1-1317')",1
"('1-9518', '1-1317', '1-10038')",1
"('1-8678', '1-8018', '1-1317')",1
"('1-8018', 'MLG50', 'MLG69')",1
"('1-3052', '1-6098', 'MLG43')",1
"('1-6561', 'MLG43', '1-6098')",1
"('1-3052', '1-6098', '1-6561')",1
"('MLG43', '1-3052', '1-6561')",1
"('MLG43', '1-3052', '1-6098')",1
"('MLG43', '1-6561', '1-3052')",1
"('MLG43', '1-6561', '1-6098')",1
"('MLG43', '1-6098', '1-3052')",1
"('MLG43', '1-6098', '1-6561')",1
"('1-6561', '1-3052', 'MLG43')",1
"('1-6561', '1-3052', '1-6098')",1
"('1-6561', 'MLG43', '1-3052')",1
"('1-6561', '1-6098', '1-3052')",1
"('MLG69', '1-8018', 'MLG50')",1
"('1-6561', '1-6098', 'MLG43')",1
"('1-6098', '1-3052', 'MLG43')",1
"('1-6098', '1-3052', '1-6561')",1
"('1-6098', 'MLG43', '1-3052')",1
"('1-6098', 'MLG43', '1-6561')",1
"('1-6098', '1-6561', '1-3052')",1
"('1-6098', '1-6561', 'MLG43')",1
"('MLG50', 'MLG69', '1-8018')",1
"('MLG50', '1-8018', 'MLG69')",1
"('MLG69', 'MLG50', '1-8018')",1
"('MLG09', '1-2335', 'MLG11')",1
"('MLG11', '1-6216', '1-2335')",1
"('1-1317', '1-10038', '1-2335')",1
"('1-7024', '1-3516', '1-6692')",1
"('1-6181', 'MLG50', '1-9491')",1
"('1-6181', 'MLG41', 'MLG50')",1
"('1-6181', 'MLG41', '1-9491')",1
"('1-6181', '1-9491', 'MLG50')",1
"('1-6181', '1-9491', 'MLG41')",1
"('1-6692', '1-7024', '1-3516')",1
"('1-6692', '1-3516', '1-7024')",1
"('1-6692', '1-3516', '1-6098')",1
"('1-6692', '1-6098', '1-3516')",1
"('1-7024', '1-6692', '1-3516')",1
"('1-7024', '1-3516', '1-6098')",1
"('1-9491', '1-6181', 'MLG41')",1
"('1-7024', '1-6098', '1-3516')",1
"('1-3516', '1-6692', '1-7024')",1
"('1-3516', '1-6692', '1-6098')",1
"('1-3516', '1-7024', '1-6692')",1
"('1-3516', '1-7024', '1-6098')",1
"('1-3516', '1-6098', '1-6692')",1
"('1-3516', '1-6098', '1-7024')",1
"('1-6098', '1-6692', '1-3516')",1
"('1-6098', '1-7024', '1-3516')",1
"('1-6098', '1-3516', '1-6692')",1
"('1-6181', 'MLG50', 'MLG41')",1
"('1-9491', '1-6181', 'MLG50')",1
"('1-6240', '1-6531', '1-1833')",1
"('MLG50', '1-9491', '1-6181')",1
"('1-2294', '1-6692', '1-6980')",1
"('1-2294', '1-6692', '1-8910')",1
"('1-2294', '1-6692', '1-7058')",1
"('1-2294', '1-6692', '1-6098')",1
"('1-2294', '1-8910', '1-6692')",1
"('1-2294', '1-7058', '1-6692')",1
"('1-2294', '1-6098', '1-6692')",1
"('MLG50', 'MLG41', '1-9491')",1
"('MLG50', 'MLG41', '1-6181')",1
"('MLG50', '1-9491', 'MLG41')",1
"('MLG50', '1-6181', 'MLG41')",1
"('1-9491', 'MLG41', '1-6181')",1
"('MLG50', '1-6181', '1-9491')",1
"('MLG41', 'MLG50', '1-9491')",1
"('MLG41', 'MLG50', '1-6181')",1
"('MLG41', '1-9491', 'MLG50')",1
"('MLG41', '1-9491', '1-6181')",1
"('MLG41', '1-6181', 'MLG50')",1
"('MLG41', '1-6181', '1-9491')",1
"('1-9491', 'MLG50', 'MLG41')",1
"('1-9491', 'MLG50', '1-6181')",1
"('1-9491', 'MLG41', 'MLG50')",1
"('1-6098', '1-3516', '1-7024')",1
"('1-6240', '1-6531', '1-1224')",1
"('MLG11', 'MLG09', '1-6216')",1
"('1-6878', '1-8427', 'MLG57')",1
"('1-5877', '1-9818', '1-7722')",1
"('MLG68', 'MLG52', 'MLG29')",1
"('MLG68', 'MLG29', 'MLG52')",1
"('MLG52', 'MLG68', 'MLG29')",1
"('MLG52', 'MLG29', 'MLG68')",1
"('MLG29', 'MLG68', 'MLG52')",1
"('MLG29', 'MLG52', 'MLG68')",1
"('MLG57', '1-6878', '1-8427')",1
"('MLG57', '1-8427', '1-6878')",1
"('1-6878', 'MLG57', '1-8427')",1
"('1-8427', 'MLG57', '1-6878')",1
"('1-9818', '1-5877', '1-7722')",1
"('1-8427', '1-6878', 'MLG57')",1
"('1-2335', 'MLG11', 'MLG09')",1
"('1-2335', 'MLG11', '1-6216')",1
"('1-2335', 'MLG09', 'MLG11')",1
"('1-2335', 'MLG09', '1-6216')",1
"('1-2335', '1-6216', 'MLG11')",1
"('1-2335', '1-6216', 'MLG09')",1
"('MLG11', '1-2335', 'MLG09')",1
"('MLG11', '1-2335', '1-6216')",1
"('MLG11', 'MLG09', '1-2335')",1
"('1-5877', '1-7722', '1-9818')",1
"('1-9818', '1-7722', '1-5877')",1
"('1-6240', '1-1833', '1-6531')",1
"('1-1833', '1-1224', '1-6531')",1
"('1-6240', '1-1224', '1-6531')",1
"('1-6531', '1-6240', '1-1833')",1
"('1-6531', '1-6240', '1-1224')",1
"('1-6531', '1-1833', '1-6240')",1
"('1-6531', '1-1833', '1-1224')",1
"('1-6531', '1-1224', '1-6240')",1
"('1-6531', '1-1224', '1-1833')",1
"('1-1833', '1-6240', '1-6531')",1
"('1-1833', '1-6531', '1-6240')",1
"('1-1833', '1-6531', '1-1224')",1
"('1-1224', '1-6240', '1-6531')",1
"('1-7722', '1-5877', '1-9818')",1
"('1-1224', '1-6531', '1-6240')",1
"('1-1224', '1-6531', '1-1833')",1
"('1-1224', '1-1833', '1-6531')",1
"('1-19448', '1-9498', '1-8826')",1
"('1-19448', '1-8826', '1-9498')",1
"('1-9498', '1-19448', '1-8826')",1
"('1-9498', '1-8826', '1-19448')",1
"('1-8826', '1-19448', '1-9498')",1
"('1-8826', '1-9498', '1-19448')",1
"('1-7722', '1-9818', '1-5877')",1
"('1-9518', '1-1317', '1-2335')",1
"('1-1317', '1-10038', '1-9518')",1
"('MLG30', '1-4319', '1-19549')",1
"('1-1258', 'MLG51', '1-2282')",1
"('MLG08', '1-6181', '1-18203')",1
"('1-6181', '1-10451', 'MLG08')",1
"('1-6181', '1-18203', 'MLG08')",1
"('1-6181', 'MLG08', '1-10451')",1
"('1-6181', 'MLG08', '1-18203')",1
"('1-2282', 'MLG51', '1-1258')",1
"('1-2282', '1-1258', 'MLG51')",1
"('MLG51', '1-2282', '1-1258')",1
"('MLG51', '1-1258', '1-2282')",1
"('1-1258', '1-2282', 'MLG51')",1
"('1-6974', '1-7122', '1-3265')",1
"('MLG08', '1-18203', '1-6181')",1
"('1-6974', '1-3265', '1-7122')",1
"('1-6974', '1-3265', '1-7682')",1
"('1-6974', '1-3265', '1-2423')",1
"('1-6974', '1-7682', '1-3265')",1
"('1-6974', '1-7682', '1-2423')",1
"('1-6974', '1-2423', '1-3265')",1
"('1-6974', '1-2423', '1-7682')",1
"('1-7122', '1-6974', '1-3265')",1
"('1-7122', '1-3265', '1-6974')",1
"('1-7122', '1-3265', '1-7682')",1
"('MLG08', '1-6181', '1-10451')",1
"('MLG08', '1-10451', '1-6181')",1
"('1-7122', '1-7682', '1-3265')",1
"('1-7866', '1-3535', '1-7863')",1
"('MLG64', '1-7863', '1-7866')",1
"('1-3535', 'MLG64', '1-7866')",1
"('1-3535', 'MLG64', '1-7863')",1
"('1-3535', '1-7866', 'MLG64')",1
"('1-3535', '1-7866', '1-7863')",1
"('1-3535', '1-7863', 'MLG64')",1
"('1-3535', '1-7863', '1-7866')",1
"('1-7866', 'MLG64', '1-3535')",1
"('1-7866', 'MLG64', '1-7863')",1
"('1-7866', '1-3535', 'MLG64')",1
"('1-7866', '1-7863', 'MLG64')",1
"('1-18203', '1-6181', 'MLG08')",1
"('1-7866', '1-7863', '1-3535')",1
"('1-7863', 'MLG64', '1-3535')",1
"('1-7863', 'MLG64', '1-7866')",1
"('1-7863', '1-3535', 'MLG64')",1
"('1-7863', '1-3535', '1-7866')",1
"('1-7863', '1-7866', 'MLG64')",1
"('1-7863', '1-7866', '1-3535')",1
"('1-10451', 'MLG08', '1-6181')",1
"('1-10451', '1-6181', 'MLG08')",1
"('1-18203', 'MLG08', '1-6181')",1
"('1-7122', '1-3265', '1-2423')",1
"('1-7122', '1-7682', '1-2423')",1
"('MLG64', '1-7866', '1-7863')",1
"('1-3596', '1-0303', '1-1015')",1
"('1-2423', '1-7122', '1-7682')",1
"('1-2423', '1-3265', '1-6974')",1
"('1-2423', '1-3265', '1-7122')",1
"('1-2423', '1-3265', '1-7682')",1
"('1-2423', '1-7682', '1-6974')",1
"('1-2423', '1-7682', '1-7122')",1
"('1-2423', '1-7682', '1-3265')",1
"('1-1015', '1-3596', '1-0303')",1
"('1-1015', '1-0303', '1-3596')",1
"('1-3596', '1-1015', '1-0303')",1
"('1-0303', '1-1015', '1-3596')",1
"('1-2423', '1-6974', '1-7682')",1
"('1-0303', '1-3596', '1-1015')",1
"('1-6878', 'MLG56', '1-0053')",1
"('1-6878', '1-7004', '1-0053')",1
"('1-6878', '1-7005', '1-0053')",1
"('1-6878', '1-0053', 'MLG56')",1
"('1-6878', '1-0053', '1-7004')",1
"('1-6878', '1-0053', '1-7005')",1
"('MLG56', '1-6878', '1-0053')",1
"('MLG56', '1-7004', '1-0053')",1
"('MLG56', '1-7005', '1-0053')",1
"('1-2423', '1-7122', '1-3265')",1
"('1-2423', '1-6974', '1-3265')",1
"('1-7122', '1-2423', '1-3265')",1
"('1-3265', '1-2423', '1-6974')",1
"('1-7122', '1-2423', '1-7682')",1
"('1-3265', '1-6974', '1-7122')",1
"('1-3265', '1-6974', '1-7682')",1
"('1-3265', '1-6974', '1-2423')",1
"('1-3265', '1-7122', '1-6974')",1
"('1-3265', '1-7122', '1-7682')",1
"('1-3265', '1-7122', '1-2423')",1
"('1-3265', '1-7682', '1-6974')",1
"('1-3265', '1-7682', '1-7122')",1
"('1-3265', '1-7682', '1-2423')",1
"('1-3265', '1-2423', '1-7122')",1
"('1-7682', '1-2423', '1-3265')",1
"('1-3265', '1-2423', '1-7682')",1
"('1-7682', '1-6974', '1-3265')",1
"('1-7682', '1-6974', '1-2423')",1
"('1-7682', '1-7122', '1-3265')",1
"('1-7682', '1-7122', '1-2423')",1
"('1-7682', '1-3265', '1-6974')",1
"('1-7682', '1-3265', '1-7122')",1
"('1-7682', '1-3265', '1-2423')",1
"('1-7682', '1-2423', '1-6974')",1
"('1-7682', '1-2423', '1-7122')",1
"('MLG64', '1-7863', '1-3535')",1
"('MLG64', '1-7866', '1-3535')",1
"('1-1317', '1-2335', '1-10038')",1
"('1-4855', 'MLG84', '1-1258')",1
"('1-1131', '1-8529', '1-18028')",1
"('1-18994', '1-4855', 'MLG84')",1
"('1-18994', '1-4855', '1-1258')",1
"('1-18994', 'MLG84', '1-4855')",1
"('1-18994', 'MLG84', '1-1258')",1
"('1-18994', '1-1258', '1-4855')",1
"('1-18994', '1-1258', 'MLG84')",1
"('1-4855', '1-18994', 'MLG84')",1
"('1-4855', '1-18994', '1-1258')",1
"('1-4855', 'MLG84', '1-18994')",1
"('1-4855', '1-1258', '1-18994')",1
"('1-8529', '1-1131', '1-18028')",1
