,Term,Session,Career,Acad Group,Acad Org,Unique Instr Entity ID,Course ID,Offer Nbr,Subject,Catalog,Course Title,Section,Component,Assoc,Class Nbr,Class Start Date,Class End Date,Comb Sect,Comb Sects ID,Unique Combined Section ID,Prim Res,Exam Key,Rep Row,Final Exam Flag
278,2895,PR1,UG,EN,STSCI,2895-PR1-0009C,365852,1,STSCI,4980,Tutorial in Actuarial Stats,601,PRJ,,8804,2025-01-21,2025-05-17,C,9.0,2895-PR1-0009C,PRIMRES,P-0009,PrimRes no MLG,Y
279,2895,1,UG,BU,HA,2895-1-9740C,364224,1,HADM,4270,Fixed Income Analysis,001,LEC,,19151,2025-01-21,2025-05-17,C,9740.0,2895-1-9740C,PRIMRES,1-9740,PrimRes no MLG,Y
280,2895,1,UG,AS,HIST,2895-1-9436C,370692,1,HIST,2958,Empires & Vampires: E. Europe,001,LEC,,17684,2025-01-21,2025-05-17,C,9436.0,2895-1-9436C,PRIMRES,1-9436,PrimRes no MLG,Y
281,2895,1,UG,AG,BIONB,2895-1-2382C,351750,1,BIONB,2220,Introduction to Neuroscience,001,LEC,,1976,2025-01-21,2025-05-17,C,2382.0,2895-1-2382C,PRIMRES,1-2382,PrimRes no MLG,Y
282,2895,1,UG,AG,SIPS,2895-1-17758,362586,1,PLSCI,2490,Hollywood Biology,001,LEC,,17758,2025-01-21,2025-05-17,,,,,1-17758,True stand alone,Y
283,2895,1,UG,EN,EAS,2895-1-6734C,366758,1,EAS,2250,The Earth System,001,LEC,,7299,2025-01-21,2025-05-17,C,6734.0,2895-1-6734C,PRIMRES,1-6734,PrimRes no MLG,Y
284,2895,1,UG,AG,GDEV,2895-1-8018C,354443,1,GDEV,2130,Intro Soc Sci Research Mthds,001,LEC,,2148,2025-01-21,2025-05-17,C,8018.0,2895-1-8018C,PRIMRES,1-8018,PrimRes no MLG,Y
285,2895,1,UG,AS,PSYCH,2895-1-1350C,362649,1,PSYCH,2090,Developmental Psychology,001,LEC,,3686,2025-01-21,2025-05-17,C,1350.0,2895-1-1350C,PRIMRES,1-1350,PrimRes no MLG,Y
286,2895,1,UG,EN,CIS,2895-1-9227C,370603,1,INFO,1260,Consequences in Computing,001,LEC,,10842,2025-01-21,2025-05-17,C,9227.0,2895-1-9227C,PRIMRES,1-9227,PrimRes no MLG,Y
287,2895,1,UG,AG,BIOMI,2895-1-17907,368418,1,BIOMI,1100,College Dormitory Microbiology,002,LEC,,17907,2025-01-21,2025-05-17,,,,,1-17907,True stand alone,Y
288,2895,1,UG,AS,CLASS,2895-1-9838C,351788,1,LATIN,1201,Elementary Latin I,101,SEM,,19580,2025-01-21,2025-05-17,C,9838.0,2895-1-9838C,PRIMRES,1-9838,PrimRes no MLG,Y
289,2895,1,UG,IL,ILRGL,2895-1-9500C,374285,1,ILRGL,3365,Lbr & Soc Movemnts in Latin Am,001,LEC,,18056,2025-01-21,2025-05-17,C,9500.0,2895-1-9500C,PRIMRES,1-9500,PrimRes no MLG,YO
290,2895,1,UG,AG,BEE,2895-1-10060,351737,1,BEE,2220,Sustain. Engr. Thermodynamics,001,LEC,,10060,2025-01-21,2025-05-17,,,,,1-10060,True stand alone,Y
291,2895,1,UG,EN,AEP,2895-1-9697C,358518,1,AEP,1100,Laser & Photonics,001,LEC,,18977,2025-01-21,2025-05-17,C,9697.0,2895-1-9697C,PRIMRES,1-9697,PrimRes no MLG,Y
292,2895,1,UG,LA,LA,2895-1-9497C,367334,1,LAW,2650,Psychology and Law,001,LEC,,17999,2025-01-21,2025-05-17,C,9497.0,2895-1-9497C,PRIMRES,1-9497,PrimRes no MLG,Y
293,2895,1,UG,AS,PSYCH,2895-1-9674C,351670,1,PSYCH,3420,Human Percept:Appl Comp Graphi,001,LEC,,18908,2025-01-21,2025-05-17,C,9674.0,2895-1-9674C,PRIMRES,1-9674,PrimRes no MLG,Y
294,2895,1,UG,AG,BIOG,2895-1-9553C,366623,1,BIOMS,4340,Cellular Microbiology,001,LEC,,18387,2025-01-21,2025-05-17,C,9553.0,2895-1-9553C,PRIMRES,1-9553,PrimRes no MLG,Y
295,2895,1,UG,EN,AEP,2895-1-8573C,372958,1,AEP,3100,Intro Quantum Computing,001,LEC,,7600,2025-01-21,2025-05-17,C,8573.0,2895-1-8573C,PRIMRES,1-8573,PrimRes no MLG,Y
296,2895,1,UG,EN,AEP,2895-1-7839C,362371,1,AEP,3620,Intermediate Quantum Mechanics,001,LEC,,6897,2025-01-21,2025-05-17,C,7839.0,2895-1-7839C,PRIMRES,1-7839,PrimRes no MLG,Y
297,2895,1,UG,AG,COMM,2895-1-1005,360990,1,COMM,2760,Persuasion & Social Influence,001,LEC,,1005,2025-01-21,2025-05-17,,,,,1-1005,True stand alone,Y
298,2895,1,UG,IL,IL,2895-1-18028,374121,1,ILRID,1535,Sociology of Work and Orgs,001,LEC,,18028,2025-01-21,2025-05-17,,,,,1-18028,True stand alone,Y
299,2895,PR1,GR,EN,CEE,2895-PR1-16454,358711,1,CEE,5052,Project Environmental Engineer,104,SEM,,16454,2025-01-21,2025-05-17,,,,,P-16454,True stand alone,Y
300,2895,PR1,GR,EN,CEE,2895-PR1-16458,358711,1,CEE,5052,Project Environmental Engineer,105,SEM,,16458,2025-01-21,2025-05-17,,,,,P-16458,True stand alone,Y
301,2895,1,UG,EN,MAE,2895-1-7058C,366960,1,MAE,4510,Propulsion Aircraft & Rockets,001,LEC,,7373,2025-01-21,2025-05-17,C,7058.0,2895-1-7058C,PRIMRES,1-7058,PrimRes no MLG,Y
302,2895,1,UG,EN,COMS,2895-1-9946C,358567,1,CS,4810,Intro Theory Comp,001,LEC,,19364,2025-01-21,2025-05-17,C,9946.0,2895-1-9946C,PRIMRES,1-9946,PrimRes no MLG,Y
303,2895,1,UG,EN,MAE,2895-1-1250C,354939,1,MAE,4230,Intermediate Fluid Dynamics,001,LEC,,6981,2025-01-21,2025-05-17,C,1250.0,2895-1-1250C,PRIMRES,1-1250,PrimRes no MLG,Y
304,2895,1,UG,EN,COMS,2895-1-7140C,358592,1,CS,3780,Intro to Machine Learning,001,LEC,,7372,2025-01-21,2025-05-17,C,7140.0,2895-1-7140C,PRIMRES,1-7140,PrimRes no MLG,Y
305,2895,1,UG,BU,AEM,2895-1-20641,374548,1,AEM,3610,Intro to Operations Mgmt,001,LEC,,20641,2025-01-21,2025-05-17,,,,,1-20641,True stand alone,Y
306,2895,1,GR,EN,MAE,2895-1-10948,355012,1,MAE,5230,Intermed Fluid Dynam with CFD,002,LEC,,10948,2025-01-21,2025-05-17,,,,,1-10948,True stand alone,Y
307,2895,1,GR,EN,MAE,2895-1-10951,366961,1,MAE,5510,Propulsion Aircraft & Rockets,002,LEC,,10951,2025-01-21,2025-05-17,,,,,1-10951,True stand alone,Y
308,2895,1,UG,AS,ASRC,2895-1-9806C,374351,1,ASRC,2322,Black Religion & Pop Culture,001,LEC,,19069,2025-01-21,2025-05-17,C,9806.0,2895-1-9806C,PRIMRES,1-9806,PrimRes no MLG,Y
309,2895,1,UG,BU,HA,2895-1-8622C,368779,1,HADM,4375,"Ferm Grains, Hard Ciders, Sake",001,LEC,,6610,2025-01-21,2025-05-17,C,8622.0,2895-1-8622C,PRIMRES,1-8622,PrimRes no MLG,Y
310,2895,1,UG,BU,AEM,2895-1-9185C,368744,1,AEM,4615,Digital Platform Strategy,001,LEC,,10205,2025-01-21,2025-05-17,C,9185.0,2895-1-9185C,PRIMRES,1-9185,PrimRes no MLG,Y
311,2895,1,UG,AS,MATH,2895-1-3199,352116,1,MATH,1110,Calculus I,001,LEC,,3199,2025-01-21,2025-05-17,,,,,MLG51,MLG Lead - SA,Y
312,2895,1,GR,EN,CEE,2895-1-10978,371888,1,CEE,5610,Intro to Transportation Engr,002,LEC,,10978,2025-01-21,2025-05-17,,,,,1-10978,True stand alone,Y
313,2895,1,UG,AG,ANSC,2895-1-11329,373865,1,ANSC,1400,Animal Fiber Production,401,LAB,,11329,2025-01-21,2025-05-17,,,,,1-11329,True stand alone,Y
314,2895,1,UG,AG,ANSC,2895-1-11330,373865,1,ANSC,1400,Animal Fiber Production,402,LAB,,11330,2025-01-21,2025-05-17,,,,,1-11330,True stand alone,Y
315,2895,1,UG,AS,HIST,2895-1-9963C,369573,1,HIST,1850,History Manson Murders,001,LEC,,20468,2025-01-21,2025-05-17,C,9963.0,2895-1-9963C,PRIMRES,1-9963,PrimRes no MLG,Y
316,2895,1,UG,AS,HIST,2895-1-9971C,371553,1,HIST,1986,Disasters,001,LEC,,20489,2025-01-21,2025-05-17,C,9971.0,2895-1-9971C,PRIMRES,1-9971,PrimRes no MLG,Y
317,2895,1,GR,EN,MSE,2895-1-18714,358805,1,MSE,5240,Synthesis of Poly  Materials,001,LEC,,18714,2025-01-21,2025-05-17,,,,,1-18714,True stand alone,Y
318,2895,1,UG,AS,NES,2895-1-9518C,366142,1,NES,3550,Origins of Monotheism,101,SEM,,18172,2025-01-21,2025-05-17,C,9518.0,2895-1-9518C,PRIMRES,1-9518,PrimRes no MLG,Y
319,2895,1,UG,IL,ILRGL,2895-1-9861,350326,1,ILRGL,4880,The Mind of The Founders,001,LEC,,9861,2025-01-21,2025-05-17,,,,,1-9861,True stand alone,Y
320,2895,1,UG,EN,ORIE,2895-1-8541C,372982,1,ORIE,4160,Topics in Data Science,001,LEC,,7626,2025-01-21,2025-05-17,C,8541.0,2895-1-8541C,PRIMRES,1-8541,PrimRes no MLG,Y
321,2895,1,GR,AS,CLASS,2895-1-10232,357648,1,GREEK,6102,Adv Rdgs in Greek Literature,001,LEC,,10232,2025-01-21,2025-05-17,,,,,1-10232,True stand alone,Y
322,2895,1,UG,AS,CHEM,2895-1-11350,351353,1,CHEM,3570,Org Chem for Life Science,001,LEC,,11350,2025-01-21,2025-05-17,,,,,1-11350,True stand alone,Y
323,2895,7W2,GR,EN,ORIE,2895-7W2-12387,361512,1,ORIE,5582,Monte Carlo Mthds in Fin Engr,001,LEC,,12387,2025-03-12,2025-05-17,,,,,72-12387,True stand alone,Y
324,2895,1,UG,BU,HA,2895-1-9642,372616,1,HADM,2560,Fund of Hospitality Dev & Mgmt,001,LEC,,9642,2025-01-21,2025-05-17,,,,,MLG15,MLG Lead - SA,Y
325,2895,1,UG,BU,HA,2895-1-8906C,351859,1,HADM,4350,"Selection, Procurement, & Supp",001,LEC,,9690,2025-01-21,2025-05-17,C,8906.0,2895-1-8906C,PRIMRES,1-8906,PrimRes no MLG,Y
326,2895,1,UG,BU,HA,2895-1-6422C,362036,1,HADM,4280,Real Estate Finance & Investmt,001,LEC,,6239,2025-01-21,2025-05-17,C,6422.0,2895-1-6422C,PRIMRES,MLG17,MLG lead - PrimRes,Y
327,2895,1,UG,EN,ECE,2895-1-9345C,373868,1,ECE,4210,Network Systems and Games,001,LEC,,11334,2025-01-21,2025-05-17,C,9345.0,2895-1-9345C,PRIMRES,1-9345,PrimRes no MLG,Y
328,2895,1,UG,AS,ROMS,2895-1-10642,371291,1,ITAL,1213,"Italian for Art,Arch & Fashion",101,SEM,,10642,2025-01-21,2025-05-17,,,,,MLG42,MLG Lead - SA,Y
329,2895,1,UG,AS,PSYCH,2895-1-9156C,351564,1,PSYCH,2800,Intro to Social Psych,001,LEC,,10657,2025-01-21,2025-05-17,C,9156.0,2895-1-9156C,PRIMRES,1-9156,PrimRes no MLG,Y
330,2895,1,UG,AS,HIST,2895-1-9404C,369268,1,HIST,1622,Samurai to Superpower II,001,LEC,,17547,2025-01-21,2025-05-17,C,9404.0,2895-1-9404C,PRIMRES,1-9404,PrimRes no MLG,Y
331,2895,1,UG,EN,STSCI,2895-1-7807C,365785,1,STSCI,2150,Intro Statistics for Biology,001,LEC,,7146,2025-01-21,2025-05-17,C,7807.0,2895-1-7807C,PRIMRES,1-7807,PrimRes no MLG,Y
332,2895,1,UG,AS,ASIAN,2895-1-9416,373546,1,HINDI,1122,Elementary Hindi II,001,LEC,,9416,2025-01-21,2025-05-17,,,,,1-9416,True stand alone,YO
333,2895,1,UG,HE,TXA,2895-1-10696,373746,1,FSAD,3330,Retail Buying and Merch,001,LEC,,10696,2025-01-21,2025-05-17,,,,,1-10696,True stand alone,Y
334,2895,1,UG,AG,AIS,2895-1-4910C,360397,1,AIIS,4000,Critical Approaches to AIIS,001,LEC,,1834,2025-01-21,2025-05-17,C,4910.0,2895-1-4910C,PRIMRES,1-4910,PrimRes no MLG,Y
335,2895,1,GR,EN,MAE,2895-1-10698,359485,1,MAE,6560,Nanoscale Energy Transpor&Conv,001,LEC,,10698,2025-01-21,2025-05-17,,,,,1-10698,True stand alone,Y
336,2895,7W2,GR,AG,SIPS,2895-7W2-12171,371154,1,PLSCI,5045,Chem/Pharm of Cannabis,001,LEC,,12171,2025-03-12,2025-05-17,,,,,72-12171,True stand alone,Y
337,2895,1,UG,AS,SOC,2895-1-9055,354646,1,SOC,2190,Intro to Economic Sociology,001,LEC,,9055,2025-01-21,2025-05-17,,,,,1-9055,True stand alone,Y
338,2895,1,UG,IL,ILRGL,2895-1-0008C,372404,1,ILRGL,2300,Introduction to ICL,001,LEC,,9609,2025-01-21,2025-05-17,C,8.0,2895-1-0008C,PRIMRES,1-0008,PrimRes no MLG,Y
339,2895,1,UG,AS,ANTHR,2895-1-4640C,361885,1,ANTHR,2468,"Medicine, Culture, & Society",001,LEC,,4737,2025-01-21,2025-05-17,C,4640.0,2895-1-4640C,PRIMRES,1-4640,PrimRes no MLG,YO
340,2895,1,GR,AS,SOC,2895-1-4361C,354715,1,SOC,6020,Inter. Statistics Soc. Res.,101,SEM,,4229,2025-01-21,2025-05-17,C,4361.0,2895-1-4361C,PRIMRES,1-4361,PrimRes no MLG,Y
341,2895,1,UG,AS,CHEM,2895-1-9115C,351337,1,CHEM,3880,Basics of Biophysical Chem,001,LEC,,9070,2025-01-21,2025-05-17,C,9115.0,2895-1-9115C,PRIMRES,1-9115,PrimRes no MLG,Y
342,2895,1,UG,EN,MAE,2895-1-8910C,354936,1,MAE,3780,Mechatronics,001,LEC,,9629,2025-01-21,2025-05-17,C,8910.0,2895-1-8910C,PRIMRES,1-8910,PrimRes no MLG,Y
343,2895,1,UG,AS,ROMS,2895-1-3171,353156,1,FREN,1220,Elementary French,101,SEM,,3171,2025-01-21,2025-05-17,,,,,MLG38,MLG Lead - SA,Y
344,2895,1,GR,AG,SIPS,2895-1-10762,373758,1,PLSCI,5700,Symbioses: Evo and Ecology,001,LEC,,10762,2025-01-21,2025-05-17,,,,,1-10762,True stand alone,Y
345,2895,1,UG,AS,GOVT,2895-1-19448,374433,1,GOVT,3777,Controversies in Security Stud,001,LEC,,19448,2025-01-21,2025-05-17,,,,,1-19448,True stand alone,Y
346,2895,1,UG,AG,SIPS,2895-1-8634C,373597,1,PLSCI,3550,Postharvest Biology,001,LEC,,9141,2025-01-21,2025-05-17,C,8634.0,2895-1-8634C,PRIMRES,1-8634,PrimRes no MLG,Y
347,2895,1,UG,EN,COMS,2895-1-10785,358560,1,CS,3410,Computer System Organization,001,LEC,,10785,2025-01-21,2025-05-17,,,,,1-10785,True stand alone,Y
348,2895,1,UG,EN,EN,2895-1-20578,366587,1,ENGRG,3910,Applied Engineering Leadership,001,LEC,,20578,2025-01-21,2025-05-17,,,,,1-20578,True stand alone,Y
349,2895,1,UG,AS,CLASS,2895-1-9379C,371141,1,CLASS,2812,Hieroglyphs to HTML,001,LEC,,11597,2025-01-21,2025-05-17,C,9379.0,2895-1-9379C,PRIMRES,1-9379,PrimRes no MLG,Y
350,2895,1,UG,AS,LING,2895-1-18709,374364,1,ASL,1100,Survey of ASL,001,LEC,,18709,2025-01-21,2025-05-17,,,,,1-18709,True stand alone,Y
351,2895,1,UG,AS,PSYCH,2895-1-20167,374514,1,PSYCH,2100,The Science of Human Stupidity,001,LEC,,20167,2025-01-21,2025-05-17,,,,,1-20167,True stand alone,Y
352,2895,1,UG,LA,LA,2895-1-8826C,371124,1,LAW,4081,Intl Hmn Rights Law & Advocacy,001,LEC,,9200,2025-01-21,2025-05-17,C,8826.0,2895-1-8826C,PRIMRES,1-8826,PrimRes no MLG,Y
353,2895,1,GR,AS,THETR,2895-1-19924,374455,1,PMA,6680,Prison Theatre,101,SEM,,19924,2025-01-21,2025-05-17,,,,,1-19924,True stand alone,Y
354,2895,1,UG,AG,COMM,2895-1-10038,352930,1,COMM,2820,Resrch Methods in Comm Studies,001,LEC,,10038,2025-01-21,2025-05-17,,,,,1-10038,True stand alone,Y
355,2895,1,UG,AG,BIOG,2895-1-8988C,373649,1,BIOMS,4250,Applied Immunology,001,LEC,,10066,2025-01-21,2025-05-17,C,8988.0,2895-1-8988C,PRIMRES,1-8988,PrimRes no MLG,Y
356,2895,1,UG,HE,HE,2895-1-11206,373851,1,HE,2300,Intro Clin Translational Sci,001,LEC,,11206,2025-01-21,2025-05-17,,,,,1-11206,True stand alone,Y
357,2895,1,GR,EN,MAE,2895-1-9731,371142,1,MAE,6540,Plasmas for Propulsion,001,LEC,,9731,2025-01-21,2025-05-17,,,,,1-9731,True stand alone,Y
358,2895,1,GR,EN,MAE,2895-1-9733,350096,1,MAE,6810,Methods of Appl Math I,001,LEC,,9733,2025-01-21,2025-05-17,,,,,1-9733,True stand alone,Y
359,2895,1,GR,EN,MSE,2895-1-10071,358741,1,MSE,6010,Chemistry of Materials,001,LEC,,10071,2025-01-21,2025-05-17,,,,,1-10071,True stand alone,Y
360,2895,1,UG,AS,PSYCH,2895-1-10468,351438,1,PSYCH,1101,Introduction to Psychology,001,LEC,,10468,2025-01-21,2025-05-17,,,,,1-10468,True stand alone,Y
361,2895,1,GR,AS,CHEM,2895-1-9739,358266,1,CHEM,6690,Modern Catalytic Reactions,001,LEC,,9739,2025-01-21,2025-05-17,,,,,1-9739,True stand alone,Y
362,2895,1,UG,AS,ECON,2895-1-9286C,373674,1,ECON,3280,Intro to Political Economy,001,LEC,,10491,2025-01-21,2025-05-17,C,9286.0,2895-1-9286C,PRIMRES,1-9286,PrimRes no MLG,Y
363,2895,1,UG,AS,CLASS,2895-1-9338C,373651,1,CLASS,2652,Ancient Greek Drama,101,SEM,,10193,2025-01-21,2025-05-17,C,9338.0,2895-1-9338C,PRIMRES,1-9338,PrimRes no MLG,Y
364,2895,1,GR,EN,EAS,2895-1-21211,355063,1,EAS,6920,Spec Topics in Earth & Atm Sci,104,SEM,,21211,2025-01-21,2025-05-17,,,,,1-21211,True stand alone,Y
365,2895,1,UG,AS,GOVT,2895-1-18234,374209,1,GOVT,2162,US Public Opinion,001,LEC,,18234,2025-01-21,2025-05-17,,,,,1-18234,True stand alone,Y
366,2895,1,UG,BU,AEM,2895-1-19004,351953,1,AEM,4190,Strategic Thinking,001,LEC,,19004,2025-01-21,2025-05-17,,,,,1-19004,True stand alone,Y
367,2895,1,UG,EN,CEE,2895-1-13247,350735,1,CEE,3510,Environmental Quality Engr,001,LEC,,13247,2025-01-21,2025-05-17,,,,,1-13247,True stand alone,Y
368,2895,1,UG,AS,ECON,2895-1-10539,373720,1,ECON,4600,Econ of Risk and Insurance,001,LEC,,10539,2025-01-21,2025-05-17,,,,,1-10539,True stand alone,Y
369,2895,1,UG,BU,HA,2895-1-7964C,351865,1,HADM,4760,Visual Basic for Applications,001,LEC,,6243,2025-01-21,2025-05-17,C,7964.0,2895-1-7964C,PRIMRES,1-7964,PrimRes no MLG,Y
370,2895,1,UG,BU,AEM,2895-1-9007C,358188,1,AEM,4600,Predictive Analytics,001,LEC,,10139,2025-01-21,2025-05-17,C,9007.0,2895-1-9007C,PRIMRES,MLG84,MLG lead - PrimRes,Y
371,2895,1,GR,EN,MAE,2895-1-10922,371897,1,MAE,5135,Mechanics Composite Structures,002,LEC,,10922,2025-01-21,2025-05-17,,,,,1-10922,True stand alone,Y
372,2895,1,UG,EN,CHEME,2895-1-6918,350239,1,CHEME,3720,Intro to Proc Dynamics & Cntrl,001,LEC,,6918,2025-01-21,2025-05-17,,,,,1-6918,True stand alone,Y
373,2895,1,UG,EN,CHEME,2895-1-6919,350247,1,CHEME,3900,Chemical Kinetics&Reactor Dsgn,001,LEC,,6919,2025-01-21,2025-05-17,,,,,1-6919,True stand alone,Y
374,2895,1,UG,EN,BMEP,2895-1-2701C,358534,1,BME,3020,Molecular Princ Biomed Engr,001,LEC,,7090,2025-01-21,2025-05-17,C,2701.0,2895-1-2701C,PRIMRES,1-2701,PrimRes no MLG,Y
375,2895,1,UG,AS,LING,2895-1-7496C,352728,1,LING,1101,Introduction to Linguistics,001,LEC,,3397,2025-01-21,2025-05-17,C,7496.0,2895-1-7496C,PRIMRES,1-7496,PrimRes no MLG,Y
376,2895,1,UG,AG,BIOMI,2895-1-9465C,353738,1,BIOMI,4200,Molecular Bacteriology,001,LEC,,17843,2025-01-21,2025-05-17,C,9465.0,2895-1-9465C,PRIMRES,1-9465,PrimRes no MLG,Y
377,2895,1,UG,BU,HA,2895-1-5515C,351664,1,HADM,3740,Fundamentals of Database Mgt,001,LEC,,6518,2025-01-21,2025-05-17,C,5515.0,2895-1-5515C,PRIMRES,1-5515,PrimRes no MLG,Y
378,2895,1,UG,BU,HA,2895-1-5549C,364868,1,HADM,4800,Law for Entrepreneurs,001,LEC,,6520,2025-01-21,2025-05-17,C,5549.0,2895-1-5549C,PRIMRES,1-5549,PrimRes no MLG,Y
379,2895,1,UG,BU,AEM,2895-1-4649C,350536,1,AEM,2300,International Trade & Finance,001,LEC,,6526,2025-01-21,2025-05-17,C,4649.0,2895-1-4649C,PRIMRES,1-4649,PrimRes no MLG,Y
380,2895,1,UG,BU,AEM,2895-1-7995C,365653,1,AEM,3260,Cooperative Business Mgmt,001,LEC,,6527,2025-01-21,2025-05-17,C,7995.0,2895-1-7995C,PRIMRES,1-7995,PrimRes no MLG,Y
381,2895,1,UG,AS,PSYCH,2895-1-9270C,373669,1,PSYCH,2300,How the Brain Makes the Mind,001,LEC,,10656,2025-01-21,2025-05-17,C,9270.0,2895-1-9270C,PRIMRES,1-9270,PrimRes no MLG,Y
382,2895,1,UG,BU,AEM,2895-1-6594,366462,1,AEM,2225,Financial Accounting For Dyson,001,LEC,,6594,2025-01-21,2025-05-17,,,,,1-6594,True stand alone,Y
383,2895,1,UG,EN,EAS,2895-1-18563,367070,1,EAS,4561,Isotope Geochemistry,001,LEC,,18563,2025-01-21,2025-05-17,,,,,1-18563,True stand alone,Y
384,2895,1,UG,AS,ROMS,2895-1-17782,366735,1,ITAL,2202,Italian IV,101,SEM,,17782,2025-01-21,2025-05-17,,,,,MLG43,MLG Lead - SA,Y
385,2895,1,UG,EN,EAS,2895-1-6927,354971,1,EAS,2680,Climate and Global Warming,001,LEC,,6927,2025-01-21,2025-05-17,,,,,1-6927,True stand alone,Y
386,2895,1,UG,AR,CRP,2895-1-0405C,359544,1,CRP,4590,Land Use Law,001,LEC,,2398,2025-01-21,2025-05-17,C,405.0,2895-1-0405C,PRIMRES,1-0405,PrimRes no MLG,Y
387,2895,1,UG,EN,AEP,2895-1-6858C,370443,1,AEP,2550,ENGR Quantum Info Hardware,001,LEC,,7316,2025-01-21,2025-05-17,C,6858.0,2895-1-6858C,PRIMRES,1-6858,PrimRes no MLG,Y
388,2895,1,UG,EN,ECE,2895-1-7752C,358898,1,ECE,4670,Digital Communications,001,LEC,,7317,2025-01-21,2025-05-17,C,7752.0,2895-1-7752C,PRIMRES,1-7752,PrimRes no MLG,Y
389,2895,1,GR,EN,CEE,2895-1-7496,350782,1,CEE,6550,"Transport, Mix, & Transform",001,LEC,,7496,2025-01-21,2025-05-17,,,,,1-7496,True stand alone,Y
390,2895,1,UG,PP,PP,2895-1-9850C,374463,1,PUBPOL,3380,Markets & Environmental Policy,001,LEC,,19506,2025-01-21,2025-05-17,C,9850.0,2895-1-9850C,PRIMRES,1-9850,PrimRes no MLG,Y
391,2895,1,UG,BU,AEM,2895-1-6531,359931,1,AEM,3370,Corporate Fin. Reporting II,001,LEC,,6531,2025-01-21,2025-05-17,,,,,1-6531,True stand alone,Y
392,2895,1,GR,EN,ORIE,2895-1-7341,367928,1,ORIE,5270,Big Data Technologies,001,LEC,,7341,2025-01-21,2025-05-17,,,,,1-7341,True stand alone,Y
393,2895,1,UG,AS,PSYCH,2895-1-9938C,351474,1,PSYCH,2050,Perception,001,LEC,,20356,2025-01-21,2025-05-17,C,9938.0,2895-1-9938C,PRIMRES,1-9938,PrimRes no MLG,Y
394,2895,1,UG,BU,HA,2895-1-9644,372617,1,HADM,2021,Crit. Thinking& Math Model Ops,001,LEC,,9644,2025-01-21,2025-05-17,,,,,MLG10,MLG Lead - SA,Y
395,2895,1,UG,BU,HA,2895-1-9645,372617,1,HADM,2021,Crit. Thinking& Math Model Ops,002,LEC,,9645,2025-01-21,2025-05-17,,,,,1-9645,True stand alone,Y
396,2895,1,UG,EN,MSE,2895-1-1204C,353830,1,MSE,2060,Atomic & Mole Struct of Matter,001,LEC,,6939,2025-01-21,2025-05-17,C,1204.0,2895-1-1204C,PRIMRES,1-1204,PrimRes no MLG,Y
397,2895,1,GR,EN,MSE,2895-1-7509,372289,1,MSE,5802,Materials Struct and Mech Prop,001,LEC,,7509,2025-01-21,2025-05-17,,,,,1-7509,True stand alone,Y
398,2895,1,UG,EN,MSE,2895-1-1207C,353884,1,MSE,3040,Kinet Diffsn and Phase Transf,001,LEC,,6941,2025-01-21,2025-05-17,C,1207.0,2895-1-1207C,PRIMRES,1-1207,PrimRes no MLG,Y
399,2895,1,UG,AS,GOVT,2895-1-19447,374394,1,GOVT,3596,Politics of Modernity,001,LEC,,19447,2025-01-21,2025-05-17,,,,,1-19447,True stand alone,Y
400,2895,1,UG,EN,ORIE,2895-1-1833C,351742,1,ORIE,3310,Optimization II,001,LEC,,6955,2025-01-21,2025-05-17,C,1833.0,2895-1-1833C,PRIMRES,1-1833,PrimRes no MLG,Y
401,2895,1,UG,EN,MAE,2895-1-7122,358610,1,MAE,2030,Dynamics,001,LEC,,7122,2025-01-21,2025-05-17,,,,,1-7122,True stand alone,Y
402,2895,1,UG,BU,HA,2895-1-6225,351529,1,HADM,2210,Managerial Accounting,001,LEC,,6225,2025-01-21,2025-05-17,,,,,MLG11,MLG Lead - SA,Y
403,2895,1,UG,AG,BEE,2895-1-9643C,352193,1,BEE,4940,Special Topics in Bio&Env Eng,002,LEC,,18778,2025-01-21,2025-05-17,C,9643.0,2895-1-9643C,PRIMRES,1-9643,PrimRes no MLG,Y
404,2895,1,UG,EN,EAS,2895-1-7536,355018,1,EAS,3520,Synoptic Meteorology I,001,LEC,,7536,2025-01-21,2025-05-17,,,,,1-7536,True stand alone,Y
405,2895,1,UG,BU,HA,2895-1-6216,351489,1,HADM,1150,Org Behavior & Ldrshp Skills,001,LEC,,6216,2025-01-21,2025-05-17,,,,,1-6216,True stand alone,Y
406,2895,1,UG,BU,AEM,2895-1-6538,359935,1,AEM,4350,Political Economy of the WTO,001,LEC,,6538,2025-01-21,2025-05-17,,,,,1-6538,True stand alone,Y
407,2895,1,GR,EN,COMS,2895-1-19813,362576,1,CS,5643,Phys Based Anim for Com Graph,001,LEC,,19813,2025-01-21,2025-05-17,,,,,1-19813,True stand alone,Y
408,2895,1,GR,EN,ORIE,2895-1-6971,353762,1,ORIE,6510,Probability,001,LEC,,6971,2025-01-21,2025-05-17,,,,,1-6971,True stand alone,Y
409,2895,1,UG,EN,MAE,2895-1-6974,354914,1,MAE,2250,Intro to Mechanical Design,001,LEC,,6974,2025-01-21,2025-05-17,,,,,1-6974,True stand alone,Y
410,2895,1,UG,AS,PHIL,2895-1-5197,353859,1,PHIL,2220,Modern Philosophy,001,LEC,,5197,2025-01-21,2025-05-17,,,,,1-5197,True stand alone,Y
