Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,256,1-3037,18,10,1-3037,467,66,3,58,3117.0290338993073,6.674580372375391
353,353,353,353,1-8681,11,7,1-8681,260,30,1,97,1115.3416601419449,4.289775615930557
364,364,364,364,MLG02,18,10,MLG02,755,74,3,93,3155.8224164247513,4.1798972402976835
158,158,158,158,MLG12,11,7,MLG12,569,26,1,110,1122.779202222824,1.9732499160330828
338,338,338,338,1-3523,14,4,1-3523,497,12,0,464,420.232271194458,0.8455377690029336
499,499,499,499,1-3135,13,5,1-3135,101,36,0,42,72.95205903053284,0.7222976141636914
473,473,473,473,1-3174,9,17,1-3174,117,4,0,90,83.18298363685608,0.710965672109881
371,371,371,371,MLG66,7,13,MLG66,229,20,0,153,154.61107218265533,0.6751575204482766
320,320,320,320,1-0541,6,3,1-0541,132,14,0,80,84.38487434387207,0.6392793510899399
270,270,270,270,1-5655,15,11,1-5655,31,8,0,13,19.43754208087921,0.6270174864799746
457,457,457,457,1-9071,6,3,1-9071,75,9,0,43,46.83186995983124,0.6244249327977498
218,218,218,218,MLG11,8,6,MLG11,493,20,0,326,306.8183629512787,0.622349620590829
147,147,147,147,1-7172,7,13,1-7172,284,39,0,155,175.37069404125214,0.6175024438072259
39,39,39,39,1-8567,6,3,1-8567,388,74,0,182,234.12558913230896,0.6034164668358478
332,332,332,332,1-6501,6,3,1-6501,107,21,0,49,64.11073553562164,0.5991657526693611
294,294,294,294,1-3051,4,15,1-3051,116,4,0,74,69.10600876808167,0.5957414548972557
369,369,369,369,1-8564,6,3,1-8564,185,36,0,82,108.14449620246887,0.5845648443376695
285,285,285,285,1-6727,6,3,1-6727,235,22,0,128,134.6157989501953,0.5728331870221077
359,359,359,359,1-6166,4,15,1-6166,117,43,0,27,66.75489509105682,0.5705546588979216
437,437,437,437,1-19093,6,3,1-19093,36,9,0,13,20.43754208087921,0.5677095022466447
83,83,83,83,1-1152,3,8,1-1152,112,21,0,48,63.23092460632324,0.5645618268421718
137,137,137,137,1-19257,7,13,1-19257,246,28,0,126,138.8561770915985,0.5644560044373923
484,484,484,484,MLG35,3,8,MLG35,44,7,0,20,24.596218585968018,0.5590049678629095
316,316,316,316,1-4776,5,9,1-4776,33,8,0,11,17.67792022228241,0.5356945521903761
433,433,433,433,MLG55,2,22,MLG55,110,10,0,55,58.38960111141205,0.5308145555582914
416,416,416,416,1-3246,10,2,1-3246,116,54,0,7,60.158676505088806,0.5186092802162828
174,174,174,174,1-6568,13,5,1-6568,394,75,0,146,203.45239567756653,0.5163766387755495
398,398,398,398,MLG65,20,12,MLG65,155,49,0,35,79.79338252544403,0.5147960162931873
358,358,358,358,MLG18,20,12,MLG18,72,30,0,8,37.03848743438721,0.5144234365887113
344,344,344,344,1-9294,14,4,1-9294,74,23,0,17,37.956785798072815,0.5129295378117948
368,368,368,368,1-4011,6,3,1-4011,246,28,0,110,124.7792022228241,0.5072325293610735
541,541,541,541,1-7301,11,7,1-7301,26,5,0,9,12.918298363685608,0.49685762937252337
451,451,451,451,1-7146,14,4,1-7146,18,8,0,1,8.8798109292984,0.49332282940546673
522,522,522,522,1-10808,2,22,1-10808,54,2,0,28,26.634706020355225,0.4932352966732449
449,449,449,449,1-10960,4,15,1-10960,82,6,0,39,40.312626242637634,0.491617393202898
384,384,384,384,1-0584,8,19,1-0584,41,13,0,8,20.038487434387207,0.4887435959606636
9,9,9,9,1-8765,11,7,1-8765,38,7,0,13,18.43754208087921,0.48519847581261083
98,98,98,98,1-9543,14,4,1-9543,39,9,0,11,18.67792022228241,0.4789210313405746
378,378,378,378,1-5819,10,2,1-5819,23,10,0,1,10.8798109292984,0.47303525779558264
275,275,275,275,1-1712,6,3,1-1712,157,38,0,41,74.07224810123444,0.4717977586065888
149,149,149,149,1-9621,11,7,1-9621,4,1,0,1,1.8798109292984009,0.4699527323246002
67,67,67,67,1-19989,3,8,1-19989,4,1,0,1,1.8798109292984009,0.4699527323246002
18,18,18,18,1-5635,15,11,1-5635,417,30,0,188,195.40445470809937,0.4685958146477203
376,376,376,376,1-18412,19,18,1-18412,56,26,0,0,26.0,0.4642857142857143
379,379,379,379,1-5228,4,15,1-5228,180,11,0,82,83.14449620246887,0.46191386779149374
163,163,163,163,1-1633,9,17,1-1633,399,13,0,194,183.68332028388977,0.46035919870649067
61,61,61,61,1-7306,8,6,1-7306,159,45,0,32,73.15394973754883,0.4600877341984203
267,267,267,267,1-7715,8,6,1-7715,20,3,0,7,9.158676505088806,0.4579338252544403
363,363,363,363,1-7993,6,3,1-7993,100,14,0,36,45.67319345474243,0.45673193454742433
565,565,565,565,1-19069,10,2,1-19069,11,5,0,0,5.0,0.45454545454545453
461,461,461,461,1-9351,7,13,1-9351,60,7,0,23,27.23565137386322,0.4539275228977203
155,155,155,155,1-7462,5,9,1-7462,336,34,0,133,151.01485359668732,0.4494489690377599
130,130,130,130,MLG32,3,8,MLG32,79,9,0,30,35.394327878952026,0.44802946682217754
248,248,248,248,1-19068,4,15,1-19068,77,1,0,38,34.43281531333923,0.4471794196537563
239,239,239,239,1-1136,4,15,1-1136,113,9,0,47,50.35111367702484,0.44558507678783044
540,540,540,540,1-8711,4,15,1-8711,48,2,0,22,21.35584044456482,0.4449133425951004
