Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
574,574,574,574,574,574,574,1-4618,23,25,1-4618,1,0,0,1,0.8929860591888428,0.8929860591888428
410,410,410,410,410,410,410,7W2-12806,23,25,7W2-12806,23,0,0,22,19.64569330215454,0.8541605783545453
294,294,294,294,294,294,294,1-3081,11,23,1-3081,42,0,0,40,35.71944236755371,0.8504629135131836
91,91,91,91,91,91,91,1-6684,4,17,1-6684,145,1,0,135,121.55311799049377,0.8382973654516812
276,276,276,276,276,276,276,1-3075,23,25,1-3075,45,0,0,41,36.612428426742554,0.8136095205942789
81,81,81,81,81,81,81,1-7038,15,15,1-7038,163,7,0,137,129.33909010887146,0.7934913503611746
13,13,13,13,13,13,13,MLG11,4,17,MLG11,493,11,0,368,339.61886978149414,0.6888820888062761
115,115,115,115,115,115,115,1-3174,5,4,1-3174,117,0,0,90,80.36874532699585,0.6869123532221868
114,114,114,114,114,114,114,1-6166,12,12,1-6166,117,2,0,82,75.22485685348511,0.6429474944742317
461,461,461,461,461,461,461,1-1067,1,2,1-1067,17,1,0,11,10.82284665107727,0.636638038298663
12,12,12,12,12,12,12,1-3523,15,15,1-3523,497,10,0,305,282.36074805259705,0.568130277771825
155,155,155,155,155,155,155,1-2364,19,8,1-2364,88,6,0,49,49.756316900253296,0.5654126920483329
448,448,448,448,448,448,448,1-1959,5,4,1-1959,19,0,0,12,10.715832710266113,0.5639911952771639
391,391,391,391,391,391,391,1-7301,19,8,1-7301,26,3,0,13,14.608818769454956,0.5618776449790368
516,516,516,516,516,516,516,1-17965,1,2,1-17965,10,2,0,4,5.571944236755371,0.5571944236755371
21,21,21,21,21,21,21,1-1633,5,4,1-1633,399,0,0,246,219.67457056045532,0.5505628334848505
67,67,67,67,67,67,67,1-4394,21,6,1-4394,190,3,0,112,103.01443862915039,0.5421812559428968
70,70,70,70,70,70,70,1-5228,12,12,1-5228,180,1,0,101,91.19159197807312,0.5066199554337396
42,42,42,42,42,42,42,1-8681,19,8,1-8681,260,26,0,114,127.80041074752808,0.49154004133664647
14,14,14,14,14,14,14,1-3037,3,16,1-3037,467,46,0,197,221.91825366020203,0.4751996866385482
375,375,375,375,375,375,375,1-8187,16,27,1-8187,29,3,0,12,13.715832710266113,0.47295974862986595
