Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
445,445,445,445,445,1-2028,15,14,1-2028,20,10,0,4,11.50438380241394,0.575219190120697
525,525,525,525,525,1-19067,9,12,1-19067,8,2,0,6,4.256575703620911,0.5320719629526138
360,360,360,360,360,1-20100,14,13,1-20100,31,11,0,14,16.26534330844879,0.5246884938209287
552,552,552,552,552,1-5303,9,12,1-5303,4,2,0,0,2.0,0.5
105,105,105,105,105,1-0529,14,13,1-0529,124,16,0,117,60.00322622060776,0.48389698565006256
436,436,436,436,436,1-3182,2,11,1-3182,20,5,0,12,9.513151407241821,0.47565757036209105
409,409,409,409,409,1-9245,9,12,1-9245,23,9,0,5,10.880479753017426,0.47306433708771417
428,428,428,428,428,1-5221,9,12,1-5221,21,9,0,2,9.75219190120697,0.46439009053366526
298,298,298,298,298,1-0584,23,20,1-0584,41,16,0,8,19.00876760482788,0.4636284781665337
539,539,539,539,539,P1-17272,15,14,P1-17272,6,2,0,2,2.75219190120697,0.4586986502011617
502,502,502,502,502,1-0305,16,22,1-0305,12,5,0,1,5.376095950603485,0.4480079958836238
262,262,262,262,262,1-7656,9,12,1-7656,48,17,0,7,19.632671654224396,0.4090139927963416
376,376,376,376,376,1-3356,2,11,1-3356,28,8,0,9,11.384863555431366,0.4066022698368345
164,164,164,164,164,1-9454,13,21,1-9454,80,28,0,9,31.384863555431366,0.3923107944428921
444,444,444,444,444,1-7467,15,14,1-7467,20,1,0,18,7.769727110862732,0.3884863555431366
213,213,213,213,213,1-10043,17,15,1-10043,61,8,0,40,23.043838024139404,0.3777678364613017
223,223,223,223,223,1-5686,16,22,1-5686,59,0,0,59,22.18966108560562,0.3760959506034851
108,108,108,108,108,1-1005,14,13,1-1005,122,30,0,40,45.043838024139404,0.36921178708310987
382,382,382,382,382,1-3472,22,19,1-3472,28,8,0,6,10.25657570362091,0.36630627512931824
480,480,480,480,480,1-10882,14,13,1-10882,14,4,0,3,5.128287851810455,0.36630627512931824
17,17,17,17,17,1-8165,9,12,1-8165,420,59,0,247,151.89569979906082,0.36165642809300197
180,180,180,180,180,1-9294,15,14,1-9294,74,23,0,10,26.76095950603485,0.3616345879193899
243,243,243,243,243,1-9542,9,12,1-9542,54,15,0,12,19.51315140724182,0.36135465568966335
469,469,469,469,469,1-9095,23,20,1-9095,16,5,0,2,5.75219190120697,0.35951199382543564
106,106,106,106,106,1-7872,7,5,1-7872,124,26,0,49,44.42870157957077,0.35829598048040945
35,35,35,35,35,1-7901,9,12,1-7901,298,78,0,73,105.45500439405441,0.3538758536713235
474,474,474,474,474,1-19108,4,8,1-19108,16,0,0,15,5.641439259052277,0.3525899536907673
32,32,32,32,32,1-3152,17,15,1-3152,323,19,0,248,112.2717957496643,0.34759069891536937
380,380,380,380,380,1-20077,9,12,1-20077,28,7,0,7,9.632671654224396,0.3440239876508713
472,472,472,472,472,1-3733,15,14,1-3733,16,4,0,4,5.50438380241394,0.3440239876508713
410,410,410,410,410,7W2-12806,23,20,7W2-12806,23,0,0,21,7.898014962673187,0.34339195489883423
372,372,372,372,372,1-3300,23,20,1-3300,29,9,0,2,9.75219190120697,0.3362824793519645
30,30,30,30,30,1-8718,4,8,1-8718,333,83,0,74,110.8311003446579,0.33282612716113485
384,384,384,384,384,1-7567,13,21,1-7567,27,7,0,5,8.880479753017426,0.3289066575191639
184,184,184,184,184,MLG18,3,9,MLG18,72,20,0,9,23.384863555431366,0.32478977160321343
501,501,501,501,501,1-5271,14,13,1-5271,12,2,0,5,3.8804797530174255,0.32337331275145215
532,532,532,532,532,1-18369,16,22,1-18369,7,0,0,6,2.2565757036209106,0.3223679576601301
141,141,141,141,141,1-7081,9,12,1-7081,99,14,0,47,31.6765096783638,0.319964744225897
325,325,325,325,325,1-6543,22,19,1-6543,36,10,0,4,11.50438380241394,0.31956621673372054
247,247,247,247,247,1-8177,16,22,1-8177,53,12,0,13,16.889247357845306,0.31866504448764726
303,303,303,303,303,1-7899,14,13,1-7899,40,10,0,7,12.632671654224396,0.3158167913556099
219,219,219,219,219,1-8702,4,8,1-8702,59,10,0,22,18.274110913276672,0.30973069344536736
337,337,337,337,337,1-3079,4,8,1-3079,34,0,0,28,10.530686616897583,0.309726076967576
351,351,351,351,351,1-4776,20,17,1-4776,33,3,0,19,10.145823061466217,0.30744918368079444
364,364,364,364,364,1-5515,17,15,1-5515,30,5,0,11,9.137055456638336,0.30456851522127787
399,399,399,399,399,1-11522,23,20,1-11522,24,5,0,6,7.256575703620911,0.3023573209842046
191,191,191,191,191,1-0429,14,13,1-0429,69,8,0,34,20.787262320518494,0.30126467131186224
541,541,541,541,541,1-19192,18,16,1-19192,5,0,0,4,1.5043838024139404,0.3008767604827881
310,310,310,310,310,MLG43,23,20,MLG43,39,6,0,15,11.641439259052277,0.29849844253980196
475,475,475,475,475,1-9548,8,4,1-9548,16,4,0,2,4.75219190120697,0.29701199382543564
237,237,237,237,237,1-18266,20,17,1-18266,55,6,0,27,16.154590666294098,0.2937198302962563
23,23,23,23,23,1-8567,17,15,1-8567,388,61,0,140,113.65343308448792,0.2929212192899173
340,340,340,340,340,1-10981,15,14,1-10981,34,8,0,5,9.880479753017426,0.2906023456769831
99,99,99,99,99,1-0917,9,12,1-0917,134,22,0,45,38.92431777715683,0.2904799834116181
89,89,89,89,89,1-3509,9,12,1-3509,150,36,0,19,43.14582306146622,0.2876388204097748
172,172,172,172,172,1-19068,13,21,1-19068,77,21,0,3,22.128287851810455,0.2873803617118241
550,550,550,550,550,1-3142,17,15,1-3142,4,0,0,3,1.1282878518104553,0.28207196295261383
100,100,100,100,100,1-0541,17,15,1-0541,132,15,0,59,37.18966108560562,0.2817398567091335
