Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
184,184,184,184,184,MLG18,3,14,MLG18,72,25,0,12,25.79196986556053,0.3582218036883407
83,83,83,83,83,1-7306,13,9,1-7306,159,55,0,27,56.781932197511196,0.35711907042459873
180,180,180,180,180,1-9294,15,7,1-9294,74,23,0,10,23.65997488796711,0.3197293903779339
61,61,61,61,61,1-8484,21,9,1-8484,202,57,0,99,63.533751390874386,0.31452352173700193
92,92,92,92,92,1-6511,23,1,1-6511,144,44,0,2,44.13199497759342,0.30647218734439874
298,298,298,298,298,1-0584,23,1,1-0584,41,11,0,6,11.395984932780266,0.27795085201903086
86,86,86,86,86,MLG65,3,14,MLG65,155,37,0,20,38.31994977593422,0.24722548242538206
340,340,340,340,340,1-10981,15,7,1-10981,34,8,0,5,8.329987443983555,0.24499963070539868
219,219,219,219,219,1-8702,4,17,1-8702,59,13,0,22,14.451944753527641,0.24494821616148543
254,254,254,254,254,1-8808,23,1,1-8808,52,11,0,16,12.055959820747375,0.23184538116821876
30,30,30,30,30,1-8718,4,17,1-8718,333,72,0,74,76.88381417095661,0.23088232483770754
162,162,162,162,162,1-10960,12,2,1-10960,82,18,0,5,18.329987443983555,0.2235364322437019
35,35,35,35,35,1-7901,9,13,1-7901,298,60,0,80,65.27979910373688,0.21905972853602979
46,46,46,46,46,1-3056,4,17,1-3056,250,49,0,74,53.88381417095661,0.21553525668382645
324,324,324,324,324,1-19093,17,6,1-19093,36,7,0,10,7.65997488796711,0.2127770802213086
106,106,106,106,106,1-7872,7,4,1-7872,124,21,0,60,24.959849327802658,0.2012891074822795
229,229,229,229,229,1-8986,20,3,1-8986,57,11,0,7,11.461982421576977,0.20108741090485924
107,107,107,107,107,1-0598,21,2,1-0598,122,24,0,8,24.527979910373688,0.2010490156588007
364,364,364,364,364,1-5515,17,6,1-5515,30,5,0,13,5.857967354357243,0.19526557847857476
76,76,76,76,76,1-7518,12,10,1-7518,169,30,0,38,32.50790457427502,0.19235446493653857
315,315,315,315,315,1-6764,22,23,1-6764,38,7,0,3,7.197992466390133,0.18942085437868772
119,119,119,119,119,1-1136,12,10,1-1136,113,18,0,50,21.29987443983555,0.18849446406934114
164,164,164,164,164,1-9454,13,9,1-9454,80,14,0,6,14.395984932780266,0.17994981165975332
23,23,23,23,23,1-8567,17,6,1-8567,388,59,0,150,68.89962331950665,0.17757634876161507
38,38,38,38,38,1-5899,6,19,1-5899,288,50,0,13,50.85796735435724,0.17659016442485154
358,358,358,358,358,1-5655,15,7,1-5655,31,5,0,7,5.461982421576977,0.1761929813411928
120,120,120,120,120,1-1152,4,17,1-1152,112,18,0,24,19.583939731121063,0.17485660474215234
112,112,112,112,112,1-1166,1,15,1-1166,118,19,0,24,20.583939731121063,0.17444016721289038
271,271,271,271,271,1-5568,17,6,1-5568,47,7,0,17,8.121957309544086,0.17280760233072526
143,143,143,143,143,1-12345,5,18,1-12345,97,16,0,10,16.65997488796711,0.17175231843265062
115,115,115,115,115,1-3174,5,18,1-3174,117,19,0,15,19.989962331950665,0.17085437890556124
539,539,539,539,539,P1-17272,15,24,P1-17272,6,1,0,0,1.0,0.16666666666666666
442,442,442,442,442,1-9232,1,2,1-9232,20,3,0,4,3.263989955186844,0.1631994977593422
160,160,160,160,160,1-1119,18,5,1-1119,83,13,0,8,13.527979910373688,0.1629877097635384
304,304,304,304,304,1-2006,11,11,1-2006,40,6,0,7,6.461982421576977,0.16154956053942443
109,109,109,109,109,1-3364,17,6,1-3364,121,17,0,37,19.441907085478306,0.16067691806180417
99,99,99,99,99,1-0917,9,13,1-0917,134,18,0,51,21.36587192863226,0.15944680543755418
241,241,241,241,241,1-8058,20,3,1-8058,54,8,0,9,8.593977399170399,0.15914772961426665
428,428,428,428,428,1-5221,9,13,1-5221,21,3,0,5,3.329987443983555,0.15857083066588357
94,94,94,94,94,1-3693,11,12,1-3693,143,20,0,35,22.309912107884884,0.15601337138381038
165,165,165,165,165,1-8368,5,18,1-8368,80,12,0,5,12.329987443983555,0.15412484304979443
3,3,3,3,3,MLG06,18,5,MLG06,634,83,0,182,95.0115429610014,0.14986047785646908
322,322,322,322,322,1-18435,4,17,1-18435,37,5,0,8,5.527979910373688,0.1494048624425321
391,391,391,391,391,1-7301,19,4,1-7301,26,3,0,13,3.8579673543572426,0.14838335978297088
481,481,481,481,481,1-3141,23,1,1-3141,14,2,0,1,2.065997488796711,0.14757124919976508
282,282,282,282,282,MLG35,23,1,MLG35,44,6,0,7,6.461982421576977,0.1468632368540222
242,242,242,242,242,1-18469,3,14,1-18469,54,7,0,14,7.9239648431539536,0.14674008968803617
238,238,238,238,238,MLG20,7,20,MLG20,55,8,0,1,8.065997488796711,0.14665449979630382
114,114,114,114,114,1-6166,12,10,1-6166,117,13,0,62,17.09184430539608,0.14608413936235967
