Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,1-3037,18,12,1-3037,467,67,3,59,3069.0601101284847,6.5718631908532865
364,MLG02,18,12,MLG02,755,57,3,293,3067.23071640078,4.062557240265933
353,1-8681,11,9,1-8681,260,25,1,106,1028.701214807108,3.9565431338734927
158,MLG12,11,9,MLG12,569,28,1,53,1029.850607403554,1.8099307687232935
142,MLG17,14,14,MLG17,76,41,0,1,41.034917120821774,0.5399331200108128
28,1-7081,20,4,1-7081,99,50,0,4,50.139668483287096,0.5064612978109808
108,1-0917,3,10,1-0917,134,60,0,22,60.76817665807903,0.45349385565730616
339,1-7523,14,14,1-7523,79,30,0,12,30.419005449861288,0.3850507018969783
317,1-3733,8,8,1-3733,16,6,0,2,6.069834241643548,0.37936464010272175
359,1-6166,4,1,1-6166,117,43,0,18,43.62850817479193,0.3728932322631789
199,1-0529,13,5,1-0529,124,45,0,20,45.69834241643548,0.36853501948738293
355,1-8666,14,14,1-8666,89,32,0,6,32.209502724930644,0.3619045249992207
358,MLG18,20,4,MLG18,72,25,0,12,25.419005449861288,0.35304174235918456
225,1-17970,5,13,1-17970,36,11,0,7,11.244419845752418,0.31234499571534496
306,1-18987,5,16,1-18987,34,10,0,10,10.34917120821774,0.30438738847699237
159,MLG36,20,4,MLG36,136,39,0,25,39.87292802054435,0.2931832942687085
398,MLG65,20,4,MLG65,155,42,0,24,42.838010899722576,0.2763742638691779
344,1-9294,14,14,1-9294,74,20,0,7,20.244419845752418,0.2735732411588165
61,1-7306,8,8,1-7306,159,42,0,21,42.733259537257254,0.2687626385991022
372,1-6511,8,8,1-6511,144,38,0,14,38.488839691504836,0.26728360896878356
484,MLG35,3,10,MLG35,44,11,0,20,11.69834241643548,0.26587141855535185
416,1-3246,10,6,1-3246,116,30,0,15,30.52375681232661,0.2631358345890225
204,1-3509,14,14,1-3509,150,37,0,21,37.733259537257254,0.25155506358171503
150,P1-0004,3,10,P1-0004,60,15,0,2,15.069834241643548,0.25116390402739247
430,1-8718,5,13,1-8718,333,77,0,153,82.34231948573142,0.24727423268988416
399,1-8087,3,10,1-8087,58,14,0,8,14.279336966574192,0.24619546494093433
6,MLG58,3,10,MLG58,66,16,0,6,16.209502724930644,0.2455985261353128
499,1-3135,13,5,1-3135,101,24,0,7,24.244419845752418,0.24004376084903384
388,1-8019,21,7,1-8019,320,74,0,76,76.65370118245482,0.23954281619517132
360,MLG67,17,16,MLG67,293,68,0,25,68.87292802054435,0.23506118778342783
316,1-4776,5,13,1-4776,33,7,0,19,7.663425295613706,0.23222500895799109
541,1-7301,11,4,1-7301,26,6,0,1,6.034917120821774,0.2321121969546836
257,MLG06,10,6,MLG06,634,134,0,296,144.3354677632451,0.22765846650354118
391,1-8165,14,14,1-8165,420,86,0,236,94.24044051393867,0.2243820012236635
458,1-9063,8,3,1-9063,35,7,0,24,7.838010899722576,0.2239431685635022
183,1-18927,17,3,1-18927,30,6,0,19,6.663425295613706,0.22211417652045687
83,1-1152,3,10,1-1152,112,23,0,48,24.676021799445152,0.2203216232093317
50,MLG14,20,4,MLG14,462,99,0,53,100.85060740355402,0.2182913580163507
374,MLG74,18,12,MLG74,177,37,0,40,38.39668483287096,0.2169304227845817
321,MLG30,3,10,MLG30,66,14,0,9,14.314254087395966,0.21688263768781768
141,MLG42,20,4,MLG42,72,15,0,15,15.52375681232661,0.21560773350453624
113,1-7647,20,4,1-7647,30,6,0,13,6.453922570683062,0.21513075235610207
41,MLG24,3,10,MLG24,49,10,0,14,10.488839691504836,0.2140579528878538
453,MLG45,7,3,MLG45,179,37,0,36,38.257016349583864,0.21372634832169757
275,1-1712,6,15,1-1712,157,32,0,42,33.46651907451451,0.2131625418758886
377,1-7901,14,14,1-7901,298,61,0,58,63.02519300766289,0.21149393626732516
270,1-5655,15,11,1-5655,31,6,0,9,6.314254087395966,0.20368561572245053
47,MLG15,12,2,MLG15,559,112,0,27,112.9427622621879,0.20204429742788532
246,1-9232,13,10,1-9232,20,4,0,1,4.034917120821774,0.2017458560410887
230,1-8766,12,2,1-8766,26,5,0,7,5.244419845752418,0.20170845560586223
527,1-5568,1,15,1-5568,47,9,0,12,9.419005449861288,0.20040437127364444
500,MLG50,12,2,MLG50,168,33,0,2,33.06983424164355,0.19684425143835446
130,MLG32,3,10,MLG32,79,14,0,30,15.04751362465322,0.1904748560082686
476,MLG01,21,4,MLG01,43,8,0,5,8.17458560410887,0.19010664195602023
429,1-8949,12,2,1-8949,112,21,0,6,21.209502724930644,0.1893705600440236
400,MLG71,14,16,MLG71,144,27,0,0,27.0,0.1875
437,1-19093,6,15,1-19093,36,6,0,16,6.558673933148384,0.18218538703189957
555,1-20068,14,22,1-20068,45,8,0,5,8.17458560410887,0.181657457869086
345,1-2364,15,11,1-2364,88,15,0,26,15.907845141366124,0.18077096751552413
219,1-8371,15,11,1-8371,255,45,0,24,45.838010899722576,0.17975690548910814
131,MLG13,8,8,MLG13,225,37,0,76,39.653701182454824,0.17623867192202144
413,1-1763,10,22,1-1763,35,6,0,2,6.069834241643548,0.17342383547552995
164,MLG29,12,2,MLG29,93,16,0,3,16.104751362465322,0.17316936948887443
394,1-8808,11,9,1-8808,52,8,0,28,8.977679383009672,0.1726476804424937
251,MLG27,1,21,MLG27,67,11,0,16,11.558673933148384,0.1725175213902744
223,1-5109,7,3,1-5109,37,6,0,6,6.209502724930644,0.1678243979710985
506,1-3302,12,13,1-3302,52,8,0,20,8.69834241643548,0.1672758157006823
369,1-8564,6,15,1-8564,185,28,0,67,30.33944709505886,0.16399701132464248
312,1-3364,6,15,1-3364,121,18,0,51,19.780773161910474,0.16347746414802045
332,1-6501,6,15,1-6501,107,15,0,65,17.26961285341531,0.16139825096649824
13,1-7622,10,6,1-7622,45,7,0,5,7.17458560410887,0.15943523564686377
445,MLG61,17,16,MLG61,218,34,0,10,34.34917120821774,0.1575650055422832
148,1-2028,10,9,1-2028,20,3,0,4,3.139668483287096,0.1569834241643548
348,MLG62,12,2,MLG62,370,57,0,15,57.52375681232661,0.15546961300628814
104,1-9040,11,9,1-9040,55,8,0,12,8.419005449861288,0.15307282636111433
480,1-1514,7,3,1-1514,64,9,0,19,9.663425295613706,0.15099102024396416
436,1-8702,5,13,1-8702,59,8,0,26,8.907845141366124,0.15098042612484955
279,MLG03,15,11,MLG03,713,99,0,155,104.41215372737497,0.14644060831328887
147,1-7172,7,3,1-7172,284,36,0,153,41.34231948573142,0.1455715474849698
341,1-0983,13,5,1-0983,195,26,0,54,27.885524524375796,0.14300268986859382
462,1-8484,21,7,1-8484,202,27,0,47,28.64110467862338,0.1417876469238781
497,1-3216,7,3,1-3216,38,5,0,9,5.314254087395966,0.13984879177357806
95,1-7625,10,6,1-7625,76,10,0,16,10.558673933148384,0.13892992017300507
237,1-7484,1,21,1-7484,24,3,0,9,3.314254087395966,0.13809392030816525
329,1-19755,7,3,1-19755,517,63,0,219,70.64684945996851,0.13664767787227952
39,1-8567,6,15,1-8567,388,46,0,154,51.3772366065532,0.13241555826431237
326,1-9095,11,6,1-9095,16,2,0,3,2.104751362465322,0.13154696015408263
392,1-18266,15,11,1-18266,55,7,0,3,7.104751362465322,0.1291772974993695
496,1-18973,1,21,1-18973,39,5,0,1,5.034917120821774,0.1291004389954301
455,1-10981,5,13,1-10981,34,4,0,11,4.384088329039514,0.12894377438351512
274,1-8497,21,7,1-8497,34,4,0,10,4.34917120821774,0.12791680024169824
350,1-19891,21,7,1-19891,95,11,0,30,12.04751362465322,0.12681593289108653
33,1-0997,11,9,1-0997,33,4,0,5,4.17458560410887,0.12650259406390515
352,1-2275,13,5,1-2275,130,15,0,35,16.22209922876209,0.1247853786827853
123,1-3472,13,5,1-3472,28,3,0,13,3.453922570683062,0.12335437752439507
489,1-8058,21,7,1-8058,54,6,0,17,6.593591053970158,0.12210353803648441
152,1-1530,13,5,1-1530,632,69,0,214,76.47226385585964,0.1210004174934488
252,1-1887,11,9,1-1887,119,13,0,40,14.39668483287096,0.12098054481404168
271,1-19121,3,15,1-19121,75,8,0,30,9.04751362465322,0.12063351499537626
448,1-6249,7,3,1-6249,64,7,0,18,7.628508174791932,0.11919544023112394
227,1-9542,15,11,1-9542,54,6,0,11,6.384088329039514,0.11822385794517619
318,1-3496,13,5,1-3496,192,20,0,77,22.6886183032766,0.11816988699623228
498,MLG38,10,22,MLG38,26,3,0,2,3.069834241643548,0.11807054775552107
137,1-19257,7,3,1-19257,246,25,0,115,29.01546889450401,0.11794906054676427
281,1-8126,18,14,1-8126,34,4,0,0,4.0,0.11764705882352941
31,1-8735,13,5,1-8735,52,6,0,2,6.069834241643548,0.11672758157006823
211,1-7187,7,3,1-7187,96,9,0,62,11.164861490949988,0.11630064053072904
320,1-0541,6,15,1-0541,132,13,0,63,15.199778611771762,0.11514983796796789
265,1-7464,15,11,1-7464,48,5,0,15,5.52375681232661,0.11507826692347105
561,1-3699,13,5,1-3699,9,1,0,1,1.034917120821774,0.11499079120241934
554,1-18770,5,13,1-18770,10,1,0,4,1.139668483287096,0.1139668483287096
323,1-7946,13,5,1-7946,289,30,0,83,32.89812102820724,0.1138343288173261
531,1-8951,6,15,1-8951,47,5,0,9,5.314254087395966,0.11306923590204183
262,1-4394,21,7,1-4394,190,19,0,71,21.479115578345954,0.1130479767281366
278,1-3152,6,15,1-3152,323,31,0,145,36.06298251915723,0.11165010067850537
177,1-10952,10,6,1-10952,9,1,0,0,1.0,0.1111111111111111
122,1-20046,17,16,1-20046,18,2,0,0,2.0,0.1111111111111111
501,MLG56,17,16,MLG56,109,12,0,3,12.104751362465322,0.11105276479325983
99,1-7655,20,4,1-7655,38,4,0,6,4.209502724930644,0.11077638749817484
461,1-9351,7,3,1-9351,60,6,0,18,6.628508174791932,0.1104751362465322
515,1-8480,20,4,1-8480,112,12,0,6,12.209502724930644,0.10901341718688075
264,1-1131,18,12,1-1131,200,21,0,19,21.663425295613706,0.10831712647806853
325,1-6625,5,13,1-6625,67,7,0,7,7.244419845752418,0.10812566933958832
366,MLG63,3,10,MLG63,543,57,0,46,58.606187557801604,0.1079303638265223
387,1-3469,21,7,1-3469,40,4,0,8,4.279336966574192,0.1069834241643548
182,1-4136,2,22,1-4136,20,2,0,4,2.139668483287096,0.1069834241643548
161,1-7656,18,12,1-7656,48,5,0,3,5.104751362465322,0.10634898671802755
457,1-9071,6,15,1-9071,75,7,0,27,7.942762262187898,0.10590349682917198
368,1-4011,6,15,1-4011,246,23,0,84,25.933038149029016,0.1054188542643456
538,1-18794,10,6,1-18794,29,3,0,1,3.034917120821774,0.10465231451109566
36,1-5686,12,4,1-5686,59,6,0,4,6.139668483287096,0.10406217768283213
285,1-6727,6,15,1-6727,235,21,0,94,24.282209357246757,0.10332855045636918
23,1-11189,10,3,1-11189,53,5,0,13,5.453922570683062,0.10290419944685023
27,1-0984,20,4,1-0984,50,5,0,4,5.139668483287096,0.10279336966574192
315,MLG31,1,21,MLG31,42,4,0,8,4.279336966574192,0.10188897539462362
46,1-3056,5,13,1-3056,250,22,0,98,25.421877840533853,0.10168751136213541
18,1-5635,15,11,1-5635,417,38,0,124,42.32972298189998,0.10151012705491601
371,MLG66,7,3,MLG66,229,20,0,91,23.177457994781435,0.10121160696411106
178,1-0754,8,8,1-0754,41,4,0,4,4.139668483287096,0.10096752398261209
431,1-9115,5,13,1-9115,22,2,0,6,2.209502724930644,0.100431942042302
417,1-3026,5,13,1-3026,570,53,0,120,57.19005449861288,0.10033342894493488
86,1-10042,11,9,1-10042,21,2,0,3,2.104751362465322,0.10022625535549153
151,1-11026,15,7,1-11026,21,2,0,3,2.104751362465322,0.10022625535549153
16,1-7539,12,4,1-7539,91,9,0,2,9.069834241643548,0.0996685081499291
111,1-7900,17,13,1-7900,75,7,0,13,7.453922570683062,0.09938563427577417
405,1-9365,11,9,1-9365,243,22,0,58,24.025193007662892,0.09886910702741931
395,1-18620,21,7,1-18620,60,5,0,26,5.907845141366124,0.0984640856894354
481,1-19851,18,5,1-19851,25,2,0,13,2.453922570683062,0.09815690282732248
48,1-6101,15,16,1-6101,41,4,0,0,4.0,0.0975609756097561
478,1-8916,11,9,1-8916,61,5,0,27,5.942762262187898,0.09742233216701472
386,MLG08,8,8,MLG08,532,48,0,103,51.59646344464272,0.0969858335425615
85,1-8986,13,5,1-8986,57,5,0,15,5.52375681232661,0.09690801425134404
491,MLG51,10,6,MLG51,99,9,0,16,9.558673933148384,0.09655226195099378
71,MLG26,1,21,MLG26,155,14,0,27,14.942762262187898,0.09640491782056708
172,1-7326,15,11,1-7326,42,4,0,0,4.0,0.09523809523809523
475,1-11522,13,5,1-11522,24,2,0,8,2.279336966574192,0.094972373607258
551,1-18869,18,10,1-18869,22,2,0,2,2.069834241643548,0.09408337462016127
66,1-7348,18,12,1-7348,43,4,0,1,4.034917120821774,0.09383528187957614
365,1-18435,5,13,1-18435,37,3,0,12,3.419005449861288,0.09240555269895373
243,1-7712,3,10,1-7712,12,1,0,3,1.104751362465322,0.09206261353877683
375,1-8990,6,15,1-8990,40,3,0,19,3.663425295613706,0.09158563239034265
433,MLG55,2,22,MLG55,110,10,0,2,10.069834241643548,0.09154394765130498
179,1-8186,8,8,1-8186,23,2,0,3,2.104751362465322,0.09151092880284009
452,1-18370,1,21,1-18370,23,2,0,3,2.104751362465322,0.09151092880284009
565,1-19069,10,6,1-19069,11,1,0,0,1.0,0.09090909090909091
319,1-20040,18,14,1-20040,22,2,0,0,2.0,0.09090909090909091
255,1-17969,1,21,1-17969,22,2,0,0,2.0,0.09090909090909091
236,1-9245,1,1,1-9245,23,2,0,2,2.069834241643548,0.08999279311493687
459,1-8284,3,10,1-8284,48,4,0,9,4.314254087395966,0.08988029348741595
485,MLG25,14,14,MLG25,12,1,0,2,1.069834241643548,0.08915285347029567
280,MLG09,2,22,MLG09,174,15,0,14,15.488839691504836,0.08901632006611974
427,1-8613,7,3,1-8613,37,3,0,8,3.279336966574192,0.08863072882632951
213,1-8859,17,16,1-8859,36,3,0,3,3.104751362465322,0.0862430934018145
203,1-19884,14,6,1-19884,60,5,0,5,5.17458560410887,0.0862430934018145
155,1-7462,5,13,1-7462,336,22,0,198,28.913589922711253,0.08605235096045016
196,1-8537,21,7,1-8537,47,4,0,1,4.034917120821774,0.08584930044301647
174,1-6568,13,5,1-6568,394,26,0,222,33.75160082243383,0.08566396147825844
43,1-7518,21,7,1-7518,169,13,0,42,14.466519074514508,0.08560070458292608
101,1-8228,4,1,1-8228,99,8,0,12,8.419005449861288,0.08504045908950796
153,MLG43,1,21,MLG43,39,3,0,8,3.279336966574192,0.0840855632454921
469,1-6494,10,6,1-6494,48,4,0,1,4.034917120821774,0.08406077335045363
532,1-9182,13,5,1-9182,28,2,0,10,2.34917120821774,0.08389897172206215
428,1-7733,11,9,1-7733,76,5,0,39,6.361767712049186,0.08370746989538402
37,1-8039,14,14,1-8039,12,1,0,0,1.0,0.08333333333333333
10,1-7390,7,3,1-7390,43,3,0,16,3.558673933148384,0.08275985891042753
156,1-2322,11,9,1-2322,14,1,0,4,1.139668483287096,0.081404891663364
114,1-7449,10,6,1-7449,25,2,0,1,2.034917120821774,0.08139668483287096
510,1-1119,1,21,1-1119,83,6,0,21,6.733259537257254,0.08112360888261752
217,1-7575,5,13,1-7575,26,2,0,3,2.104751362465322,0.08095197547943546
205,1-7776,14,22,1-7776,26,2,0,3,2.104751362465322,0.08095197547943546
449,1-10960,4,1,1-10960,82,6,0,17,6.593591053970158,0.08040964699963607
295,1-7522,15,11,1-7522,67,4,0,39,5.361767712049186,0.08002638376192815
239,1-1136,4,1,1-1136,113,8,0,29,9.012596503831446,0.07975749118434908
229,1-6569,21,7,1-6569,360,22,0,191,28.669170076958835,0.07963658354710787
407,1-5899,6,15,1-5899,288,20,0,82,22.86320390738547,0.07938612467842177
454,1-6678,10,6,1-6678,213,12,0,137,16.78364555258304,0.0787964579933476
166,1-9454,18,10,1-9454,80,6,0,8,6.279336966574192,0.0784917120821774
22,1-20100,12,2,1-20100,31,2,0,12,2.419005449861288,0.07803243386649317
56,1-8924,3,10,1-8924,40,3,0,3,3.104751362465322,0.07761878406163306
418,1-1655,12,2,1-1655,132,10,0,3,10.104751362465322,0.07655114668534335
29,1-8090,10,6,1-8090,14,1,0,2,1.069834241643548,0.07641673154596772
171,1-3300,8,8,1-3300,29,2,0,5,2.17458560410887,0.07498571048651276
185,1-3301,6,15,1-3301,18,1,0,10,1.34917120821774,0.07495395601209667
314,1-11388,1,21,1-11388,28,2,0,2,2.069834241643548,0.07392265148726958
143,1-7302,7,3,1-7302,240,15,0,77,17.6886183032766,0.0737025762636525
32,1-7870,7,3,1-7870,82,6,0,0,6.0,0.07317073170731707
54,1-6957,21,7,1-6957,338,22,0,72,24.51403269916773,0.0725267239620347
363,1-7993,6,15,1-7993,100,6,0,34,7.187182107940316,0.07187182107940317
542,1-5287,5,13,1-5287,18,1,0,8,1.279336966574192,0.07107427592078845
479,1-7809,9,17,1-7809,40,2,0,24,2.838010899722576,0.0709502724930644
210,1-3182,14,4,1-3182,20,1,0,12,1.419005449861288,0.0709502724930644
68,1-6533,6,15,1-6533,21,1,0,14,1.488839691504836,0.07089712816689696
393,1-2292,2,22,1-2292,252,11,0,187,17.52950159367174,0.06956151426060214
322,MLG22,1,21,MLG22,33,2,0,8,2.279336966574192,0.06907081716891492
568,1-7910,7,3,1-7910,15,1,0,1,1.034917120821774,0.0689944747214516
397,1-6492,11,9,1-6492,48,2,0,35,3.22209922876209,0.06712706726587687
552,1-9396,20,4,1-9396,16,1,0,2,1.069834241643548,0.06686464010272175
