Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-7425,1,1,1-7425,352,9,10,28,10014.924071252346,28.451488838785075
1-3174,1,23,1-3174,117,20,3,16,3023.385183572769,25.840899004895462
1-8368,1,1,1-8368,80,6,2,9,2007.9041657596827,25.098802071996033
MLG53,23,23,MLG53,216,36,5,21,5040.4430534392595,23.33538450666324
1-1633,1,1,1-1633,399,21,8,23,8025.866201385856,20.114952885678836
1-9040,11,14,1-9040,55,8,1,12,1010.5388876795769,18.37343432144685
1-8121,1,1,1-8121,110,3,2,14,2005.962035626173,18.23601850569248
1-1514,23,23,1-1514,64,9,1,8,1010.6925917863846,15.792071746662259
1-8371,13,16,1-8371,255,13,4,31,4019.5587931722403,15.76297565949898
1-4654,1,1,1-4654,138,4,2,35,2011.4050890654325,14.575399196126323
1-1070,13,16,1-1070,280,21,4,72,4036.2333260774612,14.415119021705218
1-7302,23,23,1-7302,240,29,3,21,3033.4430534392595,12.639346055996915
1-0677,20,23,1-0677,187,21,2,10,2023.1157397329807,10.81880074723519
1-3186,1,1,1-3186,796,59,8,118,8083.965728849173,10.15573584026278
MLG66,13,16,MLG66,229,34,2,117,2058.7541548758745,8.990192816051854
1-1887,5,21,1-1887,119,19,1,23,1023.8662013858557,8.60391765870467
1-1035,8,8,1-1035,249,26,2,57,2038.0597164779902,8.184978781036104
1-8681,8,8,1-8681,260,94,2,63,2107.3291603177786,8.10511215506838
1-0917,11,11,1-0917,134,23,1,27,1028.712497279048,7.676958934918268
MLG36,22,22,MLG36,136,10,1,26,1015.5009233057499,7.466918553718749
1-7402,20,21,1-7402,141,20,1,13,1022.750461652875,7.2535493734246455
1-3693,19,22,1-3693,143,27,1,22,1031.6546274125576,7.214368023864039
1-7306,19,19,1-7306,159,25,1,13,1027.750461652875,6.463839381464623
MLG09,17,13,MLG09,174,26,1,35,1033.4050890654325,5.939109707272601
1-0918,1,19,1-0918,179,47,1,14,1049.962035626173,5.865709696235603
1-6678,4,4,1-6678,213,8,1,22,1012.6546274125576,4.754247077054261
1-0691,17,13,1-0691,450,109,2,128,2136.0814685821533,4.746847707960341
MLG13,7,7,MLG13,225,24,1,34,1031.1935150921345,4.583082289298376
1-9365,14,15,1-9365,243,16,1,64,1029.5407342910767,4.236793145230768
1-7172,11,11,1-7172,284,47,1,169,1082.7560014873743,3.812521131997797
MLG15,7,7,MLG15,559,64,2,260,2119.009233057499,3.7907141915160985
1-0708,4,4,1-0708,408,28,1,51,1038.7902726382017,2.546054589799514
MLG14,17,13,MLG14,462,50,1,71,1065.0217521041632,2.305241887671349
1-19755,9,10,1-19755,517,109,1,96,1129.311101436615,2.1843541613861026
MLG08,7,7,MLG08,532,39,1,67,1053.1754562109709,1.9796531131785167
MLG12,9,10,MLG12,569,48,1,53,1059.2134205847979,1.8615350098151104
MLG03,15,14,MLG03,713,46,1,198,1087.8916467130184,1.525794735922887
MLG02,14,15,MLG02,755,49,1,43,1058.0976808518171,1.4014538819229365
1-3254,9,19,1-3254,68,30,0,10,32.11573973298073,0.4722902901908931
1-6511,8,8,1-6511,144,56,0,11,58.3273137062788,0.40505078962693614
1-1166,9,10,1-1166,118,41,0,27,46.712497279047966,0.3958686210088811
MLG82,5,5,MLG82,71,23,0,17,26.596757546067238,0.3746022189586935
1-6249,9,16,1-6249,64,19,0,14,21.96203562617302,0.34315680665895343
1-20124,20,21,1-20124,3,1,0,0,1.0,0.3333333333333333
MLG43,2,2,MLG43,39,12,0,4,12.846295893192291,0.3293922023895459
1-7057,17,13,1-7057,105,29,0,23,33.866201385855675,0.32253525129386357
1-7707,9,10,1-7707,10,3,0,1,3.211573973298073,0.3211573973298073
1-8087,16,19,1-8087,58,16,0,12,18.538887679576874,0.3196359944754633
1-3734,4,11,1-3734,4,0,0,6,1.269443839788437,0.3173609599471092
1-10042,15,14,1-10042,21,6,0,3,6.6347219198942184,0.3159391390425818
1-4394,10,9,1-4394,190,47,0,54,58.42499455809593,0.3074999713583996
1-5303,12,17,1-5303,4,1,0,1,1.2115739732980728,0.3028934933245182
MLG27,6,6,MLG27,67,16,0,20,20.231479465961456,0.30196238008897697
1-0487,18,18,1-0487,18,4,0,6,5.269443839788437,0.2927468799882465
1-5655,5,5,1-5655,31,8,0,5,9.057869866490364,0.2921893505319472
1-6543,12,17,1-6543,36,9,0,7,10.48101781308651,0.2911393836968475
1-3301,23,23,1-3301,18,5,0,1,5.211573973298073,0.2895318874054485
1-8666,16,12,1-8666,89,24,0,8,25.692591786384583,0.2886808065885908
1-9063,11,10,1-9063,35,9,0,5,10.057869866490364,0.2873677104711533
1-7720,12,17,1-7720,102,25,0,19,29.019905492663383,0.2845088773790528
1-1131,2,2,1-1131,200,52,0,12,54.538887679576874,0.2726944383978844
1-8990,22,6,1-8990,40,8,0,13,10.750461652874947,0.2687615413218737
1-3496,23,12,1-3496,192,44,0,32,50.77036714553833,0.2644289955496788
1-10305,15,14,1-10305,28,6,0,6,7.269443839788437,0.25962299427815844
1-7488,1,11,1-7488,65,12,0,22,16.654627412557602,0.2562250371162708
1-7946,16,12,1-7946,289,59,0,68,73.38703018426895,0.25393436049920054
1-7834,12,17,1-7834,4,1,0,0,1.0,0.25
1-18987,19,18,1-18987,34,7,0,7,8.48101781308651,0.24944170038489735
MLG24,6,5,MLG24,49,10,0,10,12.115739732980728,0.2472599945506271
1-3356,5,5,1-3356,28,6,0,4,6.846295893192291,0.2445105676140104
1-6214,17,13,1-6214,65,10,0,27,15.712497279047966,0.2417307273699687
1-3733,14,2,1-3733,16,3,0,4,3.8462958931922913,0.2403934933245182
1-17979,15,3,1-17979,17,3,0,5,4.057869866490364,0.23869822744060964
1-19093,6,6,1-19093,36,7,0,7,8.48101781308651,0.23558382814129195
1-1530,16,12,1-1530,632,131,0,80,147.92591786384583,0.23405999662000923
1-8162,19,19,1-8162,22,3,0,10,5.115739732980728,0.23253362422639673
1-5819,23,19,1-5819,23,4,0,6,5.269443839788437,0.2291062539038451
1-8567,6,6,1-8567,388,69,0,92,88.4648055434227,0.22800207614284201
MLG20,12,17,MLG20,55,10,0,12,12.538887679576874,0.2279797759923068
1-9316,10,8,1-9316,16,3,0,3,3.6347219198942184,0.22717011999338865
1-9294,22,22,1-9294,74,14,0,13,16.750461652874947,0.2263575899037155
1-10981,18,18,1-10981,34,6,0,8,7.6925917863845825,0.22625269959954655
1-3037,2,2,1-3037,467,95,0,41,103.67453290522099,0.2220011411246702
1-7453,14,15,1-7453,24,4,0,6,5.269443839788437,0.21956015999118486
1-8753,1,1,1-8753,258,48,0,36,55.61666303873062,0.21556846139042876
1-8497,22,22,1-8497,34,6,0,6,7.269443839788437,0.21380717175848343
1-7901,11,11,1-7901,298,47,0,79,63.71434389054775,0.21380652312264348
MLG56,2,2,MLG56,109,22,0,4,22.84629589319229,0.2095990448916724
1-6569,10,9,1-6569,360,51,0,115,75.33100692927837,0.20925279702577326
1-3469,21,20,1-3469,40,6,0,11,8.327313706278801,0.20818284265697
1-9499,21,3,1-9499,36,6,0,7,7.48101781308651,0.20780605036351416
1-7081,17,13,1-7081,99,15,0,26,20.500923305749893,0.20708003339141307
1-3051,21,20,1-3051,116,16,0,37,23.828237012028694,0.20541583631059218
1-9115,17,13,1-9115,22,3,0,7,4.48101781308651,0.20368262786756863
1-8753,10,9,1-8753,258,44,0,40,52.46295893192291,0.2033448020617167
P1-6891,7,7,P1-6891,7,1,0,2,1.4231479465961456,0.2033068495137351
1-3047,12,17,1-3047,360,62,0,51,72.79027263820171,0.20219520177278255
P1-17272,2,2,P1-17272,6,1,0,1,1.2115739732980728,0.2019289955496788
1-8186,12,17,1-8186,23,4,0,3,4.6347219198942184,0.20150964869105298
MLG28,20,21,MLG28,22,4,0,2,4.423147946596146,0.2010521793907339
1-3371,8,3,1-3371,16,3,0,1,3.211573973298073,0.20072337333112955
1-8711,10,9,1-8711,48,9,0,3,9.634721919894218,0.20072337333112955
1-19192,15,14,1-19192,5,1,0,0,1.0,0.2
1-7715,21,23,1-7715,20,4,0,0,4.0,0.2
MLG67,5,5,MLG67,293,48,0,50,58.57869866490364,0.19992729919762334
1-4776,18,18,1-4776,33,3,0,17,6.596757546067238,0.19990174382021933
1-3302,18,18,1-3302,52,9,0,6,10.269443839788437,0.19748930461131609
1-3216,13,16,1-3216,38,6,0,7,7.48101781308651,0.19686888981806605
1-9399,19,19,1-9399,38,7,0,2,7.423147946596146,0.19534599859463542
1-7987,21,19,1-7987,23,3,0,7,4.48101781308651,0.1948268614385439
MLG18,2,2,MLG18,72,10,0,19,14.019905492663383,0.19472090962032476
1-7993,6,6,1-7993,100,13,0,29,19.13564522564411,0.19135645225644113
1-7456,8,8,1-7456,32,4,0,10,6.115739732980728,0.19111686665564775
1-7900,18,18,1-7900,75,12,0,11,14.327313706278801,0.19103084941705067
1-7460,21,20,1-7460,194,22,0,71,37.02175210416317,0.19083377373279983
1-7770,17,13,1-7770,23,1,0,16,4.385183572769165,0.1906601553377898
1-5287,21,20,1-5287,18,3,0,2,3.4231479465961456,0.1901748859220081
1-8916,14,15,1-8916,61,8,0,17,11.596757546067238,0.1901107794437252
1-4397,12,17,1-4397,106,18,0,9,19.904165759682655,0.18777514867625147
1-9100,12,17,1-9100,142,21,0,25,26.28934933245182,0.1851362629045903
1-7721,19,15,1-7721,12,2,0,1,2.211573973298073,0.18429783110817274
MLG70,5,5,MLG70,269,29,0,95,49.09952746331692,0.18252612439894764
1-0337,2,2,1-0337,11,2,0,0,2.0,0.18181818181818182
1-2364,15,14,1-2364,88,11,0,23,15.866201385855675,0.18029774302108723
1-9291,21,20,1-9291,78,13,0,5,14.057869866490364,0.18022910085244057
1-7567,16,5,1-7567,27,4,0,4,4.846295893192291,0.17949244048860338
MLG64,15,14,MLG64,129,18,0,24,23.077775359153748,0.17889748340429262
1-11189,14,15,1-11189,53,1,0,40,9.462958931922913,0.17854639494194174
1-18635,2,2,1-18635,44,7,0,4,7.846295893192291,0.17832490666346115
1-9396,11,11,1-9396,16,2,0,4,2.8462958931922913,0.1778934933245182
1-1763,1,1,1-1763,35,6,0,1,6.211573973298073,0.17747354209423066
1-9351,2,2,1-9351,60,10,0,3,10.634721919894218,0.17724536533157031
7W2-0103,21,20,7W2-0103,33,5,0,4,5.846295893192291,0.1771604816118876
1-7622,17,13,1-7622,45,5,0,14,7.962035626173019,0.1769341250260671
MLG31,19,19,MLG31,42,7,0,2,7.423147946596146,0.1767416177760987
1-18370,21,20,1-18370,23,3,0,5,4.057869866490364,0.17642912463001584
1-8484,21,9,1-8484,202,29,0,31,35.55879317224026,0.17603362956554583
1-9412,8,7,1-9412,15,2,0,3,2.6347219198942184,0.1756481279929479
1-18973,19,19,1-18973,39,6,0,4,6.846295893192291,0.1755460485433921
1-18369,13,16,1-18369,7,1,0,1,1.2115739732980728,0.17308199618543899
1-3117,7,6,1-3117,7,1,0,1,1.2115739732980728,0.17308199618543899
1-1136,3,3,1-1136,113,15,0,21,19.44305343925953,0.172062419816456
1-8058,10,9,1-8058,54,8,0,6,9.269443839788437,0.17165636740348958
1-6568,16,12,1-6568,394,52,0,73,67.44490005075932,0.17117994936740943
1-20081,12,17,1-20081,20,3,0,2,3.4231479465961456,0.17115739732980728
1-9232,23,23,1-9232,20,3,0,2,3.4231479465961456,0.17115739732980728
1-20068,16,12,1-20068,45,6,0,8,7.6925917863845825,0.1709464841418796
1-7776,9,10,1-7776,26,4,0,2,4.423147946596146,0.1701210748690825
1-18927,7,7,1-18927,30,4,0,5,5.057869866490364,0.16859566221634548
MLG65,21,20,MLG65,155,21,0,24,26.077775359153748,0.1682437119945403
1-8126,1,15,1-8126,34,4,0,8,5.6925917863845825,0.16742917018778183
1-18045,17,13,1-18045,109,15,0,15,18.173609599471092,0.16673036329789992
1-18469,21,20,1-18469,54,9,0,0,9.0,0.16666666666666666
1-7518,10,9,1-7518,169,23,0,23,27.866201385855675,0.16488876559677915
MLG01,21,20,MLG01,43,6,0,5,7.057869866490364,0.16413650852303172
MLG05,4,10,MLG05,14,1,0,6,2.269443839788437,0.16210313141345978
1-2322,18,4,1-2322,14,1,0,6,2.269443839788437,0.16210313141345978
1-19891,10,9,1-19891,95,12,0,16,15.385183572769165,0.1619493007659912
1-8754,3,3,1-8754,108,14,0,16,17.385183572769165,0.16097392197008487
1-19121,6,6,1-19121,75,8,0,19,12.019905492663383,0.1602654065688451
1-0997,24,24,1-0997,33,5,0,1,5.211573973298073,0.15792648403933554
1-0529,11,11,1-0529,124,7,0,59,19.482864424586296,0.15711987439182498
1-8949,7,7,1-8949,112,11,0,31,17.558793172240257,0.15677493903785944
1-9071,6,6,1-9071,75,9,0,13,11.750461652874947,0.15667282203833263
1-3162,5,5,1-3162,35,4,0,7,5.48101781308651,0.15660050894532884
1-7083,13,16,1-7083,17,2,0,3,2.6347219198942184,0.15498364234671874
MLG40,22,21,MLG40,30,4,0,3,4.6347219198942184,0.15449073066314062
1-3631,23,24,1-3631,13,2,0,0,2.0,0.15384615384615385
1-5531,21,20,1-5531,199,20,0,50,30.57869866490364,0.1536618023361992
1-3246,19,19,1-3246,116,13,0,22,17.654627412557602,0.15219506390135865
1-7462,18,18,1-7462,336,34,0,81,51.1374918371439,0.1521949161819759
1-10960,3,3,1-10960,82,6,0,30,12.347219198942184,0.15057584388953885
1-7301,17,13,1-7301,26,2,0,9,3.9041657596826553,0.15016022152625597
1-3056,18,18,1-3056,250,22,0,73,37.444900050759315,0.14977960020303727
1-7547,11,11,1-7547,86,8,0,23,12.866201385855675,0.14960699285878692
1-9601,1,1,1-9601,31,4,0,3,4.6347219198942184,0.1495071587062651
1-5228,3,3,1-5228,180,18,0,42,26.88610687851906,0.14936726043621698
1-6608,2,12,1-6608,11,1,0,3,1.6347219198942184,0.14861108362674713
MLG17,7,7,MLG17,76,6,0,25,11.28934933245182,0.14854407016383975
MLG26,20,21,MLG26,155,19,0,18,22.80833151936531,0.1471505259313891
1-7781,14,15,1-7781,33,1,0,18,4.808331519365311,0.14570701573834274
1-9182,22,22,1-9182,28,3,0,5,4.057869866490364,0.1449239238032273
1-9267,11,11,1-9267,14,2,0,0,2.0,0.14285714285714285
1-7655,16,12,1-7655,38,5,0,2,5.423147946596146,0.142714419647267
1-7430,24,22,1-7430,17,2,0,2,2.4231479465961456,0.14253811450565562
1-0363,4,5,1-0363,34,4,0,4,4.846295893192291,0.14253811450565562
1-18770,3,3,1-18770,10,1,0,2,1.4231479465961456,0.14231479465961455
MLG30,20,21,MLG30,66,6,0,16,9.385183572769165,0.1421997511025631
1-7883,13,16,1-7883,33,3,0,8,4.6925917863845825,0.1421997511025631
1-1687,3,3,1-1687,325,29,0,81,46.1374918371439,0.14196151334505816
1-0984,23,21,1-0984,50,6,0,5,7.057869866490364,0.14115739732980728
MLG37,20,21,MLG37,50,6,0,5,7.057869866490364,0.14115739732980728
1-3026,18,18,1-3026,570,53,0,127,79.86989460885525,0.14012262212079868
1-8864,22,6,1-8864,39,1,0,21,5.443053439259529,0.1395654728015264
1-6506,13,16,1-6506,70,7,0,13,9.750461652874947,0.13929230932678496
1-9454,14,15,1-9454,80,9,0,10,11.115739732980728,0.1389467466622591
1-8165,11,11,1-8165,420,46,0,55,57.636568531394005,0.13722992507474763
1-8808,22,21,1-8808,52,5,0,10,7.115739732980728,0.13684114871116784
1-19859,17,13,1-19859,12,1,0,3,1.6347219198942184,0.13622682665785155
1-8611,3,3,1-8611,621,54,0,142,84.04350420832634,0.13533575556896352
1-0598,4,4,1-0598,122,9,0,35,16.40508906543255,0.13446794315928318
1-8564,6,6,1-8564,185,20,0,23,24.866201385855675,0.13441189938300366
1-8284,4,4,1-8284,48,6,0,2,6.423147946596146,0.13381558222075304
1-0584,21,20,1-0584,41,4,0,7,5.48101781308651,0.1336833612947929
1-2275,22,22,1-2275,130,15,0,11,17.3273137062788,0.13328702850983692
1-6166,21,20,1-6166,117,11,0,21,15.44305343925953,0.13199190973726094
1-18620,4,4,1-18620,60,6,0,9,7.904165759682655,0.13173609599471092
1-9522,14,15,1-9522,17,2,0,1,2.211573973298073,0.13009258666459253
MLG06,4,4,MLG06,634,63,0,92,82.4648055434227,0.13007067120413676
1-4874,17,13,1-4874,224,18,0,52,29.001846611499786,0.12947252951562405
1-8242,18,18,1-8242,11,1,0,2,1.4231479465961456,0.12937708605419507
1-4874,18,13,1-4874,224,20,0,42,28.88610687851906,0.12895583427910293
1-8044,16,12,1-8044,56,7,0,1,7.211573973298073,0.128778106666037
MLG29,20,21,MLG29,93,10,0,9,11.904165759682655,0.1280017823621791
1-8718,18,18,1-8718,333,30,0,59,42.482864424586296,0.1275761694432021
1-11045,20,21,1-11045,43,4,0,7,5.48101781308651,0.12746553053689558
1-8702,18,18,1-8702,59,6,0,7,7.48101781308651,0.12679691208621202
