Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
575,575,575,575,575,1-4387,1,15,1-4387,1,0,0,1,0.9287613034248352,0.9287613034248352
91,91,91,91,91,1-6684,4,13,1-6684,145,4,0,140,134.02658247947693,0.9243212584791513
474,474,474,474,474,1-19108,4,13,1-19108,16,0,0,15,13.931419551372528,0.870713721960783
410,410,410,410,410,7W2-12806,23,24,7W2-12806,23,0,0,21,19.50398737192154,0.8479994509531104
81,81,81,81,81,1-7038,15,11,1-7038,163,7,0,137,134.24029856920242,0.8235601139214873
337,337,337,337,337,1-3079,4,13,1-3079,34,0,0,28,26.005316495895386,0.7648622498792761
13,13,13,13,13,MLG11,4,13,MLG11,493,25,0,376,374.21425008773804,0.759055274011639
216,216,216,216,216,1-18620,21,17,1-18620,60,1,0,42,40.00797474384308,0.6667995790640513
300,300,300,300,300,1-3077,1,15,1-3077,41,0,0,28,26.005316495895386,0.6342760120950094
224,224,224,224,224,1-8087,16,22,1-8087,58,23,0,14,36.00265824794769,0.620735487033581
114,114,114,114,114,1-6166,12,8,1-6166,117,13,0,62,70.58320081233978,0.6032752206182888
166,166,166,166,166,1-5696,10,6,1-5696,80,6,0,45,47.794258654117584,0.5974282331764698
162,162,162,162,162,1-10960,12,8,1-10960,82,17,0,34,48.5778843164444,0.5924132233712731
12,12,12,12,12,1-3523,15,11,1-3523,497,10,0,305,293.27219754457474,0.590084904516247
155,155,155,155,155,1-2364,19,19,1-2364,88,6,0,49,51.509303867816925,0.5853329984979196
67,67,67,67,67,1-4394,21,17,1-4394,190,3,0,116,110.73631119728088,0.5828226905120046
391,391,391,391,391,1-7301,19,19,1-7301,26,3,0,13,15.073896944522858,0.579765267097033
230,230,230,230,230,1-11205,10,6,1-11205,56,1,0,33,31.64912301301956,0.5651629109467778
375,375,375,375,375,1-8187,16,22,1-8187,29,4,0,13,16.073896944522858,0.5542723084318226
70,70,70,70,70,1-5228,12,8,1-5228,180,12,0,92,97.44603991508484,0.541366888417138
508,508,508,508,508,1-7737,22,23,1-7737,11,5,0,1,5.928761303424835,0.5389783003113486
471,471,471,471,471,1-9396,1,15,1-9396,16,2,0,7,8.501329123973846,0.5313330702483654
382,382,382,382,382,1-3472,22,23,1-3472,28,13,0,2,14.85752260684967,0.5306258073874882
223,223,223,223,223,1-5686,16,22,1-5686,59,5,0,28,31.005316495895386,0.5255138389134811
119,119,119,119,119,1-1136,12,8,1-1136,113,12,0,50,58.43806517124176,0.5171510192145289
39,39,39,39,39,1-7172,1,15,1-7172,284,13,0,143,145.81286638975143,0.5134255858794065
83,83,83,83,83,1-7306,13,9,1-7306,159,56,0,27,81.07655519247055,0.5099154414620789
306,306,306,306,306,1-8990,16,22,1-8990,40,12,0,9,20.358851730823517,0.5089712932705879
42,42,42,42,42,1-8681,19,19,1-8681,260,26,0,114,131.8787885904312,0.507226109963197
24,24,24,24,24,MLG62,8,3,MLG62,370,39,0,159,186.6730472445488,0.5045217493095914
374,374,374,374,374,1-7486,8,3,1-7486,29,0,0,15,13.931419551372528,0.48039377763353547
219,219,219,219,219,1-8702,4,13,1-8702,59,6,0,24,28.290271282196045,0.4794961234270516
120,120,120,120,120,1-1152,4,13,1-1152,112,10,0,47,53.651781260967255,0.4790337612586362
516,516,516,516,516,1-17965,1,15,1-17965,10,2,0,3,4.786283910274506,0.4786283910274506
513,513,513,513,513,1-18770,19,19,1-18770,10,1,0,4,4.715045213699341,0.4715045213699341
247,247,247,247,247,1-8177,16,22,1-8177,53,15,0,10,24.287613034248352,0.4582568497027991
105,105,105,105,105,1-0529,14,10,1-0529,124,13,0,47,56.651781260967255,0.45686920371747786
151,151,151,151,151,1-7725,5,1,1-7725,90,2,0,42,41.00797474384308,0.4556441638204787
