Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
91,91,91,91,91,91,91,1-6684,4,17,1-6684,145,1,0,137,78.55111914873123,0.5417318561981465
81,81,81,81,81,81,81,1-7038,15,15,1-7038,163,7,0,137,84.55111914873123,0.5187185223848542
13,13,13,13,13,13,13,MLG11,4,17,MLG11,493,11,0,368,219.31249523162842,0.44485293150431726
115,115,115,115,115,115,115,1-3174,5,4,1-3174,117,0,0,90,50.945990681648254,0.4354358177918654
114,114,114,114,114,114,114,1-6166,12,12,1-6166,117,2,0,82,48.417458176612854,0.4138244288599389
83,83,83,83,83,83,83,1-7306,13,13,1-7306,159,56,0,11,62.226732194423676,0.39136309556241305
155,155,155,155,155,155,155,1-2364,19,8,1-2364,88,6,0,50,34.30332815647125,0.38981054723262787
212,212,212,212,212,212,212,1-8916,7,20,1-8916,61,16,0,13,23.358865320682526,0.38293221837184466
12,12,12,12,12,12,12,1-3523,15,15,1-3523,497,10,0,305,182.65030175447464,0.36750563733294694
67,67,67,67,67,67,67,1-4394,21,6,1-4394,190,3,0,112,66.3994550704956,0.3494708161605032
42,42,42,42,42,42,42,1-8681,19,8,1-8681,260,26,0,114,90.53158819675446,0.34819841614136327
120,120,120,120,120,120,120,1-1152,4,17,1-1152,112,18,0,37,38.94446283578873,0.3477184181766851
21,21,21,21,21,21,21,1-1633,5,4,1-1633,399,0,0,245,138.68630796670914,0.3475847317461382
14,14,14,14,14,14,14,1-3037,3,16,1-3037,467,46,0,197,157.51511293649673,0.3372914623907853
340,340,340,340,340,340,340,1-10981,15,19,1-10981,34,9,0,4,11.2642662525177,0.3313019486034618
138,138,138,138,138,138,138,1-7993,17,10,1-7993,100,10,0,40,32.642662525177,0.32642662525177
70,70,70,70,70,70,70,1-5228,12,12,1-5228,180,1,0,101,58.17272287607193,0.3231817937559552
