Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,256,1-3037,18,10,1-3037,467,70,3,64,3081.586245536804,6.598685750614142
364,364,364,364,MLG02,18,10,MLG02,755,69,3,65,3080.7672806233168,4.080486464401744
353,353,353,353,1-8681,11,8,1-8681,260,27,1,105,1046.0086840838194,4.0231103233993055
158,158,158,158,MLG12,11,8,MLG12,569,29,1,63,1040.4052104502916,1.8284801589636057
394,394,394,394,1-8808,11,8,1-8808,52,22,0,10,23.810350865125656,0.457891362790878
359,359,359,359,1-6166,4,15,1-6166,117,43,0,52,52.41382449865341,0.4479814059713967
153,153,153,153,MLG43,1,12,MLG43,39,16,0,2,16.36207017302513,0.41954026084679824
342,342,342,342,MLG53,1,12,MLG53,216,80,0,22,83.98277190327644,0.3888091291818354
372,372,372,372,1-6511,8,7,1-6511,144,40,0,84,55.20694726705551,0.38338157824344105
416,416,416,416,1-3246,10,2,1-3246,116,39,0,8,40.448280692100525,0.3486920749319011
499,499,499,499,1-3135,13,3,1-3135,101,32,0,17,35.077596470713615,0.34730293535360013
28,28,28,28,1-7081,20,18,1-7081,99,30,0,22,33.98277190327644,0.3432603222553176
321,321,321,321,MLG30,3,18,MLG30,66,18,0,16,20.89656138420105,0.31661456642728864
83,83,83,83,1-1152,3,5,1-1152,112,31,0,23,35.16380698978901,0.3139625624088304
484,484,484,484,MLG35,3,5,MLG35,44,12,0,10,13.810350865125656,0.31387161057103763
204,204,204,204,1-3509,14,4,1-3509,150,40,0,16,42.89656138420105,0.28597707589467364
130,130,130,130,MLG32,3,5,MLG32,79,18,0,25,22.52587716281414,0.2851376856052423
183,183,183,183,1-18927,17,12,1-18927,30,8,0,3,8.543105259537697,0.2847701753179232
358,358,358,358,MLG18,20,18,MLG18,72,19,0,8,20.448280692100525,0.2840038985013962
61,61,61,61,1-7306,8,7,1-7306,159,38,0,36,44.51726311445236,0.2799827868833482
142,142,142,142,MLG17,14,4,MLG17,76,16,0,29,21.250017508864403,0.2796054935376895
399,399,399,399,1-8087,3,5,1-8087,58,14,0,12,16.172421038150787,0.2788348454853584
390,390,390,390,1-1005,13,3,1-1005,122,29,0,27,33.88794733583927,0.2777700601298301
257,257,257,257,MLG06,10,2,MLG06,634,148,0,151,175.3362980633974,0.27655567517886026
458,458,458,458,1-9063,8,2,1-9063,35,9,0,3,9.543105259537697,0.2726601502725056
430,430,430,430,1-8718,5,11,1-8718,333,62,0,153,89.69836823642254,0.2693644691784461
91,91,91,91,1-9458,10,2,1-9458,20,5,0,2,5.362070173025131,0.26810350865125654
331,331,331,331,1-9412,11,8,1-9412,15,4,0,0,4.0,0.26666666666666666
482,482,482,482,1-11534,8,7,1-11534,12,3,0,1,3.1810350865125656,0.26508625720938045
505,505,505,505,1-7936,7,17,1-7936,59,14,0,9,15.62931577861309,0.26490365726462867
281,281,281,281,1-8126,18,10,1-8126,34,8,0,5,8.905175432562828,0.261916924487142
326,326,326,326,1-9095,11,8,1-9095,16,4,0,1,4.181035086512566,0.26131469290703535
299,299,299,299,1-9316,3,5,1-9316,16,4,0,1,4.181035086512566,0.26131469290703535
129,129,129,129,1-7579,20,18,1-7579,40,9,0,8,10.448280692100525,0.2612070173025131
