Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
499,499,499,499,499,499,499,1-20780,12,13,1-20780,12,11,0,0,11.0,0.9166666666666666
187,187,187,187,187,187,187,MLG82,16,9,MLG82,71,23,0,13,25.23986604809761,0.35549107109996636
503,503,503,503,503,503,503,1-11534,3,14,1-11534,12,4,0,0,4.0,0.3333333333333333
184,184,184,184,184,184,184,MLG18,3,14,MLG18,72,20,0,19,23.273650377988815,0.32324514413873356
529,529,529,529,529,529,529,1-9466,18,8,1-9466,8,1,0,9,2.5506764948368073,0.3188345618546009
221,221,221,221,221,221,221,1-5185,3,14,1-5185,59,18,0,3,18.516892164945602,0.31384562991433224
516,516,516,516,516,516,516,1-17965,1,17,1-17965,10,2,0,6,3.033784329891205,0.3033784329891205
325,325,325,325,325,325,325,1-6543,22,26,1-6543,36,8,0,8,9.378379106521606,0.26051053073671127
340,340,340,340,340,340,340,1-10981,15,11,1-10981,34,7,0,10,8.722973883152008,0.25655805538682375
539,539,539,539,539,539,539,P1-17272,15,11,P1-17272,6,1,0,3,1.5168921649456024,0.2528153608242671
224,224,224,224,224,224,224,1-8087,16,9,1-8087,58,13,0,7,14.206081718206406,0.24493244341735182
83,83,83,83,83,83,83,1-7306,13,12,1-7306,159,31,0,46,38.92567986249924,0.24481559661949207
445,445,445,445,445,445,445,1-2028,15,11,1-2028,20,4,0,5,4.861486941576004,0.2430743470788002
58,58,58,58,58,58,58,MLG53,16,9,MLG53,216,48,0,26,52.47973209619522,0.24296172266757046
348,348,348,348,348,348,348,1-0997,7,1,1-0997,33,8,0,0,8.0,0.24242424242424243
180,180,180,180,180,180,180,1-9294,15,11,1-9294,74,14,0,19,17.273650377988815,0.23342770781065966
164,164,164,164,164,164,164,1-9454,13,12,1-9454,80,17,0,9,18.550676494836807,0.23188345618546008
475,475,475,475,475,475,475,1-9548,8,21,1-9548,16,3,0,4,3.6891895532608032,0.2305743470788002
55,55,55,55,55,55,55,MLG13,8,21,MLG13,225,30,0,116,49.98649704456329,0.22216220908694798
471,471,471,471,471,471,471,1-9396,1,17,1-9396,16,2,0,9,3.5506764948368073,0.22191728092730045
358,358,358,358,358,358,358,1-5655,15,11,1-5655,31,6,0,5,6.861486941576004,0.22133828843793563
472,472,472,472,472,472,472,1-3733,15,11,1-3733,16,3,0,3,3.5168921649456024,0.21980576030910015
379,379,379,379,379,379,379,1-11388,12,13,1-11388,28,3,0,18,6.1013529896736145,0.21790546391691482
185,185,185,185,185,185,185,MLG42,16,9,MLG42,72,14,0,8,15.378379106521606,0.21358859870168898
127,127,127,127,127,127,127,MLG55,22,26,MLG55,110,12,0,65,23.199330240488052,0.21090300218625502
514,514,514,514,514,514,514,1-10823,15,11,1-10823,10,1,0,6,2.033784329891205,0.20337843298912048
424,424,424,424,424,424,424,1-18869,18,8,1-18869,22,3,0,8,4.3783791065216064,0.19901723211461847
400,400,400,400,400,400,400,1-11523,8,21,1-11523,24,3,0,10,4.722973883152008,0.196790578464667
30,30,30,30,30,30,30,1-8718,4,15,1-8718,333,43,0,129,65.2263630926609,0.19587496424222495
318,318,318,318,318,318,318,1-7655,4,15,1-7655,38,5,0,14,7.412163436412811,0.19505693253717923
376,376,376,376,376,376,376,1-3356,2,16,1-3356,28,5,0,2,5.344594776630402,0.1908783848796572
143,143,143,143,143,143,143,1-12345,5,19,1-12345,97,14,0,24,18.13513731956482,0.18696017855221464
219,219,219,219,219,219,219,1-8702,4,15,1-8702,59,6,0,29,10.996624261140823,0.1863834620532343
46,46,46,46,46,46,46,1-3056,4,15,1-3056,250,25,0,125,46.5371735394001,0.1861486941576004
306,306,306,306,306,306,306,1-8990,16,9,1-8990,40,7,0,2,7.344594776630402,0.18361486941576005
38,38,38,38,38,38,38,1-5899,6,20,1-5899,288,47,0,32,52.513516426086426,0.18233859870168898
228,228,228,228,228,228,228,1-17959,18,8,1-17959,57,7,0,19,10.273650377988815,0.18023948031559325
411,411,411,411,411,411,411,1-8186,2,16,1-8186,23,4,0,0,4.0,0.17391304347826086
192,192,192,192,192,192,192,1-3254,6,20,1-3254,68,10,0,10,11.722973883152008,0.1723966747522354
574,574,574,574,574,574,574,1-4618,23,25,1-4618,1,0,0,1,0.1722973883152008,0.1722973883152008
461,461,461,461,461,461,461,1-1067,1,17,1-1067,17,1,0,11,2.895271271467209,0.17031007479218876
294,294,294,294,294,294,294,1-3081,11,23,1-3081,42,0,0,41,7.064192920923233,0.16819506954579128
469,469,469,469,469,469,469,1-9095,23,25,1-9095,16,2,0,4,2.6891895532608032,0.1680743470788002
538,538,538,538,538,538,538,1-5965,12,13,1-5965,6,1,0,0,1.0,0.16666666666666666
505,505,505,505,505,505,505,MLG25,2,16,MLG25,12,2,0,0,2.0,0.16666666666666666
