Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-1514,23,14,1-1514,64,12,2,11,2017.2805270254612,31.52000823477283
1-7488,1,1,1-7488,65,4,2,8,2007.8403832912445,30.88985205063453
1-8126,1,1,1-8126,34,4,1,1,1004.4800479114056,29.543530820923692
1-18987,19,21,1-18987,34,2,1,4,1003.9201916456223,29.52706446016536
1-0363,4,4,1-0363,34,1,1,2,1001.9600958228111,29.469414583023855
1-7425,1,1,1-7425,352,9,10,22,10019.561054050922,28.464662085371938
1-3257,9,17,1-3257,37,2,1,8,1005.8403832912445,27.18487522408769
1-3174,1,5,1-3174,117,30,3,19,3039.1209103167057,25.975392395869278
1-8864,22,23,1-8864,39,4,1,4,1005.9201916456223,25.792825426810825
1-8990,22,23,1-8990,40,9,1,5,1011.4002395570278,25.285005988925697
1-2006,20,22,1-2006,40,4,1,2,1004.9600958228111,25.12400239557028
1-8368,1,1,1-8368,80,6,2,8,2009.8403832912445,25.123004791140556
1-7579,19,21,1-7579,40,3,1,1,1003.4800479114056,25.08700119778514
1-1633,1,1,1-1633,399,20,9,22,9030.561054050922,22.632985097871988
MLG24,6,6,MLG24,49,11,1,10,1015.8004791140556,20.73062202273583
MLG37,20,22,MLG37,50,6,1,8,1009.8403832912445,20.196807665824892
1-0984,23,14,1-0984,50,1,1,7,1004.360335379839,20.087206707596778
1-8808,22,23,1-8808,52,8,1,3,1009.4401437342167,19.412310456427242
1-10808,1,1,1-10808,54,0,1,1,1000.4800479114056,18.527408294655658
1-8121,1,1,1-8121,110,3,2,14,2009.720670759678,18.27018791599707
1-3246,19,21,1-3246,116,16,2,18,2024.6408624053001,17.453800537976726
1-8087,16,15,1-8087,58,5,1,11,1010.2805270254612,17.418629776301056
1-8371,13,11,1-8371,255,13,4,14,4019.720670759678,15.763610473567365
MLG27,6,6,MLG27,67,14,1,27,1026.9612936079502,15.327780501611198
1-4654,1,1,1-4654,138,4,2,34,2020.3216289877892,14.640011804259341
MLG82,5,5,MLG82,71,23,1,17,1031.1608144938946,14.523391753435135
1-1070,13,11,1-1070,280,20,4,52,4044.9624913930893,14.446294612118177
MLG53,23,14,MLG53,216,53,3,25,3065.001197785139,14.189820360116384
MLG42,20,22,MLG42,72,7,1,5,1009.4002395570278,14.019447771625387
1-9294,22,23,1-9294,74,17,1,6,1019.8802874684334,13.78216604687072
1-8681,8,19,1-8681,260,107,3,41,3126.681964367628,12.025699862952417
1-0918,1,17,1-0918,179,54,2,91,2097.6843599379063,11.718907038759253
MLG29,20,22,MLG29,93,7,1,15,1014.2007186710835,10.90538407173208
1-0677,20,22,1-0677,187,17,2,24,2028.5211498737335,10.847706683816757
1-3186,1,1,1-3186,796,59,8,115,8114.20550981164,10.193725514838743
1-6678,4,4,1-6678,213,6,2,19,2015.1209103167057,9.460661550782655
MLG52,22,23,MLG52,112,5,1,54,1030.9225872159004,9.204665957284826
MLG66,13,11,MLG66,229,34,2,128,2095.446132659912,9.150419793274725
1-7302,23,14,1-7302,240,68,2,17,2076.1608144938946,8.650670060391228
1-1887,5,5,1-1887,119,18,1,18,1026.6408624053001,8.627234137859665
