Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-1514,23,2,1-1514,64,15,2,7,2021.44302880764,31.585047325119376
1-7488,1,1,1-7488,65,4,2,8,2011.3634614944458,30.944053253760703
1-18987,19,21,1-18987,34,2,1,4,1005.6817307472229,29.57887443374185
1-8126,1,1,1-8126,34,4,1,1,1004.9204326868057,29.556483314317816
1-0363,4,4,1-0363,34,1,1,2,1002.8408653736115,29.4953195698121
1-7425,1,1,1-7425,352,14,10,22,10034.249519109726,28.506390679288995
1-3257,9,17,1-3257,37,2,1,8,1009.3634614944458,27.280093553903942
1-3174,1,5,1-3174,117,30,3,19,3047.488221049309,26.046907872216316
1-8864,22,23,1-8864,39,4,1,4,1007.6817307472229,25.837993096082638
1-8990,22,23,1-8990,40,8,1,5,1012.6021634340286,25.315054085850715
1-8368,1,1,1-8368,80,6,2,8,2013.3634614944458,25.167043268680573
1-2006,20,22,1-2006,40,4,1,2,1005.8408653736115,25.146021634340286
1-7579,19,21,1-7579,40,1,1,1,1001.9204326868057,25.048010817170145
1-18635,2,2,1-18635,44,9,1,3,1011.7612980604172,22.994574955918573
1-1633,1,1,1-1633,399,22,9,22,9042.249519109726,22.662279496515605
MLG24,6,6,MLG24,49,12,1,9,1020.2838941812515,20.822120289413295
MLG37,20,22,MLG37,50,6,1,8,1013.3634614944458,20.267269229888917
1-8808,22,23,1-8808,52,8,1,3,1010.7612980604172,19.43771727039264
1-10808,1,1,1-10808,54,0,1,1,1000.9204326868057,18.53556356827418
1-8121,1,1,1-8121,110,3,2,14,2015.8860576152802,18.32623688741164
1-3246,19,21,1-3246,116,16,2,18,2032.567788362503,17.522136106573303
1-8087,16,15,1-8087,58,5,1,11,1015.124759554863,17.502151026807983
1-8371,13,11,1-8371,255,13,4,14,4025.88605761528,15.787788461236392
MLG27,6,6,MLG27,67,15,1,26,1038.9312498569489,15.506436565029087
1-4654,1,1,1-4654,138,4,2,34,2035.2947113513947,14.748512401097063
MLG82,5,5,MLG82,71,23,1,17,1038.6473556756973,14.628835995432357
1-1070,13,11,1-1070,280,20,4,51,4066.942067027092,14.524793096525329
MLG42,20,22,MLG42,72,7,1,5,1011.6021634340286,14.050030047694841
1-9294,22,23,1-9294,74,17,1,6,1022.5225961208344,13.817872920551816
1-8681,8,19,1-8681,260,107,3,41,3144.7377401590347,12.095145154457827
1-0918,1,17,1-0918,179,54,2,90,2136.8389418125153,11.93764771962299
MLG29,20,22,MLG29,93,7,1,15,1020.8064903020859,10.976413874215977
1-0677,20,22,1-0677,187,17,2,24,2039.0903844833374,10.90422665499111
1-3186,1,1,1-3186,796,60,8,115,8165.849758982658,10.258605224852586
MLG53,23,14,MLG53,216,53,2,25,2076.010817170143,9.611161190602514
1-6678,4,4,1-6678,213,6,2,19,2023.4882210493088,9.499944699762013
MLG52,22,23,MLG52,112,5,1,54,1054.7033650875092,9.416994331138474
MLG66,13,11,MLG66,229,34,2,128,2151.815383911133,9.396573728869576
1-8480,2,2,1-8480,112,11,1,3,1013.7612980604172,9.051440161253725
1-1887,5,5,1-1887,119,18,1,18,1034.567788362503,8.693846961029438
1-7302,23,14,1-7302,240,69,2,16,2083.7269229888916,8.682195512453715
1-1035,8,19,1-1035,249,34,2,32,2063.453845977783,8.286963236858567
1-0917,11,16,1-0917,134,23,1,20,1041.4086537361145,7.771706371165034
MLG36,22,23,MLG36,136,9,1,11,1019.124759554863,7.49356440849164
1-3693,19,21,1-3693,143,43,1,8,1050.3634614944458,7.345199031429691
MLG67,5,5,MLG67,293,48,2,50,2094.0216343402863,7.1468315165197485
1-1099,1,1,1-1099,149,0,1,1,1000.9204326868057,6.717586796555743
MLG26,20,22,MLG26,155,16,1,25,1039.0108171701431,6.703295594646085
MLG68,19,21,MLG68,152,0,1,1,1000.9204326868057,6.585002846623722
1-7306,19,21,1-7306,159,14,1,28,1039.7721152305603,6.539447265601008
MLG33,20,22,MLG33,161,8,1,28,1033.7721152305603,6.4209448150966475
1-19755,9,17,1-19755,517,110,3,103,3204.8045667409897,6.198848291568646
MLG09,17,8,MLG09,174,13,1,41,1050.7377401590347,6.038722644592154
1-5531,21,19,1-5531,199,65,1,27,1089.8516825437546,5.476641620822887
MLG61,19,21,MLG61,218,49,1,26,1072.9312498569489,4.921702980995178
1-0691,17,8,1-0691,450,54,2,137,2180.0992780923843,4.844665062427521
MLG13,7,7,MLG13,225,36,1,17,1051.6473556756973,4.673988247447544
1-9365,14,10,1-9365,243,16,1,64,1074.9076919555664,4.42348844426159
MLG70,5,5,MLG70,269,29,1,95,1116.4411052465439,4.150338681213918
1-7172,11,16,1-7172,284,60,1,111,1162.1680282354355,4.09214094449097
MLG15,7,7,MLG15,559,69,2,152,2208.90576839447,3.9515308915822365
1-7946,16,15,1-7946,289,31,1,66,1091.7485573291779,3.777676668959093
MLG12,9,17,MLG12,569,46,2,54,2095.703365087509,3.6831342092926347
1-0708,4,4,1-0708,408,26,1,52,1073.8624997138977,2.632015930671318
1-7326,7,7,1-7326,42,100,0,1,100.92043268680573,2.4028674449239458
MLG14,17,8,MLG14,462,53,1,36,1086.135576725006,2.3509428067640825
MLG08,7,7,MLG08,532,56,1,72,1122.2711534500122,2.1095322433270907
MLG02,14,10,MLG02,755,41,1,43,1080.5786055326462,1.4312299411028426
MLG47,24,13,MLG47,106,2,0,125,117.05408585071564,1.1042838287803363
1-6506,13,11,1-6506,70,7,0,64,65.9076919555664,0.9415384565080915
1-6511,8,19,1-6511,144,65,0,75,134.03245151042938,0.9307809132668707
1-3079,13,11,1-3079,34,0,0,34,31.294711351394653,0.9204326868057251
1-8062,24,13,1-8062,17,1,0,15,14.806490302085876,0.8709700177697575
1-7770,17,8,1-7770,23,4,0,16,18.7269229888916,0.814214042995287
MLG48,16,15,MLG48,116,2,0,95,89.44110524654388,0.771044010746068
1-3081,24,13,1-3081,42,0,0,34,31.294711351394653,0.745112175033206
1-11189,14,10,1-11189,53,1,0,40,37.817307472229004,0.7135341032496039
1-6501,24,13,1-6501,107,14,0,64,72.9076919555664,0.6813802986501534
1-5109,15,9,1-5109,37,1,0,26,24.931249856948853,0.6738175637013203
MLG51,19,21,MLG51,99,6,0,65,65.82812464237213,0.6649305519431529
1-3056,18,20,1-3056,250,28,0,147,163.3036049604416,0.6532144198417663
1-4394,10,18,1-4394,190,53,0,76,122.95288419723511,0.6471204431433427
1-7301,17,8,1-7301,26,2,0,16,16.7269229888916,0.6433431918804462
1-5515,24,13,1-5515,30,4,0,16,18.7269229888916,0.6242307662963867
1-3254,9,17,1-3254,68,27,0,15,40.80649030208588,0.6000954456189099
1-8242,18,20,1-8242,11,0,0,7,6.443028807640076,0.5857298916036432
1-0487,18,20,1-0487,18,5,0,6,10.52259612083435,0.5845886733796861
1-19093,6,6,1-19093,36,9,0,13,20.965624928474426,0.5823784702354007
1-7721,19,21,1-7721,12,3,0,4,6.6817307472229,0.5568108956019083
1-0305,17,8,1-0305,12,2,0,5,6.6021634340286255,0.5501802861690521
1-7781,14,10,1-7781,33,2,0,17,17.647355675697327,0.5347683538090099
1-6727,24,13,1-6727,235,19,0,114,123.92932629585266,0.5273588353015007
1-18412,17,8,1-18412,56,0,0,32,29.453845977783203,0.5259615353175572
1-3301,23,14,1-3301,18,3,0,7,9.443028807640076,0.5246127115355598
1-17969,24,13,1-17969,22,6,0,6,11.52259612083435,0.5237543691288341
1-0541,24,13,1-0541,132,10,0,63,67.98725926876068,0.5150549944603082
1-19121,6,6,1-19121,75,9,0,32,38.4538459777832,0.5127179463704427
MLG64,15,9,MLG64,129,18,0,51,64.94206702709198,0.5034268761790076
1-5303,12,12,1-5303,4,2,0,0,2.0,0.5
1-18927,7,7,1-18927,30,10,0,5,14.602163434028625,0.48673878113428753
1-8567,6,6,1-8567,388,77,0,120,187.451922416687,0.48312351138321397
1-7993,6,6,1-7993,100,15,0,36,48.1355767250061,0.481355767250061
MLG69,24,13,MLG69,73,30,0,5,34.602163434028625,0.47400223882230996
1-18266,17,8,1-18266,55,3,0,25,26.010817170143127,0.47292394854805686
1-9232,23,14,1-9232,20,3,0,7,9.443028807640076,0.4721514403820038
1-1166,9,17,1-1166,118,27,0,31,55.53341329097748,0.47062214653370743
1-6214,17,8,1-6214,65,14,0,18,30.56778836250305,0.47027366711543156
1-10042,15,9,1-10042,21,6,0,4,9.6817307472229,0.46103479748680476
1-9197,24,13,1-9197,16,0,0,8,7.363461494445801,0.46021634340286255
1-3142,6,6,1-3142,4,0,0,2,1.8408653736114502,0.46021634340286255
1-5568,24,13,1-5568,47,4,0,19,21.488221049308777,0.4571961925384846
1-10800,24,13,1-10800,55,3,0,24,25.090384483337402,0.45618880878795276
1-5687,12,12,1-5687,83,33,0,5,37.602163434028625,0.4530381136629955
1-1367,23,14,1-1367,66,4,0,28,29.772115230560303,0.45109265500848944
1-5221,18,20,1-5221,21,3,0,7,9.443028807640076,0.44966803845905123
1-11205,13,11,1-11205,56,4,0,23,25.169951796531677,0.4494634249380657
1-8044,16,15,1-8044,56,3,0,24,25.090384483337402,0.44804258005959646
1-2083,23,14,1-2083,48,14,0,8,21.3634614944458,0.44507211446762085
1-6569,10,18,1-6569,360,68,0,99,159.12283599376678,0.4420078777604633
1-6249,9,11,1-6249,64,19,0,10,28.20432686805725,0.44069260731339455
1-11438,23,14,1-11438,53,3,0,22,23.249519109725952,0.4386701718816217
1-6568,16,15,1-6568,394,33,0,151,171.9853357076645,0.43651100433417384
1-4776,18,20,1-4776,33,7,0,8,14.3634614944458,0.43525640892260004
1-10960,3,3,1-10960,82,6,0,32,35.4538459777832,0.43236397533881954
1-4874,17,8,1-4874,224,58,0,42,96.65817284584045,0.4315097002046449
1-9100,12,12,1-9100,142,41,0,21,60.32908642292023,0.4248527212881706
1-6957,10,18,1-6957,338,45,0,107,143.48629748821259,0.42451567304204907
1-4874,18,8,1-4874,224,58,0,40,94.817307472229,0.42329155121530804
1-8753,10,18,1-8753,258,52,0,62,109.06682658195496,0.4227396379145541
1-7625,7,7,1-7625,76,10,0,24,32.0903844833374,0.42224190109654475
1-6559,24,13,1-6559,24,0,0,11,10.124759554862976,0.421864981452624
1-3733,14,2,1-3733,16,3,0,4,6.6817307472229,0.4176081717014313
1-9253,23,14,1-9253,30,7,0,6,12.52259612083435,0.41741987069447833
1-20100,17,8,1-20100,31,0,0,14,12.886057615280151,0.41567927791226295
1-0447,3,3,1-0447,65,2,0,27,26.851682543754578,0.41310280836545504
1-8753,1,1,1-8753,258,42,0,70,106.43028807640076,0.412520496420158
1-8630,13,11,1-8630,67,0,0,30,27.612980604171753,0.41213403886823513
1-19891,10,18,1-19891,95,17,0,24,39.0903844833374,0.4114777314035516
1-17979,15,7,1-17979,17,6,0,1,6.920432686805725,0.40708427569445443
1-5655,5,5,1-5655,31,8,0,5,12.602163434028625,0.4065214010976976
1-7462,18,20,1-7462,336,35,0,109,135.32716286182404,0.4027594132792382
1-9040,11,16,1-9040,55,12,0,11,22.124759554862976,0.4022683555429632
MLG43,2,2,MLG43,39,12,0,4,15.6817307472229,0.4020956601852026
1-3216,13,11,1-3216,38,6,0,10,15.204326868057251,0.400113864948875
1-7453,14,10,1-7453,24,4,0,6,9.52259612083435,0.39677483836809796
1-8666,16,15,1-8666,89,15,0,22,35.24951910972595,0.39606201246883094
1-9115,17,8,1-9115,22,5,0,4,8.6817307472229,0.3946241248737682
1-9600,24,13,1-9600,7,0,0,3,2.7612980604171753,0.3944711514881679
1-11388,23,14,1-11388,28,10,0,1,10.920432686805725,0.39001545310020447
1-8916,14,10,1-8916,61,8,0,17,23.647355675697327,0.38766156845405453
1-8061,24,13,1-8061,55,0,0,23,21.169951796531677,0.38490821448239415
1-19192,15,9,1-19192,5,1,0,1,1.920432686805725,0.384086537361145
