Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
574,574,574,574,574,574,574,1-4618,23,25,1-4618,1,0,0,1,0.5762692093849182,0.5762692093849182
410,410,410,410,410,410,410,7W2-12806,23,25,7W2-12806,23,0,0,22,12.6779226064682,0.5512140263681826
294,294,294,294,294,294,294,1-3081,11,23,1-3081,42,0,0,40,23.05076837539673,0.5488278184618268
91,91,91,91,91,91,91,1-6684,4,17,1-6684,145,1,0,135,78.79634326696396,0.5434230570135445
81,81,81,81,81,81,81,1-7038,15,15,1-7038,163,7,0,137,85.9488816857338,0.5272937526732134
276,276,276,276,276,276,276,1-3075,23,25,1-3075,45,0,0,41,23.627037584781647,0.5250452796618144
508,508,508,508,508,508,508,1-7737,22,28,1-7737,11,5,0,0,5.0,0.45454545454545453
13,13,13,13,13,13,13,MLG11,4,17,MLG11,493,11,0,368,223.0670690536499,0.4524686999059836
115,115,115,115,115,115,115,1-3174,5,4,1-3174,117,0,0,90,51.86422884464264,0.44328400721916783
461,461,461,461,461,461,461,1-1067,1,2,1-1067,17,1,0,11,7.3389613032341,0.4317036060725941
516,516,516,516,516,516,516,1-17965,1,2,1-17965,10,2,0,4,4.305076837539673,0.4305076837539673
114,114,114,114,114,114,114,1-6166,12,12,1-6166,117,2,0,82,49.25407516956329,0.4209750014492589
391,391,391,391,391,391,391,1-7301,19,8,1-7301,26,3,0,13,10.491499722003937,0.40351922007707447
155,155,155,155,155,155,155,1-2364,19,8,1-2364,88,6,0,49,34.23719125986099,0.38905899158932944
83,83,83,83,83,83,83,1-7306,13,13,1-7306,159,56,0,10,61.76269209384918,0.3884446043638313
212,212,212,212,212,212,212,1-8916,7,20,1-8916,61,16,0,13,23.491499722003937,0.38510655281973666
12,12,12,12,12,12,12,1-3523,15,15,1-3523,497,10,0,305,185.76210886240005,0.3737668186366198
306,306,306,306,306,306,306,1-8990,16,27,1-8990,40,12,0,5,14.881346046924591,0.37203365117311477
448,448,448,448,448,448,448,1-1959,5,4,1-1959,19,0,0,12,6.9152305126190186,0.3639595006641589
67,67,67,67,67,67,67,1-4394,21,6,1-4394,190,3,0,112,67.54215145111084,0.35548500763742547
21,21,21,21,21,21,21,1-1633,5,4,1-1633,399,0,0,246,141.76222550868988,0.35529379826739316
42,42,42,42,42,42,42,1-8681,19,8,1-8681,260,26,0,114,91.69468986988068,0.35267188411492567
