Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
497,497,497,497,497,1-8039,19,24,1-8039,12,0,0,22,10.75327455997467,0.8961062133312225
410,410,410,410,410,7W2-12806,23,22,7W2-12806,23,0,0,40,19.551408290863037,0.8500612300375233
445,445,445,445,445,1-2028,15,5,1-2028,20,10,0,2,10.977570414543152,0.5488785207271576
382,382,382,382,382,1-3472,22,21,1-3472,28,13,0,2,13.977570414543152,0.49919894337654114
426,426,426,426,426,1-20040,10,10,1-20040,22,8,0,6,10.932711243629456,0.4969414201649753
574,574,574,574,574,1-4618,23,22,1-4618,1,0,0,1,0.4887852072715759,0.4887852072715759
247,247,247,247,247,1-8177,16,20,1-8177,53,19,0,14,25.842992901802063,0.4876036396566427
314,314,314,314,314,1-18973,10,10,1-18973,39,3,0,32,18.64112663269043,0.47797760596642125
306,306,306,306,306,1-8990,16,20,1-8990,40,15,0,8,18.910281658172607,0.4727570414543152
444,444,444,444,444,1-7467,15,5,1-7467,20,1,0,17,9.30934852361679,0.4654674261808395
474,474,474,474,474,1-19108,4,14,1-19108,16,0,0,15,7.331778109073639,0.45823613181710243
508,508,508,508,508,1-7737,22,21,1-7737,11,5,0,0,5.0,0.45454545454545453
213,213,213,213,213,1-10043,17,4,1-10043,61,8,0,40,27.551408290863037,0.4516624309977547
223,223,223,223,223,1-5686,16,20,1-5686,59,14,0,25,26.219630181789398,0.4444005115557525
83,83,83,83,83,1-7306,13,7,1-7306,159,56,0,27,69.19720059633255,0.43520251947378963
32,32,32,32,32,1-3152,17,4,1-3152,323,19,0,248,140.21873140335083,0.43411371951501804
105,105,105,105,105,1-0529,14,6,1-0529,124,13,0,82,53.080386996269226,0.4280676370666873
539,539,539,539,539,P1-17272,15,5,P1-17272,6,2,0,1,2.488785207271576,0.41479753454526264
162,162,162,162,162,1-10960,12,8,1-10960,82,17,0,34,33.61869704723358,0.40998411033211685
337,337,337,337,337,1-3079,4,14,1-3079,34,0,0,28,13.685985803604126,0.40252899422365074
541,541,541,541,541,1-19192,18,3,1-19192,5,0,0,4,1.9551408290863037,0.39102816581726074
166,166,166,166,166,1-5696,10,10,1-5696,80,1,0,61,30.81589764356613,0.38519872054457666
180,180,180,180,180,1-9294,15,5,1-9294,74,23,0,10,27.88785207271576,0.3768628658475103
114,114,114,114,114,1-6166,12,8,1-6166,117,13,0,62,43.30468285083771,0.37012549445160436
550,550,550,550,550,1-3142,17,4,1-3142,4,0,0,3,1.4663556218147278,0.36658890545368195
205,205,205,205,205,1-0447,11,9,1-0447,65,1,0,46,23.484119534492493,0.3612941466844999
30,30,30,30,30,1-8718,4,14,1-8718,333,83,0,74,119.17010533809662,0.35786818419848837
219,219,219,219,219,1-8702,4,14,1-8702,59,10,0,22,20.75327455997467,0.35175041627075715
189,189,189,189,189,1-0582,11,9,1-0582,70,7,0,36,24.596267461776733,0.3513752494539533
516,516,516,516,516,1-17965,1,12,1-17965,10,2,0,3,3.466355621814728,0.3466355621814728
364,364,364,364,364,1-5515,17,4,1-5515,30,5,0,11,10.376637279987335,0.3458879093329112
351,351,351,351,351,1-4776,20,2,1-4776,33,3,0,17,11.30934852361679,0.3427075310186906
472,472,472,472,472,1-3733,15,5,1-3733,16,4,0,3,5.466355621814728,0.3416472263634205
184,184,184,184,184,MLG18,3,13,MLG18,72,20,0,9,24.399066865444183,0.3388759286867248
300,300,300,300,300,1-3077,1,12,1-3077,41,0,0,28,13.685985803604126,0.33380453179522257
23,23,23,23,23,1-8567,17,4,1-8567,388,61,0,140,129.42992901802063,0.3335822912835583
100,100,100,100,100,1-0541,17,4,1-0541,132,15,0,59,43.83832722902298,0.3321085396138104
325,325,325,325,325,1-6543,22,21,1-6543,36,10,0,4,11.955140829086304,0.3320872452523973
368,368,368,368,368,1-18927,1,12,1-18927,30,4,0,12,9.865422487258911,0.32884741624196373
560,560,560,560,560,1-20124,18,3,1-20124,3,0,0,2,0.9775704145431519,0.3258568048477173
18,18,18,18,18,1-5635,18,3,1-5635,417,48,0,179,135.4925521016121,0.32492218729403377
375,375,375,375,375,1-8187,16,20,1-8187,29,3,0,13,9.354207694530487,0.32255888601829263
119,119,119,119,119,1-1136,12,8,1-1136,113,12,0,50,36.439260363578796,0.3224713306511398
237,237,237,237,237,1-18266,20,2,1-18266,55,6,0,24,17.730844974517822,0.3223789995366877
340,340,340,340,340,1-10981,15,5,1-10981,34,8,0,6,10.932711243629456,0.321550330694984
92,92,92,92,92,1-6511,23,22,1-6511,144,8,0,78,46.12524616718292,0.3203142094943259
86,86,86,86,86,MLG65,3,13,MLG65,155,22,0,56,49.37197160720825,0.31852884907876294
70,70,70,70,70,1-5228,12,8,1-5228,180,12,0,92,56.968239068984985,0.3164902170499166
348,348,348,348,348,1-0997,7,18,1-0997,33,8,0,5,10.44392603635788,0.31648260716236
24,24,24,24,24,MLG62,8,17,MLG62,370,39,0,159,116.71684795618057,0.31545094042210964
525,525,525,525,525,1-19067,9,19,1-19067,8,2,0,1,2.488785207271576,0.311098150908947
353,353,353,353,353,1-7456,10,10,1-7456,32,5,0,10,9.88785207271576,0.3089953772723675
212,212,212,212,212,1-8916,7,18,1-8916,61,12,0,14,18.842992901802063,0.30890152298036166
319,319,319,319,319,1-8765,19,24,1-8765,38,0,0,24,11.730844974517822,0.3087064466978374
528,528,528,528,528,1-3369,10,10,1-3369,8,1,0,3,2.466355621814728,0.308294452726841
238,238,238,238,238,MLG20,7,18,MLG20,55,12,0,10,16.88785207271576,0.3070518558675593
46,46,46,46,46,1-3056,4,14,1-3056,250,40,0,75,76.6588905453682,0.30663556218147275
202,202,202,202,202,1-1367,14,6,1-1367,66,8,0,25,20.219630181789398,0.3063580330574151
324,324,324,324,324,1-19093,17,4,1-19093,36,7,0,8,10.910281658172607,0.30306337939368355
455,455,455,455,455,1-9225,4,14,1-9225,18,2,0,7,5.4214964509010315,0.3011942472722795
136,136,136,136,136,1-7720,10,10,1-7720,102,14,0,34,30.61869704723358,0.30018330438464297
281,281,281,281,281,1-7622,10,10,1-7622,45,7,0,13,13.354207694530487,0.29676017098956636
514,514,514,514,514,1-10823,15,5,1-10823,10,1,0,4,2.9551408290863037,0.29551408290863035
323,323,323,323,323,1-8613,16,20,1-8613,37,5,0,12,10.865422487258911,0.2936600672232138
76,76,76,76,76,1-7518,12,8,1-7518,169,32,0,36,49.59626746177673,0.2934690382353653
