Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
529,529,529,529,529,1-9466,18,15,1-9466,8,5,0,4,6.0488516092300415,0.7561064511537552
310,310,310,310,310,MLG43,23,18,MLG43,39,18,0,4,19.04885160923004,0.48843209254436004
382,382,382,382,382,1-3472,22,19,1-3472,28,10,0,7,11.835490316152573,0.42269608271973474
184,184,184,184,184,MLG18,3,12,MLG18,72,28,0,9,30.359916120767593,0.4216655016773277
325,325,325,325,325,1-6543,22,19,1-6543,36,12,0,10,14.622129023075104,0.4061702506409751
457,457,457,457,457,1-5287,23,18,1-5287,18,7,0,0,7.0,0.3888888888888889
340,340,340,340,340,1-10981,15,13,1-10981,34,9,0,16,13.195406436920166,0.38810018932118134
92,92,92,92,92,1-6511,23,18,1-6511,144,51,0,9,53.35991612076759,0.3705549730608861
519,519,519,519,519,1-10952,14,14,1-10952,9,3,0,1,3.2622129023075104,0.36246810025639004
224,224,224,224,224,1-8087,16,24,1-8087,58,21,0,0,21.0,0.3620689655172414
61,61,61,61,61,1-8484,21,17,1-8484,202,67,0,17,71.45761933922768,0.3537505907882558
298,298,298,298,298,1-0584,23,18,1-0584,41,9,0,19,13.982045143842697,0.3410254913132365
219,219,219,219,219,1-8702,4,9,1-8702,59,14,0,22,19.76868385076523,0.3350624381485632
391,391,391,391,391,1-7301,19,21,1-7301,26,5,0,14,8.670980632305145,0.3334992550886594
467,467,467,467,467,1-9197,18,15,1-9197,16,4,0,5,5.311064511537552,0.331941531971097
172,172,172,172,172,1-19068,13,20,1-19068,77,21,0,13,24.408767729997635,0.31699698350646277
526,526,526,526,526,1-9584,23,18,1-9584,8,2,0,2,2.5244258046150208,0.3155532255768776
445,445,445,445,445,1-2028,15,13,1-2028,20,5,0,5,6.311064511537552,0.3155532255768776
73,73,73,73,73,MLG74,23,18,MLG74,177,55,0,2,55.52442580461502,0.3136973209300284
254,254,254,254,254,1-8808,23,18,1-8808,52,12,0,16,16.195406436920166,0.31145012378692627
30,30,30,30,30,1-8718,4,9,1-8718,333,84,0,74,103.40375477075577,0.31052178609836567
