Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-7425,1,1,1-7425,352,8,10,25,10014.14280924201,28.44926934443753
1-8368,1,1,1-8368,80,6,2,8,2007.9656989574432,25.09957123696804
MLG24,6,24,MLG24,49,4,1,3,1004.7371371090412,20.504839532837575
1-1633,1,1,1-1633,399,19,8,23,8024.651384502649,20.111908231836214
MLG53,23,20,MLG53,216,47,4,19,4051.6685350239277,18.757724699184852
1-9040,11,11,1-9040,55,13,1,10,1015.457123696804,18.462856794487347
1-8121,1,1,1-8121,110,3,2,14,2006.4399731755257,18.24036339250478
1-8087,16,12,1-8087,58,7,1,13,1010.1942608058453,17.417142427686986
1-3174,1,20,1-3174,117,22,2,18,2026.4228226542473,17.319853185079037
1-1514,23,20,1-1514,64,9,1,9,1011.2114113271236,15.800178301986307
1-8371,13,19,1-8371,255,10,4,46,4021.3027690052986,15.769814780412936
1-7488,1,11,1-7488,65,11,1,25,1017.1428092420101,15.648350911415541
1-4654,1,1,1-4654,138,3,2,35,2011.5999329388142,14.576811108252276
1-1070,13,19,1-1070,280,20,4,85,4040.8855514228344,14.431734112224408
MLG42,20,23,MLG42,72,7,1,4,1007.9828494787216,13.999761798315578
1-7302,23,20,1-7302,240,24,3,16,3027.9313979148865,12.61638082464536
MLG29,20,23,MLG29,93,8,1,11,1010.7028360664845,10.867772430822413
1-0677,20,23,1-0677,187,14,2,13,2017.1942608058453,10.787135084523237
1-3186,1,1,1-3186,796,58,8,118,8086.994059622288,10.159540275907396
MLG66,13,19,MLG66,229,18,2,35,2026.5999329388142,8.84978136654504
1-3246,19,16,1-3246,116,19,1,24,1024.8970968723297,8.835319800623532
1-1887,5,5,1-1887,119,17,1,21,1022.1599597632885,8.589579493809147
1-1035,8,8,1-1035,249,26,2,57,2040.005605071783,8.192793594665796
1-8681,8,8,1-8681,260,94,2,62,2109.234166920185,8.112439103539174
1-0917,11,11,1-0917,134,23,1,32,1030.862795829773,7.693005939028156
1-3693,19,16,1-3693,143,38,1,30,1045.3713710904121,7.310289308324561
MLG26,20,23,MLG26,155,18,1,12,1020.9485484361649,6.586764828620418
MLG65,21,24,MLG65,155,11,1,10,1013.457123696804,6.538433056108413
1-7306,19,16,1-7306,159,23,1,19,1027.6685350239277,6.463324119647344
MLG33,20,23,MLG33,161,8,1,23,1013.6513845026493,6.295971332314592
MLG09,17,15,MLG09,174,14,1,57,1028.005605071783,5.908078190067719
1-0918,1,16,1-0918,179,48,1,28,1054.8799463510513,5.893184057827102
