Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,256,256,256,1-3037,18,13,1-3037,467,69,3,69,3086.3221659064293,6.6088269077225466
364,364,364,364,364,364,MLG02,18,13,MLG02,755,74,3,301,3149.564810693264,4.17160902078578
353,353,353,353,353,353,1-8681,11,10,1-8681,260,33,1,77,1052.3305329680443,4.04742512680017
158,158,158,158,158,158,MLG12,11,10,MLG12,569,38,1,124,1069.1296894550323,1.8789625473726403
488,488,488,488,488,488,1-18369,3,11,1-18369,7,5,0,1,5.251045882701874,0.7501494118145534
439,439,439,439,439,439,1-8062,12,18,1-8062,17,11,0,3,11.753137648105621,0.6913610381238601
528,528,528,528,528,528,MLG77,14,15,MLG77,9,6,0,0,6.0,0.6666666666666666
414,414,414,414,414,414,1-5140,3,11,1-5140,10,5,0,3,5.753137648105621,0.5753137648105622
162,162,162,162,162,162,1-8242,19,26,1-8242,11,6,0,1,6.251045882701874,0.5682768984274431
37,37,37,37,37,37,1-8039,14,15,1-8039,12,1,0,22,6.523009419441223,0.5435841182867686
559,559,559,559,559,559,1-9466,20,16,1-9466,8,4,0,1,4.251045882701874,0.5313807353377342
481,481,481,481,481,481,1-19851,18,13,1-19851,25,11,0,8,13.00836706161499,0.5203346824645996
440,440,440,440,440,440,1-9197,20,16,1-9197,16,7,0,5,8.255229413509369,0.5159518383443356
549,549,549,549,549,549,1-10622,18,13,1-10622,4,2,0,0,2.0,0.5
524,524,524,524,524,524,1-3734,10,1,1-3734,4,2,0,0,2.0,0.5
477,477,477,477,477,477,1-20081,12,18,1-20081,20,10,0,0,10.0,0.5
108,108,108,108,108,108,1-0917,3,11,1-0917,134,60,0,23,65.7740553021431,0.4908511589712171
291,291,291,291,291,291,1-17979,7,17,1-17979,17,7,0,4,8.004183530807495,0.47083432534161734
319,319,319,319,319,319,1-20040,18,13,1-20040,22,9,0,5,10.255229413509369,0.46614679152315314
306,306,306,306,306,306,1-18987,5,14,1-18987,34,14,0,7,15.757321178913116,0.4634506229092093
167,167,167,167,167,167,1-9287,20,16,1-9287,21,8,0,6,9.506275296211243,0.45267977601005915
553,553,553,553,553,553,1-17965,18,13,1-17965,10,3,0,6,4.506275296211243,0.4506275296211243
542,542,542,542,542,542,1-5287,5,14,1-5287,18,7,0,4,8.004183530807495,0.44467686282263863
358,358,358,358,358,358,MLG18,20,16,MLG18,72,28,0,16,32.01673412322998,0.44467686282263863
215,215,215,215,215,215,1-7430,8,9,1-7430,17,7,0,2,7.502091765403748,0.44129951561198516
