Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,256,1-3037,18,11,1-3037,467,65,3,99,3086.359972253442,6.608907863497734
364,364,364,364,MLG02,18,11,MLG02,755,73,3,195,3115.0726726204157,4.125924069695915
353,353,353,353,1-8681,11,14,1-8681,260,28,1,103,1050.223001435399,4.039319236289996
158,158,158,158,MLG12,11,14,MLG12,569,29,1,77,1045.613311752677,1.8376332368236854
316,316,316,316,1-4776,5,10,1-4776,33,17,0,8,18.72605836391449,0.5674563140580149
28,28,28,28,1-7081,20,4,1-7081,99,49,0,6,50.29454377293587,0.5080256946761199
108,108,108,108,1-0917,3,13,1-0917,134,60,0,23,64.96241779625416,0.48479416265861314
199,199,199,199,1-0529,13,5,1-0529,124,46,0,59,58.72968043386936,0.4736264551118497
204,204,204,204,1-3509,14,6,1-3509,150,57,0,16,60.45211672782898,0.40301411151885985
359,359,359,359,1-6166,4,1,1-6166,117,43,0,18,46.8836313188076,0.4007147975966462
413,413,413,413,1-1763,10,17,1-1763,35,13,0,3,13.647271886467934,0.3899220538990838
458,458,458,458,1-9063,8,3,1-9063,35,8,0,23,12.962417796254158,0.3703547941786902
183,183,183,183,1-18927,17,3,1-18927,30,7,0,19,11.099388614296913,0.3699796204765638
358,358,358,358,MLG18,20,4,MLG18,72,23,0,16,26.45211672782898,0.3673905101087358
455,455,455,455,1-10981,5,10,1-10981,34,11,0,6,12.294543772935867,0.3616042286157608
410,410,410,410,1-8368,9,9,1-8368,80,22,0,29,28.256961569190025,0.3532120196148753
484,484,484,484,MLG35,3,13,MLG35,44,11,0,20,15.315145909786224,0.3480714979496869
430,430,430,430,1-8718,5,10,1-8718,333,96,0,76,112.39755445718765,0.3375301935651281
142,142,142,142,MLG17,14,6,MLG17,76,22,0,15,25.23635943233967,0.33205736095183774
388,388,388,388,1-8019,21,16,1-8019,320,75,0,136,104.34299218654633,0.3260718505829573
317,317,317,317,1-3733,8,6,1-3733,16,5,0,1,5.215757295489311,0.32598483096808195
