Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
155,155,155,155,155,1-2364,19,20,1-2364,88,9,0,49,58.0,0.6590909090909091
224,224,224,224,224,1-8087,16,17,1-8087,58,23,0,13,36.0,0.6206896551724138
391,391,391,391,391,1-7301,19,20,1-7301,26,3,0,13,16.0,0.6153846153846154
162,162,162,162,162,1-10960,12,13,1-10960,82,21,0,29,50.0,0.6097560975609756
114,114,114,114,114,1-6166,12,21,1-6166,117,46,0,22,68.0,0.5811965811965812
70,70,70,70,70,1-5228,12,13,1-5228,180,36,0,68,104.0,0.5777777777777777
187,187,187,187,187,MLG82,16,17,MLG82,71,18,0,23,41.0,0.5774647887323944
119,119,119,119,119,1-1136,12,13,1-1136,113,14,0,48,62.0,0.5486725663716814
42,42,42,42,42,1-8681,19,20,1-8681,260,26,0,114,140.0,0.5384615384615384
83,83,83,83,83,1-7306,13,14,1-7306,159,56,0,25,81.0,0.5094339622641509
513,513,513,513,513,1-18770,19,20,1-18770,10,1,0,4,5.0,0.5
445,445,445,445,445,1-2028,15,16,1-2028,20,4,0,6,10.0,0.5
184,184,184,184,184,MLG18,3,5,MLG18,72,8,0,28,36.0,0.5
35,35,35,35,35,1-7901,9,10,1-7901,298,67,0,77,144.0,0.48322147651006714
130,130,130,130,130,1-8754,12,13,1-8754,108,17,0,33,50.0,0.46296296296296297
212,212,212,212,212,1-8916,7,9,1-8916,61,21,0,7,28.0,0.45901639344262296
235,235,235,235,235,1-9040,19,20,1-9040,55,7,0,18,25.0,0.45454545454545453
67,67,67,67,67,1-4394,21,22,1-4394,190,20,0,66,86.0,0.45263157894736844
14,14,14,14,14,1-3037,3,5,1-3037,467,57,0,149,206.0,0.4411134903640257
472,472,472,472,472,1-3733,15,16,1-3733,16,2,0,5,7.0,0.4375
166,166,166,166,166,1-5696,10,12,1-5696,80,29,0,6,35.0,0.4375
52,52,52,52,52,1-7302,1,3,1-7302,240,6,0,99,105.0,0.4375
180,180,180,180,180,1-9294,15,16,1-9294,74,14,0,18,32.0,0.43243243243243246
111,111,111,111,111,1-1887,19,20,1-1887,119,11,0,38,49.0,0.4117647058823529
243,243,243,243,243,1-9542,9,10,1-9542,54,7,0,15,22.0,0.4074074074074074
76,76,76,76,76,1-7518,12,13,1-7518,169,25,0,43,68.0,0.40236686390532544
435,435,435,435,435,1-10919,6,8,1-10919,20,3,0,5,8.0,0.4
54,54,54,54,54,MLG66,1,3,MLG66,229,8,0,83,91.0,0.39737991266375544
58,58,58,58,58,MLG53,16,17,MLG53,216,37,0,48,85.0,0.39351851851851855
10,10,10,10,10,MLG08,8,7,MLG08,532,38,0,167,205.0,0.38533834586466165
310,310,310,310,310,MLG43,23,5,MLG43,39,10,0,5,15.0,0.38461538461538464
59,59,59,59,59,1-0916,19,20,1-0916,215,3,0,77,80.0,0.37209302325581395
153,153,153,153,153,1-8666,14,15,1-8666,89,4,0,29,33.0,0.3707865168539326
316,316,316,316,316,1-3216,1,3,1-3216,38,1,0,13,14.0,0.3684210526315789
36,36,36,36,36,MLG67,19,20,MLG67,293,33,0,74,107.0,0.3651877133105802
86,86,86,86,86,MLG65,3,5,MLG65,155,21,0,35,56.0,0.36129032258064514
324,324,324,324,324,1-19093,17,18,1-19093,36,3,0,10,13.0,0.3611111111111111
6,6,6,6,6,1-3026,3,5,1-3026,570,52,0,152,204.0,0.35789473684210527
92,92,92,92,92,1-6511,23,24,1-6511,144,8,0,43,51.0,0.3541666666666667
51,51,51,51,51,1-9365,19,20,1-9365,243,12,0,74,86.0,0.35390946502057613
238,238,238,238,238,MLG20,7,9,MLG20,55,11,0,8,19.0,0.34545454545454546
353,353,353,353,353,1-7456,10,11,1-7456,32,2,0,9,11.0,0.34375
28,28,28,28,28,1-6957,21,22,1-6957,338,27,0,89,116.0,0.3431952662721893
94,94,94,94,94,1-3693,11,11,1-3693,143,20,0,29,49.0,0.34265734265734266
25,25,25,25,25,1-6569,21,22,1-6569,360,47,0,76,123.0,0.3416666666666667
364,364,364,364,364,1-5515,17,18,1-5515,30,7,0,3,10.0,0.3333333333333333
368,368,368,368,368,1-18927,1,3,1-18927,30,1,0,9,10.0,0.3333333333333333
539,539,539,539,539,P1-17272,15,14,P1-17272,6,1,0,1,2.0,0.3333333333333333
