Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,1-3037,18,5,1-3037,467,69,3,107,3117.8541219830513,6.676347156280624
364,364,364,MLG02,18,5,MLG02,755,74,3,160,3147.0528926849365,4.168281977066141
353,353,353,1-8681,11,7,1-8681,260,35,1,98,1079.7448967695236,4.152864987575091
158,158,158,MLG12,11,7,MLG12,569,53,1,64,1082.2211570739746,1.9019703990755266
286,286,286,1-7725,9,3,1-7725,90,87,0,26,98.87109506130219,1.0985677229033577
490,490,490,1-6591,5,4,1-6591,79,83,0,5,85.28290289640427,1.0795304164101807
205,205,205,1-7776,14,11,1-7776,26,20,0,7,23.196064054965973,0.8921563098063836
253,253,253,1-7781,3,10,1-7781,33,23,0,13,28.935547530651093,0.8768347736560937
468,468,468,1-11523,14,11,1-11523,24,15,0,10,19.565805792808533,0.8152419080336889
559,559,559,1-9466,20,15,1-9466,8,6,0,1,6.456580579280853,0.8070725724101067
397,397,397,1-6492,11,7,1-6492,48,36,0,2,36.91316115856171,0.7690241908033689
536,536,536,1-1964,15,6,1-1964,48,27,0,21,36.58819216489792,0.7622540034353733
439,439,439,1-8062,12,13,1-8062,17,11,0,3,12.36974173784256,0.7276318669319153
432,432,432,1-1067,17,2,1-1067,17,11,0,0,11.0,0.6470588235294118
328,328,328,1-7883,9,3,1-7883,33,13,0,18,21.21845042705536,0.6429833462744048
221,221,221,1-20138,9,3,1-20138,25,16,0,0,16.0,0.64
307,307,307,1-5199,11,7,1-5199,3,1,0,2,1.9131611585617065,0.6377203861872355
327,327,327,1-4609,15,6,1-4609,7,4,0,1,4.456580579280853,0.6366543684686933
316,316,316,1-4776,5,4,1-4776,33,17,0,8,20.652644634246826,0.6258377161892977
553,553,553,1-17965,18,5,1-17965,10,3,0,7,6.196064054965973,0.6196064054965973
549,549,549,1-10622,18,5,1-10622,4,2,0,1,2.4565805792808533,0.6141451448202133
569,569,569,1-10217,8,8,1-10217,4,2,0,1,2.4565805792808533,0.6141451448202133
573,573,573,1-3100,3,10,1-3100,4,2,0,1,2.4565805792808533,0.6141451448202133
157,157,157,1-2318,15,6,1-2318,13,6,0,4,7.826322317123413,0.6020247936248779
359,359,359,1-6166,4,12,1-6166,117,48,0,49,70.37244838476181,0.601473917818477
295,295,295,1-7522,15,6,1-7522,67,38,0,2,38.91316115856171,0.5807934501277867
406,406,406,1-6558,14,11,1-6558,24,12,0,4,13.826322317123413,0.5760967632134756
291,291,291,1-17979,7,14,1-17979,17,7,0,6,9.73948347568512,0.57291079268736
203,203,203,1-19884,14,11,1-19884,60,32,0,5,34.282902896404266,0.5713817149400711
394,394,394,1-8808,11,7,1-8808,52,24,0,11,29.022386372089386,0.5581228148478729
541,541,541,1-7301,11,7,1-7301,26,9,0,12,14.47896695137024,0.5568833442834707
428,428,428,1-7733,11,7,1-7733,76,38,0,9,42.10922521352768,0.5540687528095747
142,142,142,MLG17,14,11,MLG17,76,27,0,33,42.06715911626816,0.5535152515298442
470,470,470,1-10043,7,14,1-10043,61,19,0,32,33.610578536987305,0.5509930907702837
186,186,186,1-8162,20,15,1-8162,22,8,0,9,12.10922521352768,0.5504193278876218
290,290,290,1-0447,4,12,1-0447,65,24,0,25,35.41451448202133,0.5448386843387897
208,208,208,1-20077,17,2,1-20077,28,6,0,20,15.131611585617065,0.5404146994863238
372,372,372,1-6511,8,8,1-6511,144,39,0,85,77.80934923887253,0.5403427030477259
413,413,413,1-1763,10,17,1-1763,35,17,0,4,18.826322317123413,0.5378949233463832
414,414,414,1-5140,3,10,1-5140,10,3,0,5,5.282902896404266,0.5282902896404267
440,440,440,1-9197,20,15,1-9197,16,7,0,3,8.36974173784256,0.52310885861516
477,477,477,1-20081,12,13,1-20081,20,10,0,1,10.456580579280853,0.5228290289640427
389,389,389,1-0598,17,2,1-0598,122,59,0,10,63.56580579280853,0.5210311950230208
498,498,498,MLG38,10,17,MLG38,26,13,0,1,13.456580579280853,0.517560791510802
319,319,319,1-20040,18,5,1-20040,22,9,0,5,11.282902896404266,0.5128592225638303
458,458,458,1-9063,8,8,1-9063,35,17,0,2,17.913161158561707,0.5118046045303345
562,562,562,1-3142,8,8,1-3142,4,2,0,0,2.0,0.5
524,524,524,1-3734,10,17,1-3734,4,2,0,0,2.0,0.5
199,199,199,1-0529,13,16,1-0529,124,46,0,35,61.980320274829865,0.49984129253895054
355,355,355,1-8666,14,11,1-8666,89,27,0,38,44.350062012672424,0.4983153035131733
488,488,488,1-18369,3,10,1-18369,7,3,0,1,3.4565805792808533,0.4937972256115505
435,435,435,1-10882,3,10,1-10882,14,6,0,2,6.9131611585617065,0.4937972256115505
554,554,554,1-18770,5,4,1-18770,10,4,0,2,4.9131611585617065,0.49131611585617063
410,410,410,1-8368,9,3,1-8368,80,26,0,29,39.240836799144745,0.4905104599893093
431,431,431,1-9115,5,4,1-9115,22,8,0,6,10.73948347568512,0.4881583398038691
351,351,351,1-9399,12,13,1-9399,38,15,0,7,18.196064054965973,0.47884379092015716
189,189,189,1-7834,3,10,1-7834,4,1,0,2,1.9131611585617065,0.47829028964042664
83,83,83,1-1152,3,10,1-1152,112,31,0,49,53.37244838476181,0.4765397177210876
148,148,148,1-2028,10,17,1-2028,20,8,0,3,9.36974173784256,0.468487086892128
304,304,304,1-10294,17,2,1-10294,30,14,0,0,14.0,0.4666666666666667
317,317,317,1-3733,8,8,1-3733,16,6,0,3,7.36974173784256,0.46060885861516
28,28,28,1-7081,20,15,1-7081,99,41,0,10,45.56580579280853,0.4602606645738236
481,481,481,1-19851,18,5,1-19851,25,11,0,1,11.456580579280853,0.45826322317123414
202,202,202,1-19108,10,17,1-19108,16,0,0,16,7.305289268493652,0.45658057928085327
296,296,296,1-21180,12,13,1-21180,1,0,0,1,0.45658057928085327,0.45658057928085327
100,100,100,1-7707,17,2,1-7707,10,4,0,1,4.456580579280853,0.4456580579280853
239,239,239,1-1136,4,12,1-1136,113,32,0,40,50.26322317123413,0.444807284701187
459,459,459,1-8284,3,10,1-8284,48,17,0,9,21.10922521352768,0.4397755252818267
518,518,518,1-3356,17,2,1-3356,28,10,0,5,12.282902896404266,0.43867510344300953
460,460,460,1-8044,13,16,1-8044,56,16,0,18,24.21845042705536,0.43247232905455996
486,486,486,1-6506,9,3,1-6506,70,5,0,55,30.11193186044693,0.43017045514924185
484,484,484,MLG35,3,10,MLG35,44,12,0,15,18.8487086892128,0.42837974293665454
346,346,346,1-10823,16,18,1-10823,10,2,0,5,4.282902896404266,0.42829028964042665
113,113,113,1-7647,20,15,1-7647,30,6,0,15,12.848708689212799,0.42829028964042665
378,378,378,1-5819,10,17,1-5819,23,8,0,4,9.826322317123413,0.4272314050923223
90,90,90,MLG83,17,2,MLG83,88,33,0,9,37.10922521352768,0.42169574106281454
197,197,197,1-20780,2,24,1-20780,12,0,0,11,5.022386372089386,0.4185321976741155
281,281,281,1-8126,18,5,1-8126,34,11,0,7,14.196064054965973,0.4175312957342933
455,455,455,1-10981,5,4,1-10981,34,11,0,7,14.196064054965973,0.4175312957342933
430,430,430,1-8718,5,4,1-8718,333,99,0,85,137.80934923887253,0.4138418896062238
183,183,183,1-18927,17,2,1-18927,30,11,0,3,12.36974173784256,0.412324724594752
449,449,449,1-10960,4,12,1-10960,82,20,0,30,33.6974173784256,0.4109441143710439
268,268,268,1-7899,13,16,1-7899,40,9,0,16,16.305289268493652,0.4076322317123413
147,147,147,1-7172,7,14,1-7172,284,45,0,152,114.4002480506897,0.40281777482637215
155,155,155,1-7462,5,4,1-7462,336,79,0,123,135.15941125154495,0.40226015253436
254,254,254,1-9230,12,13,1-9230,5,2,0,0,2.0,0.4
344,344,344,1-9294,14,11,1-9294,74,18,0,25,29.414514482021332,0.39749343894623423
211,211,211,1-7187,7,14,1-7187,96,12,0,57,38.02509301900864,0.39609471894800663
243,243,243,1-7712,3,10,1-7712,12,2,0,6,4.73948347568512,0.3949569563070933
398,398,398,MLG65,20,15,MLG65,155,47,0,31,61.15399795770645,0.39454192230778357
51,51,51,1-8981,8,8,1-8981,15,5,0,2,5.9131611585617065,0.39421074390411376
258,258,258,1-4654,9,3,1-4654,138,26,0,59,52.93825417757034,0.38361053751862567
156,156,156,1-2322,11,7,1-2322,14,4,0,3,5.36974173784256,0.3835529812744686
336,336,336,1-8678,17,2,1-8678,74,26,0,5,28.282902896404266,0.38220139049194957
358,358,358,MLG18,20,15,MLG18,72,22,0,12,27.47896695137024,0.3816523187690311
423,423,423,1-5696,8,8,1-5696,80,29,0,3,30.36974173784256,0.379621771723032
159,159,159,MLG36,20,15,MLG36,136,39,0,27,51.32767564058304,0.3774093797101694
321,321,321,MLG30,3,10,MLG30,66,18,0,15,24.8487086892128,0.3764955862001939
506,506,506,1-3302,12,13,1-3302,52,14,0,12,19.47896695137024,0.3745955182955815
528,528,528,MLG77,14,11,MLG77,9,2,0,3,3.36974173784256,0.3744157486491733
463,463,463,1-8187,5,4,1-8187,29,9,0,4,10.826322317123413,0.3733214592111522
