Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,1-3037,18,9,1-3037,467,69,3,66,3091.5265206098557,6.619971136209541
364,364,364,MLG02,18,9,MLG02,755,70,3,259,3158.399527847767,4.183310632910949
353,353,353,1-8681,11,5,1-8681,260,27,1,73,1051.9156970381737,4.045829603992976
158,158,158,MLG12,11,5,MLG12,569,26,1,123,1067.981242954731,1.8769441879696502
501,501,501,MLG56,17,23,MLG56,109,55,0,17,60.802285611629486,0.5578191340516466
433,433,433,MLG55,2,24,MLG55,110,55,0,0,55.0,0.5
499,499,499,1-3135,13,3,1-3135,101,36,0,42,50.33505856990814,0.498366916533744
359,359,359,1-6166,4,15,1-6166,117,43,0,34,54.60457122325897,0.46670573695093137
358,358,358,MLG18,20,12,MLG18,72,27,0,16,32.46097469329834,0.4508468707402547
142,142,142,MLG17,14,11,MLG17,76,29,0,14,33.77835285663605,0.44445201127152695
467,467,467,MLG82,19,18,MLG82,71,29,0,0,29.0,0.4084507042253521
131,131,131,MLG13,8,4,MLG13,225,61,0,74,86.25700795650482,0.3833644798066881
416,416,416,1-3246,10,2,1-3246,116,42,0,7,44.389176428318024,0.38266531403722437
225,225,225,1-17970,5,10,1-17970,36,11,0,7,13.389176428318024,0.3719215674532784
257,257,257,MLG06,10,2,MLG06,634,148,0,245,231.62117499113083,0.36533308358222527
61,61,61,1-7306,8,4,1-7306,159,47,0,25,55.532772958278656,0.34926272300804184
174,174,174,1-6568,13,3,1-6568,394,68,0,197,135.2382509112358,0.3432442916528828
391,391,391,1-8165,14,11,1-8165,420,58,0,252,144.01035141944885,0.34288178909392586
453,453,453,MLG45,7,13,MLG45,179,37,0,71,61.23307520151138,0.3420842190028569
455,455,455,1-10981,5,10,1-10981,34,8,0,10,11.413109183311462,0.33567968186210184
28,28,28,1-7081,20,12,1-7081,99,30,0,9,33.071798264980316,0.3340585683331345
454,454,454,1-6678,10,2,1-6678,213,30,0,118,70.27468836307526,0.329928114380635
496,496,496,1-18973,1,7,1-18973,39,4,0,25,12.532772958278656,0.3213531527763758
316,316,316,1-4776,5,10,1-4776,33,9,0,4,10.365243673324585,0.31409829313104803
96,96,96,1-10725,10,2,1-10725,27,8,0,1,8.341310918331146,0.3089374414196721
473,473,473,1-3174,9,17,1-3174,117,5,0,91,36.05929356813431,0.30819909032593423
255,255,255,1-17969,1,7,1-17969,22,5,0,5,6.706554591655731,0.30484339052980597
283,283,283,1-1636,3,6,1-1636,22,5,0,5,6.706554591655731,0.30484339052980597
430,430,430,1-8718,5,10,1-8718,333,77,0,70,100.89176428318024,0.3029782711206614
83,83,83,1-1152,3,6,1-1152,112,26,0,23,33.85015112161636,0.30223349215728895
507,507,507,1-19067,10,2,1-19067,8,2,0,1,2.3413109183311462,0.2926638647913933
293,293,293,MLG20,19,18,MLG20,55,16,0,0,16.0,0.2909090909090909
240,240,240,1-6168,17,24,1-6168,31,9,0,0,9.0,0.2903225806451613
331,331,331,1-9412,11,5,1-9412,15,4,0,1,4.341310918331146,0.28942072788874307
551,551,551,1-18869,18,9,1-18869,22,5,0,4,6.365243673324585,0.2893292578783902
506,506,506,1-3302,12,14,1-3302,52,14,0,3,15.023932754993439,0.2889217837498738
211,211,211,1-7187,7,13,1-7187,96,12,0,46,27.700302243232727,0.28854481503367424
108,108,108,1-0917,3,6,1-0917,134,19,0,57,38.454722344875336,0.28697553988712937
374,374,374,MLG74,18,9,MLG74,177,37,0,39,50.3111258149147,0.2842436486718345
409,409,409,1-7297,20,12,1-7297,13,3,0,2,3.6826218366622925,0.28327860282017636
166,166,166,1-9454,18,9,1-9454,80,18,0,13,22.4370419383049,0.28046302422881125
203,203,203,1-19884,14,11,1-19884,60,11,0,17,16.802285611629486,0.2800380935271581
510,510,510,1-1119,1,7,1-1119,83,17,0,18,23.143596529960632,0.27883851240916424
342,342,342,MLG53,1,7,MLG53,216,40,0,58,59.79603326320648,0.2768334873296596
147,147,147,1-7172,7,13,1-7172,284,39,0,116,78.59206652641296,0.27673262861413017
419,419,419,1-1176,15,8,1-1176,69,18,0,3,19.02393275499344,0.27570917036222375
318,318,318,1-3496,13,3,1-3496,192,28,0,72,52.57438611984253,0.27382492770751315
565,565,565,1-19069,10,2,1-19069,11,3,0,0,3.0,0.2727272727272727
345,345,345,1-2364,15,8,1-2364,88,14,0,29,23.89801663160324,0.2715683708136732
270,270,270,1-5655,15,8,1-5655,31,5,0,10,8.413109183311462,0.2713906188164988
354,354,354,1-11438,6,21,1-11438,53,0,0,42,14.335058569908142,0.270472803205814
352,352,352,1-2275,13,3,1-2275,130,16,0,56,35.11341142654419,0.2701031648195707
246,246,246,1-9232,13,3,1-9232,20,4,0,4,5.365243673324585,0.2682621836662292
480,480,480,1-1514,7,13,1-1514,64,10,0,21,17.16752928495407,0.26824264507740736
19,19,19,1-9515,18,9,1-9515,66,3,0,43,17.67636948823929,0.2678237801248377
490,490,490,1-6591,5,10,1-6591,79,5,0,47,21.041613161563873,0.2663495336906819
153,153,153,MLG43,1,7,MLG43,39,9,0,4,10.365243673324585,0.26577547880319446
237,237,237,1-7484,1,7,1-7484,24,5,0,4,6.365243673324585,0.26521848638852435
137,137,137,1-19257,7,13,1-19257,246,28,0,109,65.20289009809494,0.26505239877274367
306,306,306,1-18987,5,18,1-18987,34,9,0,0,9.0,0.2647058823529412
29,29,29,1-8090,10,2,1-8090,14,3,0,2,3.6826218366622925,0.26304441690444946
