Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-10981,18,23,1-10981,34,2,1,12,1007.3592059612274,29.6282119400361
MLG24,20,24,MLG24,49,1,1,0,1001.0,20.428571428571427
MLG26,22,24,MLG26,155,2,2,0,2002.0,12.916129032258064
1-1887,18,17,1-1887,119,46,1,27,1058.0582134127617,8.891245490863543
1-6511,18,17,1-6511,144,27,1,20,1035.932009935379,7.19397229121791
1-5642,20,23,1-5642,166,14,1,11,1018.9126054644585,6.138027743761798
MLG13,1,18,MLG13,225,23,1,11,1027.9126054644585,4.568500468730926
1-8371,22,24,1-8371,255,39,1,0,1039.0,4.074509803921568
MLG15,1,18,MLG15,559,54,2,31,2067.8446153998375,3.699185358497026
MLG11,18,17,MLG11,493,8,1,334,1157.1645659208298,2.3471897888860647
MLG08,1,18,MLG08,532,59,1,44,1078.6504218578339,2.0275383869508157
MLG12,18,17,MLG12,569,38,1,184,1120.174491405487,1.9686722168813482
1-7472,11,12,1-7472,12,10,0,2,10.893200993537903,0.9077667494614919
1-19068,7,13,1-19068,77,43,0,19,51.48540943861008,0.66864168102091
1-4776,11,3,1-4776,33,10,0,19,18.485409438610077,0.5601639223821235
P1-17272,6,15,P1-17272,6,2,0,3,3.3398014903068542,0.5566335817178091
1-3051,7,13,1-3051,116,49,0,20,57.93200993537903,0.4994138787532675
1-0754,11,12,1-0754,41,19,0,3,20.339801490306854,0.4960927192757769
MLG56,11,12,MLG56,109,7,0,103,52.999851167201996,0.48623716667157796
1-6029,8,15,1-6029,26,9,0,8,12.572803974151611,0.4835693836212158
1-5199,17,5,1-5199,3,1,0,1,1.4466004967689514,0.48220016558965045
1-5304,1,18,1-5304,3,1,0,1,1.4466004967689514,0.48220016558965045
1-7655,4,8,1-7655,38,14,0,9,18.019404470920563,0.47419485449790955
MLG57,10,9,MLG57,165,59,0,40,76.86401987075806,0.46584254467126096
1-0997,18,17,1-0997,33,10,0,12,15.359205961227417,0.4654304836735581
1-9396,11,12,1-9396,16,6,0,3,7.339801490306854,0.4587375931441784
1-3523,8,15,1-3523,497,21,0,461,226.8828290104866,0.4565046861378
MLG38,21,10,MLG38,26,10,0,4,11.786401987075806,0.4533231533490695
1-8681,11,12,1-8681,260,100,0,40,117.86401987075806,0.4533231533490695
MLG74,19,3,MLG74,177,26,0,121,80.03866010904312,0.4521958198251024
MLG70,21,10,MLG70,269,39,0,183,120.72789090871811,0.4488025684338963
1-21180,14,2,1-21180,1,0,0,1,0.4466004967689514,0.4466004967689514
1-7464,14,13,1-7464,48,13,0,18,21.038808941841125,0.4383085196216901
1-9276,21,10,1-9276,77,27,0,15,33.69900745153427,0.437649447422523
1-18869,21,10,1-18869,22,9,0,1,9.446600496768951,0.429390931671316
1-7444,19,3,1-7444,14,5,0,2,5.893200993537903,0.4209429281098502
1-9291,8,15,1-9291,78,27,0,12,32.35920596122742,0.414861614887531
1-3702,21,10,1-3702,6,2,0,1,2.4466004967689514,0.4077667494614919
1-7721,21,10,1-7721,12,4,0,2,4.893200993537903,0.4077667494614919
1-0337,5,6,1-0337,11,4,0,1,4.446600496768951,0.4042364087971774
1-19093,3,11,1-19093,36,9,0,12,14.359205961227417,0.39886683225631714
1-0984,19,3,1-0984,50,18,0,4,19.786401987075806,0.3957280397415161
1-8916,18,17,1-8916,61,11,0,29,23.95141440629959,0.39264613780819
1-7656,13,16,1-7656,48,13,0,13,18.80580645799637,0.391787634541591
1-5965,5,6,1-5965,6,1,0,3,2.3398014903068542,0.3899669150511424
1-8023,6,14,1-8023,20,6,0,4,7.786401987075806,0.3893200993537903
1-5568,3,11,1-5568,47,12,0,14,18.25240695476532,0.388349084143943
1-5655,11,12,1-5655,31,8,0,9,12.019404470920563,0.38772272486840526
1-6501,3,11,1-6501,107,24,0,39,41.417419373989105,0.3870786857382159
MLG18,12,4,MLG18,72,11,0,37,27.524218380451202,0.3822808108396
1-7647,10,9,1-7647,30,2,0,21,11.37861043214798,0.3792870144049327
MLG50,21,10,MLG50,168,24,0,88,63.300843715667725,0.3767907364027841
1-2292,6,14,1-2292,252,23,0,159,94.00947898626328,0.3730534880407273
1-19133,6,14,1-19133,58,5,0,37,21.524218380451202,0.37110721345605524
1-6533,5,6,1-6533,21,1,0,15,7.699007451534271,0.3666194024540129
1-0598,21,10,1-0598,122,39,0,12,44.35920596122742,0.3636000488625198
1-5303,4,8,1-5303,4,1,0,1,1.4466004967689514,0.36165012419223785
1-8754,7,13,1-8754,108,27,0,27,39.05821341276169,0.36165012419223785
1-9245,8,15,1-9245,23,6,0,5,8.233002483844757,0.35795662973238074
1-21411,11,12,1-21411,5,0,0,4,1.7864019870758057,0.35728039741516116
