Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG37,20,21,MLG37,50,5,2,6,2010.4970865249634,40.20994173049927
1-1514,23,12,1-1514,64,8,2,12,2018.9941730499268,31.546783953905106
1-7488,1,1,1-7488,65,4,2,16,2018.6588973999023,31.056290729229268
1-0363,4,3,1-0363,34,1,1,17,1016.5750784873962,29.899267014335184
1-18987,19,19,1-18987,34,5,1,4,1008.6647243499756,29.666609539705163
1-8126,1,1,1-8126,34,4,1,2,1005.8323621749878,29.58330476985258
1-7425,1,1,1-7425,352,9,10,40,10045.647243499756,28.538770578124307
1-3257,9,16,1-3257,37,0,1,7,1006.4132676124573,27.200358584120465
1-8864,22,23,1-8864,39,2,1,3,1004.7485432624817,25.762783160576454
1-8990,22,23,1-8990,40,4,1,6,1009.4970865249634,25.237427163124085
1-8368,1,1,1-8368,80,5,2,7,2011.4132676124573,25.142665845155715
1-7579,19,19,1-7579,40,2,1,4,1005.6647243499756,25.14161810874939
1-2006,20,21,1-2006,40,0,1,4,1003.6647243499756,25.09161810874939
1-1633,1,1,1-1633,399,20,9,85,9097.875392436981,22.80169271287464
MLG24,6,14,MLG24,49,12,1,11,1022.0779919624329,20.85873452984557
1-0984,23,12,1-0984,50,1,1,6,1006.4970865249634,20.12994173049927
1-8808,22,23,1-8808,52,7,1,5,1011.5809054374695,19.453478950720566
1-9542,20,21,1-9542,54,22,1,5,1026.5809054374695,19.010757508101285
MLG53,23,12,MLG53,216,44,4,41,4081.5634245872498,18.896126965681713
1-10808,1,1,1-10808,54,0,1,0,1000.0,18.51851851851852
1-8121,1,1,1-8121,110,3,2,12,2013.9941730499268,18.309037936817514
1-8087,16,6,1-8087,58,7,1,16,1021.6588973999023,17.614808575860387
1-3174,1,12,1-3174,117,22,2,38,2056.814881324768,17.57961437029716
1-3246,19,19,1-3246,116,12,2,16,2026.6588973999023,17.471197391378468
1-6249,9,16,1-6249,64,12,1,18,1028.4912595748901,16.07017593085766
1-8371,13,11,1-8371,255,10,4,40,4046.647243499756,15.869204876469631
MLG27,6,14,MLG27,67,17,1,12,1027.9941730499268,15.343196612685475
1-4654,1,1,1-4654,138,4,2,9,2012.245629787445,14.581490070923515
1-1070,13,11,1-1070,280,19,4,37,4052.898700237274,14.474638215133123
MLG42,20,21,MLG42,72,6,1,8,1013.3294486999512,14.074020120832655
1-9294,22,23,1-9294,74,25,1,11,1035.0779919624329,13.987540431924769
1-7302,23,12,1-7302,240,24,3,35,3056.0663380622864,12.733609741926193
1-8681,8,17,1-8681,260,55,3,38,3089.814881324768,11.883903389710646
1-0918,1,21,1-0918,179,22,2,96,2109.953384399414,11.787449074857062
MLG29,20,21,MLG29,93,7,1,7,1013.4132676124573,10.896916856047927
1-0677,20,21,1-0677,187,16,2,17,2031.5750784873962,10.864037852873777
1-3186,1,1,1-3186,796,59,8,83,8135.043030261993,10.219903304349238
1-6678,4,3,1-6678,213,16,2,27,2040.7368893623352,9.58092436320345
MLG52,22,23,MLG52,112,7,1,5,1011.5809054374695,9.031972369977407
MLG66,13,11,MLG66,229,17,2,35,2049.0663380622864,8.947887939136622
1-1887,5,22,1-1887,119,12,1,38,1046.814881324768,8.796763708611497
1-1035,8,17,1-1035,249,31,2,22,2051.1559839248657,8.237574232629983
1-8753,10,24,1-8753,258,14,2,8,2021.3294486999512,7.83461026627888
1-0917,11,5,1-0917,134,31,1,18,1047.4912595748901,7.817098952051419
MLG36,22,23,MLG36,136,22,1,4,1025.6647243499756,7.541652384926291
1-3693,19,19,1-3693,143,36,1,17,1051.5750784873962,7.353671877534239
1-1099,1,1,1-1099,149,0,1,1,1000.9161810874939,6.717558262332174
MLG26,20,21,MLG26,155,17,1,17,1032.5750784873962,6.661774699918685
MLG68,19,19,MLG68,152,5,1,1,1005.9161810874939,6.617869612417723
1-7306,19,19,1-7306,159,23,1,22,1043.1559839248657,6.5607294586469544
MLG33,20,21,MLG33,161,20,1,9,1028.245629787445,6.38661881855556
MLG09,17,9,MLG09,174,30,1,31,1058.4016137123108,6.082767894898338
1-5531,21,17,1-5531,199,56,1,35,1088.0663380622864,5.467670040514002
MLG61,19,19,MLG61,218,26,1,54,1075.4737787246704,4.933365957452617
1-0691,17,9,1-0691,450,27,2,99,2117.7019276618958,4.706004283693102
MLG13,7,15,MLG13,225,37,1,18,1053.4912595748901,4.682183375888401
1-9365,14,7,1-9365,243,33,1,65,1092.5517706871033,4.496097821757627
MLG70,5,22,MLG70,269,9,1,177,1171.1640524864197,4.353769711845426
1-19755,9,16,1-19755,517,70,2,190,2244.0744066238403,4.340569451883637
1-7172,11,5,1-7172,284,64,1,73,1130.8812193870544,3.9819761246023044
MLG15,7,15,MLG15,559,52,2,180,2216.9125957489014,3.965854375221648
1-7946,16,6,1-7946,289,42,1,60,1096.9708652496338,3.7957469385800477
MLG12,9,16,MLG12,569,19,2,48,2062.976692199707,3.6256180882244413
1-8039,11,5,1-8039,12,0,0,44,40.311967849731445,3.359330654144287
MLG14,17,9,MLG14,462,56,1,277,1309.7821612358093,2.8350263230212325
1-0708,4,3,1-0708,408,27,1,89,1108.5401167869568,2.7170100901641097
MLG08,7,15,MLG08,532,51,1,54,1100.4737787246704,2.0685597344448694
MLG02,14,7,MLG02,755,23,1,268,1268.5365314483643,1.6801808363554493
1-6764,6,14,1-6764,38,36,0,6,41.49708652496338,1.0920285927621942
MLG55,11,5,MLG55,110,19,0,97,107.86956548690796,0.9806324135173451
1-6501,24,13,1-6501,107,36,0,73,102.88121938705444,0.9615067232434995
1-6554,5,22,1-6554,28,19,0,8,26.329448699951172,0.9403374535696847
1-3356,5,22,1-3356,28,4,0,24,25.988346099853516,0.9281552178519112
