Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
91,91,91,91,91,1-6684,4,16,1-6684,145,3,0,135,97.76906955242157,0.6742694451891142
81,81,81,81,81,1-7038,15,14,1-7038,163,7,0,139,104.57704198360443,0.6415769446846897
13,13,13,13,13,MLG11,4,16,MLG11,493,16,0,368,274.33346366882324,0.5564573299570451
155,155,155,155,155,1-2364,19,3,1-2364,88,10,0,49,44.39766228199005,0.5045188895680688
162,162,162,162,162,1-10960,12,11,1-10960,82,18,0,33,41.165772557258606,0.5020216165519342
83,83,83,83,83,1-7306,13,12,1-7306,159,56,0,31,77.76178634166718,0.48906783862683756
364,364,364,364,364,1-5515,17,18,1-5515,30,10,0,6,14.211958646774292,0.4737319548924764
114,114,114,114,114,1-6166,12,2,1-6166,117,46,0,11,53.72192418575287,0.45916174517737496
12,12,12,12,12,1-3523,15,14,1-3523,497,10,0,305,224.10789787769318,0.45092132369757176
212,212,212,212,212,1-8916,7,20,1-8916,61,19,0,11,26.72192418575287,0.43806433091398145
189,189,189,189,189,1-0582,11,10,1-0582,70,4,0,37,29.973744988441467,0.4281963569777352
205,205,205,205,205,1-0447,11,10,1-0447,65,1,0,38,27.675738096237183,0.42578058609595665
24,24,24,24,24,MLG62,8,19,MLG62,370,41,0,159,152.61690413951874,0.4124781192959966
42,42,42,42,42,1-8681,19,3,1-8681,260,26,0,115,106.72920739650726,0.4104969515250279
119,119,119,119,119,1-1136,12,11,1-1136,113,12,0,48,45.695669174194336,0.4043864528689764
86,86,86,86,86,MLG65,3,15,MLG65,155,11,0,73,62.24549686908722,0.40158385076830466
120,120,120,120,120,1-1152,4,16,1-1152,112,18,0,37,43.97374498844147,0.39262272311108454
391,391,391,391,391,1-7301,19,22,1-7301,26,5,0,7,9.913951754570007,0.3813058367142311
516,516,516,516,516,1-17965,1,10,1-17965,10,1,0,4,3.8079724311828613,0.3807972431182861
340,340,340,340,340,1-10981,15,14,1-10981,34,9,0,5,12.509965538978577,0.3679401629111346
353,353,353,353,353,1-7456,10,9,1-7456,32,5,0,9,11.317937970161438,0.35368556156754494
30,30,30,30,30,1-8718,4,16,1-8718,333,83,0,49,117.39766228199005,0.3525455323783485
16,16,16,16,16,1-0691,10,9,1-0691,450,14,0,206,158.61058020591736,0.3524679560131497
381,381,381,381,381,1-6554,3,15,1-6554,28,0,0,14,9.827903509140015,0.35099655389785767
348,348,348,348,348,1-0997,7,20,1-0997,33,8,0,5,11.509965538978577,0.3487868345145023
58,58,58,58,58,MLG53,16,22,MLG53,216,29,0,66,75.33154511451721,0.34875715330795004
27,27,27,27,27,1-7425,5,17,1-7425,352,32,0,129,122.55711090564728,0.34817361052740703
324,324,324,324,324,1-19093,17,5,1-19093,36,2,0,15,12.52989661693573,0.3480526838037703
235,235,235,235,235,1-9040,19,3,1-9040,55,7,0,17,18.93388283252716,0.34425241513685745
130,130,130,130,130,1-8754,12,11,1-8754,108,11,0,37,36.97374498844147,0.3423494906337173
166,166,166,166,166,1-5696,10,14,1-5696,80,16,0,16,27.231889724731445,0.3403986215591431
207,207,207,207,207,1-7488,5,17,1-7488,65,8,0,20,22.039862155914307,0.33907480239868165
76,76,76,76,76,1-7518,12,11,1-7518,169,32,0,36,57.27175188064575,0.33888610580263756
52,52,52,52,52,1-7302,1,7,1-7302,240,6,0,107,81.11326253414154,0.3379719272255898
14,14,14,14,14,1-3037,3,15,1-3037,467,51,0,148,154.89497995376587,0.3316808992585993
451,451,451,451,451,1-7146,9,21,1-7146,18,1,0,7,5.913951754570007,0.3285528752538893
325,325,325,325,325,1-6543,22,23,1-6543,36,9,0,4,11.807972431182861,0.3279992341995239
153,153,153,153,153,1-8666,14,13,1-8666,89,6,0,33,29.165772557258606,0.3277053096321192
70,70,70,70,70,1-5228,12,11,1-5228,180,13,0,65,58.6295520067215,0.325719733370675
172,172,172,172,172,1-19068,13,12,1-19068,77,15,0,14,24.827903509140015,0.3224403053135067
400,400,400,400,400,1-11523,8,19,1-11523,24,0,0,11,7.721924185752869,0.3217468410730362
358,358,358,358,358,1-5655,15,14,1-5655,31,5,0,7,9.913951754570007,0.3198048953087099
180,180,180,180,180,1-9294,15,14,1-9294,74,18,0,8,23.615944862365723,0.31913439003196925
111,111,111,111,111,1-1887,19,3,1-1887,119,11,0,38,37.67573809623718,0.31660284114485027
452,452,452,452,452,1-0487,5,17,1-0487,18,0,0,8,5.615944862365723,0.3119969367980957
449,449,449,449,449,1-5154,1,7,1-5154,19,1,0,7,5.913951754570007,0.31126061866157934
138,138,138,138,138,1-7993,17,5,1-7993,100,10,0,30,31.05979323387146,0.3105979323387146
279,279,279,279,279,1-20068,14,13,1-20068,45,4,0,14,13.827903509140015,0.3072867446475559
69,69,69,69,69,1-8564,17,5,1-8564,185,7,0,71,56.84151065349579,0.30725140893781505
342,342,342,342,342,1-18987,19,3,1-18987,34,4,0,9,10.317937970161438,0.3034687638282776
489,489,489,489,489,MLG05,1,7,MLG05,14,0,0,6,4.211958646774292,0.3008541890553066
377,377,377,377,377,1-10305,19,3,1-10305,28,0,0,12,8.423917293548584,0.3008541890553066
255,255,255,255,255,1-3302,2,8,1-3302,52,10,0,8,15.615944862365723,0.3003066319685716
297,297,297,297,297,1-6101,16,22,1-6101,41,1,0,16,12.231889724731445,0.2983387737739377
314,314,314,314,314,1-18973,10,21,1-18973,39,8,0,5,11.509965538978577,0.2951273215122712
23,23,23,23,23,1-8567,17,5,1-8567,388,30,0,120,114.23917293548584,0.29443085808114905
219,219,219,219,219,1-8702,4,16,1-8702,59,11,0,9,17.317937970161438,0.29352437237561757
36,36,36,36,36,MLG67,19,3,MLG67,293,32,0,76,85.35147619247437,0.29130196652721624
165,165,165,165,165,1-8368,5,17,1-8368,80,12,0,16,23.231889724731445,0.2903986215591431
94,94,94,94,94,1-3693,11,10,1-3693,143,23,0,26,41.2518208026886,0.2884742713474727
413,413,413,413,413,1-5819,19,3,1-5819,23,1,0,8,6.615944862365723,0.2876497766245966
445,445,445,445,445,1-2028,15,14,1-2028,20,5,0,1,5.701993107795715,0.28509965538978577
350,350,350,350,350,1-3491,16,22,1-3491,33,3,0,9,9.317937970161438,0.2823617566715587
238,238,238,238,238,MLG20,7,20,MLG20,55,12,0,5,15.509965538978577,0.28199937343597414
95,95,95,95,95,1-9100,10,9,1-9100,142,14,0,37,39.97374498844147,0.2815052463974751
192,192,192,192,192,1-3254,6,18,1-3254,68,10,0,13,19.1259104013443,0.28126338825506325
208,208,208,208,208,1-6214,10,9,1-6214,65,0,0,26,18.2518208026886,0.28079724311828613
542,542,542,542,542,1-9230,1,7,1-9230,5,0,0,2,1.4039862155914307,0.28079724311828613
164,164,164,164,164,1-9454,13,12,1-9454,80,14,0,12,22.423917293548584,0.2802989661693573
46,46,46,46,46,1-3056,4,16,1-3056,250,39,0,44,69.88769674301147,0.2795507869720459
6,6,6,6,6,1-3026,3,15,1-3026,570,37,0,172,157.74281454086304,0.27674177989625093
106,106,106,106,106,1-7872,7,20,1-7872,124,30,0,6,34.21195864677429,0.2759028923126959
437,437,437,437,437,1-11533,8,19,1-11533,20,2,0,5,5.509965538978577,0.2754982769489288
223,223,223,223,223,1-5686,16,12,1-5686,59,12,0,6,16.211958646774292,0.2747789601148185
236,236,236,236,236,1-8053,2,8,1-8053,55,3,0,17,14.93388283252716,0.27152514240958475
513,513,513,513,513,1-18770,19,2,1-18770,10,2,0,1,2.7019931077957153,0.27019931077957154
492,492,492,492,492,1-7297,8,19,1-7297,13,0,0,5,3.5099655389785767,0.2699973491521982
174,174,174,174,174,MLG17,8,19,MLG17,76,5,0,22,20.443848371505737,0.2689980048882334
224,224,224,224,224,1-8087,16,22,1-8087,58,5,0,15,15.52989661693573,0.2677568382230298
316,316,316,316,316,1-3216,1,7,1-3216,38,1,0,13,10.1259104013443,0.26647132635116577
59,59,59,59,59,1-0916,19,3,1-0916,215,3,0,77,57.05346930027008,0.2653649734896283
525,525,525,525,525,1-19067,9,20,1-19067,8,0,0,3,2.105979323387146,0.26324741542339325
247,247,247,247,247,1-8177,16,9,1-8177,53,2,0,17,13.93388283252716,0.2629034496703238
128,128,128,128,128,1-18045,10,9,1-18045,109,6,0,32,28.46377944946289,0.26113559127947605
178,178,178,178,178,1-9071,17,5,1-9071,75,2,0,25,19.549827694892883,0.26066436926523845
51,51,51,51,51,1-9365,19,3,1-9365,243,11,0,74,62.947489976882935,0.2590431686291479
503,503,503,503,503,1-11534,3,15,1-11534,12,1,0,3,3.105979323387146,0.25883161028226215
115,115,115,115,115,1-3174,5,17,1-3174,117,19,0,16,30.231889724731445,0.2583922198694995
240,240,240,240,240,1-10808,2,8,1-10808,54,2,0,17,13.93388283252716,0.2580348672690215
332,332,332,332,332,1-3162,22,23,1-3162,35,2,0,10,9.019931077957153,0.25771231651306153
103,103,103,103,103,1-2275,14,13,1-2275,130,11,0,32,33.46377944946289,0.25741368807279147
64,64,64,64,64,1-0983,14,13,1-0983,195,11,0,55,49.60962092876434,0.25440831245520173
168,168,168,168,168,1-7523,14,13,1-7523,79,6,0,20,20.039862155914307,0.25366914121410516
488,488,488,488,488,1-2322,1,7,1-2322,14,0,0,5,3.5099655389785767,0.25071182421275545
113,113,113,113,113,1-7971,17,5,1-7971,117,4,0,36,29.271751880645752,0.25018591350979275
555,555,555,555,555,1-3734,3,15,1-3734,4,1,0,0,1.0,0.25
499,499,499,499,499,1-20780,12,11,1-20780,12,3,0,0,3.0,0.25
546,546,546,546,546,1-7834,16,22,1-7834,4,1,0,0,1.0,0.25
11,11,11,11,11,1-19755,1,7,1-19755,517,20,0,155,128.80893170833588,0.24914686984204232
202,202,202,202,202,1-1367,14,13,1-1367,66,8,0,12,16.423917293548584,0.2488472317204331
4,4,4,4,4,1-1530,14,13,1-1530,632,40,0,166,156.53085589408875,0.24767540489571005
447,447,447,447,447,1-9473,19,3,1-9473,20,0,0,7,4.913951754570007,0.24569758772850037
424,424,424,424,424,1-18869,18,4,1-18869,22,4,0,2,5.403986215591431,0.24563573707233777
306,306,306,306,306,1-8990,16,2,1-8990,40,7,0,4,9.807972431182861,0.24519931077957152
184,184,184,184,184,MLG18,3,15,MLG18,72,12,0,8,17.615944862365723,0.24466590086619058
47,47,47,47,47,1-1035,11,10,1-1035,249,34,0,37,59.97374498844147,0.24085841360819865
66,66,66,66,66,1-3496,14,13,1-3496,192,10,0,51,45.80164849758148,0.23855025259157023
187,187,187,187,187,MLG82,16,22,MLG82,71,7,0,14,16.827903509140015,0.2370127254808453
154,154,154,154,154,1-9157,17,5,1-9157,89,0,0,30,21.05979323387146,0.23662689026821865
39,39,39,39,39,1-7172,1,7,1-7172,284,13,0,77,67.05346930027008,0.23610376514179607
403,403,403,403,403,1-9436,8,19,1-9436,24,0,0,8,5.615944862365723,0.23399770259857178
269,269,269,269,269,1-1964,11,10,1-1964,48,0,0,16,11.231889724731445,0.23399770259857178
496,496,496,496,496,1-7712,1,7,1-7712,12,0,0,4,2.8079724311828613,0.23399770259857178
371,371,371,371,371,1-9253,1,7,1-9253,30,0,0,10,7.019931077957153,0.23399770259857178
170,170,170,170,170,1-9291,12,11,1-9291,78,7,0,16,18.231889724731445,0.23374217595809546
118,118,118,118,118,1-3051,12,11,1-3051,116,6,0,30,27.05979323387146,0.23327407960234017
0,0,0,0,0,1-3186,5,17,1-3186,796,66,0,170,185.3388283252716,0.23283772402672312
