Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
91,91,91,91,1-6684,4,13,1-6684,145,4,0,140,96.3852002620697,0.6647255190487565
575,575,575,575,1-4387,1,15,1-4387,1,0,0,1,0.6598942875862122,0.6598942875862122
474,474,474,474,1-19108,4,13,1-19108,16,0,0,15,9.898414313793182,0.6186508946120739
410,410,410,410,7W2-12806,23,24,7W2-12806,23,0,0,21,13.857780039310455,0.6025121756221937
81,81,81,81,1-7038,15,11,1-7038,163,7,0,137,97.40551739931107,0.5975798613454667
224,224,224,224,1-8087,16,22,1-8087,58,23,0,14,32.23852002620697,0.5558365521759823
13,13,13,13,MLG11,4,13,MLG11,493,25,0,376,273.12025213241577,0.5539964546296466
337,337,337,337,1-3079,4,13,1-3079,34,0,0,28,18.47704005241394,0.5434423544827629
508,508,508,508,1-7737,22,23,1-7737,11,5,0,1,5.659894287586212,0.5145358443260193
382,382,382,382,1-3472,22,23,1-3472,28,13,0,2,14.319788575172424,0.5114210205418723
162,162,162,162,1-10960,12,8,1-10960,82,17,0,34,39.43640577793121,0.48093177777964896
216,216,216,216,1-18620,21,17,1-18620,60,1,0,42,28.71556007862091,0.47859266797701516
83,83,83,83,1-7306,13,9,1-7306,159,56,0,27,73.81714576482773,0.46425877839514296
114,114,114,114,1-6166,12,8,1-6166,117,13,0,62,53.913445830345154,0.46079868231064236
300,300,300,300,1-3077,1,15,1-3077,41,0,0,28,18.47704005241394,0.45065951347351074
306,306,306,306,1-8990,16,22,1-8990,40,12,0,9,17.93904858827591,0.44847621470689775
166,166,166,166,1-5696,10,6,1-5696,80,6,0,45,35.69524294137955,0.44619053676724435
391,391,391,391,1-7301,19,19,1-7301,26,3,0,13,11.578625738620758,0.44533175917772144
155,155,155,155,1-2364,19,19,1-2364,88,6,0,49,38.334820091724396,0.43562295558777725
375,375,375,375,1-8187,16,22,1-8187,29,4,0,13,12.578625738620758,0.4337457151248537
12,12,12,12,1-3523,15,11,1-3523,497,10,0,305,211.2677577137947,0.4250860316172932
67,67,67,67,1-4394,21,17,1-4394,190,3,0,116,79.54773736000061,0.41867230189474003
471,471,471,471,1-9396,1,15,1-9396,16,2,0,7,6.619260013103485,0.4137037508189678
247,247,247,247,1-8177,16,22,1-8177,53,15,0,10,21.59894287586212,0.40752722407287023
230,230,230,230,1-11205,10,6,1-11205,56,1,0,33,22.776511490345,0.40672341947044643
70,70,70,70,1-5228,12,8,1-5228,180,12,0,92,72.71027445793152,0.40394596921073067
119,119,119,119,1-1136,12,8,1-1136,113,12,0,50,44.99471437931061,0.39818331309124433
516,516,516,516,1-17965,1,15,1-17965,10,2,0,3,3.9796828627586365,0.39796828627586367
223,223,223,223,1-5686,16,22,1-5686,59,5,0,28,23.47704005241394,0.3979159330917617
42,42,42,42,1-8681,19,19,1-8681,260,26,0,114,101.22794878482819,0.38933826455703147
24,24,24,24,MLG62,8,3,MLG62,370,39,0,159,143.92319172620773,0.3889815992600209
212,212,212,212,1-8916,7,4,1-8916,61,12,0,17,23.218202888965607,0.38062627686828865
39,39,39,39,1-7172,1,15,1-7172,284,13,0,143,107.36488312482834,0.3780453631155927
219,219,219,219,1-8702,4,13,1-8702,59,6,0,24,21.837462902069092,0.37012648986557783
120,120,120,120,1-1152,4,13,1-1152,112,10,0,47,41.01503151655197,0.3662056385406426
513,513,513,513,1-18770,19,19,1-18770,10,1,0,4,3.6395771503448486,0.3639577150344849
340,340,340,340,1-10981,15,11,1-10981,34,9,0,5,12.29947143793106,0.36174915993914886
106,106,106,106,1-7872,7,4,1-7872,124,29,0,24,44.83746290206909,0.36159244275862173
187,187,187,187,MLG82,16,22,MLG82,71,17,0,13,25.578625738620758,0.36026233434677124
105,105,105,105,1-0529,14,10,1-0529,124,13,0,47,44.01503151655197,0.35495993158509653
472,472,472,472,1-3733,15,11,1-3733,16,3,0,4,5.639577150344849,0.35247357189655304
364,364,364,364,1-5515,17,21,1-5515,30,7,0,5,10.29947143793106,0.34331571459770205
374,374,374,374,1-7486,8,3,1-7486,29,0,0,15,9.898414313793182,0.3413246315101097
