Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-1514,23,23,1-1514,64,9,2,5,2012.1362149119377,31.439628357999027
1-7488,1,1,1-7488,65,4,2,6,2007.7634578943253,30.88866858298962
1-18987,19,12,1-18987,34,4,1,3,1005.8817289471626,29.58475673374008
1-8126,1,1,1-8126,34,4,1,1,1004.6272429823875,29.547860087717282
1-0363,4,18,1-0363,34,1,1,5,1004.1362149119377,29.533418085645227
1-7425,1,1,1-7425,352,9,10,25,10024.681074559689,28.479207598180935
1-3257,9,10,1-3257,37,2,1,12,1009.5269157886505,27.284511237531095
1-8864,22,22,1-8864,39,5,1,5,1008.1362149119377,25.84964653620353
1-7579,19,12,1-7579,40,11,1,4,1013.5089719295502,25.337724298238754
1-8990,22,22,1-8990,40,9,1,4,1011.5089719295502,25.287724298238754
1-2006,20,21,1-2006,40,2,1,11,1008.899672806263,25.222491820156574
1-8368,1,1,1-8368,80,5,2,11,2011.899672806263,25.148745910078286
1-1633,1,1,1-1633,399,20,9,136,9105.305045604706,22.82031339750553
MLG24,6,16,MLG24,49,10,1,14,1018.7814017534256,20.791457178641338
MLG37,20,21,MLG37,50,6,1,6,1009.7634578943253,20.195269157886504
1-0984,23,23,1-0984,50,3,1,0,1003.0,20.06
1-8808,22,22,1-8808,52,8,1,11,1014.899672806263,19.51730140012044
MLG53,23,23,MLG53,216,37,4,18,4048.2903736829758,18.74208506334711
1-10808,1,1,1-10808,54,0,1,0,1000.0,18.51851851851852
1-8121,1,1,1-8121,110,3,2,17,2013.6631307005882,18.306028460914437
1-8087,16,8,1-8087,58,11,1,8,1016.0179438591003,17.517550756191387
1-3246,19,12,1-3246,116,15,2,13,2023.154158771038,17.440984127336534
1-3174,1,23,1-3174,117,21,2,15,2030.4086447358131,17.353920040477036
1-8371,13,5,1-8371,255,15,4,24,4030.053831577301,15.80413267285216
MLG27,6,16,MLG27,67,14,1,18,1025.2903736829758,15.302841398253369
1-4654,1,1,1-4654,138,4,2,15,2013.4086447358131,14.589917715476906
1-1070,13,5,1-1070,280,20,4,22,4033.799345612526,14.40642623433045
MLG42,20,21,MLG42,72,9,1,7,1013.3907008767128,14.0748708455099
1-9294,22,22,1-9294,74,15,1,11,1021.899672806263,13.809455037922472
1-7302,23,23,1-7302,240,30,3,21,3043.1721026301384,12.67988376095891
1-8681,8,14,1-8681,260,50,3,66,3091.398036837578,11.889992449375299
1-0918,1,10,1-0918,179,54,2,23,2068.4265885949135,11.55545580220622
1-0677,20,21,1-0677,187,17,2,58,2053.3800929784775,10.980642208441056
MLG29,20,21,MLG29,93,6,1,10,1012.2724298238754,10.884649783052424
1-3186,1,1,1-3186,796,59,8,81,8109.806681573391,10.18819934871029
1-6678,4,18,1-6678,213,6,2,16,2016.0358877182007,9.464957219334275
MLG66,13,5,MLG66,229,34,2,117,2107.3874289393425,9.202565191874857
MLG52,22,22,MLG52,112,6,1,3,1007.8817289471626,8.998944008456808
1-1887,5,17,1-1887,119,18,1,18,1029.2903736829758,8.649498938512401
1-1035,8,14,1-1035,249,21,2,62,2059.8890649080276,8.27264684702019
1-0917,11,9,1-0917,134,23,1,62,1061.8890649080276,7.924545260507669
MLG36,22,22,MLG36,136,9,1,22,1022.7993456125259,7.520583423621514
1-3693,19,12,1-3693,143,51,1,18,1062.2903736829758,7.428604011769061
1-1099,1,1,1-1099,149,0,1,1,1000.6272429823875,6.715619080418708
MLG26,20,21,MLG26,155,20,1,23,1034.4265885949135,6.673719926418797
MLG68,19,12,MLG68,152,12,1,1,1012.6272429823875,6.6620213354104445
1-7306,19,12,1-7306,159,40,1,28,1057.5628035068512,6.651338386835542
MLG33,20,21,MLG33,161,8,1,23,1022.4265885949135,6.350475705558469
1-19755,9,10,1-19755,517,110,3,100,3172.7242982387543,6.136797482086565
MLG09,17,3,MLG09,174,44,1,26,1060.308317542076,6.093725962885495
1-5531,21,14,1-5531,199,63,1,42,1089.3442052602768,5.474091483719984
