Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,1-3037,18,10,1-3037,467,69,3,60,3086.851782850921,6.609960991115463
353,353,1-8681,11,8,1-8681,260,54,1,74,1076.0171988494694,4.138527687882575
364,364,MLG02,18,10,MLG02,755,73,3,86,3098.5875554196537,4.104089477377025
158,158,MLG12,11,8,MLG12,569,34,1,71,1055.1246097069234,1.854349050451535
199,199,1-0529,13,13,1-0529,124,54,0,50,68.87648570910096,0.5554555299121046
467,467,MLG82,19,16,MLG82,71,34,0,13,37.86788628436625,0.5333505110474119
108,108,1-0917,3,12,1-0917,134,65,0,16,69.76047542691231,0.5206005628874053
372,372,1-6511,8,18,1-6511,144,44,0,82,68.39743656292558,0.47498219835364985
358,358,MLG18,20,4,MLG18,72,28,0,17,33.05800514109433,0.45913896029297674
150,150,P1-0004,3,10,P1-0004,60,24,0,3,24.892589142546058,0.41487648570910096
359,359,1-6166,4,1,1-6166,117,43,0,18,48.355534855276346,0.4132951697032166
128,128,MLG33,19,16,MLG33,161,54,0,36,64.71106971055269,0.4019321100034329
416,416,1-3246,10,14,1-3246,116,41,0,11,44.27282685600221,0.38166230048277766
28,28,1-7081,20,4,1-7081,99,30,0,23,36.84318342618644,0.3721533679412772
183,183,1-18927,17,19,1-18927,30,9,0,7,11.082707999274135,0.3694235999758045
389,389,1-0598,17,19,1-0598,122,42,0,8,44.380237713456154,0.3637724402742308
355,355,1-8666,14,5,1-8666,89,26,0,20,31.950594283640385,0.3589954413892178
394,394,1-8808,11,8,1-8808,52,11,0,25,18.43824285455048,0.35458159335674
345,345,1-2364,15,11,1-2364,88,20,0,37,31.00859942473471,0.352370448008349
245,245,1-10305,2,18,1-10305,28,8,0,6,9.785178285092115,0.3494706530390041
321,321,MLG30,3,4,MLG30,66,18,0,17,23.058005141094327,0.349363714259005
115,115,1-3254,2,7,1-3254,68,18,0,19,23.653064569458365,0.34783918484497595
174,174,1-6568,13,13,1-6568,394,81,0,188,136.93558626621962,0.34755224940664875
344,344,1-9294,14,5,1-9294,74,20,0,19,25.653064569458365,0.34666303472241033
317,317,1-3733,8,19,1-3733,16,4,0,5,5.487648570910096,0.342978035681881
484,484,MLG35,3,16,MLG35,44,13,0,7,15.082707999274135,0.34278881816532125
142,142,MLG17,14,5,MLG17,76,22,0,13,25.86788628436625,0.34036692479429276
316,316,1-4776,5,9,1-4776,33,10,0,4,11.190118856728077,0.33909451080994174
130,130,MLG32,3,12,MLG32,79,19,0,24,26.14071314036846,0.33089510304263875
332,332,1-6501,6,6,1-6501,107,31,0,12,34.57035657018423,0.323087444581161
453,453,MLG45,7,3,MLG45,179,37,0,70,57.827079992741346,0.32305631280861086
366,366,MLG63,3,12,MLG63,543,165,0,32,174.52095085382462,0.32140138278789065
437,437,1-19093,6,6,1-19093,36,9,0,8,11.380237713456154,0.31611771426267093
98,98,1-9543,14,5,1-9543,39,9,0,11,12.272826856002212,0.3146878681026208
61,61,1-7306,8,18,1-7306,159,42,0,27,50.03330228291452,0.31467485712524856
513,513,1-7453,12,2,1-7453,24,6,0,5,7.487648570910096,0.311985357121254
