Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-4618,1,1,1-4618,1,0,1,0,1000.0,1000.0
1-9133,12,20,1-9133,2,0,1,0,1000.0,500.0
1-19067,1,1,1-19067,8,0,3,0,3000.0,375.0
1-3734,4,4,1-3734,4,0,1,0,1000.0,250.0
1-8753,1,1,1-8753,258,18,58,52,58046.3173160553,224.98572603122207
1-10882,1,1,1-10882,14,0,3,1,3000.544563770294,214.32461169787817
1-3117,7,7,1-3117,7,0,1,1,1000.5445637702942,142.9349376814706
MLG05,4,4,MLG05,14,0,2,2,2001.0891275405884,142.9349376814706
1-4609,1,1,1-4609,7,0,1,0,1000.0,142.85714285714286
1-9316,10,9,1-9316,16,2,2,0,2002.0,125.125
1-10952,24,14,1-10952,9,0,1,1,1000.5445637702942,111.17161819669936
1-5140,24,14,1-5140,10,1,1,2,1002.0891275405884,100.20891275405884
1-6608,2,2,1-6608,11,1,1,0,1001.0,91.0
1-3174,1,1,1-3174,117,6,10,11,10011.990201473236,85.57256582455757
1-3309,24,14,1-3309,12,0,1,2,1001.0891275405884,83.4240939617157
1-6558,24,14,1-6558,24,2,2,0,2002.0,83.41666666666667
1-5271,1,1,1-5271,12,0,1,0,1000.0,83.33333333333333
1-3631,23,13,1-3631,13,0,1,3,1001.6336913108826,77.0487454854525
1-8090,16,12,1-8090,14,0,1,3,1001.6336913108826,71.54526366506305
1-2322,18,21,1-2322,14,0,1,2,1001.0891275405884,71.50636625289917
1-9412,8,8,1-9412,15,0,1,3,1001.6336913108826,66.7755794207255
1-3733,14,18,1-3733,16,2,1,5,1004.722818851471,62.795176178216934
1-3371,8,8,1-3371,16,2,1,3,1003.6336913108826,62.72710570693016
1-9095,6,6,1-9095,16,2,1,1,1002.5445637702942,62.65903523564339
1-7430,24,14,1-7430,17,1,1,7,1004.8119463920593,59.10658508188584
1-17979,15,17,1-17979,17,1,1,1,1001.5445637702942,58.914386104134955
1-0918,1,1,1-0918,179,3,10,17,10012.257584095001,55.934399911145256
1-7146,14,18,1-7146,18,2,1,1,1002.5445637702942,55.696920209460785
1-6721,1,1,1-6721,36,0,2,2,2001.0891275405884,55.58580909834968
1-20046,1,1,1-20046,18,0,1,0,1000.0,55.55555555555556
