Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
497,497,1-8039,19,19,1-8039,12,0,0,22,18.412329263985157,1.534360771998763
410,410,7W2-12806,23,21,7W2-12806,23,0,0,40,33.47696229815483,1.4555200999197753
574,574,1-4618,23,21,1-4618,1,0,0,1,0.8369240574538708,0.8369240574538708
474,474,1-19108,4,2,1-19108,16,0,0,15,12.553860861808062,0.7846163038630038
444,444,1-7467,15,15,1-7467,20,1,0,17,15.227708976715803,0.7613854488357902
32,32,1-3152,17,16,1-3152,323,19,0,248,226.55716624855995,0.7014153753825385
129,129,MLG56,2,5,MLG56,109,4,0,86,75.97546894103289,0.6970226508351641
337,337,1-3079,4,2,1-3079,34,0,0,28,23.43387360870838,0.6892315767267171
213,213,1-10043,17,16,1-10043,61,8,0,40,41.47696229815483,0.6799502016090956
105,105,1-0529,14,14,1-0529,124,13,0,82,81.6277727112174,0.6582884896065919
550,550,1-3142,17,16,1-3142,4,0,0,3,2.5107721723616123,0.6276930430904031
382,382,1-3472,22,22,1-3472,28,13,0,4,16.347696229815483,0.5838462939219815
445,445,1-2028,15,15,1-2028,20,10,0,2,11.673848114907742,0.583692405745387
351,351,1-4776,20,18,1-4776,33,5,0,17,19.227708976715803,0.5826578477792668
300,300,1-3077,1,4,1-3077,41,0,0,28,23.43387360870838,0.5715578928953264
247,247,1-8177,16,23,1-8177,53,24,0,7,29.858468402177095,0.5633673283429641
114,114,1-6166,12,12,1-6166,117,13,0,62,64.88929156213999,0.5546093295909401
162,162,1-10960,12,12,1-10960,82,17,0,34,45.455417953431606,0.5543343652857513
532,532,1-18369,16,23,1-18369,7,3,0,1,3.8369240574538708,0.5481320082076958
240,240,1-10808,2,5,1-10808,54,1,0,34,29.455417953431606,0.545470702841326
232,232,1-18412,9,6,1-18412,56,4,0,31,29.944645781069994,0.5347258175191071
319,319,1-8765,19,19,1-8765,38,0,0,24,20.0861773788929,0.5285836152340236
353,353,1-7456,10,10,1-7456,32,1,0,19,16.901557091623545,0.5281736591132358
525,525,1-19067,9,6,1-19067,8,0,0,5,4.184620287269354,0.5230775359086692
92,92,1-6511,23,21,1-6511,144,8,0,78,73.28007648140192,0.5088894200097356
189,189,1-0582,11,11,1-0582,70,7,0,34,35.455417953431606,0.5065059707633086
55,55,MLG13,8,9,MLG13,225,30,0,100,113.69240574538708,0.5052995810906092
70,70,1-5228,12,12,1-5228,180,12,0,92,88.99701328575611,0.49442785158753394
83,83,1-7306,13,13,1-7306,159,56,0,27,78.59694955125451,0.4943204374292737
409,409,1-9245,9,6,1-9245,23,8,0,4,11.347696229815483,0.49337809694849927
343,343,1-11132,16,23,1-11132,34,15,0,2,16.67384811490774,0.4904072974972865
100,100,1-0541,17,16,1-0541,132,15,0,59,64.37851938977838,0.4877160559831695
236,236,1-8053,2,5,1-8053,55,2,0,29,26.270797666162252,0.4776508666574955
119,119,1-1136,12,12,1-1136,113,12,0,50,53.84620287269354,0.47651506966985435
364,364,1-5515,17,16,1-5515,30,5,0,11,14.206164631992579,0.47353882106641926
539,539,P1-17272,15,15,P1-17272,6,2,0,1,2.8369240574538708,0.4728206762423118
219,219,1-8702,4,2,1-8702,59,10,0,21,27.575405206531286,0.46737974926324216
376,376,1-3356,2,5,1-3356,28,8,0,6,13.021544344723225,0.4650551551686866
141,141,1-7081,9,6,1-7081,99,5,0,49,46.00927881523967,0.46474019005292594
552,552,1-5303,9,6,1-5303,4,1,0,1,1.8369240574538708,0.4592310143634677
23,23,1-8567,17,16,1-8567,388,61,0,140,178.1693680435419,0.45919940217407706
306,306,1-8990,16,23,1-8990,40,14,0,5,18.184620287269354,0.4546155071817338
508,508,1-7737,22,22,1-7737,11,5,0,0,5.0,0.45454545454545453
77,77,MLG50,7,7,MLG50,168,3,0,87,75.81239299848676,0.45126424403861165
