Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-8753,1,15,1-8753,258,46,32,2,32047.212672948837,124.21400260832883
1-7425,1,15,1-7425,352,34,10,75,10079.475235581398,28.634872828356244
1-3174,1,18,1-3174,117,30,3,11,3036.669701218605,25.95444189075731
1-8368,1,15,1-8368,80,9,2,20,2021.1267294883728,25.26408411860466
MLG24,6,11,MLG24,49,6,1,10,1012.0633647441864,20.654354382534418
1-1633,1,15,1-1633,399,27,8,69,8068.837216734886,20.22264966600222
1-9040,11,19,1-9040,55,9,1,7,1013.2443553209305,18.422624642198738
1-8121,1,15,1-8121,110,8,2,19,2019.5203930139542,18.359276300126854
1-8087,16,11,1-8087,58,10,1,13,1017.8823741674423,17.54969610633521
1-8371,13,21,1-8371,255,11,4,37,4033.4344495534897,15.817389998248979
1-1514,23,20,1-1514,64,8,1,7,1012.2443553209305,15.816318051889539
1-7488,1,19,1-7488,65,6,1,10,1012.0633647441864,15.57020561144902
1-4654,1,15,1-4654,138,10,2,28,2026.977421283722,14.688242183215376
1-1070,13,21,1-1070,280,26,4,37,4048.4344495534897,14.458694462691035
MLG53,23,20,MLG53,216,38,3,34,3058.6154401302338,14.1602566672696
MLG42,20,23,MLG42,72,8,1,5,1011.0316823720932,14.042106699612406
1-7306,19,14,1-7306,159,31,2,18,2041.9140565395355,12.842226770688903
1-8681,8,17,1-8681,260,50,3,107,3114.8780027627945,11.980300010626133
MLG29,20,23,MLG29,93,6,1,8,1010.8506917953491,10.869362277369346
1-0677,20,23,1-0677,187,14,2,24,2028.5520753860474,10.847872060887953
1-3186,1,15,1-3186,796,101,8,133,8181.642751097679,10.278445667208139
MLG66,13,21,MLG66,229,21,2,63,2059.1991978883743,8.992136235320412
1-3246,19,14,1-3246,116,26,1,22,1039.33940243721,8.959822434803534
1-1887,5,4,1-1887,119,16,1,16,1025.7013835906982,8.619339357905027
1-7302,23,20,1-7302,240,21,2,17,2031.3077200651169,8.463782166937987
1-1035,8,17,1-1035,249,33,2,101,2094.2399839162827,8.410602345045312
1-8753,10,1,1-8753,258,52,2,2,2053.2126729488373,7.958188654840455
1-0917,11,19,1-0917,134,16,1,39,1039.647122502327,7.7585606156890075
1-3693,19,14,1-3693,143,64,1,20,1076.1267294883728,7.525361744673936
MLG26,20,23,MLG26,155,18,1,13,1025.8823741674423,6.618595962370596
MLG33,20,23,MLG33,161,8,1,12,1015.2760376930237,6.306062345919401
MLG09,17,8,MLG09,174,13,1,40,1037.2534589767456,5.961226775728423
1-19755,9,18,1-19755,517,56,3,38,3079.0407860279083,5.95559146233638
1-0918,1,14,1-0918,179,39,1,12,1046.2760376930237,5.845117529011305
1-3496,23,11,1-3496,192,34,1,55,1067.3485060930252,5.55910680256784
1-5531,21,17,1-5531,199,34,1,47,1062.497814297676,5.339184996470734
1-6678,4,3,1-6678,213,10,1,36,1031.828113079071,4.844263441685779
1-0691,17,8,1-0691,450,53,2,142,2139.099779367447,4.7535550652609935
MLG61,19,14,MLG61,218,21,1,13,1028.8823741674423,4.719643918199277
MLG13,7,7,MLG13,225,31,1,23,1044.9457389116287,4.644203284051684
1-9365,14,10,1-9365,243,31,1,64,1069.805534362793,4.402491910957996
MLG70,5,4,MLG70,269,45,1,33,1065.0091036558151,3.959141649278123
MLG15,7,7,MLG15,559,69,2,210,2196.3306596279144,3.9290351692807057
1-7172,11,19,1-7172,284,40,1,45,1067.2851413488388,3.7580462723550663
1-7946,16,11,1-7946,289,30,1,81,1079.1132544279099,3.7339558976744285
MLG12,9,18,MLG12,569,23,2,74,2067.8688991069794,3.6342159914006666
1-0708,4,3,1-0708,408,27,1,97,1085.814638018608,2.66131038730051
1-7326,7,7,1-7326,42,100,0,10,106.0633647441864,2.525318208194914
MLG14,17,8,MLG14,462,53,1,37,1075.4344495534897,2.327780193838722
MLG08,7,7,MLG08,532,54,1,72,1097.656226158142,2.0632635830040265
MLG02,14,10,MLG02,755,26,1,43,1052.0724684000015,1.3934734680794723
1-6764,6,6,1-6764,38,36,0,3,37.81900942325592,0.9952370900856821
1-8162,19,14,1-8162,22,11,0,10,17.0633647441864,0.7756074883721091
1-18369,13,21,1-18369,7,5,0,0,5.0,0.7142857142857143
1-7936,2,16,1-7936,59,20,0,32,39.402767181396484,0.6678435115490929
1-18927,7,7,1-18927,30,10,0,16,19.701383590698242,0.6567127863566081
1-8055,24,5,1-8055,57,36,0,1,36.60633647441864,0.6422164293757656
1-8729,24,5,1-8729,53,0,0,53,32.13583314418793,0.6063364744186401
1-19108,4,3,1-19108,16,0,0,16,9.701383590698242,0.6063364744186401
1-19109,4,3,1-19109,30,0,0,30,18.190094232559204,0.6063364744186401
1-4776,18,13,1-4776,33,10,0,16,19.701383590698242,0.5970116239605527
1-7770,17,8,1-7770,23,4,0,16,13.701383590698242,0.5957123300303584
1-3081,24,5,1-3081,42,0,0,41,24.859795451164246,0.5918998916943868
1-8061,24,5,1-8061,55,32,0,0,32.0,0.5818181818181818
1-7733,4,3,1-7733,76,4,0,66,44.01820731163025,0.5791869383109244
1-8808,22,4,1-8808,52,13,0,28,29.977421283721924,0.5764888708408062
1-6559,24,5,1-6559,24,8,0,9,13.457028269767761,0.5607095112403234
1-6501,24,5,1-6501,107,40,0,32,59.402767181396484,0.5551660484242662
1-3075,4,3,1-3075,45,0,0,41,24.859795451164246,0.552439898914761
1-7297,24,5,1-7297,13,2,0,8,6.850691795349121,0.5269762919499323
1-0305,17,8,1-0305,12,3,0,5,6.031682372093201,0.5026401976744334
1-5303,12,12,1-5303,4,2,0,0,2.0,0.5
1-11189,14,10,1-11189,53,2,0,40,26.253458976745605,0.49534828258010577
1-9600,24,5,1-9600,7,1,0,4,3.4253458976745605,0.4893351282392229
