Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
83,83,83,83,83,1-7306,13,13,1-7306,159,56,0,27,67.23733192682266,0.42287630142655763
162,162,162,162,162,1-10960,12,12,1-10960,82,17,0,34,31.15071427822113,0.3798867594905016
180,180,180,180,180,1-9294,15,15,1-9294,74,23,0,11,27.578172266483307,0.3726780036011258
105,105,105,105,105,1-0529,14,14,1-0529,124,12,0,82,46.1281932592392,0.3720015585422516
364,364,364,364,364,1-5515,17,16,1-5515,30,5,0,13,10.410567224025726,0.34701890746752423
184,184,184,184,184,MLG18,3,7,MLG18,72,19,0,14,24.826764702796936,0.3448161764277352
114,114,114,114,114,1-6166,12,12,1-6166,117,13,0,62,38.804243683815,0.33166020242576927
55,55,55,55,55,MLG13,8,9,MLG13,225,19,0,130,73.10567224025726,0.32491409884558786
391,391,391,391,391,1-7301,19,18,1-7301,26,3,0,13,8.410567224025726,0.3234833547702202
324,324,324,324,324,1-19093,17,16,1-19093,36,7,0,10,11.161974787712097,0.31005485521422493
8,8,8,8,8,MLG15,7,3,MLG15,559,29,0,346,173.00432765483856,0.30948895823763606
340,340,340,340,340,1-10981,15,15,1-10981,34,8,0,6,10.497184872627258,0.3087407315478605
100,100,100,100,100,1-0541,17,16,1-0541,132,14,0,64,40.63663864135742,0.30785332304058655
243,243,243,243,243,1-9542,9,4,1-9542,54,12,0,11,16.578172266483307,0.3070031901200612
539,539,539,539,539,P1-17272,15,24,P1-17272,6,1,0,2,1.8323949575424194,0.30539915959040326
10,10,10,10,10,MLG08,8,9,MLG08,532,51,0,267,162.124726831913,0.304745727127656
155,155,155,155,155,1-2364,19,18,1-2364,88,6,0,50,26.809873938560486,0.3046576583927328
23,23,23,23,23,1-8567,17,16,1-8567,388,59,0,142,118.10004198551178,0.304381551509051
189,189,189,189,189,1-0582,11,11,1-0582,70,7,0,34,21.15071427822113,0.3021530611174447
271,271,271,271,271,1-5568,17,16,1-5568,47,7,0,17,14.075357139110565,0.2994756838108631
119,119,119,119,119,1-1136,12,12,1-1136,113,12,0,50,32.809873938560486,0.29035286671292465
212,212,212,212,212,1-8916,7,3,1-8916,61,11,0,16,17.659159660339355,0.28949442066130093
70,70,70,70,70,1-5228,12,12,1-5228,180,12,0,95,51.53876048326492,0.2863264471292496
42,42,42,42,42,1-8681,19,18,1-8681,260,26,0,114,73.44651257991791,0.2824865868458381
219,219,219,219,219,1-8702,4,8,1-8702,59,5,0,28,16.653529405593872,0.2822632102643029
76,76,76,76,76,1-7518,12,12,1-7518,169,32,0,36,46.98310923576355,0.2780065635252281
109,109,109,109,109,1-3364,17,16,1-3364,121,17,0,37,32.39930671453476,0.26776286540937816
53,53,53,53,53,1-6727,17,16,1-6727,235,26,0,88,62.625378131866455,0.2664909707738998
14,14,14,14,14,1-3037,3,7,1-3037,467,68,0,135,124.18665963411331,0.26592432469831545
30,30,30,30,30,1-8718,4,8,1-8718,333,48,0,97,88.37115544080734,0.26537884516758964
400,400,400,400,400,1-11523,8,9,1-11523,24,5,0,3,6.248592436313629,0.26035801817973453
104,104,104,104,104,MLG64,2,5,MLG64,129,14,0,47,33.56128150224686,0.26016497288563456
166,166,166,166,166,1-5696,10,10,1-5696,80,2,0,45,20.728886544704437,0.2591110818088055
120,120,120,120,120,1-1152,4,8,1-1152,112,19,0,24,28.988739490509033,0.2588280311652592
202,202,202,202,202,1-1367,14,14,1-1367,66,7,0,24,16.988739490509033,0.25740514379559143
130,130,130,130,130,1-8754,12,12,1-8754,108,11,0,40,27.64789915084839,0.25599906621155916
455,455,455,455,455,1-9225,4,8,1-9225,18,0,0,11,4.578172266483307,0.25434290369351703
338,338,338,338,338,1-8497,17,16,1-8497,34,4,0,11,8.578172266483307,0.25229918430833254
322,322,322,322,322,1-18435,4,8,1-18435,37,6,0,8,9.329579830169678,0.2521508062208021
3,3,3,3,3,MLG06,18,17,MLG06,634,83,0,182,158.74794113636017,0.25039107434757124
325,325,325,325,325,1-6543,22,23,1-6543,36,9,0,0,9.0,0.25
555,555,555,555,555,1-3734,3,7,1-3734,4,1,0,0,1.0,0.25
94,94,94,94,94,1-3693,11,11,1-3693,143,23,0,30,35.48592436313629,0.2481533172247293
235,235,235,235,235,1-9040,19,18,1-9040,55,6,0,18,13.491554617881775,0.24530099305239592
382,382,382,382,382,1-3472,22,19,1-3472,28,6,0,2,6.832394957542419,0.244014105626515
172,172,172,172,172,1-19068,13,13,1-19068,77,15,0,9,18.745777308940887,0.24345165336286867
358,358,358,358,358,1-5655,15,15,1-5655,31,5,0,6,7.497184872627258,0.24184467331055673
138,138,138,138,138,1-7993,17,16,1-7993,100,12,0,29,24.069726884365082,0.2406972688436508
112,112,112,112,112,1-1166,1,6,1-1166,118,18,0,24,27.988739490509033,0.23719270754668673
315,315,315,315,315,1-6764,22,23,1-6764,38,9,0,0,9.0,0.23684210526315788
288,288,288,288,288,MLG01,10,10,MLG01,43,6,0,10,10.161974787712097,0.23632499506307203
69,69,69,69,69,1-8564,17,16,1-8564,185,16,0,66,43.46903359889984,0.2349677491832424
316,316,316,316,316,1-3216,1,6,1-3216,38,6,0,7,8.913382351398468,0.2345626934578544
191,191,191,191,191,1-0429,14,14,1-0429,69,3,0,31,15.902121841907501,0.23046553394068842
168,168,168,168,168,1-7523,14,14,1-7523,79,4,0,34,18.15071427822113,0.22975587693950797
301,301,301,301,301,1-3469,3,7,1-3469,40,5,0,10,9.161974787712097,0.22904936969280243
471,471,471,471,471,1-9396,1,6,1-9396,16,2,0,4,3.664789915084839,0.22904936969280243
342,342,342,342,342,1-18987,19,18,1-18987,34,4,0,9,7.7457773089408875,0.227816979674732
164,164,164,164,164,1-9454,13,13,1-9454,80,14,0,10,18.161974787712097,0.2270246848464012
304,304,304,304,304,1-2006,11,11,1-2006,40,7,0,5,9.080987393856049,0.2270246848464012
47,47,47,47,47,1-1035,11,11,1-1035,249,34,0,54,56.474663853645325,0.22680587893030252
64,64,64,64,64,1-0983,14,14,1-0983,195,8,0,87,44.209180653095245,0.22671374693894997
111,111,111,111,111,1-1887,19,18,1-1887,119,11,0,38,26.81550419330597,0.22534037137231908
341,341,341,341,341,1-0363,1,6,1-0363,34,1,0,16,7.6591596603393555,0.22526940177468693
514,514,514,514,514,1-10823,15,3,1-10823,10,1,0,3,2.248592436313629,0.22485924363136292
95,95,95,95,95,1-9100,10,10,1-9100,142,14,0,43,31.896491587162018,0.22462318019128183
46,46,46,46,46,1-3056,4,8,1-3056,250,22,0,82,56.1281932592392,0.2245127730369568
279,279,279,279,279,1-20068,14,14,1-20068,45,3,0,17,10.075357139110565,0.2238968253135681
178,178,178,178,178,1-9071,17,16,1-9071,75,3,0,33,16.73451679944992,0.22312689065933228
9,9,9,9,9,MLG63,2,5,MLG63,543,29,0,220,120.56344532966614,0.22203212767894318
153,153,153,153,153,1-8666,14,14,1-8666,89,3,0,40,19.64789915084839,0.22076291180728527
159,159,159,159,159,1-5687,6,2,1-5687,83,2,0,39,18.23170167207718,0.2196590562900865
84,84,84,84,84,1-1712,17,16,1-1712,157,16,0,44,34.31268906593323,0.21855215965562566
381,381,381,381,381,1-6554,3,7,1-6554,28,4,0,5,6.080987393856049,0.2171781212091446
86,86,86,86,86,MLG65,3,7,MLG65,155,22,0,28,33.65352940559387,0.21711954455221852
61,61,61,61,61,1-8484,21,20,1-8484,202,17,0,64,43.63663864135742,0.21602296357107634
233,233,233,233,233,1-8135,9,4,1-8135,56,0,0,29,12.069726884365082,0.21553083722080504
377,377,377,377,377,1-10305,19,18,1-10305,28,1,0,12,5.994369745254517,0.21408463375908987
205,205,205,205,205,1-0447,11,11,1-0447,65,1,0,31,13.902121841907501,0.2138787975678077
475,475,475,475,475,1-9548,8,2,1-9548,16,3,0,1,3.4161974787712097,0.2135123424232006
418,418,418,418,418,1-9121,4,8,1-9121,22,3,0,4,4.664789915084839,0.21203590523112903
310,310,310,310,310,MLG43,23,22,MLG43,39,2,0,15,8.242962181568146,0.21135800465559348
222,222,222,222,222,1-5159,4,8,1-5159,59,7,0,13,12.410567224025726,0.2103485970173852
174,174,174,174,174,MLG17,8,9,MLG17,76,8,0,19,15.907752096652985,0.20931252758753927
407,407,407,407,407,1-0295,1,6,1-0295,24,5,0,0,5.0,0.20833333333333334
306,306,306,306,306,1-8990,16,16,1-8990,40,5,0,8,8.329579830169678,0.20823949575424194
547,547,547,547,547,1-3100,4,8,1-3100,4,0,0,2,0.8323949575424194,0.20809873938560486
550,550,550,550,550,1-3142,17,16,1-3142,4,0,0,2,0.8323949575424194,0.20809873938560486
118,118,118,118,118,1-3051,12,12,1-3051,116,6,0,43,23.896491587162018,0.20600423782036223
66,66,66,66,66,1-3496,14,14,1-3496,192,10,0,71,39.55002099275589,0.2059896926706036
