Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
445,445,445,1-2028,15,6,1-2028,20,10,0,2,10.922428846359253,0.5461214423179627
426,426,426,1-20040,10,11,1-20040,22,8,0,6,10.767286539077759,0.4894221154126254
314,314,314,1-18973,10,11,1-18973,39,3,0,32,17.758861541748047,0.45535542414738583
508,508,508,1-7737,22,22,1-7737,11,5,0,0,5.0,0.45454545454545453
444,444,444,1-7467,15,6,1-7467,20,1,0,17,8.84064519405365,0.4420322597026825
474,474,474,1-19108,4,15,1-19108,16,0,0,15,6.918216347694397,0.4323885217308998
83,83,83,1-7306,13,8,1-7306,159,56,0,27,68.45278942584991,0.4305206882128925
382,382,382,1-3472,22,22,1-3472,28,9,0,6,11.767286539077759,0.4202602335384914
247,247,247,1-8177,16,21,1-8177,53,19,0,7,22.228500962257385,0.4194056785331582
539,539,539,P1-17272,15,6,P1-17272,6,2,0,1,2.4612144231796265,0.41020240386327106
105,105,105,1-0529,14,7,1-0529,124,13,0,82,50.81958270072937,0.4098353443607207
306,306,306,1-8990,16,21,1-8990,40,15,0,3,16.38364326953888,0.409591081738472
162,162,162,1-10960,12,9,1-10960,82,17,0,34,32.6812903881073,0.3985523218061866
337,337,337,1-3079,4,15,1-3079,34,0,0,28,12.914003849029541,0.3798236426185159
180,180,180,1-9294,15,6,1-9294,74,23,0,10,27.612144231796265,0.37313708421346303
364,364,364,1-5515,17,5,1-5515,30,5,0,13,10.995787501335144,0.3665262500445048
166,166,166,1-5696,10,11,1-5696,80,1,0,61,29.134079813957214,0.3641759976744652
114,114,114,1-6166,12,9,1-6166,117,13,0,62,41.59529423713684,0.35551533536014396
30,30,30,1-8718,4,15,1-8718,333,83,0,74,117.12986731529236,0.35174134328916623
391,391,391,1-7301,19,3,1-7301,26,3,0,13,8.995787501335144,0.3459918269744286
213,213,213,1-10043,17,5,1-10043,61,8,0,28,20.91400384902954,0.34285252211523837
205,205,205,1-0447,11,10,1-0447,65,1,0,46,22.215863466262817,0.3417825148655818
219,219,219,1-8702,4,15,1-8702,59,10,0,22,20.146717309951782,0.34146978491443697
100,100,100,1-0541,17,5,1-0541,132,15,0,65,44.97893750667572,0.34074952656572516
516,516,516,1-17965,1,13,1-17965,10,2,0,3,3.3836432695388794,0.33836432695388796
189,189,189,1-0582,11,10,1-0582,70,7,0,36,23.603719234466553,0.3371959890638079
472,472,472,1-3733,15,6,1-3733,16,4,0,3,5.383643269538879,0.33647770434617996
184,184,184,MLG18,3,14,MLG18,72,20,0,9,24.150929808616638,0.3354295806752311
23,23,23,1-8567,17,5,1-8567,388,61,0,143,126.95366251468658,0.32720016112032624
155,155,155,1-2364,19,3,1-2364,88,6,0,49,28.599506735801697,0.3249943947250193
324,324,324,1-19093,17,5,1-19093,36,7,0,10,11.612144231796265,0.32255956199434066
368,368,368,1-18927,1,13,1-18927,30,4,0,12,9.534573078155518,0.3178191026051839
340,340,340,1-10981,15,6,1-10981,34,8,0,6,10.767286539077759,0.31668489820816936
271,271,271,1-5568,17,5,1-5568,47,7,0,17,14.84064519405365,0.3157584083841202
300,300,300,1-3077,1,13,1-3077,41,0,0,28,12.914003849029541,0.3149757036348669
348,348,348,1-0997,7,19,1-0997,33,8,0,5,10.306072115898132,0.31230521563327673
119,119,119,1-1136,12,9,1-1136,113,12,0,50,35.06072115898132,0.31027186866355155
86,86,86,MLG65,3,14,MLG65,155,22,0,56,47.82800769805908,0.30856779160038117
525,525,525,1-19067,9,20,1-19067,8,2,0,1,2.4612144231796265,0.3076518028974533
24,24,24,MLG62,8,18,MLG62,370,39,0,159,112.33309328556061,0.3036029548258395
212,212,212,1-8916,7,19,1-8916,61,12,0,14,18.45700192451477,0.30257380204122575
70,70,70,1-5228,12,9,1-5228,180,12,0,92,54.431726932525635,0.30239848295847577
42,42,42,1-8681,19,3,1-8681,260,26,0,114,78.57844424247742,0.30222478554799004
238,238,238,MLG20,7,19,MLG20,55,12,0,10,16.612144231796265,0.3020389860326594
353,353,353,1-7456,10,11,1-7456,32,5,0,10,9.612144231796265,0.30037950724363327
46,46,46,1-3056,4,15,1-3056,250,40,0,75,74.59108173847198,0.2983643269538879
528,528,528,1-3369,10,11,1-3369,8,1,0,3,2.3836432695388794,0.2979554086923599
202,202,202,1-1367,14,7,1-1367,66,8,0,25,19.53036057949066,0.295914554234707
136,136,136,1-7720,10,11,1-7720,102,14,0,34,29.6812903881073,0.2909930430206598
455,455,455,1-9225,4,15,1-9225,18,2,0,7,5.228500962257385,0.29047227568096584
281,281,281,1-7622,10,11,1-7622,45,7,0,13,12.995787501335144,0.2887952778074476
76,76,76,1-7518,12,9,1-7518,169,32,0,36,48.60371923446655,0.28759597180157725
514,514,514,1-10823,15,6,1-10823,10,1,0,4,2.844857692718506,0.2844857692718506
513,513,513,1-18770,19,3,1-18770,10,1,0,4,2.844857692718506,0.2844857692718506
53,53,53,1-6727,17,5,1-6727,235,26,0,88,66.58686923980713,0.2833483797438601
109,109,109,1-3364,17,5,1-3364,121,17,0,37,34.06493365764618,0.28152837733591884
52,52,52,1-7302,1,13,1-7302,240,21,0,98,66.1990134716034,0.2758292227983475
27,27,27,1-7425,5,16,1-7425,352,30,0,144,96.41487693786621,0.27390590039166535
117,117,117,1-3246,2,12,1-3246,116,21,0,23,31.60793173313141,0.2724821701132018
151,151,151,1-7725,5,16,1-7725,90,3,0,46,24.215863466262817,0.26906514962514244
411,411,411,1-8186,2,12,1-8186,23,2,0,9,6.150929808616638,0.26743173080941907
338,338,338,1-8497,17,5,1-8497,34,4,0,11,9.073358654975891,0.26686348985223207
207,207,207,1-7488,5,16,1-7488,65,8,0,20,17.22428846359253,0.2649890532860389
130,130,130,1-8754,12,9,1-8754,108,11,0,38,28.526148080825806,0.2641310007483871
138,138,138,1-7993,17,5,1-7993,100,13,0,29,26.375218272209167,0.26375218272209167
3,3,3,MLG06,18,4,MLG06,634,81,0,182,164.94102501869202,0.2601593454553502
235,235,235,1-9040,19,3,1-9040,55,6,0,18,14.301859617233276,0.2600338112224232
106,106,106,1-7872,7,19,1-7872,124,29,0,7,32.228500962257385,0.25990726582465634
120,120,120,1-1152,4,15,1-1152,112,18,0,24,29.069146156311035,0.25954594782420565
509,509,509,1-0337,4,15,1-0337,11,1,0,4,2.844857692718506,0.25862342661077325
64,64,64,1-0983,14,7,1-0983,195,9,0,89,50.048083662986755,0.256656839297368
178,178,178,1-9071,17,5,1-9071,75,4,0,33,19.220075964927673,0.25626767953236895
172,172,172,1-19068,13,8,1-19068,77,15,0,10,19.612144231796265,0.2547031718415099
153,153,153,1-8666,14,7,1-8666,89,3,0,42,22.37100577354431,0.25135961543308216
69,69,69,1-8564,17,5,1-8564,185,16,0,66,46.44015192985535,0.2510278482694884
358,358,358,1-5655,15,6,1-5655,31,5,0,6,7.767286539077759,0.2505576302928309
555,555,555,1-3734,3,14,1-3734,4,1,0,0,1.0,0.25
546,546,546,1-7834,16,21,1-7834,4,1,0,0,1.0,0.25
168,168,168,1-7523,14,7,1-7523,79,4,0,34,19.6812903881073,0.2491302580773076
316,316,316,1-3216,1,13,1-3216,38,7,0,5,9.306072115898132,0.2448966346288982
94,94,94,1-3693,11,10,1-3693,143,23,0,26,34.99157500267029,0.24469632869000202
16,16,16,1-0691,10,11,1-0691,450,14,0,208,109.9326000213623,0.24429466671413846
191,191,191,1-0429,14,7,1-0429,69,3,0,30,16.836432695388794,0.24400627094766367
255,255,255,1-3302,2,12,1-3302,52,8,0,10,12.612144231796265,0.24254123522685125
112,112,112,1-1166,1,13,1-1166,118,18,0,23,28.60793173313141,0.242440099433317
165,165,165,1-8368,5,16,1-8368,80,12,0,16,19.379430770874023,0.2422428846359253
381,381,381,1-6554,3,14,1-6554,28,4,0,6,6.767286539077759,0.24168880496706283
279,279,279,1-20068,14,7,1-20068,45,3,0,17,10.84064519405365,0.24090322653452556
471,471,471,1-9396,1,13,1-9396,16,2,0,4,3.844857692718506,0.24030360579490662
466,466,466,MLG04,1,13,MLG04,16,2,0,4,3.844857692718506,0.24030360579490662
342,342,342,1-18987,19,3,1-18987,34,4,0,9,8.150929808616638,0.23973322966519525
111,111,111,1-1887,19,3,1-1887,119,11,0,38,28.526148080825806,0.23971553009097316
108,108,108,1-1005,14,7,1-1005,122,7,0,48,29.13829231262207,0.23883846157886943
374,374,374,1-7486,8,18,1-7486,29,0,0,15,6.918216347694397,0.23855918440325508
423,423,423,1-1636,15,6,1-1636,22,2,0,7,5.228500962257385,0.23765913464806296
84,84,84,1-1712,17,5,1-1712,157,17,0,44,37.293434619903564,0.2375378001267743
223,223,223,1-5686,16,21,1-5686,59,14,0,0,14.0,0.23728813559322035
104,104,104,MLG64,2,12,MLG64,129,20,0,23,30.60793173313141,0.23727078862892564
451,451,451,1-7146,9,20,1-7146,18,1,0,7,4.228500962257385,0.2349167201254103
14,14,14,1-3037,3,14,1-3037,467,68,0,89,109.04808366298676,0.23350767379654552
240,240,240,1-10808,2,12,1-10808,54,2,0,23,12.607931733131409,0.23348021728021126
164,164,164,1-9454,13,8,1-9454,80,14,0,10,18.612144231796265,0.2326518028974533
315,315,315,1-6764,22,22,1-6764,38,6,0,6,8.767286539077759,0.23071806681783577
428,428,428,1-5221,9,20,1-5221,21,3,0,4,4.844857692718506,0.2307075091770717
550,550,550,1-3142,17,5,1-3142,4,0,0,2,0.9224288463592529,0.23060721158981323
566,566,566,1-3380,1,13,1-3380,2,0,0,1,0.46121442317962646,0.23060721158981323
95,95,95,1-9100,10,11,1-9100,142,14,0,40,32.44857692718506,0.22851110512102155
407,407,407,1-0295,1,13,1-0295,24,5,0,1,5.4612144231796265,0.22755060096581778
39,39,39,1-7172,1,13,1-7172,284,28,0,79,64.43593943119049,0.22688711067320597
115,115,115,1-3174,5,16,1-3174,117,19,0,16,26.379430770874023,0.22546522026388055
66,66,66,1-3496,14,7,1-3496,192,10,0,72,43.207438468933105,0.22503874202569327
131,131,131,1-6501,18,4,1-6501,107,6,0,39,23.987362504005432,0.22418095798135917
