,block,slot
0,1,2
1,2,7
2,3,6
3,4,14
4,5,10
5,6,12
6,7,3
7,8,19
8,9,13
9,10,21
10,11,4
11,12,16
12,13,17
13,14,9
14,15,11
15,16,5
16,17,15
17,18,1
18,19,23
19,20,8
20,21,18
21,22,20
22,23,24
23,24,22
