Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-1514,23,20,1-1514,64,8,2,10,2012.8449802398682,31.45070281624794
1-7488,1,1,1-7488,65,4,2,8,2007.8759841918945,30.890399756798377
MLG22,19,16,MLG22,33,2,1,4,1003.9379920959473,30.422363396846887
1-18987,19,16,1-18987,34,5,1,8,1008.8759841918945,29.672823064467487
1-8126,1,1,1-8126,34,4,1,1,1004.4844980239868,29.543661706587848
1-0363,4,4,1-0363,34,1,1,2,1001.9689960479736,29.469676354352167
1-7425,1,1,1-7425,352,9,10,22,10019.65895652771,28.464940217408266
1-3257,9,10,1-3257,37,2,1,8,1005.8759841918945,27.185837410591745
1-8864,22,22,1-8864,39,5,1,5,1007.4224901199341,25.83134590051113
1-8990,22,22,1-8990,40,7,1,5,1009.4224901199341,25.235562252998353
1-2006,20,23,1-2006,40,2,1,7,1005.3914861679077,25.134787154197692
1-8368,1,1,1-8368,80,6,2,8,2009.8759841918945,25.12344980239868
1-7579,19,16,1-7579,40,1,1,2,1001.9689960479736,25.04922490119934
1-1633,1,1,1-1633,399,20,9,22,9030.65895652771,22.633230467487994
MLG24,6,6,MLG24,49,10,1,14,1016.7829723358154,20.75067290481256
MLG37,20,23,MLG37,50,5,1,9,1009.3604822158813,20.187209644317626
1-0984,23,20,1-0984,50,2,1,4,1003.9379920959473,20.078759841918945
1-8808,22,22,1-8808,52,13,1,6,1015.9069881439209,19.536672848921555
MLG53,23,20,MLG53,216,46,4,22,4056.65895652771,18.7808285024431
1-10808,1,1,1-10808,54,0,1,1,1000.4844980239868,18.527490704147905
1-8121,1,1,1-8121,110,3,2,14,2009.7829723358154,18.270754293961957
1-3246,19,16,1-3246,116,18,2,24,2029.6279525756836,17.496792694617962
1-8087,16,12,1-8087,58,7,1,12,1012.8139762878418,17.462309935997272
1-3174,1,20,1-3174,117,22,2,20,2031.6899604797363,17.364871457091763
1-8371,13,19,1-8371,255,10,4,45,4031.8024110794067,15.810989847370223
MLG27,6,6,MLG27,67,14,1,18,1022.7209644317627,15.26449200644422
1-4654,1,1,1-4654,138,4,2,34,2020.4729328155518,14.641108208808346
1-1070,13,19,1-1070,280,20,4,86,4061.666830062866,14.505952964510236
MLG42,20,23,MLG42,72,9,1,4,1010.9379920959473,14.040805445777046
1-9294,22,22,1-9294,74,19,1,7,1022.3914861679077,13.816101164431185
1-7306,19,16,1-7306,159,23,2,19,2032.2054624557495,12.781166430539304
1-7302,23,20,1-7302,240,24,3,18,3032.7209644317627,12.63633735179901
