Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,1-3037,18,8,1-3037,467,71,3,101,3128.0141181349754,6.698103036691596
353,353,353,1-8681,11,6,1-8681,260,31,1,99,1086.885125696659,4.1803274065256115
364,364,364,MLG02,18,8,MLG02,755,67,3,59,3100.305276930332,4.106364605205738
158,158,158,MLG12,11,6,MLG12,569,29,1,67,1066.8212466835976,1.8749055301996442
372,372,372,1-6511,8,5,1-6511,144,44,0,83,90.85318619012833,0.6309249040981134
359,359,359,1-6166,4,13,1-6166,117,63,0,13,70.33845084905624,0.6011833405902243
394,394,394,1-8808,11,6,1-8808,52,23,0,11,29.2094584107399,0.5617203540526904
316,316,316,1-4776,5,9,1-4776,33,11,0,11,17.2094584107399,0.5214987397193909
239,239,239,1-1136,4,13,1-1136,113,39,0,35,58.75736767053604,0.5199767050489915
286,286,286,1-7725,9,17,1-7725,90,43,0,6,46.386977314949036,0.5154108590549893
355,355,355,1-8666,14,2,1-8666,89,25,0,34,44.19287145137787,0.496549117431212
28,28,28,1-7081,20,16,1-7081,99,47,0,3,48.69348865747452,0.4918534207825709
83,83,83,1-1152,3,3,1-1152,112,31,0,41,54.14434498548508,0.48343165165611673
147,147,147,1-7172,7,15,1-7172,284,40,0,170,135.96435725688934,0.4787477368200329
449,449,449,1-10960,4,13,1-10960,82,24,0,24,37.54790925979614,0.4579013324365383
318,318,318,1-3496,13,10,1-3496,192,50,0,64,86.12775802612305,0.4485820730527242
559,559,559,1-9466,20,16,1-9466,8,3,0,1,3.5644962191581726,0.4455620273947716
47,47,47,MLG15,12,14,MLG15,559,136,0,200,248.89924383163452,0.4452580390548024
281,281,281,1-8126,18,8,1-8126,34,10,0,9,15.080465972423553,0.44354311683598685
503,503,503,1-0295,9,8,1-0295,24,5,0,10,10.644962191581726,0.44354009131590527
130,130,130,MLG32,3,3,MLG32,79,18,0,30,34.93488657474518,0.44221375411069846
459,459,459,1-8284,3,3,1-8284,48,17,0,7,20.95147353410721,0.4364890319605668
321,321,321,MLG30,3,3,MLG30,66,18,0,19,28.72542816400528,0.43523376006068604
379,379,379,1-5228,4,13,1-5228,180,47,0,53,76.91829961538315,0.4273238867521286
565,565,565,1-19069,10,11,1-19069,11,3,0,3,4.693488657474518,0.426680787043138
398,398,398,MLG65,20,16,MLG65,155,57,0,16,66.03193950653076,0.42601251294535974
150,150,150,P1-0004,3,11,P1-0004,60,4,0,38,25.45085632801056,0.424180938800176
191,191,191,1-9285,5,9,1-9285,30,11,0,3,12.693488657474518,0.4231162885824839
416,416,416,1-3246,10,11,1-3246,116,36,0,23,48.98341304063797,0.42227080207446527
270,270,270,1-5655,15,7,1-5655,31,4,0,16,13.031939506530762,0.42038514537196003
294,294,294,1-3051,4,13,1-3051,116,21,0,49,48.66031473875046,0.4194854718857798
142,142,142,MLG17,14,2,MLG17,76,16,0,28,31.805894136428833,0.41849860705827413
125,125,125,1-7581,16,12,1-7581,42,17,0,1,17.564496219158173,0.41820229093233746
537,537,537,1-9499,4,13,1-9499,36,11,0,7,14.951473534107208,0.41531870928075576
516,516,516,1-0337,16,12,1-0337,11,4,0,1,4.564496219158173,0.41495420174165204
458,458,458,1-9063,8,3,1-9063,35,10,0,8,14.51596975326538,0.41474199295043945
399,399,399,1-8087,3,3,1-8087,58,11,0,23,23.98341304063797,0.4135071213903098
248,248,248,1-19068,4,13,1-19068,77,17,0,26,31.676901698112488,0.4113883337417206
174,174,174,1-6568,13,10,1-6568,394,68,0,166,161.70637238025665,0.4104222649245093
440,440,440,1-9197,20,16,1-9197,16,6,0,1,6.564496219158173,0.4102810136973858
552,552,552,1-9396,20,16,1-9396,16,6,0,1,6.564496219158173,0.4102810136973858
51,51,51,1-8981,8,5,1-8981,15,5,0,2,6.128992438316345,0.40859949588775635
430,430,430,1-8718,5,9,1-8718,333,97,0,69,135.9502391219139,0.4082589763420838
20,20,20,1-3141,1,19,1-3141,14,4,0,3,5.693488657474518,0.40667776124817984
470,470,470,1-10043,7,15,1-10043,61,19,0,10,24.644962191581726,0.4040157736324873
46,46,46,1-3056,5,9,1-3056,250,65,0,63,100.56326180696487,0.4022530472278595
329,329,329,1-19755,7,15,1-19755,517,69,0,245,207.3015736937523,0.40097016188346674
254,254,254,1-9230,12,14,1-9230,5,2,0,0,2.0,0.4
80,80,80,1-21411,1,19,1-21411,5,2,0,0,2.0,0.4
344,344,344,1-9294,14,2,1-9294,74,20,0,17,29.596435725688934,0.39995183413093155
175,175,175,1-8177,16,12,1-8177,53,16,0,9,21.080465972423553,0.39774464098912365
