Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
310,310,310,310,310,MLG43,23,16,MLG43,39,13,0,10,22.93354856967926,0.5880397069148529
155,155,155,155,155,1-2364,19,18,1-2364,88,6,0,45,50.70096856355667,0.5761473700404167
55,55,55,55,55,MLG13,8,9,MLG13,225,31,0,98,128.34877598285675,0.5704390043682522
83,83,83,83,83,1-7306,13,13,1-7306,159,30,0,59,88.60793656110764,0.5572826198811801
189,189,189,189,189,1-0582,11,10,1-0582,70,26,0,12,37.92025828361511,0.5417179754802159
219,219,219,219,219,1-8702,4,2,1-8702,59,11,0,20,30.86709713935852,0.5231711379552292
8,8,8,8,8,MLG15,7,7,MLG15,559,30,0,259,287.27890795469284,0.5139157566273574
92,92,92,92,92,1-6511,23,22,1-6511,144,9,0,65,73.56806570291519,0.5108893451591333
31,31,31,31,31,1-1687,12,12,1-1687,325,21,0,145,165.03645426034927,0.5078044746472286
86,86,86,86,86,MLG65,3,3,MLG65,155,22,0,57,78.62122684717178,0.5072337215946566
254,254,254,254,254,1-8808,23,13,1-8808,52,10,0,16,25.893677711486816,0.4979553406055157
205,205,205,205,205,1-0447,11,11,1-0447,65,1,0,31,31.794000566005707,0.48913847024624163
180,180,180,180,180,1-9294,15,14,1-9294,74,14,0,22,35.85380685329437,0.48451090342289693
459,459,459,459,459,1-17979,23,22,1-17979,17,1,0,7,7.953483998775482,0.46785199992796955
30,30,30,30,30,1-8718,4,2,1-8718,333,90,0,64,153.57471084594727,0.4611853178556975
104,104,104,104,104,MLG64,2,5,MLG64,129,13,0,46,58.6943234205246,0.4549947551978651
9,9,9,9,9,MLG63,2,5,MLG63,543,29,0,219,246.5447136759758,0.45404182997417275
426,426,426,426,426,1-20040,10,21,1-20040,22,8,0,2,9.986709713935852,0.4539413506334478
67,67,67,67,67,1-4394,21,20,1-4394,190,22,0,63,84.58135598897934,0.4451650315209439
238,238,238,238,238,MLG20,7,7,MLG20,55,12,0,11,22.926903426647186,0.4168527895754034
