Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,1-3037,18,9,1-3037,467,69,3,58,3085.0591247398406,6.606122322783385
353,1-8681,11,7,1-8681,260,57,1,98,1084.13438318111,4.169747627619654
364,MLG02,18,9,MLG02,755,74,3,59,3090.3360062008724,4.093160273113738
158,MLG12,11,7,MLG12,569,60,1,64,1077.720413506031,1.8940604806784376
346,1-10823,16,15,1-10823,10,7,0,4,8.10752584412694,0.8107525844126939
439,1-8062,12,13,1-8062,17,11,0,7,12.938170227222145,0.7610688368954203
562,1-3142,8,4,1-3142,4,3,0,0,3.0,0.75
434,1-6835,13,3,1-6835,36,24,0,4,25.10752584412694,0.6974312734479705
565,1-19069,10,16,1-19069,11,7,0,2,7.55376292206347,0.6867057201875881
148,1-2028,10,16,1-2028,20,12,0,4,13.10752584412694,0.655376292206347
488,1-18369,3,6,1-18369,7,4,0,2,4.55376292206347,0.6505375602947814
359,1-6166,4,14,1-6166,117,65,0,20,70.5376292206347,0.6028857198344846
189,1-7834,3,6,1-7834,4,2,0,1,2.276881461031735,0.5692203652579337
524,1-3734,10,16,1-3734,4,2,0,1,2.276881461031735,0.5692203652579337
549,1-10622,18,9,1-10622,4,2,0,1,2.276881461031735,0.5692203652579337
435,1-10882,3,6,1-10882,14,6,0,5,7.384407305158675,0.5274576646541911
167,1-9287,20,11,1-9287,21,9,0,6,10.66128876619041,0.5076804174376386
477,1-20081,12,13,1-20081,20,10,0,0,10.0,0.5
569,1-10217,8,4,1-10217,4,2,0,0,2.0,0.5
573,1-3100,3,6,1-3100,4,2,0,0,2.0,0.5
465,1-8053,4,14,1-8053,55,26,0,4,27.10752584412694,0.49286410625685345
516,1-0337,16,15,1-0337,11,5,0,1,5.276881461031735,0.4797164964574305
572,1-9584,4,14,1-9584,8,3,0,3,3.830644383095205,0.4788305478869006
351,1-9399,12,13,1-9399,38,15,0,11,18.045696071349084,0.47488673871971276
29,1-8090,10,16,1-8090,14,6,0,2,6.55376292206347,0.46812592300453354
316,1-4776,5,8,1-4776,33,14,0,5,15.384407305158675,0.46619416076238407
291,1-17979,7,12,1-17979,17,7,0,3,7.830644383095205,0.4606261401820709
215,1-7430,8,4,1-7430,17,7,0,3,7.830644383095205,0.4606261401820709
451,1-7146,14,2,1-7146,18,8,0,1,8.276881461031735,0.45982674783509636
319,1-20040,18,9,1-20040,22,9,0,4,10.10752584412694,0.4594329929148609
378,1-5819,10,16,1-5819,23,8,0,9,10.491933149285614,0.4561710064906789
317,1-3733,8,4,1-3733,16,7,0,1,7.276881461031735,0.45480509131448343
481,1-19851,18,9,1-19851,25,11,0,1,11.276881461031735,0.4510752584412694
358,MLG18,20,11,MLG18,72,30,0,8,32.21505168825388,0.44743127344797057
239,1-1136,4,14,1-1136,113,40,0,35,49.69085113611072,0.4397420454523073
541,1-7301,11,7,1-7301,26,8,0,12,11.32257753238082,0.4354837512454161
23,1-11189,10,16,1-11189,53,20,0,11,23.045696071349084,0.4348244541763978
9,1-8765,11,7,1-8765,38,15,0,3,15.830644383095205,0.41659590481829484
113,1-7647,20,11,1-7647,30,10,0,9,12.491933149285614,0.4163977716428538
61,1-7306,8,4,1-7306,159,57,0,32,65.86020675301552,0.41421513681141836
125,1-7581,16,15,1-7581,42,17,0,1,17.276881461031735,0.4113543205007556
372,1-6511,8,4,1-6511,144,56,0,10,58.76881461031735,0.4081167681272038
204,1-3509,14,2,1-3509,150,59,0,7,60.938170227222145,0.406254468181481
308,1-1025,13,3,1-1025,48,13,0,23,19.368273603729904,0.4035057000777063
321,MLG30,3,6,MLG30,66,23,0,13,26.599458993412554,0.4030221059607963
499,1-3135,13,3,1-3135,101,36,0,16,40.43010337650776,0.4002980532327501
80,1-21411,1,19,1-21411,5,2,0,0,2.0,0.4
254,1-9230,12,13,1-9230,5,2,0,0,2.0,0.4
233,1-8864,3,6,1-8864,39,12,0,13,15.599458993412554,0.39998612803621936
175,1-8177,16,15,1-8177,53,18,0,11,21.045696071349084,0.39708860511979405
281,1-8126,18,9,1-8126,34,11,0,9,13.491933149285614,0.3968215632142828
398,MLG65,20,11,MLG65,155,51,0,36,60.96773259714246,0.3933402103041449
400,MLG71,14,2,MLG71,144,56,0,2,56.55376292206347,0.3927344647365519
287,1-9267,12,13,1-9267,14,3,0,9,5.4919331492856145,0.39228093923468677
449,1-10960,4,14,1-10960,82,25,0,25,31.922036525793374,0.38929312836333385
229,1-6569,21,5,1-6569,360,87,0,191,139.88435905706137,0.3885676640473927
