Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
162,162,1-10960,12,9,1-10960,82,21,0,29,47.4273439431563,0.5783822432092232
445,445,1-2028,15,8,1-2028,20,9,0,2,10.822575444355607,0.5411287722177803
100,100,1-0541,17,5,1-0541,132,13,0,63,70.41112649720162,0.5334176249788002
70,70,1-5228,12,9,1-5228,180,12,0,92,95.83847044035792,0.5324359468908774
127,127,MLG55,22,8,MLG55,110,14,0,48,57.74181066453457,0.5249255514957688
364,364,1-5515,17,18,1-5515,30,12,0,4,15.645150888711214,0.5215050296237072
140,140,MLG51,15,6,MLG51,99,4,0,51,50.47567383106798,0.5098552912229088
35,35,1-7901,9,12,1-7901,298,73,0,83,148.6368809407577,0.4987814796669721
219,219,1-8702,4,16,1-8702,59,10,0,21,29.137042165733874,0.49384817230057415
516,516,1-17965,1,21,1-17965,10,4,0,1,4.9112877221778035,0.49112877221778034
83,83,1-7306,13,8,1-7306,159,52,0,28,77.5160562209785,0.4875223661696761
119,119,1-1136,12,9,1-1136,113,17,0,41,54.362796609289944,0.4810866956574331
86,86,MLG65,3,15,MLG65,155,25,0,54,74.20953699760139,0.478771206436138
324,324,1-19093,17,5,1-19093,36,9,0,9,17.20158949960023,0.4778219305444509
180,180,1-9294,15,6,1-9294,74,25,0,11,35.02416494395584,0.4732995262696735
24,24,MLG62,8,19,MLG62,370,46,0,140,173.5802811048925,0.4691358948780878
23,23,1-8567,17,5,1-8567,388,67,0,126,181.82225299440324,0.4686140541092867
92,92,1-6511,23,1,1-6511,144,3,0,70,66.79014055244625,0.4638204205030989
105,105,1-0529,14,7,1-0529,124,11,0,51,57.47567383106798,0.463513498637645
53,53,1-6727,17,5,1-6727,235,33,0,83,108.63688094075769,0.4622845997479051
271,271,1-5568,17,5,1-5568,47,7,0,16,21.580603554844856,0.45916177776265654
99,99,1-0917,9,12,1-0917,134,10,0,56,61.032112441957,0.45546352568624626
30,30,1-8718,4,16,1-8718,333,83,0,74,150.43529144115746,0.4517576319554278
166,166,1-5696,10,11,1-5696,80,8,0,30,35.338631665334105,0.4417328958166763
202,202,1-1367,14,7,1-1367,66,8,0,23,28.95961761008948,0.4387820850013558
64,64,1-0983,14,7,1-0983,195,10,0,82,84.72559321857989,0.434490221633743
27,27,1-7425,5,17,1-7425,352,33,0,130,151.46740388311446,0.4303051246679388
46,46,1-3056,4,16,1-3056,250,39,0,75,107.34657916333526,0.42938631665334104
238,238,MLG20,7,10,MLG20,55,13,0,11,23.02416494395584,0.4186211807991971
59,59,1-0916,19,3,1-0916,215,3,0,94,88.66104588471353,0.4123769576033188
243,243,1-9542,9,12,1-9542,54,10,0,13,21.846740388311446,0.40456926645021196
109,109,1-3364,17,5,1-3364,121,17,0,35,48.89507027622312,0.4040914898861415
279,279,1-20068,14,7,1-20068,45,6,0,13,17.846740388311446,0.39659423085136547
130,130,1-8754,12,9,1-8754,108,12,0,33,42.072494831867516,0.38956013733210665
3,3,MLG06,18,4,MLG06,634,80,0,183,246.76565315853804,0.3892202731207225
69,69,1-8564,17,5,1-8564,185,19,0,57,70.9434001641348,0.383477838725053
212,212,1-8916,7,20,1-8916,61,13,0,11,23.02416494395584,0.3774453269500957
94,94,1-3693,11,11,1-3693,143,22,0,35,53.89507027622312,0.3768886033302316
235,235,1-9040,19,3,1-9040,55,7,0,15,20.669315832667053,0.3758057424121282
353,353,1-7456,10,11,1-7456,32,1,0,12,11.935452666133642,0.3729828958166763
338,338,1-8497,17,18,1-8497,34,7,0,6,12.467726333066821,0.3666978333254947
184,184,MLG18,3,15,MLG18,72,19,0,8,26.290301777422428,0.36514308024197817
4,4,1-1530,14,7,1-1530,632,58,0,187,228.41080404724926,0.36140950007476147
112,112,1-1166,1,14,1-1166,118,18,0,27,42.604768498800695,0.36105736015932793
76,76,1-7518,12,9,1-7518,169,30,0,34,60.98378255404532,0.3608507843434634
168,168,1-7523,14,12,1-7523,79,11,0,19,28.314466721378267,0.3584109711566869
472,472,1-3733,15,6,1-3733,16,3,0,3,5.7338631665334105,0.35836644790833816
165,165,1-8368,5,17,1-8368,80,14,0,16,28.580603554844856,0.3572575444355607
120,120,1-1152,4,16,1-1152,112,18,0,24,39.870905332267284,0.3559902261809579
178,178,1-9071,17,6,1-9071,75,21,0,6,26.46772633306682,0.3529030177742243
151,151,1-7725,5,6,1-7725,90,25,0,7,31.379014055244625,0.34865571172494025
66,66,1-3496,14,7,1-3496,192,14,0,58,66.8546878863126,0.34820149940787815
138,138,1-7993,17,5,1-7993,100,10,0,27,34.604768498800695,0.346047684988007
