Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
497,497,497,497,497,497,497,1-8039,19,19,1-8039,12,0,0,22,13.584632992744446,1.1320527493953705
91,91,91,91,91,91,91,1-6684,4,16,1-6684,145,2,0,160,100.79733085632324,0.6951540059056776
13,13,13,13,13,13,13,MLG11,4,16,MLG11,493,11,0,506,323.44655883312225,0.6560782126432501
574,574,574,574,574,574,574,1-4618,23,21,1-4618,1,0,0,1,0.6174833178520203,0.6174833178520203
81,81,81,81,81,81,81,1-7038,15,14,1-7038,163,7,0,137,91.59521454572678,0.5619338315688759
410,410,410,410,410,410,410,7W2-12806,23,21,7W2-12806,23,0,0,19,11.732183039188385,0.510094914747321
92,92,92,92,92,92,92,1-6511,23,21,1-6511,144,0,0,113,69.77561491727829,0.48455288136998814
162,162,162,162,162,162,162,1-10960,12,11,1-10960,82,17,0,34,37.99443280696869,0.46334674154839867
461,461,461,461,461,461,461,1-1067,1,2,1-1067,17,1,0,11,7.792316496372223,0.45837155861013074
83,83,83,83,83,83,83,1-7306,13,12,1-7306,159,56,0,27,72.67204958200455,0.4570569156100915
508,508,508,508,508,508,508,1-7737,22,28,1-7737,11,5,0,0,5.0,0.45454545454545453
516,516,516,516,516,516,516,1-17965,1,2,1-17965,10,2,0,4,4.469933271408081,0.4469933271408081
114,114,114,114,114,114,114,1-6166,12,11,1-6166,117,13,0,62,51.283965706825256,0.4383244932207287
166,166,166,166,166,166,166,1-5696,10,9,1-5696,80,6,0,45,33.78674930334091,0.4223343662917614
12,12,12,12,12,12,12,1-3523,15,14,1-3523,497,10,0,305,198.33241194486618,0.39905917896351345
319,319,319,319,319,319,319,1-8765,19,19,1-8765,38,0,0,24,14.819599628448486,0.3899894639065391
70,70,70,70,70,70,70,1-5228,12,11,1-5228,180,12,0,92,68.80846524238586,0.3822692513465881
230,230,230,230,230,230,230,1-11205,10,9,1-11205,56,1,0,33,21.37694948911667,0.3817312408770834
119,119,119,119,119,119,119,1-1136,12,11,1-1136,113,12,0,50,42.87416589260101,0.379417397279655
24,24,24,24,24,24,24,MLG62,8,6,MLG62,370,39,0,159,137.17984753847122,0.3707563446985709
212,212,212,212,212,212,212,1-8916,7,7,1-8916,61,12,0,17,22.497216403484344,0.3688068262866286
471,471,471,471,471,471,471,1-9396,1,2,1-9396,16,2,0,6,5.704899907112122,0.3565562441945076
340,340,340,340,340,340,340,1-10981,15,14,1-10981,34,9,0,5,12.087416589260101,0.3555122526252971
106,106,106,106,106,106,106,1-7872,7,7,1-7872,124,29,0,24,43.819599628448486,0.35338386797135873
472,472,472,472,472,472,472,1-3733,15,14,1-3733,16,3,0,4,5.469933271408081,0.34187082946300507
105,105,105,105,105,105,105,1-0529,14,13,1-0529,124,13,0,47,42.02171593904495,0.33888480596003995
151,151,151,151,151,151,151,1-7725,5,4,1-7725,90,2,0,45,29.786749303340912,0.33096388114823233
509,509,509,509,509,509,509,1-0337,4,16,1-0337,11,3,0,1,3.6174833178520203,0.3288621198047291
382,382,382,382,382,382,382,1-3472,22,28,1-3472,28,9,0,0,9.0,0.32142857142857145
76,76,76,76,76,76,76,1-7518,12,11,1-7518,169,32,0,36,54.22939944267273,0.32088402037084457
374,374,374,374,374,374,374,1-7486,8,6,1-7486,29,0,0,15,9.262249767780304,0.31938792302690705
428,428,428,428,428,428,428,1-5221,9,8,1-5221,21,3,0,6,6.704899907112122,0.31928094795772005
130,130,130,130,130,130,130,1-8754,12,11,1-8754,108,11,0,38,34.46436607837677,0.31911450072571085
348,348,348,348,348,348,348,1-0997,7,7,1-0997,33,8,0,4,10.469933271408081,0.31727070519418427
120,120,120,120,120,120,120,1-1152,4,16,1-1152,112,12,0,37,34.84688276052475,0.31113288179039955
27,27,27,27,27,27,27,1-7425,5,4,1-7425,352,7,0,166,109.50223076343536,0.3110858828506686
180,180,180,180,180,180,180,1-9294,15,14,1-9294,74,18,0,8,22.939866542816162,0.30999819652454275
253,253,253,253,253,253,253,1-2829,1,2,1-2829,52,0,0,26,16.054566264152527,0.30874165892601013
550,550,550,550,550,550,550,1-3142,17,25,1-3142,4,0,0,2,1.2349666357040405,0.30874165892601013
457,457,457,457,457,457,457,1-5287,23,21,1-5287,18,0,0,9,5.557349860668182,0.30874165892601013
86,86,86,86,86,86,86,MLG65,3,15,MLG65,155,12,0,58,47.814032435417175,0.3084776286155947
94,94,94,94,94,94,94,1-3693,11,10,1-3693,143,23,0,33,43.37694948911667,0.30333531111270395
115,115,115,115,115,115,115,1-3174,5,4,1-3174,117,13,0,36,35.22939944267273,0.30110597814250195
310,310,310,310,310,310,310,MLG43,23,21,MLG43,39,0,0,19,11.732183039188385,0.30082520613303554
358,358,358,358,358,358,358,1-5655,15,14,1-5655,31,5,0,7,9.322383224964142,0.30072203951497234
306,306,306,306,306,306,306,1-8990,16,27,1-8990,40,12,0,0,12.0,0.3
95,95,95,95,95,95,95,1-9100,10,9,1-9100,142,8,0,56,42.579065799713135,0.29985257605431787
143,143,143,143,143,143,143,1-12345,5,4,1-12345,97,14,0,24,28.819599628448486,0.2971092745200875
35,35,35,35,35,35,35,1-7901,9,8,1-7901,298,47,0,63,85.90144902467728,0.288259896055964
243,243,243,243,243,243,243,1-9542,9,8,1-9542,54,10,0,9,15.557349860668182,0.2880990714938552
395,395,395,395,395,395,395,1-1958,7,7,1-1958,25,1,0,10,7.174833178520203,0.2869933271408081
304,304,304,304,304,304,304,1-2006,11,10,1-2006,40,7,0,7,11.322383224964142,0.2830595806241035
400,400,400,400,400,400,400,1-11523,8,6,1-11523,24,0,0,11,6.792316496372223,0.2830131873488426
445,445,445,445,445,445,445,1-2028,15,14,1-2028,20,5,0,1,5.61748331785202,0.280874165892601
96,96,96,96,96,96,96,1-7402,10,9,1-7402,141,12,0,44,39.16926598548889,0.2777962126630418
172,172,172,172,172,172,172,1-19068,13,12,1-19068,77,15,0,10,21.174833178520203,0.27499783348727536
30,30,30,30,30,30,30,1-8718,4,16,1-8718,333,61,0,47,90.02171593904495,0.2703354833004353
99,99,99,99,99,99,99,1-0917,9,8,1-0917,134,15,0,33,35.37694948911667,0.26400708573967663
238,238,238,238,238,238,238,MLG20,7,7,MLG20,55,12,0,4,14.469933271408081,0.2630896958437833
153,153,153,153,153,153,153,1-8666,14,13,1-8666,89,3,0,33,23.37694948911667,0.2626623538102997
