Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,256,256,256,1-3037,18,11,1-3037,467,69,3,70,3088.7236865758896,6.613969350269571
353,353,353,353,1-8681,11,16,1-8681,260,32,1,137,1070.6020722985268,4.117700278071257
364,364,364,364,MLG02,18,11,MLG02,755,73,3,54,3088.2154153585434,4.090351543521249
158,158,158,158,MLG12,11,16,MLG12,569,8,1,111,1039.2761315703392,1.8264958375577138
153,153,153,153,MLG43,1,9,MLG43,39,17,0,5,18.408834755420685,0.47202140398514575
342,342,342,342,MLG53,1,9,MLG53,216,81,0,49,94.80658060312271,0.4389193546440866
358,358,358,358,MLG18,20,4,MLG18,72,26,0,13,29.66297036409378,0.4119856995013025
359,359,359,359,1-6166,4,1,1-6166,117,43,0,18,48.071805119514465,0.41087012922661936
458,458,458,458,1-9063,8,3,1-9063,35,8,0,22,14.198872923851013,0.40568208353860036
467,467,467,467,MLG82,19,13,MLG82,71,25,0,13,28.66297036409378,0.40370380794498284
28,28,28,28,1-7081,20,4,1-7081,99,37,0,8,39.254135608673096,0.39650642028962724
293,293,293,293,MLG20,19,13,MLG20,55,18,0,10,20.81766951084137,0.37850308201529764
416,416,416,416,1-3246,10,19,1-3246,116,42,0,4,43.12706780433655,0.37178506727876337
290,290,290,290,1-0447,4,1,1-0447,65,23,0,2,23.563533902168274,0.3625159061872042
494,494,494,494,MLG37,1,4,MLG37,50,16,0,6,17.690601706504822,0.35381203413009643
316,316,316,316,1-4776,5,10,1-4776,33,6,0,19,11.353572070598602,0.344047638502988
183,183,183,183,1-18927,17,9,1-18927,30,8,0,8,10.254135608673096,0.3418045202891032
455,455,455,455,1-10981,5,10,1-10981,34,8,0,12,11.381203413009644,0.3347412768532248
557,557,557,557,P1-17272,1,9,P1-17272,6,2,0,0,2.0,0.3333333333333333
185,185,185,185,1-3301,6,8,1-3301,18,4,0,7,5.972368657588959,0.3317982587549422
499,499,499,499,1-3135,13,18,1-3135,101,21,0,43,33.11597889661789,0.32788097917443454
453,453,453,453,MLG45,7,3,MLG45,179,37,0,71,57.005453526973724,0.3184662208210823
430,430,430,430,1-8718,5,10,1-8718,333,61,0,153,104.11034351587296,0.3126436742218407
345,345,345,345,1-2364,15,12,1-2364,88,12,0,53,26.93364840745926,0.30606418644840067
431,431,431,431,1-9115,5,10,1-9115,22,5,0,6,6.690601706504822,0.3041182593865828
460,460,460,460,1-8044,13,18,1-8044,56,11,0,21,16.917105972766876,0.3020911780851228
389,389,389,389,1-0598,17,7,1-0598,122,33,0,12,36.381203413009644,0.2982065853525381
50,50,50,50,MLG14,20,4,MLG14,462,59,0,277,137.04944545030594,0.2966438213210085
61,61,61,61,1-7306,8,15,1-7306,159,42,0,18,47.071805119514465,0.2960490888019778
115,115,115,115,1-3254,2,17,1-3254,68,16,0,13,19.66297036409378,0.2891613288837321
52,52,52,52,1-6015,1,9,1-6015,8,2,0,1,2.281766951084137,0.2852208688855171
326,326,326,326,1-9095,11,16,1-9095,16,4,0,2,4.563533902168274,0.2852208688855171
166,166,166,166,1-9454,18,11,1-9454,80,18,0,17,22.79003816843033,0.2848754771053791
346,346,346,346,1-10823,16,16,1-10823,10,2,0,3,2.845300853252411,0.2845300853252411
413,413,413,413,1-1763,10,17,1-1763,35,9,0,3,9.845300853252411,0.28129431009292605
372,372,372,372,1-6511,8,15,1-6511,144,39,0,5,40.408834755420685,0.2806169080237548
245,245,245,245,1-10305,2,17,1-10305,28,7,0,3,7.845300853252411,0.2801893161875861
476,476,476,476,MLG01,21,14,MLG01,43,8,0,14,11.944737315177917,0.27778458872506784
456,456,456,456,1-2006,16,16,1-2006,40,2,0,32,11.016542434692383,0.27541356086730956
38,38,38,38,1-10018,8,15,1-10018,40,11,0,0,11.0,0.275
122,122,122,122,1-20046,17,7,1-20046,18,1,0,14,4.9447373151779175,0.2747076286209954
482,482,482,482,1-11534,8,13,1-11534,12,3,0,1,3.281766951084137,0.2734805792570114
565,565,565,565,1-19069,10,19,1-19069,11,3,0,0,3.0,0.2727272727272727
246,246,246,246,1-9232,13,9,1-9232,20,4,0,5,5.408834755420685,0.27044173777103425
71,71,71,71,MLG26,1,9,MLG26,155,34,0,28,41.889474630355835,0.27025467503455375
211,211,211,211,1-7187,7,3,1-7187,96,12,0,49,25.80658060312271,0.2688185479491949
484,484,484,484,MLG35,3,6,MLG35,44,10,0,6,11.690601706504822,0.26569549332965503
257,257,257,257,MLG06,10,19,MLG06,634,156,0,44,168.39774584770203,0.26561158651057104
398,398,398,398,MLG65,20,4,MLG65,155,31,0,36,41.14361023902893,0.26544264670341244
77,77,77,77,1-7567,8,15,1-7567,27,6,0,4,7.127067804336548,0.26396547423468697
147,147,147,147,1-7172,7,3,1-7172,284,40,0,124,74.93910193443298,0.263870077233919
270,270,270,270,1-5655,15,7,1-5655,31,7,0,4,8.127067804336548,0.26216347755924346
480,480,480,480,1-1514,7,3,1-1514,64,10,0,24,16.762406826019287,0.26191260665655136
142,142,142,142,MLG17,14,5,MLG17,76,15,0,17,19.79003816843033,0.2603952390582938
320,320,320,320,1-0541,6,8,1-0541,132,14,0,72,34.28722047805786,0.25975167028831714
47,47,47,47,MLG15,12,2,MLG15,559,137,0,29,145.17124158143997,0.25969810658576026
318,318,318,318,1-3496,13,18,1-3496,192,29,0,73,49.568987429142,0.25817180952678126
129,129,129,129,1-7579,20,4,1-7579,40,10,0,1,10.281766951084137,0.2570441737771034
319,319,319,319,1-20040,18,7,1-20040,22,5,0,2,5.563533902168274,0.25288790464401245
280,280,280,280,MLG09,2,17,MLG09,174,29,0,53,43.93364840745926,0.25249223222677736
409,409,409,409,1-7297,20,4,1-7297,13,3,0,1,3.281766951084137,0.2524436116218567
304,304,304,304,1-10294,17,7,1-10294,30,7,0,2,7.563533902168274,0.25211779673894247
315,315,315,315,MLG31,1,9,MLG31,42,8,0,9,10.535902559757233,0.2508548228513627
533,533,533,533,1-3371,2,11,1-3371,16,4,0,0,4.0,0.25
518,518,518,518,1-3356,17,7,1-3356,28,7,0,0,7.0,0.25
91,91,91,91,1-9458,10,19,1-9458,20,5,0,0,5.0,0.25
67,67,67,67,1-19989,3,6,1-19989,4,1,0,0,1.0,0.25
168,168,168,168,1-7636,7,2,1-7636,83,15,0,20,20.63533902168274,0.24861854242991252
366,366,366,366,MLG63,3,6,MLG63,543,31,0,367,134.40847104787827,0.24752941261119385
19,19,19,19,1-9515,18,11,1-9515,66,4,0,43,16.11597889661789,0.24418149843360437
86,86,86,86,1-10042,11,16,1-10042,21,4,0,4,5.127067804336548,0.244146085920788
137,137,137,137,1-19257,7,3,1-19257,246,27,0,117,59.966733276844025,0.2437672084424554
539,539,539,539,1-6559,19,11,1-6559,24,5,0,3,5.845300853252411,0.24355420221885046
436,436,436,436,1-8702,5,10,1-8702,59,7,0,26,14.325940728187561,0.2428125547150434
