Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-10981,18,7,1-10981,34,7,1,11,1007.2197472825646,29.624110214193077
MLG24,20,21,MLG24,49,1,1,3,1001.0599310770631,20.429794511776798
1-4874,15,18,1-4874,224,28,2,16,2028.319632411003,9.054998358977693
1-1887,18,11,1-1887,119,40,1,27,1040.5393796935678,8.744028400786284
1-2275,4,8,1-2275,130,23,1,30,1023.5993107706308,7.873840852081775
1-6511,18,11,1-6511,144,54,1,20,1054.399540513754,7.322219031345513
MLG26,22,22,MLG26,155,10,1,12,1010.2397243082523,6.517675640698402
1-4394,4,8,1-4394,190,69,1,30,1069.5993107706308,5.629470056687531
MLG13,1,10,MLG13,225,24,1,23,1024.459471590817,4.553153207070298
1-8371,22,22,1-8371,255,8,1,17,1008.3396094366908,3.954272978183101
1-8681,11,21,1-8681,260,18,1,60,1019.1986215412617,3.9199946982356217
MLG15,1,10,MLG15,559,59,2,310,2065.1928779631853,3.694441642152389
1-5635,10,7,1-5635,417,45,1,157,1048.136393032968,2.513516530055079
MLG11,18,11,MLG11,493,11,1,334,1017.67232657969,2.064244070141359
MLG08,1,10,MLG08,532,59,1,61,1060.2185985669494,1.9928921025694537
MLG12,18,11,MLG12,569,35,1,186,1038.7157267779112,1.82551094337067
1-8899,2,6,1-8899,3,3,0,0,3.0,1.0
1-4618,12,17,1-4618,1,1,0,0,1.0,1.0
1-10882,19,5,1-10882,14,11,0,2,11.039954051375389,0.7885681465268135
1-5873,19,5,1-5873,3,2,0,1,2.0199770256876945,0.6733256752292315
1-20124,18,11,1-20124,3,2,0,1,2.0199770256876945,0.6733256752292315
MLG77,18,11,MLG77,9,6,0,0,6.0,0.6666666666666666
1-6029,8,13,1-6029,26,17,0,1,17.019977025687695,0.6546145009879882
1-19069,20,2,1-19069,11,6,0,1,6.0199770256876945,0.5472706386988814
1-7834,18,11,1-7834,4,2,0,2,2.039954051375389,0.5099885128438473
1-5287,1,10,1-5287,18,9,0,3,9.059931077063084,0.5033295042812824
1-18770,5,15,1-18770,10,5,0,1,5.0199770256876945,0.5019977025687694
1-7464,14,4,1-7464,48,24,0,2,24.03995405137539,0.5008323760703206
1-7356,13,14,1-7356,4,2,0,0,2.0,0.5
1-10217,17,16,1-10217,4,2,0,0,2.0,0.5
1-3739,16,9,1-3739,2,1,0,0,1.0,0.5
MLG55,2,6,MLG55,110,54,0,5,54.09988512843847,0.49181713753125883
1-5687,22,22,1-5687,83,38,0,1,38.019977025687695,0.4580720123576831
1-9225,1,10,1-9225,18,8,0,7,8.139839179813862,0.45221328776743674
1-2829,10,7,1-2829,52,23,0,0,23.0,0.4423076923076923
1-7444,19,5,1-7444,14,6,0,5,6.099885128438473,0.43570608060274807
MLG40,22,2,MLG40,30,13,0,3,13.059931077063084,0.4353310359021028
1-18369,4,8,1-18369,7,3,0,1,3.0199770256876945,0.43142528938395636
MLG52,19,5,MLG52,112,47,0,16,47.31963241100311,0.42249671795538496
1-10960,7,12,1-10960,82,34,0,25,34.499425642192364,0.4207247029535654
1-9543,7,12,1-9543,39,15,0,16,15.319632411003113,0.3928110874616183
