Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
224,224,224,1-8087,16,6,1-8087,58,23,0,10,28.846299529075623,0.4973499918806142
83,83,83,1-7306,13,14,1-7306,159,56,0,28,72.36963868141174,0.4551549602604512
106,106,106,1-7872,7,3,1-7872,124,21,0,60,56.077797174453735,0.4522402997939817
162,162,162,1-10960,12,15,1-10960,82,17,0,34,36.87741839885712,0.44972461462020874
189,189,189,1-0582,11,16,1-0582,70,8,0,38,30.215938210487366,0.4316562601498195
391,391,391,1-7301,19,3,1-7301,26,3,0,13,10.60018938779831,0.4076995918383965
114,114,114,1-6166,12,15,1-6166,117,14,0,57,47.32390731573105,0.4044778403053936
92,92,92,1-6511,23,23,1-6511,144,10,0,81,57.35502618551254,0.3982987929549482
155,155,155,1-2364,19,3,1-2364,88,6,0,49,34.64686769247055,0.39371440559625626
219,219,219,1-8702,4,8,1-8702,59,10,0,21,22.277229011058807,0.37758015272981027
55,55,55,MLG13,8,18,MLG13,225,17,0,111,81.89392477273941,0.36397299898995294
119,119,119,1-1136,12,15,1-1136,113,13,0,48,41.06223773956299,0.3633826348633893
42,42,42,1-8681,19,3,1-8681,260,26,0,115,93.23244458436966,0.3585863253244987
138,138,138,1-7993,17,5,1-7993,100,17,0,30,34.53889858722687,0.3453889858722687
187,187,187,MLG82,16,6,MLG82,71,18,0,11,24.430929481983185,0.34409759833779135
212,212,212,1-8916,7,19,1-8916,61,8,0,22,20.86185896396637,0.3419976879338749
364,364,364,1-5515,17,5,1-5515,30,7,0,5,9.923149764537811,0.33077165881792703
180,180,180,1-9294,15,12,1-9294,74,18,0,11,24.430929481983185,0.3301476957024755
184,184,184,MLG18,3,11,MLG18,72,19,0,8,23.677039623260498,0.3288477725452847
105,105,105,1-0529,14,13,1-0529,124,12,0,49,40.64686769247055,0.32779732010056895
130,130,130,1-8754,12,15,1-8754,108,14,0,35,34.46204835176468,0.3190930402941174
235,235,235,1-9040,19,3,1-9040,55,6,0,19,17.107969105243683,0.31105398373170334
86,86,86,MLG65,3,11,MLG65,155,24,0,41,47.96982806921005,0.30948276173683903
76,76,76,1-7518,12,15,1-7518,169,30,0,38,52.215938210487366,0.3089700485827655
58,58,58,MLG53,16,6,MLG53,216,48,0,32,66.70815849304199,0.3088340670974166
445,445,445,1-2028,15,12,1-2028,20,5,0,2,6.1692599058151245,0.3084629952907562
376,376,376,1-3356,2,17,1-3356,28,2,0,11,8.430929481983185,0.30110462435654234
30,30,30,1-8718,4,8,1-8718,333,54,0,77,99.0165063738823,0.2973468659876345
205,205,205,1-0447,11,16,1-0447,65,1,0,31,19.12352854013443,0.29420813138668356
247,247,247,1-8177,16,17,1-8177,53,6,0,16,15.354079246520996,0.2896996084249245
111,111,111,1-1887,19,3,1-1887,119,11,0,38,33.215938210487366,0.2791255311805661
381,381,381,1-6554,3,2,1-6554,28,6,0,3,7.753889858722687,0.27692463781152454
70,70,70,1-5228,12,15,1-5228,180,10,0,68,49.75483679771423,0.2764157599873013
6,6,6,1-3026,3,11,1-3026,570,67,0,153,156.44838279485703,0.2744708470085211
69,69,69,1-8564,17,5,1-8564,185,18,0,56,50.739277362823486,0.2742663641233702
243,243,243,1-9542,9,7,1-9542,54,6,0,15,14.769449293613434,0.27350832025210065
471,471,471,1-9396,1,15,1-9396,16,2,0,4,4.338519811630249,0.27115748822689056
72,72,72,1-0918,5,21,1-0918,179,1,0,81,48.35502618551254,0.2701398110922488
115,115,115,1-3174,5,21,1-3174,117,14,0,30,31.538898587226868,0.2695632357882638
95,95,95,1-9100,10,16,1-9100,142,21,0,29,37.954268634319305,0.2672835819318261
509,509,509,1-0337,4,8,1-0337,11,0,0,5,2.9231497645378113,0.26574088768525556
47,47,47,1-1035,11,16,1-1035,249,34,0,54,65.57001745700836,0.2633334034418007
23,23,23,1-8567,17,5,1-8567,388,46,0,95,101.53984552621841,0.261700632799532
513,513,513,1-18770,19,2,1-18770,10,2,0,1,2.5846299529075623,0.2584629952907562
340,340,340,1-10981,15,6,1-10981,34,7,0,3,8.753889858722687,0.2574673487859614
494,494,494,1-3631,15,12,1-3631,13,1,0,4,3.338519811630249,0.2568092162792499
358,358,358,1-5655,15,6,1-5655,31,5,0,5,7.923149764537811,0.2555854762754133
342,342,342,1-18987,19,3,1-18987,34,4,0,8,8.677039623260498,0.25520704774295583
254,254,254,1-8808,23,23,1-8808,52,2,0,19,13.107969105243683,0.2520763289469939
377,377,377,1-10305,19,3,1-10305,28,0,0,12,7.015559434890747,0.25055569410324097
275,275,275,1-3477,8,18,1-3477,46,8,0,6,11.507779717445374,0.2501691242922907
546,546,546,1-7834,16,6,1-7834,4,1,0,0,1.0,0.25
555,555,555,1-3734,3,11,1-3734,4,1,0,0,1.0,0.25
120,120,120,1-1152,4,8,1-1152,112,18,0,17,27.93870919942856,0.24945276070918357
238,238,238,MLG20,7,19,MLG20,55,9,0,8,13.677039623260498,0.24867344769564542
279,279,279,1-20068,14,13,1-20068,45,3,0,14,11.184819340705872,0.24855154090457493
94,94,94,1-3693,11,17,1-3693,143,18,0,30,35.53889858722687,0.24852376634424383
304,304,304,1-2006,11,16,1-2006,40,7,0,5,9.923149764537811,0.24807874411344527
14,14,14,1-3037,3,11,1-3037,467,50,0,112,115.47855472564697,0.2472774191127344
413,413,413,1-5819,19,3,1-5819,23,1,0,8,5.677039623260498,0.24682780970697818
314,314,314,1-18973,10,17,1-18973,39,2,0,13,9.60018938779831,0.2461587022512387
272,272,272,1-8951,17,5,1-8951,47,2,0,16,11.354079246520996,0.2415761541812978
271,271,271,1-5568,17,5,1-5568,47,2,0,16,11.354079246520996,0.2415761541812978
322,322,322,1-18435,4,11,1-18435,37,6,0,5,8.923149764537811,0.24116620985237328
172,172,172,1-19068,13,14,1-19068,77,15,0,6,18.507779717445374,0.2403607755512386
36,36,36,MLG67,19,3,MLG67,293,29,0,70,69.92409670352936,0.23864879420999782
153,153,153,1-8666,14,13,1-8666,89,3,0,31,21.12352854013443,0.23734301730488125
46,46,46,1-3056,4,8,1-3056,250,22,0,63,58.83168703317642,0.23532674813270568
288,288,288,MLG01,10,17,MLG01,43,6,0,7,10.092409670352936,0.23470720163611478
514,514,514,1-10823,15,12,1-10823,10,0,0,4,2.338519811630249,0.2338519811630249
459,459,459,1-17979,23,23,1-17979,17,1,0,5,3.9231497645378113,0.23077351556104772
318,318,318,1-7655,4,8,1-7655,38,7,0,3,8.753889858722687,0.23036552259796544
324,324,324,1-19093,17,5,1-19093,36,3,0,9,8.26166957616806,0.2294908215602239
103,103,103,1-2275,14,13,1-2275,130,11,0,32,29.708158493041992,0.22852429610032302
