Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
1-10981,18,18,1-10981,34,5,1,10,1006.9471725821495,29.61609331123969
MLG24,20,21,MLG24,49,6,1,2,1006.3894345164299,20.538559888090408
1-1887,18,11,1-1887,119,46,1,34,1052.6203867793083,8.845549468733683
1-6511,18,11,1-6511,144,27,1,22,1031.283779680729,7.161692914449507
MLG26,22,23,MLG26,155,19,1,10,1020.9471725821495,6.5867559521429
MLG13,1,9,MLG13,225,27,1,24,1031.6732141971588,4.585214285320705
1-8681,11,21,1-8681,260,57,1,38,1064.3992558121681,4.093843291585262
1-8371,22,23,1-8371,255,25,1,8,1026.5577380657196,4.025716619865567
MLG15,1,9,MLG15,559,56,2,61,2067.877752751112,3.6992446381951916
1-5635,10,18,1-5635,417,39,1,51,1048.9305801689625,2.515421055561061
MLG08,1,9,MLG08,532,91,1,63,1103.2671872675419,2.0738105023825977
MLG11,18,11,MLG11,493,15,1,5,1015.9735862910748,2.060798349474797
MLG12,18,11,MLG12,569,33,1,33,1039.4256695210934,1.8267586459070182
1-6764,12,11,1-6764,38,35,0,5,35.97358629107475,0.9466733234493356
1-4874,12,6,1-4874,224,154,0,14,156.7260416150093,0.6996698286384344
1-0447,7,5,1-0447,65,44,0,3,44.58415177464485,0.6859100273022285
1-7456,22,23,1-7456,32,19,0,0,19.0,0.59375
P1-17272,6,6,P1-17272,6,3,0,2,3.389434516429901,0.5649057527383169
1-0295,16,10,1-0295,24,11,0,11,13.141889840364456,0.547578743348519
1-20081,1,9,1-20081,20,10,0,3,10.584151774644852,0.5292075887322426
MLG52,19,15,MLG52,112,47,0,53,57.32001468539238,0.5117858454052892
1-6506,9,12,1-6506,70,32,0,16,35.11547613143921,0.5016496590205601
1-3739,16,10,1-3739,2,1,0,0,1.0,0.5
1-10622,18,11,1-10622,4,2,0,0,2.0,0.5
1-7834,18,11,1-7834,4,2,0,0,2.0,0.5
1-19068,7,5,1-19068,77,34,0,21,38.08906242251396,0.49466314834433717
MLG83,18,11,MLG83,88,39,0,18,42.50491064786911,0.4830103482712399
1-9522,6,6,1-9522,17,8,0,1,8.19471725821495,0.48204219165970297
1-9225,1,9,1-9225,18,8,0,3,8.584151774644852,0.47689732081360287
1-7656,13,8,1-7656,48,22,0,4,22.778869032859802,0.47455977151791257
1-18927,4,17,1-18927,30,13,0,6,14.168303549289703,0.47227678497632347
1-8044,13,8,1-8044,56,25,0,7,26.363020807504654,0.4707682287054403
1-1964,6,6,1-1964,48,22,0,3,22.58415177464485,0.4705031619717677
1-8808,18,11,1-8808,52,22,0,11,24.141889840364456,0.4642671123147011
MLG55,2,16,MLG55,110,47,0,12,49.33660709857941,0.44851460998708553
1-7444,19,15,1-7444,14,6,0,1,6.194717258214951,0.44247980415821075
1-8916,18,11,1-8916,61,24,0,15,26.92075887322426,0.44132391595449605
1-18369,4,17,1-18369,7,3,0,0,3.0,0.42857142857142855
1-18973,2,16,1-18973,39,13,0,17,16.31019338965416,0.41821008691420924
1-11533,13,8,1-11533,20,6,0,12,8.336607098579407,0.41683035492897036
1-6029,8,7,1-6029,26,9,0,8,10.557738065719604,0.40606684868152326
1-19069,20,13,1-19069,11,4,0,2,4.389434516429901,0.3990395014936274
1-17969,20,13,1-17969,22,8,0,4,8.778869032859802,0.3990395014936274
1-5304,1,9,1-5304,3,1,0,1,1.1947172582149506,0.3982390860716502
1-5109,19,15,1-5109,37,14,0,3,14.584151774644852,0.3941662641795906
1-20100,1,9,1-20100,31,12,0,0,12.0,0.3870967741935484
1-5287,1,9,1-5287,18,5,0,10,6.947172582149506,0.3859540323416392
1-1152,17,19,1-1152,112,40,0,14,42.72604161500931,0.38148251441972597
1-1636,18,11,1-1636,22,8,0,2,8.389434516429901,0.3813379325649955
1-7655,4,17,1-7655,38,14,0,2,14.389434516429901,0.37866932937973424
1-4874,15,6,1-4874,224,82,0,14,84.72604161500931,0.37824125720986296
1-3727,18,11,1-3727,8,3,0,0,3.0,0.375
1-0997,18,11,1-0997,33,10,0,10,11.947172582149506,0.36203553279240924
1-8023,6,6,1-8023,20,7,0,1,7.194717258214951,0.35973586291074755
MLG53,20,13,MLG53,216,69,0,37,76.20453855395317,0.3527987896016351
1-0984,19,15,1-0984,50,17,0,3,17.58415177464485,0.35168303549289703
1-9291,8,7,1-9291,78,27,0,1,27.19471725821495,0.34865022125916606
1-6543,9,12,1-6543,36,11,0,7,12.363020807504654,0.34341724465290707
1-18987,4,17,1-18987,34,10,0,8,11.557738065719604,0.33993347252116485
1-2006,11,21,1-2006,40,13,0,3,13.584151774644852,0.3396037943661213
1-9245,8,7,1-9245,23,6,0,9,7.752455323934555,0.33706327495367633
1-20124,18,11,1-20124,3,1,0,0,1.0,0.3333333333333333
1-5199,17,19,1-5199,3,1,0,0,1.0,0.3333333333333333
1-5271,1,9,1-5271,12,4,0,0,4.0,0.3333333333333333
1-8055,18,11,1-8055,57,17,0,10,18.947172582149506,0.3324065365289387
1-3051,7,5,1-3051,116,33,0,24,37.67321419715881,0.3247690879065415
7W2-12806,22,23,7W2-12806,23,7,0,2,7.389434516429901,0.32127976158390875
1-4776,11,21,1-4776,33,9,0,8,10.557738065719604,0.3199314565369577
