Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
499,499,499,499,499,499,499,1-20780,12,12,1-20780,12,0,0,11,7.0195382833480835,0.5849615236123403
444,444,444,444,444,444,444,1-7467,15,9,1-7467,20,0,0,16,10.210237503051758,0.5105118751525879
223,223,223,223,223,223,223,1-5686,16,8,1-5686,59,6,0,37,29.61117422580719,0.5018843089119863
270,270,270,270,270,270,270,1-6494,23,27,1-6494,48,1,0,36,23.973034381866455,0.49943821628888446
517,517,517,517,517,517,517,MLG77,17,25,MLG77,9,0,0,7,4.466978907585144,0.49633098973168266
184,184,184,184,184,184,184,MLG18,3,14,MLG18,72,16,0,28,33.867915630340576,0.47038771708806354
376,376,376,376,376,376,376,1-3356,2,2,1-3356,28,4,0,14,12.933957815170288,0.4619270648275103
532,532,532,532,532,532,532,1-18369,16,8,1-18369,7,0,0,5,3.1906992197036743,0.45581417424338205
45,45,45,45,45,45,45,1-2292,21,4,1-2292,252,1,0,172,110.7600531578064,0.4395240204674857
255,255,255,255,255,255,255,1-3302,2,2,1-3302,52,5,0,25,20.95349609851837,0.4029518480484302
304,304,304,304,304,304,304,1-2006,11,21,1-2006,40,0,0,25,15.953496098518372,0.3988374024629593
212,212,212,212,212,212,212,1-8916,7,18,1-8916,61,16,0,13,24.295817971229553,0.39829209788900904
452,452,452,452,452,452,452,1-0487,5,23,1-0487,18,0,0,11,7.0195382833480835,0.38997434907489353
319,319,319,319,319,319,319,1-8765,19,6,1-8765,38,0,0,23,14.677216410636902,0.3862425371220237
164,164,164,164,164,164,164,1-9454,13,13,1-9454,80,19,0,17,29.848377346992493,0.37310471683740615
155,155,155,155,155,155,155,1-2364,19,6,1-2364,88,6,0,42,32.801873445510864,0.3727485618808053
190,190,190,190,190,190,190,1-1176,5,23,1-1176,69,0,0,40,25.525593757629395,0.36993614141491876
266,266,266,266,266,266,266,1-1025,23,27,1-1025,48,0,0,27,17.22977578639984,0.35895366221666336
428,428,428,428,428,428,428,1-5221,9,19,1-5221,21,3,0,7,7.466978907585144,0.35557042417072116
131,131,131,131,131,131,131,1-6501,18,7,1-6501,107,12,0,39,36.88745391368866,0.3447425599410155
243,243,243,243,243,243,243,1-9542,9,19,1-9542,54,10,0,13,18.295817971229553,0.3388114439116584
230,230,230,230,230,230,230,1-11205,10,20,1-11205,56,1,0,28,18.867915630340576,0.3369270648275103
84,84,84,84,84,84,84,1-1712,17,25,1-1712,157,0,0,82,52.32746720314026,0.3332959694467532
348,348,348,348,348,348,348,1-0997,7,18,1-0997,33,9,0,3,10.914419531822205,0.33073998581279407
188,188,188,188,188,188,188,1-6506,5,23,1-6506,70,0,0,36,22.973034381866455,0.3281862054552351
550,550,550,550,550,550,550,1-3142,17,25,1-3142,4,0,0,2,1.2762796878814697,0.31906992197036743
189,189,189,189,189,189,189,1-0582,11,21,1-0582,70,0,0,35,22.33489453792572,0.31906992197036743
32,32,32,32,32,32,32,1-3152,17,25,1-3152,323,0,0,160,102.10237503051758,0.3161064242430885
159,159,159,159,159,159,159,1-5687,6,17,1-5687,83,1,0,39,25.88745391368866,0.31189703510468264
114,114,114,114,114,114,114,1-6166,12,12,1-6166,117,2,0,53,35.82141172885895,0.30616591221246964
283,283,283,283,283,283,283,1-8973,17,25,1-8973,44,0,0,21,13.400936722755432,0.3045667436989871
224,224,224,224,224,224,224,1-8087,16,8,1-8087,58,9,0,13,17.295817971229553,0.29820375812464744
509,509,509,509,509,509,509,1-0337,4,15,1-0337,11,2,0,2,3.2762796878814697,0.29784360798922455
14,14,14,14,14,14,14,1-3037,3,14,1-3037,467,47,0,144,138.89213752746582,0.29741357072262486
254,254,254,254,254,254,254,1-8808,23,27,1-8808,52,2,0,21,15.400936722755432,0.29617186005298907
42,42,42,42,42,42,42,1-8681,19,6,1-8681,260,26,0,79,76.41304767131805,0.2938963371973771
106,106,106,106,106,106,106,1-7872,7,18,1-7872,124,7,0,46,36.354432821273804,0.29318090984898226
232,232,232,232,232,232,232,1-18412,9,19,1-18412,56,3,0,21,16.400936722755432,0.2928738700492041
35,35,35,35,35,35,35,1-7901,9,19,1-7901,298,47,0,63,87.2028101682663,0.29262687975928287
187,187,187,187,187,187,187,MLG82,16,8,MLG82,71,8,0,20,20.762796878814697,0.29243375885654505
335,335,335,335,335,335,335,1-1763,5,23,1-1763,35,0,0,16,10.210237503051758,0.2917210715157645
222,222,222,222,222,222,222,1-5159,4,15,1-5159,59,7,0,16,17.210237503051758,0.2916989407296908
514,514,514,514,514,514,514,1-10823,15,9,1-10823,10,1,0,3,2.9144195318222046,0.29144195318222044
27,27,27,27,27,27,27,1-7425,5,23,1-7425,352,0,0,158,100.82609534263611,0.2864377708597617
459,459,459,459,459,459,459,1-17979,23,27,1-17979,17,1,0,6,4.828839063644409,0.2840493566849652
395,395,395,395,395,395,395,1-1958,7,18,1-1958,25,0,0,11,7.0195382833480835,0.28078153133392336
306,306,306,306,306,306,306,1-8990,16,8,1-8990,40,6,0,8,11.105118751525879,0.277627968788147
162,162,162,162,162,162,162,1-10960,12,12,1-10960,82,6,0,26,22.591635942459106,0.27550775539584277
9,9,9,9,9,9,9,MLG63,2,2,MLG63,543,19,0,203,148.54238831996918,0.27355872618778854
3,3,3,3,3,3,3,MLG06,18,7,MLG06,634,57,0,182,173.14145159721375,0.2730937722353529
539,539,539,539,539,539,539,P1-17272,15,9,P1-17272,6,1,0,1,1.6381398439407349,0.2730233073234558
185,185,185,185,185,185,185,MLG42,16,8,MLG42,72,12,0,12,19.65767812728882,0.2730233073234558
111,111,111,111,111,111,111,1-1887,19,6,1-1887,119,11,0,33,32.05861485004425,0.2694001247902878
10,10,10,10,10,10,10,MLG08,8,16,MLG08,532,38,0,165,143.29307425022125,0.26934788392898734
260,260,260,260,260,260,260,MLG24,16,8,MLG24,49,10,0,5,13.190699219703674,0.26919794325925867
412,412,412,412,412,412,412,1-7770,6,17,1-7770,23,3,0,5,6.190699219703674,0.26916083563929016
301,301,301,301,301,301,301,1-3469,3,14,1-3469,40,5,0,9,10.743258595466614,0.26858146488666534
324,324,324,324,324,324,324,1-19093,17,25,1-19093,36,0,0,15,9.572097659111023,0.26589160164197284
322,322,322,322,322,322,322,1-18435,4,15,1-18435,37,6,0,6,9.82883906364441,0.2656442990174165
105,105,105,105,105,105,105,1-0529,14,10,1-0529,124,8,0,39,32.88745391368866,0.26522140252974724
445,445,445,445,445,445,445,1-2028,15,9,1-2028,20,4,0,2,5.27627968788147,0.2638139843940735
58,58,58,58,58,58,58,MLG53,16,8,MLG53,216,16,0,64,56.84095001220703,0.2631525463528103
330,330,330,330,330,330,330,1-9499,23,27,1-9499,36,1,0,13,9.295817971229553,0.2582171658674876
