Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
256,1-3037,18,10,1-3037,467,69,3,69,3085.306586517021,6.6066522195225295
364,MLG02,18,10,MLG02,755,74,3,71,3090.779241198674,4.093747339335992
353,1-8681,11,8,1-8681,260,35,1,98,1058.1600794009864,4.069846459234563
158,MLG12,11,8,MLG12,569,53,1,64,1068.124949812889,1.8771967483530565
205,1-7776,14,4,1-7776,26,20,0,6,21.417964044958353,0.8237678478830136
253,1-7781,3,5,1-7781,33,23,0,10,25.36327340826392,0.7685840426746643
397,1-6492,11,8,1-6492,48,36,0,2,36.472654681652784,0.759846972534433
439,1-8062,12,16,1-8062,17,11,0,3,11.708982022479177,0.688763648381128
536,1-1964,15,9,1-1964,48,27,0,21,31.962874157354236,0.6658932116115466
432,1-1067,17,19,1-1067,17,11,0,0,11.0,0.6470588235294118
434,1-6835,13,3,1-6835,36,22,0,1,22.236327340826392,0.6176757594673998
327,1-4609,15,9,1-4609,7,4,0,1,4.236327340826392,0.605189620118056
295,1-7522,15,9,1-7522,67,38,0,2,38.472654681652784,0.5742187265918326
526,1-11205,20,18,1-11205,56,30,0,8,31.890618726611137,0.5694753344037703
569,1-10217,8,7,1-10217,4,2,0,1,2.236327340826392,0.559081835206598
573,1-3100,3,5,1-3100,4,2,0,1,2.236327340826392,0.559081835206598
167,1-9287,20,18,1-9287,21,11,0,2,11.472654681652784,0.5463168896025136
157,1-2318,15,9,1-2318,13,6,0,4,6.945309363305569,0.5342545664081206
413,1-1763,10,2,1-1763,35,17,0,7,18.654291385784745,0.5329797538795642
428,1-7733,11,8,1-7733,76,38,0,9,40.12694606743753,0.5279861324662832
498,MLG38,10,2,MLG38,26,13,0,2,13.472654681652784,0.5181790262174147
394,1-8808,11,8,1-8808,52,24,0,11,26.599600749090314,0.5115307836363522
524,1-3734,10,2,1-3734,4,2,0,0,2.0,0.5
562,1-3142,8,7,1-3142,4,2,0,0,2.0,0.5
549,1-10622,18,10,1-10622,4,2,0,0,2.0,0.5
477,1-20081,12,16,1-20081,20,10,0,0,10.0,0.5
458,1-9063,8,7,1-9063,35,17,0,2,17.472654681652784,0.49921870519007955
488,1-18369,3,5,1-18369,7,3,0,2,3.4726546816527843,0.49609352595039774
494,MLG37,1,12,MLG37,50,23,0,7,24.654291385784745,0.4930858277156949
307,1-5199,11,8,1-5199,3,1,0,2,1.4726546816527843,0.49088489388426143
481,1-19851,18,10,1-19851,25,11,0,5,12.18163670413196,0.48726546816527844
435,1-10882,3,5,1-10882,14,6,0,3,6.7089820224791765,0.47921300160565544
359,1-6166,4,15,1-6166,117,43,0,52,55.28902172297239,0.4725557412219863
541,1-7301,11,8,1-7301,26,9,0,12,11.835928089916706,0.45522800345833486
291,1-17979,7,17,1-17979,17,7,0,3,7.7089820224791765,0.4534695307340692
459,1-8284,3,5,1-8284,48,17,0,20,21.726546816527843,0.45263639201099676
319,1-20040,18,10,1-20040,22,9,0,4,9.945309363305569,0.4520595165138895
236,1-9245,1,12,1-9245,23,10,0,1,10.236327340826392,0.4450577104707127
351,1-9399,12,16,1-9399,38,15,0,7,16.654291385784745,0.4382708259417038
354,1-11438,6,13,1-11438,53,21,0,8,22.890618726611137,0.43189846653983277
290,1-0447,4,15,1-0447,65,23,0,21,27.962874157354236,0.43019806395929594
191,1-9285,5,11,1-9285,30,11,0,8,12.890618726611137,0.4296872908870379
300,1-7083,17,19,1-7083,17,7,0,1,7.236327340826392,0.4256663141662584
496,1-18973,1,12,1-18973,39,16,0,2,16.472654681652784,0.4223757610680201
317,1-3733,8,7,1-3733,16,6,0,3,6.7089820224791765,0.41931137640494853
28,1-7081,20,18,1-7081,99,35,0,26,41.1445108614862,0.41560111981299186
372,1-6511,8,7,1-6511,144,39,0,85,59.087823970243335,0.4103321109044676
254,1-9230,12,16,1-9230,5,2,0,0,2.0,0.4
148,1-2028,10,2,1-2028,20,8,0,0,8.0,0.4
183,1-18927,17,19,1-18927,30,12,0,0,12.0,0.4
246,1-9232,13,3,1-9232,20,7,0,4,7.945309363305569,0.3972654681652784
70,1-9644,1,12,1-9644,63,24,0,3,24.708982022479177,0.3922060638488758
268,1-7899,13,3,1-7899,40,13,0,11,15.599600749090314,0.38999001872725786
342,MLG53,1,12,MLG53,216,79,0,21,83.96287415735424,0.3887170099877511
542,1-5287,5,11,1-5287,18,5,0,8,6.890618726611137,0.38281215147839653
431,1-9115,5,11,1-9115,22,7,0,6,8.417964044958353,0.3826347293162888
281,1-8126,18,10,1-8126,34,11,0,8,12.890618726611137,0.3791358449003276
204,1-3509,14,4,1-3509,150,53,0,16,56.781237453222275,0.37854158302148183
316,1-4776,5,11,1-4776,33,8,0,19,12.490219475701451,0.37849149926368036
423,1-5696,8,7,1-5696,80,29,0,3,29.708982022479177,0.3713622752809897
153,MLG43,1,12,MLG43,39,14,0,2,14.472654681652784,0.37109370978596884
51,1-8981,8,7,1-8981,15,5,0,2,5.472654681652784,0.36484364544351894
512,1-9121,18,10,1-9121,22,7,0,4,7.945309363305569,0.3611504256047986
416,1-3246,10,2,1-3246,116,40,0,7,41.654291385784745,0.35908871884297194
499,1-3135,13,3,1-3135,101,32,0,18,36.25389213487506,0.3589494270779709
378,1-5819,10,2,1-5819,23,8,0,1,8.236327340826392,0.35810118873158225
358,MLG18,20,18,MLG18,72,23,0,9,25.12694606743753,0.34898536204774344
321,MLG30,3,5,MLG30,66,18,0,21,22.962874157354236,0.34792233571748843
414,1-5140,3,5,1-5140,10,3,0,2,3.4726546816527843,0.3472654681652784
90,MLG83,17,19,MLG83,88,25,0,21,29.962874157354236,0.3404872063335709
156,1-2322,11,8,1-2322,14,4,0,3,4.7089820224791765,0.3363558587485126
389,1-0598,17,19,1-0598,122,39,0,8,40.89061872661114,0.335169005955829
570,1-5965,1,12,1-5965,6,2,0,0,2.0,0.3333333333333333
544,1-20124,15,9,1-20124,3,1,0,0,1.0,0.3333333333333333
557,P1-17272,1,12,P1-17272,6,2,0,0,2.0,0.3333333333333333
304,1-10294,17,19,1-10294,30,9,0,4,9.945309363305569,0.3315103121101856
470,1-10043,7,17,1-10043,61,19,0,5,20.18163670413196,0.33084650334642557
244,1-3099,3,5,1-3099,9,2,0,4,2.9453093633055687,0.32725659592284095
349,MLG57,1,12,MLG57,165,52,0,8,53.89061872661114,0.3266098104643099
484,MLG35,3,5,MLG35,44,12,0,10,14.363273408263922,0.32643803200599825
200,7W2-12806,1,12,7W2-12806,23,7,0,2,7.472654681652784,0.3248980296370776
553,1-17965,18,10,1-17965,10,3,0,1,3.236327340826392,0.3236327340826392
96,1-10725,10,2,1-10725,27,8,0,3,8.708982022479177,0.32255488972145097
83,1-1152,3,5,1-1152,112,31,0,21,35.962874157354236,0.32109709069066283
367,1-5154,1,12,1-5154,19,6,0,0,6.0,0.3157894736842105
61,1-7306,8,7,1-7306,159,40,0,40,49.45309363305569,0.31102574611984707
440,1-9197,20,18,1-9197,16,4,0,4,4.945309363305569,0.30908183520659804
559,1-9466,20,18,1-9466,8,2,0,2,2.4726546816527843,0.30908183520659804
113,1-7647,20,18,1-7647,30,4,0,22,9.199201498180628,0.3066400499393543
