Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
91,91,91,91,91,91,91,1-6684,4,17,1-6684,145,3,0,136,74.23437833786011,0.5119612299162766
81,81,81,81,81,81,81,1-7038,15,15,1-7038,163,11,0,135,81.71059614419937,0.5012920008846588
13,13,13,13,13,13,13,MLG11,4,17,MLG11,493,11,0,368,203.75184726715088,0.4132897510489876
115,115,115,115,115,115,115,1-3174,5,4,1-3174,117,0,0,90,47.14039742946625,0.40290937973902774
83,83,83,83,83,83,83,1-7306,13,13,1-7306,159,55,0,12,61.28538632392883,0.38544268128257125
114,114,114,114,114,114,114,1-6166,12,12,1-6166,117,2,0,82,44.95013988018036,0.38418922974513126
155,155,155,155,155,155,155,1-2364,19,8,1-2364,88,6,0,50,32.189109683036804,0.3657853373072364
12,12,12,12,12,12,12,1-3523,15,15,1-3523,497,10,0,305,169.7535690665245,0.3415564769950191
120,120,120,120,120,120,120,1-1152,4,17,1-1152,112,18,0,37,37.379941165447235,0.3337494746914932
42,42,42,42,42,42,42,1-8681,19,8,1-8681,260,26,0,114,85.71117007732391,0.3296583464512458
14,14,14,14,14,14,14,1-3037,3,16,1-3037,467,53,0,191,153.0423989892006,0.3277139164650976
340,340,340,340,340,340,340,1-10981,15,19,1-10981,34,9,0,4,11.095128774642944,0.32632731690126304
212,212,212,212,212,212,212,1-8916,7,20,1-8916,61,13,0,13,19.80916851758957,0.32474046750146834
67,67,67,67,67,67,67,1-4394,21,6,1-4394,190,3,0,111,61.139823496341705,0.32178854471758794
21,21,21,21,21,21,21,1-1633,5,4,1-1633,399,0,0,245,128.32663744688034,0.32162064523027656
138,138,138,138,138,138,138,1-7993,17,10,1-7993,100,11,0,39,31.427505552768707,0.3142750555276871
105,105,105,105,105,105,105,1-0529,14,14,1-0529,124,13,0,49,38.66532748937607,0.31181715717238767
180,180,180,180,180,180,180,1-9294,15,15,1-9294,74,18,0,8,22.19025754928589,0.2998683452606201
70,70,70,70,70,70,70,1-5228,12,12,1-5228,180,1,0,101,53.902001559734344,0.2994555642207464
238,238,238,238,238,238,238,MLG20,7,20,MLG20,55,12,0,8,16.19025754928589,0.29436831907792527
243,243,243,243,243,243,243,1-9542,9,16,1-9542,54,10,0,11,15.761604130268097,0.2918815579679277
364,364,364,364,364,364,364,1-5515,17,10,1-5515,30,5,0,7,8.666475355625153,0.28888251185417174
235,235,235,235,235,235,235,1-9040,19,8,1-9040,55,6,0,18,15.42807948589325,0.28051053610715
358,358,358,358,358,358,358,1-5655,15,15,1-5655,31,5,0,7,8.666475355625153,0.2795637211491985
162,162,162,162,162,162,162,1-10960,12,12,1-10960,82,6,0,32,22.761030197143555,0.27757353898955556
445,445,445,445,445,445,445,1-2028,15,15,1-2028,20,5,0,1,5.523782193660736,0.2761891096830368
6,6,6,6,6,6,6,1-3026,3,16,1-3026,570,40,0,216,153.136953830719,0.26866132251003333
35,35,35,35,35,35,35,1-7901,9,21,1-7901,298,45,0,65,79.04584258794785,0.26525450532868405
107,107,107,107,107,107,107,1-0598,21,6,1-0598,122,14,0,35,32.33237677812576,0.26501948178791607
111,111,111,111,111,111,111,1-1887,19,8,1-1887,119,11,0,38,30.90372335910797,0.25969515427821827
342,342,342,342,342,342,342,1-18987,19,8,1-18987,34,4,0,9,8.714039742946625,0.25629528655725364
23,23,23,23,23,23,23,1-8567,17,10,1-8567,388,31,0,130,99.09168517589569,0.2553909411749889
513,513,513,513,513,513,513,1-18770,19,27,1-18770,10,2,0,1,2.523782193660736,0.25237821936607363
279,279,279,279,279,279,279,1-20068,14,14,1-20068,45,4,0,14,11.332950711250305,0.25184334913889567
106,106,106,106,106,106,106,1-7872,7,20,1-7872,124,7,0,46,31.09398090839386,0.2507579105515634
69,69,69,69,69,69,69,1-8564,17,10,1-8564,185,7,0,72,44.712317943573,0.24168820510039457
97,97,97,97,97,97,97,1-4654,5,4,1-4654,138,0,0,62,32.47449600696564,0.23532243483308432
143,143,143,143,143,143,143,1-12345,5,4,1-12345,97,0,0,43,22.52263432741165,0.23219210646816135
36,36,36,36,36,36,36,MLG67,19,8,MLG67,293,29,0,74,67.75988233089447,0.23126239703376952
146,146,146,146,146,146,146,1-19891,21,6,1-19891,95,1,0,40,21.951287746429443,0.23106618680452046
324,324,324,324,324,324,324,1-19093,17,10,1-19093,36,2,0,12,8.285386323928833,0.23014962010913426
10,10,10,10,10,10,10,MLG08,8,18,MLG08,532,34,0,168,121.99540853500366,0.2293146776973753
43,43,43,43,43,43,43,1-8753,21,6,1-8753,258,4,0,104,58.47334814071655,0.22664088426634324
86,86,86,86,86,86,86,MLG65,3,16,MLG65,155,11,0,46,35.09398090839386,0.22641278005415394
61,61,61,61,61,61,61,1-8484,21,6,1-8484,202,17,0,53,44.76045626401901,0.22158641714860897
537,537,537,537,537,537,537,P1-6891,9,21,P1-6891,7,1,0,1,1.523782193660736,0.2176831705229623
202,202,202,202,202,202,202,1-1367,14,14,1-1367,66,8,0,12,14.285386323928833,0.21644524733225504
391,391,391,391,391,391,391,1-7301,19,27,1-7301,26,3,0,5,5.61891096830368,0.21611196031937233
52,52,52,52,52,52,52,1-7302,1,2,1-7302,240,6,0,87,51.56905084848404,0.21487104520201683
103,103,103,103,103,103,103,1-2275,14,14,1-2275,130,11,0,32,27.761030197143555,0.2135463861318735
34,34,34,34,34,34,34,1-8019,21,6,1-8019,320,7,0,117,68.28251665830612,0.21338286455720662
184,184,184,184,184,184,184,MLG18,3,16,MLG18,72,8,0,14,15.332950711250305,0.21295764876736534
192,192,192,192,192,192,192,1-3254,6,19,1-3254,68,5,0,18,14.42807948589325,0.21217763949843013
543,543,543,543,543,543,543,1-18953,6,19,1-18953,5,0,0,2,1.0475643873214722,0.20951287746429442
109,109,109,109,109,109,109,1-3364,17,10,1-3364,121,9,0,31,25.23724800348282,0.20857229754944479
323,323,323,323,323,323,323,1-8613,16,27,1-8613,37,3,0,9,7.714039742946625,0.20848756062017904
174,174,174,174,174,174,174,MLG17,8,18,MLG17,76,9,0,13,15.809168517589569,0.2080153752314417
51,51,51,51,51,51,51,1-9365,19,8,1-9365,243,11,0,74,49.75988233089447,0.20477317831643815
72,72,72,72,72,72,72,1-0918,5,4,1-0918,179,0,0,69,36.14097136259079,0.2019048679474346
511,511,511,511,511,511,511,1-7707,8,18,1-7707,10,2,0,0,2.0,0.2
76,76,76,76,76,76,76,1-7518,12,12,1-7518,169,1,0,62,33.47449600696564,0.19807394086961916
28,28,28,28,28,28,28,1-6957,21,6,1-6957,338,3,0,122,66.9014276266098,0.1979332178302065
525,525,525,525,525,525,525,1-19067,9,21,1-19067,8,0,0,3,1.5713465809822083,0.19641832262277603
469,469,469,469,469,469,469,1-9095,23,25,1-9095,16,0,0,6,3.1426931619644165,0.19641832262277603
172,172,172,172,172,172,172,1-19068,13,13,1-19068,77,13,0,4,15.095128774642944,0.19604063343692135
99,99,99,99,99,99,99,1-0917,9,21,1-0917,134,15,0,21,25.999426066875458,0.1940255676632497
64,64,64,64,64,64,64,1-0983,14,14,1-0983,195,9,0,55,37.808020651340485,0.19388728539148967
229,229,229,229,229,229,229,1-8986,20,7,1-8986,57,10,0,2,11.047564387321472,0.1938169190758153
59,59,59,59,59,59,59,1-0916,19,8,1-0916,215,1,0,77,41.33122891187668,0.19223827400872873
297,297,297,297,297,297,297,1-6101,16,27,1-6101,41,0,0,15,7.856732904911041,0.19162763182709858
475,475,475,475,475,475,475,1-9548,8,18,1-9548,16,2,0,2,3.047564387321472,0.190472774207592
506,506,506,506,506,506,506,1-19069,1,2,1-19069,11,0,0,4,2.0951287746429443,0.19046625224026767
168,168,168,168,168,168,168,1-7523,14,14,1-7523,79,5,0,19,14.951861679553986,0.18926407189308841
421,421,421,421,421,421,421,1-8162,1,2,1-8162,22,1,0,6,4.1426931619644165,0.18830423463474621
164,164,164,164,164,164,164,1-9454,13,13,1-9454,80,14,0,2,15.047564387321472,0.1880945548415184
100,100,100,100,100,100,100,1-0541,17,10,1-0541,132,7,0,34,24.808594584465027,0.1879438983671593
153,153,153,153,153,153,153,1-8666,14,15,1-8666,89,12,0,9,16.714039742946625,0.18779819935895084
4,4,4,4,4,4,4,1-1530,14,14,1-1530,632,31,0,167,118.47162634134293,0.18745510497047932
46,46,46,46,46,46,46,1-3056,4,17,1-3056,250,24,0,43,46.52263432741165,0.18609053730964661
66,66,66,66,66,66,66,1-3496,14,14,1-3496,192,9,0,51,35.71289187669754,0.18600464519113302
462,462,462,462,462,462,462,1-7430,11,23,1-7430,17,0,0,6,3.1426931619644165,0.18486430364496567
25,25,25,25,25,25,25,1-6569,21,6,1-6569,360,3,0,121,66.37764543294907,0.1843823484248585
447,447,447,447,447,447,447,1-9473,19,8,1-9473,20,0,0,7,3.6664753556251526,0.18332376778125764
130,130,130,130,130,130,130,1-8754,12,12,1-8754,108,4,0,30,19.713465809822083,0.18253209083168595
216,216,216,216,216,216,216,1-18620,21,6,1-18620,60,1,0,19,10.951861679553986,0.18253102799256643
509,509,509,509,509,509,509,1-0337,4,28,1-0337,11,2,0,0,2.0,0.18181818181818182
322,322,322,322,322,322,322,1-18435,4,16,1-18435,37,2,0,9,6.714039742946625,0.181460533593152
54,54,54,54,54,54,54,MLG66,1,2,MLG66,229,9,0,62,41.47449600696564,0.18111133627495912
398,398,398,398,398,398,398,1-8914,7,20,1-8914,25,4,0,1,4.523782193660736,0.18095128774642943
442,442,442,442,442,442,442,1-9232,1,19,1-9232,20,1,0,5,3.6189109683036804,0.180945548415184
222,222,222,222,222,222,222,1-5159,4,17,1-5159,59,7,0,7,10.666475355625153,0.18078771789195175
119,119,119,119,119,119,119,1-1136,12,12,1-1136,113,2,0,35,20.332376778125763,0.17993253785952001
166,166,166,166,166,166,166,1-5696,10,22,1-5696,80,6,0,16,14.380515098571777,0.17975643873214722
377,377,377,377,377,377,377,1-10305,19,9,1-10305,28,5,0,0,5.0,0.17857142857142858
306,306,306,306,306,306,306,1-8990,16,10,1-8990,40,4,0,6,7.1426931619644165,0.1785673290491104
30,30,30,30,30,30,30,1-8718,4,17,1-8718,333,38,0,40,58.95128774642944,0.17703089413342174
452,452,452,452,452,452,452,1-0487,5,4,1-0487,18,0,0,6,3.1426931619644165,0.1745940645535787
520,520,520,520,520,520,520,1-5314,17,10,1-5314,9,0,0,3,1.5713465809822083,0.1745940645535787
53,53,53,53,53,53,53,1-6727,17,10,1-6727,235,15,0,48,40.14154529571533,0.1708150863647461
503,503,503,503,503,503,503,1-11534,3,16,1-11534,12,1,0,2,2.047564387321472,0.17063036561012268
428,428,428,428,428,428,428,1-5221,9,17,1-5221,21,2,0,3,3.5713465809822083,0.17006412290391468
226,226,226,226,226,226,226,1-7403,21,6,1-7403,58,2,0,15,9.856732904911041,0.1699436707743283
160,160,160,160,160,160,160,1-1119,18,9,1-1119,83,13,0,2,14.047564387321472,0.16924776370266834
207,207,207,207,207,207,207,1-7488,5,4,1-7488,65,0,0,21,10.999426066875458,0.16922193949039166
404,404,404,404,404,404,404,1-6559,1,2,1-6559,24,3,0,2,4.047564387321472,0.16864851613839468
210,210,210,210,210,210,210,1-1514,1,2,1-1514,64,5,0,11,10.761604130268097,0.16815006453543901
301,301,301,301,301,301,301,1-3469,3,16,1-3469,40,2,0,9,6.714039742946625,0.16785099357366562
539,539,539,539,539,539,539,P1-17272,15,15,P1-17272,6,1,0,0,1.0,0.16666666666666666
178,178,178,178,178,178,178,1-9071,17,10,1-9071,75,2,0,20,12.475643873214722,0.16634191830952963
303,303,303,303,303,303,303,1-7899,14,14,1-7899,40,4,0,5,6.61891096830368,0.16547277420759202
320,320,320,320,320,320,320,1-5109,15,15,1-5109,37,4,0,4,6.095128774642944,0.16473321012548497
1,1,1,1,1,1,1,MLG02,15,15,MLG02,755,63,0,117,124.28251665830612,0.16461260484543858
95,95,95,95,95,95,95,1-9100,10,22,1-9100,142,5,0,35,23.332376778125763,0.16431251252201243
470,470,470,470,470,470,470,1-8291,11,23,1-8291,16,0,0,5,2.6189109683036804,0.16368193551898003
