Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
314,314,314,1-18973,10,2,1-18973,39,16,0,3,17.032008349895477,0.43671816281783277
105,105,105,1-0529,14,13,1-0529,124,15,0,100,49.40027832984924,0.39838934136975196
180,180,180,1-9294,15,14,1-9294,74,23,0,10,26.440027832984924,0.3572976734187152
17,17,17,1-8165,9,12,1-8165,420,54,0,278,149.6327737569809,0.35626850894519263
184,184,184,MLG18,3,6,MLG18,72,21,0,8,23.75202226638794,0.3298891981442769
30,30,30,1-8718,4,7,1-8718,333,83,0,74,108.45620596408844,0.3256943122044698
32,32,32,1-3152,17,15,1-3152,323,17,0,232,96.80864572525024,0.29971716942801935
219,219,219,1-8702,4,7,1-8702,59,10,0,22,17.568061232566833,0.29776374970452263
364,364,364,1-5515,17,15,1-5515,30,5,0,11,8.784030616283417,0.29280102054278057
23,23,23,1-8567,17,15,1-8567,388,59,0,140,107.16038966178894,0.27618657129327046
340,340,340,1-10981,15,14,1-10981,34,8,0,4,9.37601113319397,0.2757650333292344
166,166,166,1-5696,10,3,1-5696,80,1,0,61,21.98416978120804,0.2748021222651005
86,86,86,MLG65,3,6,MLG65,155,23,0,56,42.264155864715576,0.27267197332074566
353,353,353,1-7456,10,3,1-7456,32,5,0,10,8.440027832984924,0.2637508697807789
238,238,238,MLG20,7,11,MLG20,55,12,0,7,14.408019483089447,0.2619639906016263
46,46,46,1-3056,4,7,1-3056,250,40,0,74,65.45620596408844,0.26182482385635375
324,324,324,1-19093,17,15,1-19093,36,7,0,7,9.408019483089447,0.2613338745302624
172,172,172,1-19068,13,1,1-19068,77,17,0,9,20.096025049686432,0.260987338307616
18,18,18,1-5635,18,16,1-5635,417,48,0,176,108.54448986053467,0.26029853683581455
100,100,100,1-0541,17,15,1-0541,132,14,0,59,34.29616421461105,0.25981942586826556
207,207,207,1-7488,5,8,1-7488,65,10,0,20,16.88005566596985,0.25969316409184384
165,165,165,1-8368,5,8,1-8368,80,15,0,16,20.50404453277588,0.2563005566596985
237,237,237,1-18266,20,17,1-18266,55,6,0,23,13.912064015865326,0.25294661847027866
117,117,117,1-3246,2,4,1-3246,116,20,0,24,28.25606679916382,0.24358678275141224
212,212,212,1-8916,7,11,1-8916,61,11,0,11,14.784030616283417,0.24236115764399044
428,428,428,1-5221,9,7,1-5221,21,4,0,3,5.032008349895477,0.23961944523311796
316,316,316,1-3216,1,5,1-3216,38,7,0,6,9.064016699790955,0.2385267552576567
192,192,192,1-3254,6,9,1-3254,68,10,0,18,16.192050099372864,0.23811838381430683
189,189,189,1-0582,11,2,1-0582,70,7,0,28,16.632077932357788,0.23760111331939698
83,83,83,1-7306,13,23,1-7306,159,35,0,8,37.75202226638794,0.23743410230432666
120,120,120,1-1152,4,7,1-1152,112,18,0,24,26.25606679916382,0.23442916784967696
303,303,303,1-7899,14,13,1-7899,40,8,0,4,9.37601113319397,0.23440027832984925
22,22,22,1-6568,14,13,1-6568,394,18,0,214,91.61659562587738,0.23252943052253142
3,3,3,MLG06,18,16,MLG06,634,69,0,227,147.08863180875778,0.23200099654378198
160,160,160,1-1119,18,16,1-1119,83,14,0,15,19.160041749477386,0.23084387649972754
391,391,391,1-7301,19,24,1-7301,26,6,0,0,6.0,0.23076923076923078
1,1,1,MLG02,15,14,MLG02,755,80,0,273,173.91275984048843,0.23034802627879264
426,426,426,1-20040,10,16,1-20040,22,3,0,6,5.064016699790955,0.23018257726322522
69,69,69,1-8564,17,15,1-8564,185,16,0,76,42.144211530685425,0.2278065488145158
