Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
474,474,474,474,474,1-19108,4,16,1-19108,16,0,0,15,12.627723813056946,0.7892327383160591
444,444,444,444,444,1-7467,15,6,1-7467,20,1,0,17,15.311420321464539,0.765571016073227
337,337,337,337,337,1-3079,4,16,1-3079,34,0,0,28,23.5717511177063,0.693286797579597
127,127,127,127,127,MLG55,22,22,MLG55,110,4,0,84,74.7152533531189,0.6792295759374445
105,105,105,105,105,1-0529,14,7,1-0529,124,13,0,82,82.0315568447113,0.6615448132638009
326,326,326,326,326,1-6835,22,22,1-6835,36,3,0,22,21.52066159248352,0.5977961553467644
445,445,445,445,445,1-2028,15,6,1-2028,20,10,0,2,11.683696508407593,0.5841848254203796
300,300,300,300,300,1-3077,1,14,1-3077,41,0,0,28,23.5717511177063,0.5749207589684463
382,382,382,382,382,1-3472,22,22,1-3472,28,9,0,8,15.734786033630371,0.5619566440582275
114,114,114,114,114,1-6166,12,9,1-6166,117,13,0,62,65.19459176063538,0.5572187329968835
162,162,162,162,162,1-10960,12,9,1-10960,82,17,0,34,45.62284064292908,0.5563761054015741
409,409,409,409,409,1-9245,9,12,1-9245,23,9,0,4,12.367393016815186,0.5377127398615298
155,155,155,155,155,1-2364,19,3,1-2364,88,6,0,49,47.25056445598602,0.5369382324543867
391,391,391,391,391,1-7301,19,3,1-7301,26,3,0,13,13.944027304649353,0.5363087424865136
364,364,364,364,364,1-5515,17,5,1-5515,30,5,0,13,15.944027304649353,0.5314675768216451
100,100,100,100,100,1-0541,17,5,1-0541,132,15,0,65,69.72013652324677,0.5281828524488391
306,306,306,306,306,1-8990,16,21,1-8990,40,15,0,7,20.892937779426575,0.5223234444856644
213,213,213,213,213,1-10043,17,5,1-10043,61,8,0,28,31.5717511177063,0.5175696904542016
70,70,70,70,70,1-5228,12,9,1-5228,180,12,0,92,89.45003938674927,0.49694466325971814
83,83,83,83,83,1-7306,13,8,1-7306,159,56,0,27,78.7299028635025,0.4951566217830346
374,374,374,374,374,1-7486,8,19,1-7486,29,0,0,17,14.311420321464539,0.49349725246429443
35,35,35,35,35,1-7901,9,12,1-7901,298,76,0,83,145.8734050989151,0.48950807080172853
219,219,219,219,219,1-8702,4,16,1-8702,59,10,0,22,28.52066159248352,0.4834010439403987
119,119,119,119,119,1-1136,12,9,1-1136,113,12,0,50,54.09241271018982,0.47869391778929044
451,451,451,451,451,1-7146,9,12,1-7146,18,1,0,9,8.576634287834167,0.4764796826574538
539,539,539,539,539,P1-17272,15,6,P1-17272,6,2,0,1,2.8418482542037964,0.47364137570063275
42,42,42,42,42,1-8681,19,3,1-8681,260,26,0,114,121.97070097923279,0.4691180806893569
23,23,23,23,23,1-8567,17,5,1-8567,388,61,0,143,181.38430035114288,0.4674853101833579
151,151,151,151,151,1-7725,5,17,1-7725,90,3,0,46,41.725019693374634,0.4636113299263848
426,426,426,426,426,1-20040,10,11,1-20040,22,0,0,12,10.102179050445557,0.4591899568384344
508,508,508,508,508,1-7737,22,22,1-7737,11,5,0,0,5.0,0.45454545454545453
271,271,271,271,271,1-5568,17,5,1-5568,47,7,0,17,21.31142032146454,0.4534344749247774
86,86,86,86,86,MLG65,3,15,MLG65,155,22,0,56,69.1435022354126,0.4460871111962103
202,202,202,202,202,1-1367,14,7,1-1367,66,8,0,25,29.04620635509491,0.4400940356832562
455,455,455,455,455,1-9225,4,16,1-9225,18,2,0,7,7.892937779426575,0.43849654330147636
513,513,513,513,513,1-18770,19,3,1-18770,10,1,0,4,4.3673930168151855,0.43673930168151853
514,514,514,514,514,1-10823,15,6,1-10823,10,1,0,4,4.3673930168151855,0.43673930168151853
30,30,30,30,30,1-8718,4,16,1-8718,333,83,0,74,145.29677081108093,0.4363266390723151
99,99,99,99,99,1-0917,9,12,1-0917,134,14,0,52,57.77610921859741,0.4311649941686374
153,153,153,153,153,1-8666,14,7,1-8666,89,3,0,42,38.35762667655945,0.4309845693995444
