Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
381,381,381,381,381,1-6554,3,6,1-6554,28,21,0,2,21.841249406337738,0.7800446216549192
224,224,224,224,224,1-8087,16,17,1-8087,58,23,0,13,28.468121141195297,0.4908296748481948
516,516,516,516,516,1-17965,1,3,1-17965,10,2,0,6,4.523748219013214,0.4523748219013214
243,243,243,243,243,1-9542,9,7,1-9542,54,20,0,10,24.20624703168869,0.44826383392016095
83,83,83,83,83,1-7306,13,14,1-7306,159,56,0,27,67.35686698555946,0.42362809424880166
474,474,474,474,474,1-19108,4,5,1-19108,16,0,0,15,6.309370547533035,0.3943356592208147
187,187,187,187,187,MLG82,16,17,MLG82,71,18,0,23,27.674368172883987,0.3897798334209012
162,162,162,162,162,1-10960,12,13,1-10960,82,17,0,34,31.301239907741547,0.38172243789928717
471,471,471,471,471,1-9396,1,3,1-9396,16,2,0,9,5.785622328519821,0.3616013955324888
552,552,552,552,552,1-5303,9,7,1-5303,4,1,0,1,1.420624703168869,0.35515617579221725
337,337,337,337,337,1-3079,4,5,1-3079,34,0,0,28,11.777491688728333,0.3463968143743627
114,114,114,114,114,1-6166,12,13,1-6166,117,13,0,62,39.07873159646988,0.334006252961281
461,461,461,461,461,1-1067,1,3,1-1067,17,1,0,11,5.626871734857559,0.3309924549916211
445,445,445,445,445,1-2028,15,16,1-2028,20,4,0,6,6.523748219013214,0.32618741095066073
391,391,391,391,391,1-7301,19,20,1-7301,26,3,0,13,8.468121141195297,0.3256969669690499
348,348,348,348,348,1-0997,7,8,1-0997,33,9,0,4,10.682498812675476,0.3237120852325902
55,55,55,55,55,MLG13,8,10,MLG13,225,30,0,100,72.0624703168869,0.3202776458528307
189,189,189,189,189,1-0582,11,12,1-0582,70,7,0,34,21.301239907741547,0.30430342725345066
155,155,155,155,155,1-2364,19,20,1-2364,88,6,0,49,26.610610455274582,0.30239330062812025
119,119,119,119,119,1-1136,12,13,1-1136,113,12,0,50,33.03123515844345,0.2923118155614465
301,301,301,301,301,1-3469,3,6,1-3469,40,2,0,23,11.674368172883987,0.29185920432209966
340,340,340,340,340,1-10981,15,16,1-10981,34,6,0,9,9.785622328519821,0.28781242142705354
300,300,300,300,300,1-3077,1,3,1-3077,41,0,0,28,11.777491688728333,0.2872558948470325
